iform	iclass	category	extension	isa_set	mode	bytes	xed_iform	xed_length	decoder_contract	operand_contract	legality_contract	formatter_contract	evidence_state	blocker
CCMPNO_MEMv_GPRv_DFV_APX_N3	CCMPNO	APX	APXEVEX	APX_F_N3	64	62 f4 79 01 39 00	CCMPNO_MEMv_GPRv_DFV_APX_N3	6	exact	exact	structural_only	exact	decode_exact	cpu_legality_and_semantics_pending
CCMPNO_MEMv_IMM8_DFV_APX_N3	CCMPNO	APX	APXEVEX	APX_F_N3	64	62 f4 79 01 83 38 00	CCMPNO_MEMv_IMM8_DFV_APX_N3	7	exact	exact	structural_only	exact	decode_exact	cpu_legality_and_semantics_pending
CCMPNO_MEMv_IMMz_DFV_APX_N3	CCMPNO	APX	APXEVEX	APX_F_N3	64	62 f4 78 01 81 38 00 00 00 00	CCMPNO_MEMv_IMMz_DFV_APX_N3	10	exact	exact	structural_only	exact	decode_exact	cpu_legality_and_semantics_pending
CCMPNS_GPR8i8_GPR8i8_DFV_APX_N3	CCMPNS	APX	APXEVEX	APX_F_N3	64	62 f4 7c 09 38 c0	CCMPNS_GPR8i8_GPR8i8_DFV_APX_N3	6	exact	exact	structural_only	exact	decode_exact	cpu_legality_and_semantics_pending
CCMPNS_GPR8i8_IMM8_DFV_APX_N3	CCMPNS	APX	APXEVEX	APX_F_N3	64	62 f4 7c 09 80 f8 00	CCMPNS_GPR8i8_IMM8_DFV_APX_N3	7	exact	exact	structural_only	exact	decode_exact	cpu_legality_and_semantics_pending
CCMPNS_GPR8i8_MEMi8_DFV_APX_N3	CCMPNS	APX	APXEVEX	APX_F_N3	64	62 f4 78 09 3a 00	CCMPNS_GPR8i8_MEMi8_DFV_APX_N3	6	exact	exact	structural_only	exact	decode_exact	cpu_legality_and_semantics_pending
CCMPNS_GPRv_IMMz_DFV_APX_N3	CCMPNS	APX	APXEVEX	APX_F_N3	64	62 f4 7d 09 81 f8 00 00	CCMPNS_GPRv_IMMz_DFV_APX_N3	8	exact	exact	structural_only	exact	decode_exact	cpu_legality_and_semantics_pending
CCMPNS_GPRv_MEMv_DFV_APX_N3	CCMPNS	APX	APXEVEX	APX_F_N3	64	62 f4 79 09 3b 00	CCMPNS_GPRv_MEMv_DFV_APX_N3	6	exact	exact	structural_only	exact	decode_exact	cpu_legality_and_semantics_pending
CCMPNS_MEMi8_GPR8i8_DFV_APX_N3	CCMPNS	APX	APXEVEX	APX_F_N3	64	62 f4 78 09 38 00	CCMPNS_MEMi8_GPR8i8_DFV_APX_N3	6	exact	exact	structural_only	exact	decode_exact	cpu_legality_and_semantics_pending
CCMPNS_MEMi8_IMM8_DFV_APX_N3	CCMPNS	APX	APXEVEX	APX_F_N3	64	62 f4 78 09 80 38 00	CCMPNS_MEMi8_IMM8_DFV_APX_N3	7	exact	exact	structural_only	exact	decode_exact	cpu_legality_and_semantics_pending
CCMPNS_MEMv_GPRv_DFV_APX_N3	CCMPNS	APX	APXEVEX	APX_F_N3	64	62 f4 79 09 39 00	CCMPNS_MEMv_GPRv_DFV_APX_N3	6	exact	exact	structural_only	exact	decode_exact	cpu_legality_and_semantics_pending
CCMPNS_MEMv_IMM8_DFV_APX_N3	CCMPNS	APX	APXEVEX	APX_F_N3	64	62 f4 79 09 83 38 00	CCMPNS_MEMv_IMM8_DFV_APX_N3	7	exact	exact	structural_only	exact	decode_exact	cpu_legality_and_semantics_pending
CCMPNS_MEMv_IMMz_DFV_APX_N3	CCMPNS	APX	APXEVEX	APX_F_N3	64	62 f4 79 09 81 38 00 00	CCMPNS_MEMv_IMMz_DFV_APX_N3	8	exact	exact	structural_only	exact	decode_exact	cpu_legality_and_semantics_pending
CCMPNZ_GPR8i8_GPR8i8_DFV_APX_N3	CCMPNZ	APX	APXEVEX	APX_F_N3	64	62 f4 7c 05 38 c0	CCMPNZ_GPR8i8_GPR8i8_DFV_APX_N3	6	exact	exact	structural_only	exact	decode_exact	cpu_legality_and_semantics_pending
CCMPNZ_GPR8i8_IMM8_DFV_APX_N3	CCMPNZ	APX	APXEVEX	APX_F_N3	64	62 f4 7c 05 80 f8 00	CCMPNZ_GPR8i8_IMM8_DFV_APX_N3	7	exact	exact	structural_only	exact	decode_exact	cpu_legality_and_semantics_pending
CCMPNZ_GPR8i8_MEMi8_DFV_APX_N3	CCMPNZ	APX	APXEVEX	APX_F_N3	64	62 f4 78 05 3a 00	CCMPNZ_GPR8i8_MEMi8_DFV_APX_N3	6	exact	exact	structural_only	exact	decode_exact	cpu_legality_and_semantics_pending
CCMPNZ_GPRv_IMMz_DFV_APX_N3	CCMPNZ	APX	APXEVEX	APX_F_N3	64	62 f4 7d 05 81 f8 00 00	CCMPNZ_GPRv_IMMz_DFV_APX_N3	8	exact	exact	structural_only	exact	decode_exact	cpu_legality_and_semantics_pending
CCMPNZ_GPRv_MEMv_DFV_APX_N3	CCMPNZ	APX	APXEVEX	APX_F_N3	64	62 f4 79 05 3b 00	CCMPNZ_GPRv_MEMv_DFV_APX_N3	6	exact	exact	structural_only	exact	decode_exact	cpu_legality_and_semantics_pending
CCMPNZ_MEMi8_GPR8i8_DFV_APX_N3	CCMPNZ	APX	APXEVEX	APX_F_N3	64	62 f4 78 05 38 00	CCMPNZ_MEMi8_GPR8i8_DFV_APX_N3	6	exact	exact	structural_only	exact	decode_exact	cpu_legality_and_semantics_pending
CCMPNZ_MEMi8_IMM8_DFV_APX_N3	CCMPNZ	APX	APXEVEX	APX_F_N3	64	62 f4 78 05 80 38 00	CCMPNZ_MEMi8_IMM8_DFV_APX_N3	7	exact	exact	structural_only	exact	decode_exact	cpu_legality_and_semantics_pending
CCMPNZ_MEMv_GPRv_DFV_APX_N3	CCMPNZ	APX	APXEVEX	APX_F_N3	64	62 f4 79 05 39 00	CCMPNZ_MEMv_GPRv_DFV_APX_N3	6	exact	exact	structural_only	exact	decode_exact	cpu_legality_and_semantics_pending
CCMPNZ_MEMv_IMM8_DFV_APX_N3	CCMPNZ	APX	APXEVEX	APX_F_N3	64	62 f4 79 05 83 38 00	CCMPNZ_MEMv_IMM8_DFV_APX_N3	7	exact	exact	structural_only	exact	decode_exact	cpu_legality_and_semantics_pending
CCMPNZ_MEMv_IMMz_DFV_APX_N3	CCMPNZ	APX	APXEVEX	APX_F_N3	64	62 f4 78 05 81 38 00 00 00 00	CCMPNZ_MEMv_IMMz_DFV_APX_N3	10	exact	exact	structural_only	exact	decode_exact	cpu_legality_and_semantics_pending
CCMPO_GPR8i8_GPR8i8_DFV_APX_N3	CCMPO	APX	APXEVEX	APX_F_N3	64	62 f4 7c 00 38 c0	CCMPO_GPR8i8_GPR8i8_DFV_APX_N3	6	exact	exact	structural_only	exact	decode_exact	cpu_legality_and_semantics_pending
CCMPO_GPR8i8_IMM8_DFV_APX_N3	CCMPO	APX	APXEVEX	APX_F_N3	64	62 f4 7c 00 80 f8 00	CCMPO_GPR8i8_IMM8_DFV_APX_N3	7	exact	exact	structural_only	exact	decode_exact	cpu_legality_and_semantics_pending
CCMPO_GPR8i8_MEMi8_DFV_APX_N3	CCMPO	APX	APXEVEX	APX_F_N3	64	62 f4 78 00 3a 00	CCMPO_GPR8i8_MEMi8_DFV_APX_N3	6	exact	exact	structural_only	exact	decode_exact	cpu_legality_and_semantics_pending
CCMPO_GPRv_IMMz_DFV_APX_N3	CCMPO	APX	APXEVEX	APX_F_N3	64	62 f4 7d 00 81 f8 00 00	CCMPO_GPRv_IMMz_DFV_APX_N3	8	exact	exact	structural_only	exact	decode_exact	cpu_legality_and_semantics_pending
CCMPO_GPRv_MEMv_DFV_APX_N3	CCMPO	APX	APXEVEX	APX_F_N3	64	62 f4 78 00 3b 00	CCMPO_GPRv_MEMv_DFV_APX_N3	6	exact	exact	structural_only	exact	decode_exact	cpu_legality_and_semantics_pending
CCMPO_MEMi8_GPR8i8_DFV_APX_N3	CCMPO	APX	APXEVEX	APX_F_N3	64	62 f4 78 00 38 00	CCMPO_MEMi8_GPR8i8_DFV_APX_N3	6	exact	exact	structural_only	exact	decode_exact	cpu_legality_and_semantics_pending
CCMPO_MEMi8_IMM8_DFV_APX_N3	CCMPO	APX	APXEVEX	APX_F_N3	64	62 f4 78 00 80 38 00	CCMPO_MEMi8_IMM8_DFV_APX_N3	7	exact	exact	structural_only	exact	decode_exact	cpu_legality_and_semantics_pending
CCMPO_MEMv_GPRv_DFV_APX_N3	CCMPO	APX	APXEVEX	APX_F_N3	64	62 f4 79 00 39 00	CCMPO_MEMv_GPRv_DFV_APX_N3	6	exact	exact	structural_only	exact	decode_exact	cpu_legality_and_semantics_pending
CCMPO_MEMv_IMM8_DFV_APX_N3	CCMPO	APX	APXEVEX	APX_F_N3	64	62 f4 79 00 83 38 00	CCMPO_MEMv_IMM8_DFV_APX_N3	7	exact	exact	structural_only	exact	decode_exact	cpu_legality_and_semantics_pending
CCMPO_MEMv_IMMz_DFV_APX_N3	CCMPO	APX	APXEVEX	APX_F_N3	64	62 f4 78 00 81 38 00 00 00 00	CCMPO_MEMv_IMMz_DFV_APX_N3	10	exact	exact	structural_only	exact	decode_exact	cpu_legality_and_semantics_pending
CCMPS_GPR8i8_GPR8i8_DFV_APX_N3	CCMPS	APX	APXEVEX	APX_F_N3	64	62 f4 7c 08 38 c0	CCMPS_GPR8i8_GPR8i8_DFV_APX_N3	6	exact	exact	structural_only	exact	decode_exact	cpu_legality_and_semantics_pending
CCMPS_GPR8i8_IMM8_DFV_APX_N3	CCMPS	APX	APXEVEX	APX_F_N3	64	62 f4 7c 08 80 f8 00	CCMPS_GPR8i8_IMM8_DFV_APX_N3	7	exact	exact	structural_only	exact	decode_exact	cpu_legality_and_semantics_pending
CCMPS_GPR8i8_MEMi8_DFV_APX_N3	CCMPS	APX	APXEVEX	APX_F_N3	64	62 f4 78 08 3a 00	CCMPS_GPR8i8_MEMi8_DFV_APX_N3	6	exact	exact	structural_only	exact	decode_exact	cpu_legality_and_semantics_pending
CCMPS_GPRv_IMMz_DFV_APX_N3	CCMPS	APX	APXEVEX	APX_F_N3	64	62 f4 7d 08 81 f8 00 00	CCMPS_GPRv_IMMz_DFV_APX_N3	8	exact	exact	structural_only	exact	decode_exact	cpu_legality_and_semantics_pending
CCMPS_GPRv_MEMv_DFV_APX_N3	CCMPS	APX	APXEVEX	APX_F_N3	64	62 f4 79 08 3b 00	CCMPS_GPRv_MEMv_DFV_APX_N3	6	exact	exact	structural_only	exact	decode_exact	cpu_legality_and_semantics_pending
CCMPS_MEMi8_GPR8i8_DFV_APX_N3	CCMPS	APX	APXEVEX	APX_F_N3	64	62 f4 78 08 38 00	CCMPS_MEMi8_GPR8i8_DFV_APX_N3	6	exact	exact	structural_only	exact	decode_exact	cpu_legality_and_semantics_pending
CCMPS_MEMi8_IMM8_DFV_APX_N3	CCMPS	APX	APXEVEX	APX_F_N3	64	62 f4 78 08 80 38 00	CCMPS_MEMi8_IMM8_DFV_APX_N3	7	exact	exact	structural_only	exact	decode_exact	cpu_legality_and_semantics_pending
CCMPS_MEMv_GPRv_DFV_APX_N3	CCMPS	APX	APXEVEX	APX_F_N3	64	62 f4 79 08 39 00	CCMPS_MEMv_GPRv_DFV_APX_N3	6	exact	exact	structural_only	exact	decode_exact	cpu_legality_and_semantics_pending
CCMPS_MEMv_IMM8_DFV_APX_N3	CCMPS	APX	APXEVEX	APX_F_N3	64	62 f4 78 08 83 38 00	CCMPS_MEMv_IMM8_DFV_APX_N3	7	exact	exact	structural_only	exact	decode_exact	cpu_legality_and_semantics_pending
CCMPS_MEMv_IMMz_DFV_APX_N3	CCMPS	APX	APXEVEX	APX_F_N3	64	62 f4 79 08 81 38 00 00	CCMPS_MEMv_IMMz_DFV_APX_N3	8	exact	exact	structural_only	exact	decode_exact	cpu_legality_and_semantics_pending
CCMPT_GPR8i8_GPR8i8_DFV_APX_N3	CCMPT	APX	APXEVEX	APX_F_N3	64	62 f4 7c 0a 38 c0	CCMPT_GPR8i8_GPR8i8_DFV_APX_N3	6	exact	exact	structural_only	exact	decode_exact	cpu_legality_and_semantics_pending
CCMPT_GPR8i8_IMM8_DFV_APX_N3	CCMPT	APX	APXEVEX	APX_F_N3	64	62 f4 7c 0a 80 f8 00	CCMPT_GPR8i8_IMM8_DFV_APX_N3	7	exact	exact	structural_only	exact	decode_exact	cpu_legality_and_semantics_pending
CCMPT_GPR8i8_MEMi8_DFV_APX_N3	CCMPT	APX	APXEVEX	APX_F_N3	64	62 f4 78 0a 3a 00	CCMPT_GPR8i8_MEMi8_DFV_APX_N3	6	exact	exact	structural_only	exact	decode_exact	cpu_legality_and_semantics_pending
CCMPT_GPRv_IMMz_DFV_APX_N3	CCMPT	APX	APXEVEX	APX_F_N3	64	62 f4 7c 0a 81 f8 00 00 00 00	CCMPT_GPRv_IMMz_DFV_APX_N3	10	exact	exact	structural_only	exact	decode_exact	cpu_legality_and_semantics_pending
CCMPT_GPRv_MEMv_DFV_APX_N3	CCMPT	APX	APXEVEX	APX_F_N3	64	62 f4 79 0a 3b 00	CCMPT_GPRv_MEMv_DFV_APX_N3	6	exact	exact	structural_only	exact	decode_exact	cpu_legality_and_semantics_pending
CCMPT_MEMi8_GPR8i8_DFV_APX_N3	CCMPT	APX	APXEVEX	APX_F_N3	64	62 f4 78 0a 38 00	CCMPT_MEMi8_GPR8i8_DFV_APX_N3	6	exact	exact	structural_only	exact	decode_exact	cpu_legality_and_semantics_pending
CCMPT_MEMi8_IMM8_DFV_APX_N3	CCMPT	APX	APXEVEX	APX_F_N3	64	62 f4 78 0a 80 38 00	CCMPT_MEMi8_IMM8_DFV_APX_N3	7	exact	exact	structural_only	exact	decode_exact	cpu_legality_and_semantics_pending
CCMPT_MEMv_GPRv_DFV_APX_N3	CCMPT	APX	APXEVEX	APX_F_N3	64	62 f4 78 0a 39 00	CCMPT_MEMv_GPRv_DFV_APX_N3	6	exact	exact	structural_only	exact	decode_exact	cpu_legality_and_semantics_pending
CCMPT_MEMv_IMM8_DFV_APX_N3	CCMPT	APX	APXEVEX	APX_F_N3	64	62 f4 78 0a 83 38 00	CCMPT_MEMv_IMM8_DFV_APX_N3	7	exact	exact	structural_only	exact	decode_exact	cpu_legality_and_semantics_pending
CCMPT_MEMv_IMMz_DFV_APX_N3	CCMPT	APX	APXEVEX	APX_F_N3	64	62 f4 78 0a 81 38 00 00 00 00	CCMPT_MEMv_IMMz_DFV_APX_N3	10	exact	exact	structural_only	exact	decode_exact	cpu_legality_and_semantics_pending
CCMPZ_GPR8i8_GPR8i8_DFV_APX_N3	CCMPZ	APX	APXEVEX	APX_F_N3	64	62 f4 7c 04 38 c0	CCMPZ_GPR8i8_GPR8i8_DFV_APX_N3	6	exact	exact	structural_only	exact	decode_exact	cpu_legality_and_semantics_pending
CCMPZ_GPR8i8_IMM8_DFV_APX_N3	CCMPZ	APX	APXEVEX	APX_F_N3	64	62 f4 7c 04 80 f8 00	CCMPZ_GPR8i8_IMM8_DFV_APX_N3	7	exact	exact	structural_only	exact	decode_exact	cpu_legality_and_semantics_pending
CCMPZ_GPR8i8_MEMi8_DFV_APX_N3	CCMPZ	APX	APXEVEX	APX_F_N3	64	62 f4 78 04 3a 00	CCMPZ_GPR8i8_MEMi8_DFV_APX_N3	6	exact	exact	structural_only	exact	decode_exact	cpu_legality_and_semantics_pending
CCMPZ_GPRv_IMMz_DFV_APX_N3	CCMPZ	APX	APXEVEX	APX_F_N3	64	62 f4 7c 04 81 f8 00 00 00 00	CCMPZ_GPRv_IMMz_DFV_APX_N3	10	exact	exact	structural_only	exact	decode_exact	cpu_legality_and_semantics_pending
CCMPZ_GPRv_MEMv_DFV_APX_N3	CCMPZ	APX	APXEVEX	APX_F_N3	64	62 f4 78 04 3b 00	CCMPZ_GPRv_MEMv_DFV_APX_N3	6	exact	exact	structural_only	exact	decode_exact	cpu_legality_and_semantics_pending
CCMPZ_MEMi8_GPR8i8_DFV_APX_N3	CCMPZ	APX	APXEVEX	APX_F_N3	64	62 f4 78 04 38 00	CCMPZ_MEMi8_GPR8i8_DFV_APX_N3	6	exact	exact	structural_only	exact	decode_exact	cpu_legality_and_semantics_pending
CCMPZ_MEMi8_IMM8_DFV_APX_N3	CCMPZ	APX	APXEVEX	APX_F_N3	64	62 f4 78 04 80 38 00	CCMPZ_MEMi8_IMM8_DFV_APX_N3	7	exact	exact	structural_only	exact	decode_exact	cpu_legality_and_semantics_pending
CCMPZ_MEMv_GPRv_DFV_APX_N3	CCMPZ	APX	APXEVEX	APX_F_N3	64	62 f4 79 04 39 00	CCMPZ_MEMv_GPRv_DFV_APX_N3	6	exact	exact	structural_only	exact	decode_exact	cpu_legality_and_semantics_pending
CCMPZ_MEMv_IMM8_DFV_APX_N3	CCMPZ	APX	APXEVEX	APX_F_N3	64	62 f4 79 04 83 38 00	CCMPZ_MEMv_IMM8_DFV_APX_N3	7	exact	exact	structural_only	exact	decode_exact	cpu_legality_and_semantics_pending
CCMPZ_MEMv_IMMz_DFV_APX_N3	CCMPZ	APX	APXEVEX	APX_F_N3	64	62 f4 79 04 81 38 00 00	CCMPZ_MEMv_IMMz_DFV_APX_N3	8	exact	exact	structural_only	exact	decode_exact	cpu_legality_and_semantics_pending
CFCMOVBE_GPRv_GPRv_APX_N3	CFCMOVBE	APX	APXEVEX	APX_F_N3	64	62 f4 7d 0c 46 c0	CFCMOVBE_GPRv_GPRv_APX_N3	6	exact	exact	structural_only	exact	decode_exact	cpu_legality_and_semantics_pending
CFCMOVBE_GPRv_GPRv_GPRv_APX_N3	CFCMOVBE	APX	APXEVEX	APX_F_N3	64	62 f4 7d 1c 46 c0	CFCMOVBE_GPRv_GPRv_GPRv_APX_N3	6	exact	exact	structural_only	exact	decode_exact	cpu_legality_and_semantics_pending
CFCMOVBE_GPRv_GPRv_MEMv_APX_N3	CFCMOVBE	APX	APXEVEX	APX_F_N3	64	62 f4 79 1c 46 00	CFCMOVBE_GPRv_GPRv_MEMv_APX_N3	6	exact	exact	structural_only	exact	decode_exact	cpu_legality_and_semantics_pending
CFCMOVBE_GPRv_MEMv_APX_N3	CFCMOVBE	APX	APXEVEX	APX_F_N3	64	62 f4 78 08 46 00	CFCMOVBE_GPRv_MEMv_APX_N3	6	exact	exact	structural_only	exact	decode_exact	cpu_legality_and_semantics_pending
CFCMOVBE_MEMv_GPRv_APX_N3	CFCMOVBE	APX	APXEVEX	APX_F_N3	64	62 f4 79 0c 46 00	CFCMOVBE_MEMv_GPRv_APX_N3	6	exact	exact	structural_only	exact	decode_exact	cpu_legality_and_semantics_pending
CFCMOVB_GPRv_GPRv_APX_N3	CFCMOVB	APX	APXEVEX	APX_F_N3	64	62 f4 7c 0c 42 c0	CFCMOVB_GPRv_GPRv_APX_N3	6	exact	exact	structural_only	exact	decode_exact	cpu_legality_and_semantics_pending
CFCMOVB_GPRv_GPRv_GPRv_APX_N3	CFCMOVB	APX	APXEVEX	APX_F_N3	64	62 f4 7c 1c 42 c0	CFCMOVB_GPRv_GPRv_GPRv_APX_N3	6	exact	exact	structural_only	exact	decode_exact	cpu_legality_and_semantics_pending
CFCMOVB_GPRv_GPRv_MEMv_APX_N3	CFCMOVB	APX	APXEVEX	APX_F_N3	64	62 f4 79 1c 42 00	CFCMOVB_GPRv_GPRv_MEMv_APX_N3	6	exact	exact	structural_only	exact	decode_exact	cpu_legality_and_semantics_pending
CFCMOVB_GPRv_MEMv_APX_N3	CFCMOVB	APX	APXEVEX	APX_F_N3	64	62 f4 78 08 42 00	CFCMOVB_GPRv_MEMv_APX_N3	6	exact	exact	structural_only	exact	decode_exact	cpu_legality_and_semantics_pending
CFCMOVB_MEMv_GPRv_APX_N3	CFCMOVB	APX	APXEVEX	APX_F_N3	64	62 f4 78 0c 42 00	CFCMOVB_MEMv_GPRv_APX_N3	6	exact	exact	structural_only	exact	decode_exact	cpu_legality_and_semantics_pending
CFCMOVLE_GPRv_GPRv_APX_N3	CFCMOVLE	APX	APXEVEX	APX_F_N3	64	62 f4 7c 08 4e c0	CFCMOVLE_GPRv_GPRv_APX_N3	6	exact	exact	structural_only	exact	decode_exact	cpu_legality_and_semantics_pending
CFCMOVLE_GPRv_GPRv_GPRv_APX_N3	CFCMOVLE	APX	APXEVEX	APX_F_N3	64	62 f4 7c 1c 4e c0	CFCMOVLE_GPRv_GPRv_GPRv_APX_N3	6	exact	exact	structural_only	exact	decode_exact	cpu_legality_and_semantics_pending
CFCMOVLE_GPRv_GPRv_MEMv_APX_N3	CFCMOVLE	APX	APXEVEX	APX_F_N3	64	62 f4 79 1c 4e 00	CFCMOVLE_GPRv_GPRv_MEMv_APX_N3	6	exact	exact	structural_only	exact	decode_exact	cpu_legality_and_semantics_pending
CFCMOVLE_GPRv_MEMv_APX_N3	CFCMOVLE	APX	APXEVEX	APX_F_N3	64	62 f4 78 08 4e 00	CFCMOVLE_GPRv_MEMv_APX_N3	6	exact	exact	structural_only	exact	decode_exact	cpu_legality_and_semantics_pending
CFCMOVLE_MEMv_GPRv_APX_N3	CFCMOVLE	APX	APXEVEX	APX_F_N3	64	62 f4 78 0c 4e 00	CFCMOVLE_MEMv_GPRv_APX_N3	6	exact	exact	structural_only	exact	decode_exact	cpu_legality_and_semantics_pending
CFCMOVL_GPRv_GPRv_APX_N3	CFCMOVL	APX	APXEVEX	APX_F_N3	64	62 f4 7d 0c 4c c0	CFCMOVL_GPRv_GPRv_APX_N3	6	exact	exact	structural_only	exact	decode_exact	cpu_legality_and_semantics_pending
CFCMOVL_GPRv_GPRv_GPRv_APX_N3	CFCMOVL	APX	APXEVEX	APX_F_N3	64	62 f4 7c 1c 4c c0	CFCMOVL_GPRv_GPRv_GPRv_APX_N3	6	exact	exact	structural_only	exact	decode_exact	cpu_legality_and_semantics_pending
CFCMOVL_GPRv_GPRv_MEMv_APX_N3	CFCMOVL	APX	APXEVEX	APX_F_N3	64	62 f4 78 1c 4c 00	CFCMOVL_GPRv_GPRv_MEMv_APX_N3	6	exact	exact	structural_only	exact	decode_exact	cpu_legality_and_semantics_pending
CFCMOVL_GPRv_MEMv_APX_N3	CFCMOVL	APX	APXEVEX	APX_F_N3	64	62 f4 79 08 4c 00	CFCMOVL_GPRv_MEMv_APX_N3	6	exact	exact	structural_only	exact	decode_exact	cpu_legality_and_semantics_pending
CFCMOVL_MEMv_GPRv_APX_N3	CFCMOVL	APX	APXEVEX	APX_F_N3	64	62 f4 78 0c 4c 00	CFCMOVL_MEMv_GPRv_APX_N3	6	exact	exact	structural_only	exact	decode_exact	cpu_legality_and_semantics_pending
CFCMOVNBE_GPRv_GPRv_APX_N3	CFCMOVNBE	APX	APXEVEX	APX_F_N3	64	62 f4 7c 08 47 c0	CFCMOVNBE_GPRv_GPRv_APX_N3	6	exact	exact	structural_only	exact	decode_exact	cpu_legality_and_semantics_pending
CFCMOVNBE_GPRv_GPRv_GPRv_APX_N3	CFCMOVNBE	APX	APXEVEX	APX_F_N3	64	62 f4 7c 1c 47 c0	CFCMOVNBE_GPRv_GPRv_GPRv_APX_N3	6	exact	exact	structural_only	exact	decode_exact	cpu_legality_and_semantics_pending
CFCMOVNBE_GPRv_GPRv_MEMv_APX_N3	CFCMOVNBE	APX	APXEVEX	APX_F_N3	64	62 f4 79 1c 47 00	CFCMOVNBE_GPRv_GPRv_MEMv_APX_N3	6	exact	exact	structural_only	exact	decode_exact	cpu_legality_and_semantics_pending
CFCMOVNBE_GPRv_MEMv_APX_N3	CFCMOVNBE	APX	APXEVEX	APX_F_N3	64	62 f4 79 08 47 00	CFCMOVNBE_GPRv_MEMv_APX_N3	6	exact	exact	structural_only	exact	decode_exact	cpu_legality_and_semantics_pending
CFCMOVNBE_MEMv_GPRv_APX_N3	CFCMOVNBE	APX	APXEVEX	APX_F_N3	64	62 f4 78 0c 47 00	CFCMOVNBE_MEMv_GPRv_APX_N3	6	exact	exact	structural_only	exact	decode_exact	cpu_legality_and_semantics_pending
CFCMOVNB_GPRv_GPRv_APX_N3	CFCMOVNB	APX	APXEVEX	APX_F_N3	64	62 f4 7c 08 43 c0	CFCMOVNB_GPRv_GPRv_APX_N3	6	exact	exact	structural_only	exact	decode_exact	cpu_legality_and_semantics_pending
CFCMOVNB_GPRv_GPRv_GPRv_APX_N3	CFCMOVNB	APX	APXEVEX	APX_F_N3	64	62 f4 7c 1c 43 c0	CFCMOVNB_GPRv_GPRv_GPRv_APX_N3	6	exact	exact	structural_only	exact	decode_exact	cpu_legality_and_semantics_pending
CFCMOVNB_GPRv_GPRv_MEMv_APX_N3	CFCMOVNB	APX	APXEVEX	APX_F_N3	64	62 f4 79 1c 43 00	CFCMOVNB_GPRv_GPRv_MEMv_APX_N3	6	exact	exact	structural_only	exact	decode_exact	cpu_legality_and_semantics_pending
CFCMOVNB_GPRv_MEMv_APX_N3	CFCMOVNB	APX	APXEVEX	APX_F_N3	64	62 f4 78 08 43 00	CFCMOVNB_GPRv_MEMv_APX_N3	6	exact	exact	structural_only	exact	decode_exact	cpu_legality_and_semantics_pending
CFCMOVNB_MEMv_GPRv_APX_N3	CFCMOVNB	APX	APXEVEX	APX_F_N3	64	62 f4 79 0c 43 00	CFCMOVNB_MEMv_GPRv_APX_N3	6	exact	exact	structural_only	exact	decode_exact	cpu_legality_and_semantics_pending
CFCMOVNLE_GPRv_GPRv_APX_N3	CFCMOVNLE	APX	APXEVEX	APX_F_N3	64	62 f4 7c 08 4f c0	CFCMOVNLE_GPRv_GPRv_APX_N3	6	exact	exact	structural_only	exact	decode_exact	cpu_legality_and_semantics_pending
CFCMOVNLE_GPRv_GPRv_GPRv_APX_N3	CFCMOVNLE	APX	APXEVEX	APX_F_N3	64	62 f4 7d 1c 4f c0	CFCMOVNLE_GPRv_GPRv_GPRv_APX_N3	6	exact	exact	structural_only	exact	decode_exact	cpu_legality_and_semantics_pending
CFCMOVNLE_GPRv_GPRv_MEMv_APX_N3	CFCMOVNLE	APX	APXEVEX	APX_F_N3	64	62 f4 78 1c 4f 00	CFCMOVNLE_GPRv_GPRv_MEMv_APX_N3	6	exact	exact	structural_only	exact	decode_exact	cpu_legality_and_semantics_pending
CFCMOVNLE_GPRv_MEMv_APX_N3	CFCMOVNLE	APX	APXEVEX	APX_F_N3	64	62 f4 78 08 4f 00	CFCMOVNLE_GPRv_MEMv_APX_N3	6	exact	exact	structural_only	exact	decode_exact	cpu_legality_and_semantics_pending
CFCMOVNLE_MEMv_GPRv_APX_N3	CFCMOVNLE	APX	APXEVEX	APX_F_N3	64	62 f4 78 0c 4f 00	CFCMOVNLE_MEMv_GPRv_APX_N3	6	exact	exact	structural_only	exact	decode_exact	cpu_legality_and_semantics_pending
CFCMOVNL_GPRv_GPRv_APX_N3	CFCMOVNL	APX	APXEVEX	APX_F_N3	64	62 f4 7d 08 4d c0	CFCMOVNL_GPRv_GPRv_APX_N3	6	exact	exact	structural_only	exact	decode_exact	cpu_legality_and_semantics_pending
CFCMOVNL_GPRv_GPRv_GPRv_APX_N3	CFCMOVNL	APX	APXEVEX	APX_F_N3	64	62 f4 7d 1c 4d c0	CFCMOVNL_GPRv_GPRv_GPRv_APX_N3	6	exact	exact	structural_only	exact	decode_exact	cpu_legality_and_semantics_pending
CFCMOVNL_GPRv_GPRv_MEMv_APX_N3	CFCMOVNL	APX	APXEVEX	APX_F_N3	64	62 f4 79 1c 4d 00	CFCMOVNL_GPRv_GPRv_MEMv_APX_N3	6	exact	exact	structural_only	exact	decode_exact	cpu_legality_and_semantics_pending
CFCMOVNL_GPRv_MEMv_APX_N3	CFCMOVNL	APX	APXEVEX	APX_F_N3	64	62 f4 78 08 4d 00	CFCMOVNL_GPRv_MEMv_APX_N3	6	exact	exact	structural_only	exact	decode_exact	cpu_legality_and_semantics_pending
