form_id	instruction_set	internal_name	mnemonic	alias_mnemonics	assembly_template	width	fixed_mask	fixed_value	fixed_bits	features	operation_id	condition_digest	assertions_digest	coverage_status	cdisasm_name	cdisasm_name_id	name_match_kind	name_match_rule	source_name_reference	success_cases	missing_cases	profile_cases
T32/n/ldlit16/LDR_l_T1	T32	LDR_l_T1	LDR		LDR<rule:al_option_choice__4><rule:qn_option_choice><rule:SPACE><rule:Rt__8><rule:COMMA><rule:label__9>	16	0xf800	0x4800	5		LDR_l	2d8c5c199f1bb704c033c81f4ab1306ccb5f8763b0c60b545809cf7dc5705263	74234e98afe7498fb5daf1f36ac2d78acc339464f950703b8c019892f982b90b	corpus_reachable	LDR	25	exact		True	t32_ldr_literal		
T32/n/ldst16_reg/STR_r_T1	T32	STR_r_T1	STR		STR<rule:al_option_choice__4><rule:qn_option_choice><rule:SPACE><rule:Rt__8><rule:COMMA>[<rule:Rn__14><rule:COMMA><rule:opt_plus_choice><rule:Rm__16>]	16	0xfe00	0x5000	7		STR_r	2d8c5c199f1bb704c033c81f4ab1306ccb5f8763b0c60b545809cf7dc5705263	74234e98afe7498fb5daf1f36ac2d78acc339464f950703b8c019892f982b90b	corpus_reachable	STR	47	exact		True	t32_str_register_t1_exact		
T32/n/ldst16_reg/STRH_r_T1	T32	STRH_r_T1	STRH		STRH<rule:al_option_choice__4><rule:qn_option_choice><rule:SPACE><rule:Rt><rule:COMMA>[<rule:Rn__14><rule:COMMA><rule:opt_plus_choice><rule:Rm__16>]	16	0xfe00	0x5200	7		STRH_r	2d8c5c199f1bb704c033c81f4ab1306ccb5f8763b0c60b545809cf7dc5705263	74234e98afe7498fb5daf1f36ac2d78acc339464f950703b8c019892f982b90b	corpus_reachable	STRH	49	exact		True	t32_strh_register_t1_exact		
T32/n/ldst16_reg/STRB_r_T1	T32	STRB_r_T1	STRB		STRB<rule:al_option_choice__4><rule:qn_option_choice><rule:SPACE><rule:Rt><rule:COMMA>[<rule:Rn__14><rule:COMMA><rule:opt_plus_choice><rule:Rm__16>]	16	0xfe00	0x5400	7		STRB_r	2d8c5c199f1bb704c033c81f4ab1306ccb5f8763b0c60b545809cf7dc5705263	74234e98afe7498fb5daf1f36ac2d78acc339464f950703b8c019892f982b90b	corpus_reachable	STRB	48	exact		True	t32_strb_register_t1_exact		
T32/n/ldst16_reg/LDRSB_r_T1	T32	LDRSB_r_T1	LDRSB		LDRSB<rule:al_option_choice__4><rule:qn_option_choice><rule:SPACE><rule:Rt><rule:COMMA>[<rule:Rn__14><rule:COMMA><rule:opt_plus_choice><rule:Rm__16>]	16	0xfe00	0x5600	7		LDRSB_r	2d8c5c199f1bb704c033c81f4ab1306ccb5f8763b0c60b545809cf7dc5705263	74234e98afe7498fb5daf1f36ac2d78acc339464f950703b8c019892f982b90b	corpus_reachable	LDRSB	222	exact		True	t32_ldrsb_register_t1_exact		
T32/n/ldst16_reg/LDR_r_T1	T32	LDR_r_T1	LDR		LDR<rule:al_option_choice__4><rule:qn_option_choice><rule:SPACE><rule:Rt__8><rule:COMMA>[<rule:Rn__14><rule:COMMA><rule:opt_plus_choice><rule:Rm__16>]	16	0xfe00	0x5800	7		LDR_r	2d8c5c199f1bb704c033c81f4ab1306ccb5f8763b0c60b545809cf7dc5705263	74234e98afe7498fb5daf1f36ac2d78acc339464f950703b8c019892f982b90b	corpus_reachable	LDR	25	exact		True	t32_ldr_register_t1_exact		
T32/n/ldst16_reg/LDRH_r_T1	T32	LDRH_r_T1	LDRH		LDRH<rule:al_option_choice__4><rule:qn_option_choice><rule:SPACE><rule:Rt><rule:COMMA>[<rule:Rn__14><rule:COMMA><rule:opt_plus_choice><rule:Rm__16>]	16	0xfe00	0x5a00	7		LDRH_r	2d8c5c199f1bb704c033c81f4ab1306ccb5f8763b0c60b545809cf7dc5705263	74234e98afe7498fb5daf1f36ac2d78acc339464f950703b8c019892f982b90b	corpus_reachable	LDRH	27	exact		True	t32_ldrh_register_t1_exact		
T32/n/ldst16_reg/LDRB_r_T1	T32	LDRB_r_T1	LDRB		LDRB<rule:al_option_choice__4><rule:qn_option_choice><rule:SPACE><rule:Rt><rule:COMMA>[<rule:Rn__14><rule:COMMA><rule:opt_plus_choice><rule:Rm__16>]	16	0xfe00	0x5c00	7		LDRB_r	2d8c5c199f1bb704c033c81f4ab1306ccb5f8763b0c60b545809cf7dc5705263	74234e98afe7498fb5daf1f36ac2d78acc339464f950703b8c019892f982b90b	corpus_reachable	LDRB	26	exact		True	t32_ldrb_register_t1_exact		
T32/n/ldst16_reg/LDRSH_r_T1	T32	LDRSH_r_T1	LDRSH		LDRSH<rule:al_option_choice__4><rule:qn_option_choice><rule:SPACE><rule:Rt><rule:COMMA>[<rule:Rn__14><rule:COMMA><rule:opt_plus_choice><rule:Rm__16>]	16	0xfe00	0x5e00	7		LDRSH_r	2d8c5c199f1bb704c033c81f4ab1306ccb5f8763b0c60b545809cf7dc5705263	74234e98afe7498fb5daf1f36ac2d78acc339464f950703b8c019892f982b90b	corpus_reachable	LDRSH	223	exact		True	t32_ldrsh_register_t1_exact		
T32/n/ldst16_imm/STR_i_T1	T32	STR_i_T1	STR		STR<rule:al_option_choice__4><rule:qn_option_choice><rule:SPACE><rule:Rt__8><rule:COMMA>[<rule:Rn__14><rule:OPT_SPACE><rule:opt_plus_choice_imm_choice>]	16	0xf800	0x6000	5		STR_i	2d8c5c199f1bb704c033c81f4ab1306ccb5f8763b0c60b545809cf7dc5705263	74234e98afe7498fb5daf1f36ac2d78acc339464f950703b8c019892f982b90b	corpus_reachable	STR	47	exact		True	t32_str_immediate		
T32/n/ldst16_imm/LDR_i_T1	T32	LDR_i_T1	LDR		LDR<rule:al_option_choice__4><rule:qn_option_choice><rule:SPACE><rule:Rt__8><rule:COMMA>[<rule:Rn__14><rule:OPT_SPACE><rule:opt_plus_choice_imm_choice>]	16	0xf800	0x6800	5		LDR_i	2d8c5c199f1bb704c033c81f4ab1306ccb5f8763b0c60b545809cf7dc5705263	74234e98afe7498fb5daf1f36ac2d78acc339464f950703b8c019892f982b90b	corpus_reachable	LDR	25	exact		True	t32_ldr_immediate_t1_exact		
T32/n/ldst16_imm/STRB_i_T1	T32	STRB_i_T1	STRB		STRB<rule:al_option_choice__4><rule:qn_option_choice><rule:SPACE><rule:Rt><rule:COMMA>[<rule:Rn__14><rule:OPT_SPACE><rule:opt_plus_choice_imm_choice__2>]	16	0xf800	0x7000	5		STRB_i	2d8c5c199f1bb704c033c81f4ab1306ccb5f8763b0c60b545809cf7dc5705263	74234e98afe7498fb5daf1f36ac2d78acc339464f950703b8c019892f982b90b	corpus_reachable	STRB	48	exact		True	t32_strb_immediate_t1_exact		
T32/n/ldst16_imm/LDRB_i_T1	T32	LDRB_i_T1	LDRB		LDRB<rule:al_option_choice__4><rule:qn_option_choice><rule:SPACE><rule:Rt><rule:COMMA>[<rule:Rn__14><rule:OPT_SPACE><rule:opt_plus_choice_imm_choice__2>]	16	0xf800	0x7800	5		LDRB_i	2d8c5c199f1bb704c033c81f4ab1306ccb5f8763b0c60b545809cf7dc5705263	74234e98afe7498fb5daf1f36ac2d78acc339464f950703b8c019892f982b90b	corpus_reachable	LDRB	26	exact		True	t32_ldrb_immediate_t1_exact		
T32/n/ldsth16_imm/STRH_i_T1	T32	STRH_i_T1	STRH		STRH<rule:al_option_choice__4><rule:qn_option_choice><rule:SPACE><rule:Rt><rule:COMMA>[<rule:Rn__14><rule:OPT_SPACE><rule:opt_plus_choice_imm_choice__3>]	16	0xf800	0x8000	5		STRH_i	2d8c5c199f1bb704c033c81f4ab1306ccb5f8763b0c60b545809cf7dc5705263	74234e98afe7498fb5daf1f36ac2d78acc339464f950703b8c019892f982b90b	corpus_reachable	STRH	49	exact		True	t32_strh_immediate_t1_exact		
T32/n/ldsth16_imm/LDRH_i_T1	T32	LDRH_i_T1	LDRH		LDRH<rule:al_option_choice__4><rule:qn_option_choice><rule:SPACE><rule:Rt><rule:COMMA>[<rule:Rn__14><rule:OPT_SPACE><rule:opt_plus_choice_imm_choice__3>]	16	0xf800	0x8800	5		LDRH_i	2d8c5c199f1bb704c033c81f4ab1306ccb5f8763b0c60b545809cf7dc5705263	74234e98afe7498fb5daf1f36ac2d78acc339464f950703b8c019892f982b90b	corpus_reachable	LDRH	27	exact		True	t32_ldrh_immediate		
T32/n/ldst16_sp/STR_i_T2	T32	STR_i_T2	STR		STR<rule:al_option_choice__4><rule:qn_option_choice><rule:SPACE><rule:Rt__8><rule:COMMA>[<rule:SP><rule:opt_plus_choice_imm_choice__4>]	16	0xf800	0x9000	5		STR_i	2d8c5c199f1bb704c033c81f4ab1306ccb5f8763b0c60b545809cf7dc5705263	74234e98afe7498fb5daf1f36ac2d78acc339464f950703b8c019892f982b90b	corpus_reachable	STR	47	exact		True	t32_str_sp_immediate_t2_exact		
T32/n/ldst16_sp/LDR_i_T2	T32	LDR_i_T2	LDR		LDR<rule:al_option_choice__4><rule:qn_option_choice><rule:SPACE><rule:Rt__8><rule:COMMA>[<rule:SP><rule:opt_plus_choice_imm_choice__4>]	16	0xf800	0x9800	5		LDR_i	2d8c5c199f1bb704c033c81f4ab1306ccb5f8763b0c60b545809cf7dc5705263	74234e98afe7498fb5daf1f36ac2d78acc339464f950703b8c019892f982b90b	corpus_reachable	LDR	25	exact		True	t32_ldr_sp_immediate_t2_exact		
T32/n/addpcsp16/ADR_T1	T32	ADR_T1	ADR	ADD	ADR<rule:al_option_choice__4><rule:qn_option_choice><rule:SPACE><rule:Rd__25><rule:COMMA><rule:label__10>	16	0xf800	0xa000	5		ADR_a32	2d8c5c199f1bb704c033c81f4ab1306ccb5f8763b0c60b545809cf7dc5705263	74234e98afe7498fb5daf1f36ac2d78acc339464f950703b8c019892f982b90b	corpus_reachable	ADR	4	exact		True	t32_adr		
T32/n/addpcsp16/ADD_SP_i_T1	T32	ADD_SP_i_T1	ADD		ADD<rule:al_option_choice__4><rule:qn_option_choice><rule:SPACE><rule:Rd__25><rule:COMMA><rule:SP><rule:COMMA><rule:hash><rule:imm8__4>	16	0xf800	0xa800	5		ADD_SP_i	2d8c5c199f1bb704c033c81f4ab1306ccb5f8763b0c60b545809cf7dc5705263	74234e98afe7498fb5daf1f36ac2d78acc339464f950703b8c019892f982b90b	corpus_reachable	ADD	2	exact		True	t32_add_sp_immediate_t1_exact		
T32/n/misc16/adjsp16/ADD_SP_i_T2	T32	ADD_SP_i_T2	ADD		ADD<rule:al_option_choice__4><rule:qn_option_choice><rule:SPACE><rule:sp_choice><rule:SP__2><rule:COMMA><rule:hash><rule:imm7>	16	0xff80	0xb000	9		ADD_SP_i	2d167a2b728d195e9d030f088e2c452862da8ef5f75c969489fcfdcf7ef04633	74234e98afe7498fb5daf1f36ac2d78acc339464f950703b8c019892f982b90b	corpus_reachable	ADD	2	exact		True	t32_add_sp		
T32/n/misc16/adjsp16/SUB_SP_i_T1	T32	SUB_SP_i_T1	SUB		SUB<rule:al_option_choice__4><rule:qn_option_choice><rule:SPACE><rule:sp_choice><rule:SP__2><rule:COMMA><rule:hash><rule:imm7>	16	0xff80	0xb080	9		SUB_SP_i	2d167a2b728d195e9d030f088e2c452862da8ef5f75c969489fcfdcf7ef04633	74234e98afe7498fb5daf1f36ac2d78acc339464f950703b8c019892f982b90b	corpus_reachable	SUB	53	exact		True	t32_sub_sp_immediate_t1_exact		
T32/n/misc16/ext16/SXTH_T1	T32	SXTH_T1	SXTH		SXTH<rule:al_option_choice__4><rule:qn_option_choice><rule:SPACE><rule:rd_choice><rule:Rm__2>	16	0xffc0	0xb200	10		SXTH	2d167a2b728d195e9d030f088e2c452862da8ef5f75c969489fcfdcf7ef04633	74234e98afe7498fb5daf1f36ac2d78acc339464f950703b8c019892f982b90b	corpus_reachable	SXTH	369	exact		True	t32_sxth_narrow_f1164		
T32/n/misc16/ext16/SXTB_T1	T32	SXTB_T1	SXTB		SXTB<rule:al_option_choice__4><rule:qn_option_choice><rule:SPACE><rule:rd_choice><rule:Rm__2>	16	0xffc0	0xb240	10		SXTB	2d167a2b728d195e9d030f088e2c452862da8ef5f75c969489fcfdcf7ef04633	74234e98afe7498fb5daf1f36ac2d78acc339464f950703b8c019892f982b90b	corpus_reachable	SXTB	368	exact		True	t32_sxtb_narrow_f1165		
T32/n/misc16/ext16/UXTH_T1	T32	UXTH_T1	UXTH		UXTH<rule:al_option_choice__4><rule:qn_option_choice><rule:SPACE><rule:rd_choice><rule:Rm__2>	16	0xffc0	0xb280	10		UXTH	2d167a2b728d195e9d030f088e2c452862da8ef5f75c969489fcfdcf7ef04633	74234e98afe7498fb5daf1f36ac2d78acc339464f950703b8c019892f982b90b	corpus_reachable	UXTH	372	exact		True	t32_uxth_narrow_f1166		
T32/n/misc16/ext16/UXTB_T1	T32	UXTB_T1	UXTB		UXTB<rule:al_option_choice__4><rule:qn_option_choice><rule:SPACE><rule:rd_choice><rule:Rm__2>	16	0xffc0	0xb2c0	10		UXTB	2d167a2b728d195e9d030f088e2c452862da8ef5f75c969489fcfdcf7ef04633	74234e98afe7498fb5daf1f36ac2d78acc339464f950703b8c019892f982b90b	corpus_reachable	UXTB	371	exact		True	t32_uxtb_narrow_f1167		
T32/n/misc16/setpan16/SETPAN_T1	T32	SETPAN_T1	SETPAN		SETPAN<rule:qn_option_choice><rule:SPACE><rule:hash><rule:imm__103>	16	0xfff7	0xb610	15	FEAT_PAN	SETPAN	3a082431359b4330e348f5183353b02b9199ec94a56f9fed81f9dd2d63c8a7c6	74234e98afe7498fb5daf1f36ac2d78acc339464f950703b8c019892f982b90b	corpus_reachable	SETPAN	1360	exact		True	t32_setpan_f1156_clear,t32_setpan_f1156_set		
T32/n/misc16/cps16/SETEND_T1	T32	SETEND_T1	SETEND		SETEND<rule:qn_option_choice><rule:SPACE><rule:endian_specifier_option>	16	0xfff7	0xb650	15		SETEND	2d167a2b728d195e9d030f088e2c452862da8ef5f75c969489fcfdcf7ef04633	74234e98afe7498fb5daf1f36ac2d78acc339464f950703b8c019892f982b90b	corpus_reachable	SETEND	1327	exact		True	t32_setend_f1157_be,t32_setend_f1157_le		
T32/n/misc16/cps16/CPSID_T1_AS	T32	CPSID_T1_AS	CPSID		CPSID<rule:qn_option_choice><rule:SPACE><rule:A_I_F>	16	0xfff8	0xb670	13		CPS	2d167a2b728d195e9d030f088e2c452862da8ef5f75c969489fcfdcf7ef04633	74234e98afe7498fb5daf1f36ac2d78acc339464f950703b8c019892f982b90b	corpus_reachable	CPSID	689	exact		True	t32_cpsid_f1158_aif,t32_cpsid_f1158_none		
T32/n/misc16/cps16/CPSIE_T1_AS	T32	CPSIE_T1_AS	CPSIE		CPSIE<rule:qn_option_choice><rule:SPACE><rule:A_I_F>	16	0xfff8	0xb660	13		CPS	2d167a2b728d195e9d030f088e2c452862da8ef5f75c969489fcfdcf7ef04633	74234e98afe7498fb5daf1f36ac2d78acc339464f950703b8c019892f982b90b	corpus_reachable	CPSIE	690	exact		True	t32_cpsie_f1159_i,t32_cpsie_f1159_if		
T32/n/misc16/hlt16/HLT_T1	T32	HLT_T1	HLT		HLT<rule:qn_option_choice__2><rule:SPACE><rule:opt_hash><rule:imm__125>	16	0xffc0	0xba80	10		HLT_a32	2d167a2b728d195e9d030f088e2c452862da8ef5f75c969489fcfdcf7ef04633	74234e98afe7498fb5daf1f36ac2d78acc339464f950703b8c019892f982b90b	corpus_reachable	HLT	924	exact		True	t32_hlt_f1160_max,t32_hlt_f1160_zero		
T32/n/misc16/rev16/REV_T1	T32	REV_T1	REV		REV<rule:al_option_choice__4><rule:qn_option_choice><rule:SPACE><rule:Rd><rule:COMMA><rule:Rm__10>	16	0xffc0	0xba00	10		REV_a32	2ce9fcf52eb1fc6fa1535e752f2f948e4c4bc9030f46379467b60b28e46bbf0a	74234e98afe7498fb5daf1f36ac2d78acc339464f950703b8c019892f982b90b	corpus_reachable	REV	221	exact		True	t32_rev_narrow_f1161		
T32/n/misc16/rev16/REV16_T1	T32	REV16_T1	REV16		REV16<rule:al_option_choice__4><rule:qn_option_choice><rule:SPACE><rule:Rd><rule:COMMA><rule:Rm__10>	16	0xffc0	0xba40	10		REV16	2ce9fcf52eb1fc6fa1535e752f2f948e4c4bc9030f46379467b60b28e46bbf0a	74234e98afe7498fb5daf1f36ac2d78acc339464f950703b8c019892f982b90b	corpus_reachable	REV16	1270	exact		True	t32_rev16_narrow_f1162		
T32/n/misc16/rev16/REVSH_T1	T32	REVSH_T1	REVSH		REVSH<rule:al_option_choice__4><rule:qn_option_choice><rule:SPACE><rule:Rd><rule:COMMA><rule:Rm__10>	16	0xffc0	0xbac0	10		REVSH	2ce9fcf52eb1fc6fa1535e752f2f948e4c4bc9030f46379467b60b28e46bbf0a	74234e98afe7498fb5daf1f36ac2d78acc339464f950703b8c019892f982b90b	corpus_reachable	REVSH	1274	exact		True	t32_revsh_narrow_f1163		
T32/n/misc16/bkpt16/BKPT_T1	T32	BKPT_T1	BKPT		BKPT<rule:qn_option_choice__3><rule:SPACE><rule:opt_hash><rule:imm__126>	16	0xff00	0xbe00	8		BKPT	2d167a2b728d195e9d030f088e2c452862da8ef5f75c969489fcfdcf7ef04633	74234e98afe7498fb5daf1f36ac2d78acc339464f950703b8c019892f982b90b	corpus_reachable	BKPT	10	exact		True	t32_bkpt		
T32/n/misc16/hints16/NOP_T1	T32	NOP_T1	NOP		NOP<rule:al_option_choice__4><rule:qn_option_choice>	16	0xffff	0xbf00	16		NOP_a32	2d167a2b728d195e9d030f088e2c452862da8ef5f75c969489fcfdcf7ef04633	74234e98afe7498fb5daf1f36ac2d78acc339464f950703b8c019892f982b90b	corpus_reachable	NOP	36	exact		True	t32_nop		
T32/n/misc16/hints16/YIELD_T1	T32	YIELD_T1	YIELD		YIELD<rule:al_option_choice__4><rule:qn_option_choice>	16	0xffff	0xbf10	16		YIELD_a32	2d167a2b728d195e9d030f088e2c452862da8ef5f75c969489fcfdcf7ef04633	74234e98afe7498fb5daf1f36ac2d78acc339464f950703b8c019892f982b90b	corpus_reachable	YIELD	454	exact		True	t32_yield_narrow_f1146		
T32/n/misc16/hints16/WFE_T1	T32	WFE_T1	WFE		WFE<rule:al_option_choice__4><rule:qn_option_choice>	16	0xffff	0xbf20	16		WFE_a32	2d167a2b728d195e9d030f088e2c452862da8ef5f75c969489fcfdcf7ef04633	74234e98afe7498fb5daf1f36ac2d78acc339464f950703b8c019892f982b90b	corpus_reachable	WFE	455	exact		True	t32_wfe_narrow_f1147		
T32/n/misc16/hints16/WFI_T1	T32	WFI_T1	WFI		WFI<rule:al_option_choice__4><rule:qn_option_choice>	16	0xffff	0xbf30	16		WFI_a32	2d167a2b728d195e9d030f088e2c452862da8ef5f75c969489fcfdcf7ef04633	74234e98afe7498fb5daf1f36ac2d78acc339464f950703b8c019892f982b90b	corpus_reachable	WFI	456	exact		True	t32_wfi_narrow_f1148		
T32/n/misc16/hints16/SEV_T1	T32	SEV_T1	SEV		SEV<rule:al_option_choice__4><rule:qn_option_choice>	16	0xffff	0xbf40	16		SEV_a32	2d167a2b728d195e9d030f088e2c452862da8ef5f75c969489fcfdcf7ef04633	74234e98afe7498fb5daf1f36ac2d78acc339464f950703b8c019892f982b90b	corpus_reachable	SEV	457	exact		True	t32_sev_narrow_exact		
T32/n/misc16/hints16/SEVL_T1	T32	SEVL_T1	SEVL		SEVL<rule:al_option_choice__4><rule:qn_option_choice>	16	0xffff	0xbf50	16		SEVL_a32	2d167a2b728d195e9d030f088e2c452862da8ef5f75c969489fcfdcf7ef04633	74234e98afe7498fb5daf1f36ac2d78acc339464f950703b8c019892f982b90b	corpus_reachable	SEVL	458	exact		True	t32_sevl_narrow_exact		
T32/n/misc16/it16/IT_T1	T32	IT_T1	IT		IT<rule:opt_xyz><rule:qn_option_choice><rule:SPACE><rule:cond__5>	16	0xff00	0xbf00	8		IT	c4460f3fc40bbc0827c9d19ba42326582047eef26c6ff122923e03d634eb6635	74234e98afe7498fb5daf1f36ac2d78acc339464f950703b8c019892f982b90b	corpus_reachable	IT	227	exact		True	t32_it_t1_exact		
T32/n/misc16/cbznz16/CBNZ_T1	T32	CBNZ_T1	CBNZ		CBNZ<rule:qn_option_choice><rule:SPACE><rule:Rn__40><rule:COMMA><rule:i_imm5>	16	0xfd00	0xb900	7		CBNZ_a32	2d167a2b728d195e9d030f088e2c452862da8ef5f75c969489fcfdcf7ef04633	74234e98afe7498fb5daf1f36ac2d78acc339464f950703b8c019892f982b90b	corpus_reachable	CBNZ	17	exact		True	t32_cbnz_t1_exact		
T32/n/misc16/cbznz16/CBZ_T1	T32	CBZ_T1	CBZ		CBZ<rule:qn_option_choice><rule:SPACE><rule:Rn__40><rule:COMMA><rule:i_imm5>	16	0xfd00	0xb100	7		CBNZ_a32	2d167a2b728d195e9d030f088e2c452862da8ef5f75c969489fcfdcf7ef04633	74234e98afe7498fb5daf1f36ac2d78acc339464f950703b8c019892f982b90b	corpus_reachable	CBZ	18	exact		True	t32_cbz		
T32/n/misc16/pushpop16/PUSH_T1	T32	PUSH_T1	PUSH	STMDB	PUSH<rule:al_option_choice__4><rule:qn_option_choice><rule:SPACE><rule:registers__26>	16	0xfe00	0xb400	7		PUSH	2d167a2b728d195e9d030f088e2c452862da8ef5f75c969489fcfdcf7ef04633	74234e98afe7498fb5daf1f36ac2d78acc339464f950703b8c019892f982b90b	corpus_reachable	PUSH	39	exact		True	t32_push_decrement		
T32/n/misc16/pushpop16/POP_T1	T32	POP_T1	POP	LDM	POP<rule:al_option_choice__4><rule:qn_option_choice><rule:SPACE><rule:registers__27>	16	0xfe00	0xbc00	7		POP	2d167a2b728d195e9d030f088e2c452862da8ef5f75c969489fcfdcf7ef04633	74234e98afe7498fb5daf1f36ac2d78acc339464f950703b8c019892f982b90b	corpus_reachable	POP	38	exact		True	t32_pop_increment		
T32/n/ldstm16/STM_T1	T32	STM_T1	STM	STMEA	STM<rule:ia_choice__2><rule:al_option_choice__4><rule:qn_option_choice><rule:SPACE><rule:Rn__12><rule:BANG><rule:COMMA><rule:registers__28>	16	0xf800	0xc000	5		STM	2d8c5c199f1bb704c033c81f4ab1306ccb5f8763b0c60b545809cf7dc5705263	74234e98afe7498fb5daf1f36ac2d78acc339464f950703b8c019892f982b90b	corpus_reachable	STM	45	exact		True	t32_stm_increment		
T32/n/ldstm16/LDM_T1	T32	LDM_T1	LDM	LDMFD	LDM<rule:ia_choice__2><rule:al_option_choice__4><rule:qn_option_choice><rule:SPACE><rule:Rn__12><rule:bang_choice__4><rule:COMMA><rule:registers__29>	16	0xf800	0xc800	5		LDM	2d8c5c199f1bb704c033c81f4ab1306ccb5f8763b0c60b545809cf7dc5705263	74234e98afe7498fb5daf1f36ac2d78acc339464f950703b8c019892f982b90b	corpus_reachable	LDM	23	exact		True	t32_ldm_overlap_suppresses_writeback		
T32/n/brc/except16/UDF_T1	T32	UDF_T1	UDF		UDF<rule:al_option_choice__5><rule:qn_option_choice><rule:SPACE><rule:opt_hash><rule:imm__127>	16	0xff00	0xde00	8		UDF	2d167a2b728d195e9d030f088e2c452862da8ef5f75c969489fcfdcf7ef04633	74234e98afe7498fb5daf1f36ac2d78acc339464f950703b8c019892f982b90b	corpus_reachable	UDF	1752	exact		True	t32_udf_f1178_max,t32_udf_f1178_zero		
T32/n/brc/except16/SVC_T1	T32	SVC_T1	SVC		SVC<rule:al_option_choice__4><rule:qn_option_choice><rule:SPACE><rule:opt_hash><rule:imm__128>	16	0xff00	0xdf00	8		SVC_a32	2d167a2b728d195e9d030f088e2c452862da8ef5f75c969489fcfdcf7ef04633	74234e98afe7498fb5daf1f36ac2d78acc339464f950703b8c019892f982b90b	corpus_reachable	SVC	55	exact		True	t32_svc_arm7tdmi		
T32/n/brc/bcond16/B_T1	T32	B_T1	B		B<rule:c__7><rule:qn_option_choice><rule:SPACE><rule:label__4>	16	0xf000	0xd000	4		B	d7355563bf9411c09c730b9e2243f058e5ec56c04a6f553efedcdfab7e420456	74234e98afe7498fb5daf1f36ac2d78acc339464f950703b8c019892f982b90b	corpus_reachable	B	8	exact		True	t32_conditional_branch		
T32/b16/B_T2	T32	B_T2	B		B<rule:al_option_choice__6><rule:qn_option_choice><rule:SPACE><rule:label__5>	16	0xf800	0xe000	5		B	aa0628f0c1aab7163ab5a1c0fd2fca8c110b1c9e7db67623f98c502c7d1966fc	74234e98afe7498fb5daf1f36ac2d78acc339464f950703b8c019892f982b90b	corpus_reachable	B	8	exact		True	t32_branch_backward		
T32/w/cpaf/simddp/simd_3same/VFMA_T1_D	T32	VFMA_T1_D	VFMA		VFMA<rule:al_option_choice__6><rule:qn_option_choice><rule:DOT><rule:dt_option__5><rule:SPACE><rule:D_Vd><rule:COMMA><rule:N_Vn><rule:COMMA><rule:M_Vm>	32	0xffa00f50	0xef000c10	16		VFMA	f1ba2a7ce80740f57cb918fbcccc0a855dc0f668e6fa6f1589600598d5c5e01f	74234e98afe7498fb5daf1f36ac2d78acc339464f950703b8c019892f982b90b	corpus_reachable	VFMA	1909	exact		True	cycle58_t32_vfma_f32_d		
T32/w/cpaf/simddp/simd_3same/VFMA_T1_Q	T32	VFMA_T1_Q	VFMA		VFMA<rule:al_option_choice__6><rule:qn_option_choice><rule:DOT><rule:dt_option__5><rule:SPACE><rule:D_Vd__4><rule:COMMA><rule:N_Vn__2><rule:COMMA><rule:M_Vm__5>	32	0xffa00f50	0xef000c50	16		VFMA	f1ba2a7ce80740f57cb918fbcccc0a855dc0f668e6fa6f1589600598d5c5e01f	74234e98afe7498fb5daf1f36ac2d78acc339464f950703b8c019892f982b90b	corpus_reachable	VFMA	1909	exact		True	cycle58_t32_vfma_f32_q		
T32/w/cpaf/simddp/simd_3same/VADD_f_T1_D	T32	VADD_f_T1_D	VADD		VADD<rule:al_option_choice__6><rule:qn_option_choice><rule:DOT><rule:dt_option__5><rule:SPACE><rule:d_vd_choice><rule:N_Vn><rule:COMMA><rule:M_Vm>	32	0xffa00f50	0xef000d00	16		VADD_f	f1ba2a7ce80740f57cb918fbcccc0a855dc0f668e6fa6f1589600598d5c5e01f	74234e98afe7498fb5daf1f36ac2d78acc339464f950703b8c019892f982b90b	corpus_reachable	VADD	64	exact		True	t32_vadd_f32_d_exact		
T32/w/cpaf/simddp/simd_3same/VADD_f_T1_Q	T32	VADD_f_T1_Q	VADD		VADD<rule:al_option_choice__6><rule:qn_option_choice><rule:DOT><rule:dt_option__5><rule:SPACE><rule:d_vd_choice__2><rule:N_Vn__2><rule:COMMA><rule:M_Vm__5>	32	0xffa00f50	0xef000d40	16		VADD_f	f1ba2a7ce80740f57cb918fbcccc0a855dc0f668e6fa6f1589600598d5c5e01f	74234e98afe7498fb5daf1f36ac2d78acc339464f950703b8c019892f982b90b	corpus_reachable	VADD	64	exact		True	t32_neon_vadd_f32_q		
T32/w/cpaf/simddp/simd_3same/VMLA_f_T1_D	T32	VMLA_f_T1_D	VMLA		VMLA<rule:al_option_choice__6><rule:qn_option_choice><rule:DOT><rule:dt_option__5><rule:SPACE><rule:D_Vd><rule:COMMA><rule:N_Vn><rule:COMMA><rule:M_Vm>	32	0xffa00f50	0xef000d10	16		VMLA_f	f1ba2a7ce80740f57cb918fbcccc0a855dc0f668e6fa6f1589600598d5c5e01f	74234e98afe7498fb5daf1f36ac2d78acc339464f950703b8c019892f982b90b	corpus_reachable	VMLA	230	exact		True	t32_vmla_f32_d_exact		
