iform	iclass	category	extension	isa_set	attributes	xed_descriptor_rows	coverage_status	cdisasm_name	cdisasm_name_id	name_match_kind	name_match_rule	source_name_reference	generated_fallback_assignment	success_cases	missing_cases	profile_cases
AAA	AAA	DECIMAL	BASE	I86		1	corpus_reachable	AAA	1	exact		True	True	legacy_aaa_exact		
AADD_MEM32_GPR32	AADD	LEGACY	RAO	RAO_INT	ATOMIC NOTSX REQUIRES_ALIGNMENT_4B	1	corpus_reachable	AADD	1198	exact		True	True	extra_rao_aadd_dword,extra_rao_aadd_mode16		extra_rao_diamond_rapids_gate
AADD_MEM64_GPR64	AADD	LEGACY	RAO	RAO_INT	ATOMIC NOTSX REQUIRES_ALIGNMENT_8B	1	corpus_reachable	AADD	1198	exact		True	True	extra_rao_aadd_qword		
AADD_MEMi32_GPR32i32_APX	AADD	APX	RAO	APX_F_RAO_INT	ATOMIC DISP8_NO_SCALE NOTSX REQUIRES_ALIGNMENT_4B	1	corpus_reachable	AADD	1198	exact		True	True	extra_apx_rao_aadd_dword,extra_apx_rao_address32,extra_apx_rao_egpr_u0_disp8,extra_apx_rao_egpr_u1_disp8		extra_apx_rao_apx_profile_gate,extra_apx_rao_diamond_rapids_gate
AADD_MEMi64_GPR64i64_APX	AADD	APX	RAO	APX_F_RAO_INT	ATOMIC DISP8_NO_SCALE NOTSX REQUIRES_ALIGNMENT_8B	1	corpus_reachable	AADD	1198	exact		True	True	extra_apx_rao_aadd_qword		
AAD_IMMb	AAD	DECIMAL	BASE	I86		1	corpus_reachable	AAD	2	exact		True	True	legacy_aad_imm8_exact		
AAM_IMMb	AAM	DECIMAL	BASE	I86		1	corpus_reachable	AAM	3	exact		True	True	legacy_aam_imm8_exact		
AAND_MEM32_GPR32	AAND	LEGACY	RAO	RAO_INT	ATOMIC NOTSX REQUIRES_ALIGNMENT_4B	1	corpus_reachable	AAND	1199	exact		True	True	extra_rao_aand_dword,extra_rao_aand_mode32		
AAND_MEM64_GPR64	AAND	LEGACY	RAO	RAO_INT	ATOMIC NOTSX REQUIRES_ALIGNMENT_8B	1	corpus_reachable	AAND	1199	exact		True	True	extra_rao_aand_qword		
AAND_MEMi32_GPR32i32_APX	AAND	APX	RAO	APX_F_RAO_INT	ATOMIC DISP8_NO_SCALE NOTSX REQUIRES_ALIGNMENT_4B	1	corpus_reachable	AAND	1199	exact		True	True	extra_apx_rao_aand_dword		
AAND_MEMi64_GPR64i64_APX	AAND	APX	RAO	APX_F_RAO_INT	ATOMIC DISP8_NO_SCALE NOTSX REQUIRES_ALIGNMENT_8B	1	corpus_reachable	AAND	1199	exact		True	True	extra_apx_rao_aand_qword		
AAS	AAS	DECIMAL	BASE	I86		1	corpus_reachable	AAS	4	exact		True	True	legacy_aas_exact		
ADCX_GPR32d_GPR32d	ADCX	ADOX_ADCX	ADOX_ADCX	ADOX_ADCX		1	corpus_reachable	ADCX	1135	exact		True	True	adx_adcx_register32_exact		
ADCX_GPR32d_MEMd	ADCX	ADOX_ADCX	ADOX_ADCX	ADOX_ADCX		1	corpus_reachable	ADCX	1135	exact		True	True	cet_collision_adcx		
ADCX_GPR32i32_GPR32i32_APX	ADCX	APX	ADOX_ADCX	APX_F_ADX		1	corpus_reachable	ADCX	1135	exact		True	True	cycle101_apx_adcx_reg32		
ADCX_GPR32i32_GPR32i32_GPR32i32_APX_N3	ADCX	APX	ADOX_ADCX	APX_F_ADX_N3	APX_NDD	1	corpus_reachable	ADCX	1135	exact		True	True	cycle101_apx_adcx_n3_reg32		
ADCX_GPR32i32_GPR32i32_MEMi32_APX_N3	ADCX	APX	ADOX_ADCX	APX_F_ADX_N3	APX_NDD DISP8_NO_SCALE	1	corpus_reachable	ADCX	1135	exact		True	True	cycle101_apx_adcx_n3_mem32		
ADCX_GPR32i32_MEMi32_APX	ADCX	APX	ADOX_ADCX	APX_F_ADX	DISP8_NO_SCALE	1	corpus_reachable	ADCX	1135	exact		True	True	cycle101_apx_adcx_mem32		
ADCX_GPR64i64_GPR64i64_APX	ADCX	APX	ADOX_ADCX	APX_F_ADX		1	corpus_reachable	ADCX	1135	exact		True	True	cycle101_apx_adcx_reg64		cycle101_apx_adcx_profile_gate
ADCX_GPR64i64_GPR64i64_GPR64i64_APX_N3	ADCX	APX	ADOX_ADCX	APX_F_ADX_N3	APX_NDD	1	corpus_reachable	ADCX	1135	exact		True	True	cycle101_apx_adcx_n3_reg64		
ADCX_GPR64i64_GPR64i64_MEMi64_APX_N3	ADCX	APX	ADOX_ADCX	APX_F_ADX_N3	APX_NDD DISP8_NO_SCALE	1	corpus_reachable	ADCX	1135	exact		True	True	cycle101_apx_adcx_n3_mem64		
ADCX_GPR64i64_MEMi64_APX	ADCX	APX	ADOX_ADCX	APX_F_ADX	DISP8_NO_SCALE	1	corpus_reachable	ADCX	1135	exact		True	True	cycle101_apx_adcx_mem64		
ADCX_GPR64q_GPR64q	ADCX	ADOX_ADCX	ADOX_ADCX	ADOX_ADCX		1	corpus_reachable	ADCX	1135	exact		True	True	adx_adcx_register64_exact,cycle2_p183_adcx64_reg		
ADCX_GPR64q_MEMq	ADCX	ADOX_ADCX	ADOX_ADCX	ADOX_ADCX		1	corpus_reachable	ADCX	1135	exact		True	True	adx_adcx_memory64_exact		
ADC_AL_IMMb	ADC	BINARY	BASE	I86	BYTEOP	1	corpus_reachable	ADC	5	exact		True	True	legacy_adc_al_imm8_exact		
ADC_GPR8_GPR8_10	ADC	BINARY	BASE	I86	BYTEOP	1	corpus_reachable	ADC	5	exact		True	True	legacy_adc_al_cl_exact		
ADC_GPR8_GPR8_12	ADC	BINARY	BASE	I86	BYTEOP	1	corpus_reachable	ADC	5	exact		True	True	legacy_adc_cl_al_exact		
ADC_GPR8_IMMb_80r2	ADC	BINARY	BASE	I86	BYTEOP	1	corpus_reachable	ADC	5	exact		True	True	legacy_adc_group_al_imm8_exact		
ADC_GPR8_IMMb_82r2	ADC	BINARY	BASE	I86	BYTEOP	1	corpus_reachable	ADC	5	exact		True	True	adc_al_imm8_opcode82_exact		
ADC_GPR8_MEMb	ADC	BINARY	BASE	I86	BYTEOP	1	corpus_reachable	ADC	5	exact		True	True	legacy_adc_al_mem8_exact		
ADC_GPR8i8_GPR8i8_APX	ADC	BINARY	APXEVEX	APX_F	BYTEOP	2	corpus_reachable	ADC	5	exact		True	True	cycle394_apx_adc_gpr8		
ADC_GPR8i8_GPR8i8_GPR8i8_APX_N3	ADC	BINARY	APXEVEX	APX_F_N3	APX_NDD BYTEOP	2	corpus_reachable	ADC	5	exact		True	True	cycle394_apx_adc_ndd_gpr8		
ADC_GPR8i8_GPR8i8_IMM8_APX_N3	ADC	BINARY	APXEVEX	APX_F_N3	APX_NDD BYTEOP	1	corpus_reachable	ADC	5	exact		True	True	cycle395_apx_adc_ndd_gpr8_imm8		
ADC_GPR8i8_GPR8i8_MEMi8_APX_N3	ADC	BINARY	APXEVEX	APX_F_N3	APX_NDD BYTEOP DISP8_NO_SCALE	1	corpus_reachable	ADC	5	exact		True	True	cycle394_apx_adc_ndd_gpr8_mem8		
ADC_GPR8i8_IMM8_APX	ADC	BINARY	APXEVEX	APX_F	BYTEOP	1	corpus_reachable	ADC	5	exact		True	True	cycle395_apx_adc_gpr8_imm8		
ADC_GPR8i8_MEMi8_APX	ADC	BINARY	APXEVEX	APX_F	BYTEOP DISP8_NO_SCALE	1	corpus_reachable	ADC	5	exact		True	True	cycle394_apx_adc_gpr8_mem8		
ADC_GPR8i8_MEMi8_GPR8i8_APX_N3	ADC	BINARY	APXEVEX	APX_F_N3	APX_NDD BYTEOP DISP8_NO_SCALE	1	corpus_reachable	ADC	5	exact		True	True	cycle394_apx_adc_ndd_mem8_gpr8		
ADC_GPR8i8_MEMi8_IMM8_APX_N3	ADC	BINARY	APXEVEX	APX_F_N3	APX_NDD BYTEOP DISP8_NO_SCALE	1	corpus_reachable	ADC	5	exact		True	True	cycle395_apx_adc_ndd_mem8_imm8		
ADC_GPRv_GPRv_11	ADC	BINARY	BASE	I86		1	corpus_reachable	ADC	5	exact		True	True	extra_apx_rex2_adc_r20_r21,legacy_adc_eax_ecx_exact,legacy_adc_rax_rcx_exact		
ADC_GPRv_GPRv_13	ADC	BINARY	BASE	I86		1	corpus_reachable	ADC	5	exact		True	True	legacy_adc_ecx_eax_exact		
ADC_GPRv_GPRv_APX	ADC	BINARY	APXEVEX	APX_F		4	corpus_reachable	ADC	5	exact		True	True	cycle393_apx_adc_gpr		
ADC_GPRv_GPRv_GPRv_APX_N3	ADC	BINARY	APXEVEX	APX_F_N3	APX_NDD	4	corpus_reachable	ADC	5	exact		True	True	cycle393_apx_adc_ndd_gpr,extra_apx_ndd_adc		
ADC_GPRv_GPRv_IMM8_APX_N3	ADC	BINARY	APXEVEX	APX_F_N3	APX_NDD	2	corpus_reachable	ADC	5	exact		True	True	cycle395_apx_adc_ndd_gprv_imm8		
ADC_GPRv_GPRv_IMMz_APX_N3	ADC	BINARY	APXEVEX	APX_F_N3	APX_NDD	2	corpus_reachable	ADC	5	exact		True	True	cycle395_apx_adc_ndd_gprv_immz		
ADC_GPRv_GPRv_MEMv_APX_N3	ADC	BINARY	APXEVEX	APX_F_N3	APX_NDD DISP8_NO_SCALE	2	corpus_reachable	ADC	5	exact		True	True	cycle393_apx_adc_ndd_gpr_mem		
ADC_GPRv_IMM8_APX	ADC	BINARY	APXEVEX	APX_F		2	corpus_reachable	ADC	5	exact		True	True	cycle395_apx_adc_gprv_imm8		
ADC_GPRv_IMMb	ADC	BINARY	BASE	I86		1	corpus_reachable	ADC	5	exact		True	True	legacy_adc_group_eax_imm8_exact		
ADC_GPRv_IMMz	ADC	BINARY	BASE	I86		1	corpus_reachable	ADC	5	exact		True	True	legacy_adc_group_eax_imm32_exact		
ADC_GPRv_IMMz_APX	ADC	BINARY	APXEVEX	APX_F		2	corpus_reachable	ADC	5	exact		True	True	cycle395_apx_adc_gprv_immz		
ADC_GPRv_MEMv	ADC	BINARY	BASE	I86		1	corpus_reachable	ADC	5	exact		True	True	legacy_adc_eax_mem32_exact,legacy_adc_rax_mem64_exact		
ADC_GPRv_MEMv_APX	ADC	BINARY	APXEVEX	APX_F	DISP8_NO_SCALE	2	corpus_reachable	ADC	5	exact		True	True	cycle393_apx_adc_gpr_mem		
ADC_GPRv_MEMv_GPRv_APX_N3	ADC	BINARY	APXEVEX	APX_F_N3	APX_NDD DISP8_NO_SCALE	2	corpus_reachable	ADC	5	exact		True	True	cycle393_apx_adc_ndd_mem_gpr		
ADC_GPRv_MEMv_IMM8_APX_N3	ADC	BINARY	APXEVEX	APX_F_N3	APX_NDD DISP8_NO_SCALE	2	corpus_reachable	ADC	5	exact		True	True	cycle395_apx_adc_ndd_memv_imm8		
ADC_GPRv_MEMv_IMMz_APX_N3	ADC	BINARY	APXEVEX	APX_F_N3	APX_NDD DISP8_NO_SCALE	2	corpus_reachable	ADC	5	exact		True	True	cycle395_apx_adc_ndd_memv_immz		
ADC_LOCK_MEMb_GPR8	ADC_LOCK	BINARY	BASE	I86	BYTEOP HLE_ACQ_ABLE HLE_REL_ABLE LOCKED	1	corpus_reachable	ADC_LOCK	1200	exact		False	True	adc_lock_memory8_cl_exact		
ADC_LOCK_MEMb_IMMb_80r2	ADC_LOCK	BINARY	BASE	I86	BYTEOP HLE_ACQ_ABLE HLE_REL_ABLE LOCKED	1	corpus_reachable	ADC_LOCK	1200	exact		False	True	adc_lock_memory8_imm8_exact		
ADC_LOCK_MEMb_IMMb_82r2	ADC_LOCK	BINARY	BASE	I86	BYTEOP HLE_ACQ_ABLE HLE_REL_ABLE LOCKED	1	corpus_reachable	ADC_LOCK	1200	exact		False	True	adc_lock_memory8_imm8_opcode82_exact		
ADC_LOCK_MEMv_GPRv	ADC_LOCK	BINARY	BASE	I86	HLE_ACQ_ABLE HLE_REL_ABLE LOCKED	1	corpus_reachable	ADC_LOCK	1200	exact		False	True	adc_lock_memory32_ecx_exact		
ADC_LOCK_MEMv_IMMb	ADC_LOCK	BINARY	BASE	I86	HLE_ACQ_ABLE HLE_REL_ABLE LOCKED	1	corpus_reachable	ADC_LOCK	1200	exact		False	True	adc_lock_memory32_imm8_exact		
ADC_LOCK_MEMv_IMMz	ADC_LOCK	BINARY	BASE	I86	HLE_ACQ_ABLE HLE_REL_ABLE LOCKED	1	corpus_reachable	ADC_LOCK	1200	exact		False	True	adc_lock_memory32_imm32_exact		
ADC_MEMb_GPR8	ADC	BINARY	BASE	I86	BYTEOP LOCKABLE	1	corpus_reachable	ADC	5	exact		True	True	legacy_adc_mem8_al_exact		
ADC_MEMb_IMMb_80r2	ADC	BINARY	BASE	I86	BYTEOP LOCKABLE	1	corpus_reachable	ADC	5	exact		True	True	legacy_adc_mem8_imm8_exact		
ADC_MEMb_IMMb_82r2	ADC	BINARY	BASE	I86	BYTEOP LOCKABLE	1	corpus_reachable	ADC	5	exact		True	True	legacy_adc_mem8_imm8_opcode82_exact		
ADC_MEMi8_GPR8i8_APX	ADC	BINARY	APXEVEX	APX_F	BYTEOP DISP8_NO_SCALE	1	corpus_reachable	ADC	5	exact		True	True	cycle394_apx_adc_mem8_gpr8		
ADC_MEMi8_IMM8_APX	ADC	BINARY	APXEVEX	APX_F	BYTEOP DISP8_NO_SCALE	1	corpus_reachable	ADC	5	exact		True	True	cycle395_apx_adc_mem8_imm8		
ADC_MEMv_GPRv	ADC	BINARY	BASE	I86	LOCKABLE	1	corpus_reachable	ADC	5	exact		True	True	legacy_adc_mem32_eax_exact		
ADC_MEMv_GPRv_APX	ADC	BINARY	APXEVEX	APX_F	DISP8_NO_SCALE	2	corpus_reachable	ADC	5	exact		True	True	cycle393_apx_adc_mem_gpr		
ADC_MEMv_IMM8_APX	ADC	BINARY	APXEVEX	APX_F	DISP8_NO_SCALE	2	corpus_reachable	ADC	5	exact		True	True	cycle395_apx_adc_memv_imm8		
ADC_MEMv_IMMb	ADC	BINARY	BASE	I86	LOCKABLE	1	corpus_reachable	ADC	5	exact		True	True	legacy_adc_mem32_imm8_exact		
ADC_MEMv_IMMz	ADC	BINARY	BASE	I86	LOCKABLE	1	corpus_reachable	ADC	5	exact		True	True	legacy_adc_mem16_imm16_exact,legacy_adc_mem32_imm32_exact		
ADC_MEMv_IMMz_APX	ADC	BINARY	APXEVEX	APX_F	DISP8_NO_SCALE	2	corpus_reachable	ADC	5	exact		True	True	cycle395_apx_adc_memv_immz		
ADC_OrAX_IMMz	ADC	BINARY	BASE	I86		1	corpus_reachable	ADC	5	exact		True	True	legacy_adc_ax_imm16_exact,legacy_adc_eax_imm32_exact		
ADDPD_XMMpd_MEMpd	ADDPD	SSE	SSE2	SSE2	MXCSR REQUIRES_ALIGNMENT	1	corpus_reachable	ADDPD	351	exact		True	True	sse2_addpd_memory_exact		
ADDPD_XMMpd_XMMpd	ADDPD	SSE	SSE2	SSE2	MXCSR REQUIRES_ALIGNMENT	1	corpus_reachable	ADDPD	351	exact		True	True	sse2_addpd		
ADDPS_XMMps_MEMps	ADDPS	SSE	SSE	SSE	MXCSR REQUIRES_ALIGNMENT	1	corpus_reachable	ADDPS	293	exact		True	True	sse_addps_memory_exact		
ADDPS_XMMps_XMMps	ADDPS	SSE	SSE	SSE	MXCSR REQUIRES_ALIGNMENT	1	corpus_reachable	ADDPS	293	exact		True	True	sse_addps,sse_xmm8_amd64		
ADDSD_XMMsd_MEMsd	ADDSD	SSE	SSE2	SSE2	MXCSR SIMD_SCALAR	1	corpus_reachable	ADDSD	352	exact		True	True	sse2_addsd_memory_exact		
ADDSD_XMMsd_XMMsd	ADDSD	SSE	SSE2	SSE2	MXCSR SIMD_SCALAR	1	corpus_reachable	ADDSD	352	exact		True	True	sse2_addsd_register_exact		
ADDSS_XMMss_MEMss	ADDSS	SSE	SSE	SSE	MXCSR SIMD_SCALAR	1	corpus_reachable	ADDSS	294	exact		True	True	sse_addss_memory_exact		
ADDSS_XMMss_XMMss	ADDSS	SSE	SSE	SSE	MXCSR SIMD_SCALAR	1	corpus_reachable	ADDSS	294	exact		True	True	sse_addss_register_exact		
ADDSUBPD_XMMpd_MEMpd	ADDSUBPD	SSE	SSE3	SSE3	MXCSR REQUIRES_ALIGNMENT	1	corpus_reachable	ADDSUBPD	435	exact		True	True	sse3_addsubpd_memory_exact		
ADDSUBPD_XMMpd_XMMpd	ADDSUBPD	SSE	SSE3	SSE3	MXCSR REQUIRES_ALIGNMENT	1	corpus_reachable	ADDSUBPD	435	exact		True	True	sse3_addsubpd_register_exact		
ADDSUBPS_XMMps_MEMps	ADDSUBPS	SSE	SSE3	SSE3	MXCSR REQUIRES_ALIGNMENT	1	corpus_reachable	ADDSUBPS	436	exact		True	True	sse3_addsubps_memory_exact		
ADDSUBPS_XMMps_XMMps	ADDSUBPS	SSE	SSE3	SSE3	MXCSR REQUIRES_ALIGNMENT	1	corpus_reachable	ADDSUBPS	436	exact		True	True	sse3_addsubps_register_exact		
ADD_AL_IMMb	ADD	BINARY	BASE	I86	BYTEOP	1	corpus_reachable	ADD	6	exact		True	True	legacy_add_al_imm8_exact		
ADD_GPR8_GPR8_00	ADD	BINARY	BASE	I86	BYTEOP	1	corpus_reachable	ADD	6	exact		True	True	extra_apx_rex2_add_byte		
ADD_GPR8_GPR8_02	ADD	BINARY	BASE	I86	BYTEOP	1	corpus_reachable	ADD	6	exact		True	True	legacy_add_cl_al_exact		
ADD_GPR8_IMMb_80r0	ADD	BINARY	BASE	I86	BYTEOP	1	corpus_reachable	ADD	6	exact		True	True	legacy_add_group_al_imm8_exact		
ADD_GPR8_IMMb_82r0	ADD	BINARY	BASE	I86	BYTEOP	1	corpus_reachable	ADD	6	exact		True	True	reserved_opcode_82		
ADD_GPR8_MEMb	ADD	BINARY	BASE	I86	BYTEOP	1	corpus_reachable	ADD	6	exact		True	True	legacy_add_cl_mem8_exact		
ADD_GPR8i8_GPR8i8_APX	ADD	BINARY	APXEVEX	APX_F	BYTEOP	2	corpus_reachable	ADD	6	exact		True	True	cycle394_apx_add_gpr8		
ADD_GPR8i8_GPR8i8_APX_N3	ADD	BINARY	APXEVEX	APX_F_N3	APX_NF BYTEOP	2	corpus_reachable	ADD	6	exact		True	True	cycle394_apx_add_nf_gpr8		
ADD_GPR8i8_GPR8i8_GPR8i8_APX_N3	ADD	BINARY	APXEVEX	APX_F_N3	APX_NDD APX_NF BYTEOP	4	corpus_reachable	ADD	6	exact		True	True	cycle394_apx_add_ndd_gpr8,cycle394_apx_add_ndd_nf_gpr8		
ADD_GPR8i8_GPR8i8_IMM8_APX_N3	ADD	BINARY	APXEVEX	APX_F_N3	APX_NDD APX_NF BYTEOP	2	corpus_reachable	ADD	6	exact		True	True	cycle395_apx_add_ndd_gpr8_imm8		
ADD_GPR8i8_GPR8i8_MEMi8_APX_N3	ADD	BINARY	APXEVEX	APX_F_N3	APX_NDD APX_NF BYTEOP DISP8_NO_SCALE	2	corpus_reachable	ADD	6	exact		True	True	cycle394_apx_add_ndd_gpr8_mem8		
ADD_GPR8i8_IMM8_APX	ADD	BINARY	APXEVEX	APX_F	BYTEOP	1	corpus_reachable	ADD	6	exact		True	True	cycle395_apx_add_gpr8_imm8		
ADD_GPR8i8_IMM8_APX_N3	ADD	BINARY	APXEVEX	APX_F_N3	APX_NF BYTEOP	1	corpus_reachable	ADD	6	exact		True	True	cycle395_apx_add_nf_gpr8_imm8		
ADD_GPR8i8_MEMi8_APX	ADD	BINARY	APXEVEX	APX_F	BYTEOP DISP8_NO_SCALE	1	corpus_reachable	ADD	6	exact		True	True	cycle394_apx_add_gpr8_mem8		
ADD_GPR8i8_MEMi8_APX_N3	ADD	BINARY	APXEVEX	APX_F_N3	APX_NF BYTEOP DISP8_NO_SCALE	1	corpus_reachable	ADD	6	exact		True	True	cycle394_apx_add_nf_gpr8_mem8		
ADD_GPR8i8_MEMi8_GPR8i8_APX_N3	ADD	BINARY	APXEVEX	APX_F_N3	APX_NDD APX_NF BYTEOP DISP8_NO_SCALE	2	corpus_reachable	ADD	6	exact		True	True	cycle394_apx_add_ndd_mem8_gpr8		
ADD_GPR8i8_MEMi8_IMM8_APX_N3	ADD	BINARY	APXEVEX	APX_F_N3	APX_NDD APX_NF BYTEOP DISP8_NO_SCALE	2	corpus_reachable	ADD	6	exact		True	True	cycle395_apx_add_ndd_mem8_imm8		
ADD_GPRv_GPRv_01	ADD	BINARY	BASE	I86		1	corpus_reachable	ADD	6	exact		True	True	extra_apx_rex2_add_dword,extra_apx_rex2_add_r16_r17,extra_apx_rex2_add_word,extra_apx_rex2_ignored_rep,extra_apx_rex2_w_over_66		extra_apx_rex2_avx10_gate
ADD_GPRv_GPRv_03	ADD	BINARY	BASE	I86		1	corpus_reachable	ADD	6	exact		True	True	extra_apx_rex2_add_reverse		
ADD_GPRv_GPRv_APX	ADD	BINARY	APXEVEX	APX_F		4	corpus_reachable	ADD	6	exact		True	True	cycle393_apx_add_gpr		
ADD_GPRv_GPRv_APX_N3	ADD	BINARY	APXEVEX	APX_F_N3	APX_NF	4	corpus_reachable	ADD	6	exact		True	True	cycle393_apx_add_nf_gpr		
ADD_GPRv_GPRv_GPRv_APX_N3	ADD	BINARY	APXEVEX	APX_F_N3	APX_NDD APX_NF	8	corpus_reachable	ADD	6	exact		True	True	cycle393_apx_add_ndd_gpr,cycle393_apx_add_ndd_nf,extra_apx_ndd_add		cycle393_apx_add_profile_gate
ADD_GPRv_GPRv_IMM8_APX_N3	ADD	BINARY	APXEVEX	APX_F_N3	APX_NDD APX_NF	4	corpus_reachable	ADD	6	exact		True	True	cycle395_apx_add_imm_ndd_nf,cycle395_apx_add_ndd_gprv_imm8		
ADD_GPRv_GPRv_IMMz_APX_N3	ADD	BINARY	APXEVEX	APX_F_N3	APX_NDD APX_NF	4	corpus_reachable	ADD	6	exact		True	True	cycle395_apx_add_ndd_gprv_immz		
ADD_GPRv_GPRv_MEMv_APX_N3	ADD	BINARY	APXEVEX	APX_F_N3	APX_NDD APX_NF DISP8_NO_SCALE	4	corpus_reachable	ADD	6	exact		True	True	cycle393_apx_add_ndd_gpr_mem		
ADD_GPRv_IMM8_APX	ADD	BINARY	APXEVEX	APX_F		2	corpus_reachable	ADD	6	exact		True	True	cycle395_apx_add_gprv_imm8		
ADD_GPRv_IMM8_APX_N3	ADD	BINARY	APXEVEX	APX_F_N3	APX_NF	2	corpus_reachable	ADD	6	exact		True	True	cycle395_apx_add_nf_gprv_imm8		
ADD_GPRv_IMMb	ADD	BINARY	BASE	I86		1	corpus_reachable	ADD	6	exact		True	True	signed_group_immediate		
ADD_GPRv_IMMz	ADD	BINARY	BASE	I86		1	corpus_reachable	ADD	6	exact		True	True	legacy_add_group_eax_imm32_exact		
ADD_GPRv_IMMz_APX	ADD	BINARY	APXEVEX	APX_F		2	corpus_reachable	ADD	6	exact		True	True	cycle395_apx_add_gprv_immz		
ADD_GPRv_IMMz_APX_N3	ADD	BINARY	APXEVEX	APX_F_N3	APX_NF	2	corpus_reachable	ADD	6	exact		True	True	cycle395_apx_add_nf_gprv_immz		
ADD_GPRv_MEMv	ADD	BINARY	BASE	I86		1	corpus_reachable	ADD	6	exact		True	True	extra_apx_rex2_direct_eip_b4,extra_apx_rex2_direct_rip_b4_b3,extra_apx_rex2_memory_source,extra_apx_rex2_sib_b3_no_base,extra_apx_rex2_sib_b4_no_base,extra_apx_rex2_x4_index20		
ADD_GPRv_MEMv_APX	ADD	BINARY	APXEVEX	APX_F	DISP8_NO_SCALE	2	corpus_reachable	ADD	6	exact		True	True	cycle393_apx_add_gpr_mem		
ADD_GPRv_MEMv_APX_N3	ADD	BINARY	APXEVEX	APX_F_N3	APX_NF DISP8_NO_SCALE	2	corpus_reachable	ADD	6	exact		True	True	cycle393_apx_add_nf_gpr_mem		
ADD_GPRv_MEMv_GPRv_APX_N3	ADD	BINARY	APXEVEX	APX_F_N3	APX_NDD APX_NF DISP8_NO_SCALE	4	corpus_reachable	ADD	6	exact		True	True	cycle393_apx_add_ndd_mem_gpr		
ADD_GPRv_MEMv_IMM8_APX_N3	ADD	BINARY	APXEVEX	APX_F_N3	APX_NDD APX_NF DISP8_NO_SCALE	4	corpus_reachable	ADD	6	exact		True	True	cycle395_apx_add_ndd_memv_imm8		
ADD_GPRv_MEMv_IMMz_APX_N3	ADD	BINARY	APXEVEX	APX_F_N3	APX_NDD APX_NF DISP8_NO_SCALE	4	corpus_reachable	ADD	6	exact		True	True	cycle395_apx_add_ndd_memv_immz		
ADD_LOCK_MEMb_GPR8	ADD_LOCK	BINARY	BASE	I86	BYTEOP HLE_ACQ_ABLE HLE_REL_ABLE LOCKED	1	corpus_reachable	ADD_LOCK	1201	exact		False	True	add_lock_memory8_cl_exact		
ADD_LOCK_MEMb_IMMb_80r0	ADD_LOCK	BINARY	BASE	I86	BYTEOP HLE_ACQ_ABLE HLE_REL_ABLE LOCKED	1	corpus_reachable	ADD_LOCK	1201	exact		False	True	add_lock_memory8_imm8_exact		
ADD_LOCK_MEMb_IMMb_82r0	ADD_LOCK	BINARY	BASE	I86	BYTEOP HLE_ACQ_ABLE HLE_REL_ABLE LOCKED	1	corpus_reachable	ADD_LOCK	1201	exact		False	True	add_lock_memory8_imm8_opcode82_exact		
ADD_LOCK_MEMv_GPRv	ADD_LOCK	BINARY	BASE	I86	HLE_ACQ_ABLE HLE_REL_ABLE LOCKED	1	corpus_reachable	ADD_LOCK	1201	exact		False	True	extra_apx_rex2_lock_memory,lock_then_rep,rep_then_lock		
ADD_LOCK_MEMv_IMMb	ADD_LOCK	BINARY	BASE	I86	HLE_ACQ_ABLE HLE_REL_ABLE LOCKED	1	corpus_reachable	ADD_LOCK	1201	exact		False	True	add_lock_memory32_imm8_exact		
ADD_LOCK_MEMv_IMMz	ADD_LOCK	BINARY	BASE	I86	HLE_ACQ_ABLE HLE_REL_ABLE LOCKED	1	corpus_reachable	ADD_LOCK	1201	exact		False	True	add_lock_memory32_imm32_exact		
ADD_MEMb_GPR8	ADD	BINARY	BASE	I86	BYTEOP LOCKABLE	1	corpus_reachable	ADD	6	exact		True	True	legacy_add_mem8_al_exact		
ADD_MEMb_IMMb_80r0	ADD	BINARY	BASE	I86	BYTEOP LOCKABLE	1	corpus_reachable	ADD	6	exact		True	True	legacy_add_mem8_imm8_exact		
ADD_MEMb_IMMb_82r0	ADD	BINARY	BASE	I86	BYTEOP LOCKABLE	1	corpus_reachable	ADD	6	exact		True	True	legacy_add_mem8_imm8_opcode82_exact		
ADD_MEMi8_GPR8i8_APX	ADD	BINARY	APXEVEX	APX_F	BYTEOP DISP8_NO_SCALE	1	corpus_reachable	ADD	6	exact		True	True	cycle394_apx_add_mem8_gpr8		
ADD_MEMi8_GPR8i8_APX_N3	ADD	BINARY	APXEVEX	APX_F_N3	APX_NF BYTEOP DISP8_NO_SCALE	1	corpus_reachable	ADD	6	exact		True	True	cycle394_apx_add_nf_mem8_gpr8		
ADD_MEMi8_IMM8_APX	ADD	BINARY	APXEVEX	APX_F	BYTEOP DISP8_NO_SCALE	1	corpus_reachable	ADD	6	exact		True	True	cycle395_apx_add_mem8_imm8		
ADD_MEMi8_IMM8_APX_N3	ADD	BINARY	APXEVEX	APX_F_N3	APX_NF BYTEOP DISP8_NO_SCALE	1	corpus_reachable	ADD	6	exact		True	True	cycle395_apx_add_nf_mem8_imm8		
ADD_MEMv_GPRv	ADD	BINARY	BASE	I86	LOCKABLE	1	corpus_reachable	ADD	6	exact		True	True	extra_apx_rex2_memory_destination		
ADD_MEMv_GPRv_APX	ADD	BINARY	APXEVEX	APX_F	DISP8_NO_SCALE	2	corpus_reachable	ADD	6	exact		True	True	cycle393_apx_add_mem_gpr		
