iform	iclass	category	extension	isa_set	attributes	xed_descriptor_rows	coverage_status	cdisasm_name	cdisasm_name_id	name_match_kind	name_match_rule	source_name_reference	generated_fallback_assignment	success_cases	missing_cases	profile_cases
VPMOVUSDB_MEMu8_MASKmskw_ZMMu32_AVX512	VPMOVUSDB	DATAXFER	AVX512EVEX	AVX512F_512	DISP8_QUARTERMEM MASKOP_EVEX MEMORY_FAULT_SUPPRESSION	1	catalog_only	VPMOVUSDB	1891	exact		False	True			
VPMOVUSDB_XMMu8_MASKmskw_XMMu32_AVX512	VPMOVUSDB	DATAXFER	AVX512EVEX	AVX512F_128	MASKOP_EVEX	1	catalog_only	VPMOVUSDB	1891	exact		False	True			
VPMOVUSDB_XMMu8_MASKmskw_YMMu32_AVX512	VPMOVUSDB	DATAXFER	AVX512EVEX	AVX512F_256	MASKOP_EVEX	1	catalog_only	VPMOVUSDB	1891	exact		False	True			
VPMOVUSDB_XMMu8_MASKmskw_ZMMu32_AVX512	VPMOVUSDB	DATAXFER	AVX512EVEX	AVX512F_512	MASKOP_EVEX	1	catalog_only	VPMOVUSDB	1891	exact		False	True			
VPMOVUSDW_MEMu16_MASKmskw_XMMu32_AVX512	VPMOVUSDW	DATAXFER	AVX512EVEX	AVX512F_128	DISP8_HALFMEM MASKOP_EVEX MEMORY_FAULT_SUPPRESSION	1	catalog_only	VPMOVUSDW	1892	exact		False	True			
VPMOVUSDW_MEMu16_MASKmskw_YMMu32_AVX512	VPMOVUSDW	DATAXFER	AVX512EVEX	AVX512F_256	DISP8_HALFMEM MASKOP_EVEX MEMORY_FAULT_SUPPRESSION	1	catalog_only	VPMOVUSDW	1892	exact		False	True			
VPMOVUSDW_MEMu16_MASKmskw_ZMMu32_AVX512	VPMOVUSDW	DATAXFER	AVX512EVEX	AVX512F_512	DISP8_HALFMEM MASKOP_EVEX MEMORY_FAULT_SUPPRESSION	1	catalog_only	VPMOVUSDW	1892	exact		False	True			
VPMOVUSDW_XMMu16_MASKmskw_XMMu32_AVX512	VPMOVUSDW	DATAXFER	AVX512EVEX	AVX512F_128	MASKOP_EVEX	1	catalog_only	VPMOVUSDW	1892	exact		False	True			
VPMOVUSDW_XMMu16_MASKmskw_YMMu32_AVX512	VPMOVUSDW	DATAXFER	AVX512EVEX	AVX512F_256	MASKOP_EVEX	1	catalog_only	VPMOVUSDW	1892	exact		False	True			
VPMOVUSDW_YMMu16_MASKmskw_ZMMu32_AVX512	VPMOVUSDW	DATAXFER	AVX512EVEX	AVX512F_512	MASKOP_EVEX	1	catalog_only	VPMOVUSDW	1892	exact		False	True			
VPMOVUSQB_MEMu8_MASKmskw_XMMu64_AVX512	VPMOVUSQB	DATAXFER	AVX512EVEX	AVX512F_128	DISP8_EIGHTHMEM MASKOP_EVEX MEMORY_FAULT_SUPPRESSION	1	catalog_only	VPMOVUSQB	1893	exact		False	True			
VPMOVUSQB_MEMu8_MASKmskw_YMMu64_AVX512	VPMOVUSQB	DATAXFER	AVX512EVEX	AVX512F_256	DISP8_EIGHTHMEM MASKOP_EVEX MEMORY_FAULT_SUPPRESSION	1	catalog_only	VPMOVUSQB	1893	exact		False	True			
VPMOVUSQB_MEMu8_MASKmskw_ZMMu64_AVX512	VPMOVUSQB	DATAXFER	AVX512EVEX	AVX512F_512	DISP8_EIGHTHMEM MASKOP_EVEX MEMORY_FAULT_SUPPRESSION	1	catalog_only	VPMOVUSQB	1893	exact		False	True			
VPMOVUSQB_XMMu8_MASKmskw_XMMu64_AVX512	VPMOVUSQB	DATAXFER	AVX512EVEX	AVX512F_128	MASKOP_EVEX	1	catalog_only	VPMOVUSQB	1893	exact		False	True			
VPMOVUSQB_XMMu8_MASKmskw_YMMu64_AVX512	VPMOVUSQB	DATAXFER	AVX512EVEX	AVX512F_256	MASKOP_EVEX	1	catalog_only	VPMOVUSQB	1893	exact		False	True			
VPMOVUSQB_XMMu8_MASKmskw_ZMMu64_AVX512	VPMOVUSQB	DATAXFER	AVX512EVEX	AVX512F_512	MASKOP_EVEX	1	catalog_only	VPMOVUSQB	1893	exact		False	True			
VPMOVUSQD_MEMu32_MASKmskw_XMMu64_AVX512	VPMOVUSQD	DATAXFER	AVX512EVEX	AVX512F_128	DISP8_HALFMEM MASKOP_EVEX MEMORY_FAULT_SUPPRESSION	1	catalog_only	VPMOVUSQD	1894	exact		False	True			
VPMOVUSQD_MEMu32_MASKmskw_YMMu64_AVX512	VPMOVUSQD	DATAXFER	AVX512EVEX	AVX512F_256	DISP8_HALFMEM MASKOP_EVEX MEMORY_FAULT_SUPPRESSION	1	catalog_only	VPMOVUSQD	1894	exact		False	True			
VPMOVUSQD_MEMu32_MASKmskw_ZMMu64_AVX512	VPMOVUSQD	DATAXFER	AVX512EVEX	AVX512F_512	DISP8_HALFMEM MASKOP_EVEX MEMORY_FAULT_SUPPRESSION	1	catalog_only	VPMOVUSQD	1894	exact		False	True			
VPMOVUSQD_XMMu32_MASKmskw_XMMu64_AVX512	VPMOVUSQD	DATAXFER	AVX512EVEX	AVX512F_128	MASKOP_EVEX	1	catalog_only	VPMOVUSQD	1894	exact		False	True			
VPMOVUSQD_XMMu32_MASKmskw_YMMu64_AVX512	VPMOVUSQD	DATAXFER	AVX512EVEX	AVX512F_256	MASKOP_EVEX	1	catalog_only	VPMOVUSQD	1894	exact		False	True			
VPMOVUSQD_YMMu32_MASKmskw_ZMMu64_AVX512	VPMOVUSQD	DATAXFER	AVX512EVEX	AVX512F_512	MASKOP_EVEX	1	catalog_only	VPMOVUSQD	1894	exact		False	True			
VPMOVUSQW_MEMu16_MASKmskw_XMMu64_AVX512	VPMOVUSQW	DATAXFER	AVX512EVEX	AVX512F_128	DISP8_QUARTERMEM MASKOP_EVEX MEMORY_FAULT_SUPPRESSION	1	catalog_only	VPMOVUSQW	1895	exact		False	True			
VPMOVUSQW_MEMu16_MASKmskw_YMMu64_AVX512	VPMOVUSQW	DATAXFER	AVX512EVEX	AVX512F_256	DISP8_QUARTERMEM MASKOP_EVEX MEMORY_FAULT_SUPPRESSION	1	catalog_only	VPMOVUSQW	1895	exact		False	True			
VPMOVUSQW_MEMu16_MASKmskw_ZMMu64_AVX512	VPMOVUSQW	DATAXFER	AVX512EVEX	AVX512F_512	DISP8_QUARTERMEM MASKOP_EVEX MEMORY_FAULT_SUPPRESSION	1	catalog_only	VPMOVUSQW	1895	exact		False	True			
VPMOVUSQW_XMMu16_MASKmskw_XMMu64_AVX512	VPMOVUSQW	DATAXFER	AVX512EVEX	AVX512F_128	MASKOP_EVEX	1	catalog_only	VPMOVUSQW	1895	exact		False	True			
VPMOVUSQW_XMMu16_MASKmskw_YMMu64_AVX512	VPMOVUSQW	DATAXFER	AVX512EVEX	AVX512F_256	MASKOP_EVEX	1	catalog_only	VPMOVUSQW	1895	exact		False	True			
VPMOVUSQW_XMMu16_MASKmskw_ZMMu64_AVX512	VPMOVUSQW	DATAXFER	AVX512EVEX	AVX512F_512	MASKOP_EVEX	1	catalog_only	VPMOVUSQW	1895	exact		False	True			
VPMOVUSWB_MEMu8_MASKmskw_XMMu16_AVX512	VPMOVUSWB	DATAXFER	AVX512EVEX	AVX512BW_128	DISP8_HALFMEM MASKOP_EVEX MEMORY_FAULT_SUPPRESSION	1	catalog_only	VPMOVUSWB	1896	exact		False	True			
VPMOVUSWB_MEMu8_MASKmskw_YMMu16_AVX512	VPMOVUSWB	DATAXFER	AVX512EVEX	AVX512BW_256	DISP8_HALFMEM MASKOP_EVEX MEMORY_FAULT_SUPPRESSION	1	catalog_only	VPMOVUSWB	1896	exact		False	True			
VPMOVUSWB_MEMu8_MASKmskw_ZMMu16_AVX512	VPMOVUSWB	DATAXFER	AVX512EVEX	AVX512BW_512	DISP8_HALFMEM MASKOP_EVEX MEMORY_FAULT_SUPPRESSION	1	catalog_only	VPMOVUSWB	1896	exact		False	True			
VPMOVUSWB_XMMu8_MASKmskw_XMMu16_AVX512	VPMOVUSWB	DATAXFER	AVX512EVEX	AVX512BW_128	MASKOP_EVEX	1	catalog_only	VPMOVUSWB	1896	exact		False	True			
VPMOVUSWB_XMMu8_MASKmskw_YMMu16_AVX512	VPMOVUSWB	DATAXFER	AVX512EVEX	AVX512BW_256	MASKOP_EVEX	1	catalog_only	VPMOVUSWB	1896	exact		False	True			
VPMOVUSWB_YMMu8_MASKmskw_ZMMu16_AVX512	VPMOVUSWB	DATAXFER	AVX512EVEX	AVX512BW_512	MASKOP_EVEX	1	catalog_only	VPMOVUSWB	1896	exact		False	True			
VPMOVW2M_MASKmskw_XMMu16_AVX512	VPMOVW2M	DATAXFER	AVX512EVEX	AVX512BW_128		1	catalog_only	VPMOVW2M	1897	exact		False	True			
VPMOVW2M_MASKmskw_YMMu16_AVX512	VPMOVW2M	DATAXFER	AVX512EVEX	AVX512BW_256		1	catalog_only	VPMOVW2M	1897	exact		False	True			
VPMOVW2M_MASKmskw_ZMMu16_AVX512	VPMOVW2M	DATAXFER	AVX512EVEX	AVX512BW_512		1	catalog_only	VPMOVW2M	1897	exact		False	True			
VPMOVWB_MEMu8_MASKmskw_XMMu16_AVX512	VPMOVWB	DATAXFER	AVX512EVEX	AVX512BW_128	DISP8_HALFMEM MASKOP_EVEX MEMORY_FAULT_SUPPRESSION	1	catalog_only	VPMOVWB	1898	exact		False	True			
VPMOVWB_MEMu8_MASKmskw_YMMu16_AVX512	VPMOVWB	DATAXFER	AVX512EVEX	AVX512BW_256	DISP8_HALFMEM MASKOP_EVEX MEMORY_FAULT_SUPPRESSION	1	catalog_only	VPMOVWB	1898	exact		False	True			
VPMOVWB_MEMu8_MASKmskw_ZMMu16_AVX512	VPMOVWB	DATAXFER	AVX512EVEX	AVX512BW_512	DISP8_HALFMEM MASKOP_EVEX MEMORY_FAULT_SUPPRESSION	1	catalog_only	VPMOVWB	1898	exact		False	True			
VPMOVWB_XMMu8_MASKmskw_XMMu16_AVX512	VPMOVWB	DATAXFER	AVX512EVEX	AVX512BW_128	MASKOP_EVEX	1	catalog_only	VPMOVWB	1898	exact		False	True			
VPMOVWB_XMMu8_MASKmskw_YMMu16_AVX512	VPMOVWB	DATAXFER	AVX512EVEX	AVX512BW_256	MASKOP_EVEX	1	catalog_only	VPMOVWB	1898	exact		False	True			
VPMOVWB_YMMu8_MASKmskw_ZMMu16_AVX512	VPMOVWB	DATAXFER	AVX512EVEX	AVX512BW_512	MASKOP_EVEX	1	catalog_only	VPMOVWB	1898	exact		False	True			
VPMOVZXBD_XMMdq_MEMd	VPMOVZXBD	AVX	AVX	AVX		1	corpus_reachable	VPMOVZXBD	1899	exact		True	True	extra_vpmovzxbd_7504_xmm_mem,extra_vpmovzxbd_address_override		
VPMOVZXBD_XMMdq_XMMd	VPMOVZXBD	AVX	AVX	AVX		1	corpus_reachable	VPMOVZXBD	1899	exact		True	True	extra_vpmovzxbd_7505_xmm_reg		
VPMOVZXBD_XMMi32_MASKmskw_MEMi8_AVX512	VPMOVZXBD	DATAXFER	AVX512EVEX	AVX512F_128	DISP8_QUARTERMEM MASKOP_EVEX MEMORY_FAULT_SUPPRESSION	1	corpus_reachable	VPMOVZXBD	1899	exact		True	True	cycle3_p036_evex_vpmovzxbd_xmm_mem		
VPMOVZXBD_XMMi32_MASKmskw_XMMi8_AVX512	VPMOVZXBD	DATAXFER	AVX512EVEX	AVX512F_128	MASKOP_EVEX	1	corpus_reachable	VPMOVZXBD	1899	exact		True	True	cycle3_p036_evex_vpmovzxbd_xmm_reg		
VPMOVZXBD_YMMi32_MASKmskw_MEMi8_AVX512	VPMOVZXBD	DATAXFER	AVX512EVEX	AVX512F_256	DISP8_QUARTERMEM MASKOP_EVEX MEMORY_FAULT_SUPPRESSION	1	corpus_reachable	VPMOVZXBD	1899	exact		True	True	cycle3_p036_evex_vpmovzxbd_ymm_mem		
VPMOVZXBD_YMMi32_MASKmskw_XMMi8_AVX512	VPMOVZXBD	DATAXFER	AVX512EVEX	AVX512F_256	MASKOP_EVEX	1	corpus_reachable	VPMOVZXBD	1899	exact		True	True	cycle3_p036_evex_vpmovzxbd_ymm_reg		
VPMOVZXBD_YMMqq_MEMq	VPMOVZXBD	AVX2	AVX2	AVX2		1	corpus_reachable	VPMOVZXBD	1899	exact		True	True	extra_vpmovzxbd_7510_ymm_mem		
VPMOVZXBD_YMMqq_XMMq	VPMOVZXBD	AVX2	AVX2	AVX2		1	corpus_reachable	VPMOVZXBD	1899	exact		True	True	extra_vpmovzxbd_7511_ymm_reg,extra_vpmovzxbd_nonlong_ymm_16,extra_vpmovzxbd_nonlong_ymm_32		
VPMOVZXBD_ZMMi32_MASKmskw_MEMi8_AVX512	VPMOVZXBD	DATAXFER	AVX512EVEX	AVX512F_512	DISP8_QUARTERMEM MASKOP_EVEX MEMORY_FAULT_SUPPRESSION	1	corpus_reachable	VPMOVZXBD	1899	exact		True	True	cycle3_p036_evex_vpmovzxbd_zmm_mem		
VPMOVZXBD_ZMMi32_MASKmskw_XMMi8_AVX512	VPMOVZXBD	DATAXFER	AVX512EVEX	AVX512F_512	MASKOP_EVEX	1	corpus_reachable	VPMOVZXBD	1899	exact		True	True	cycle3_p036_evex_vpmovzxbd_zmm_reg		
VPMOVZXBQ_XMMdq_MEMw	VPMOVZXBQ	AVX	AVX	AVX		1	corpus_reachable	VPMOVZXBQ	1900	exact		True	True	extra_vpmovzxbq_7514_xmm_mem		
VPMOVZXBQ_XMMdq_XMMw	VPMOVZXBQ	AVX	AVX	AVX		1	corpus_reachable	VPMOVZXBQ	1900	exact		True	True	extra_vpmovzxbq_7515_xmm_reg		
VPMOVZXBQ_XMMi64_MASKmskw_MEMi8_AVX512	VPMOVZXBQ	DATAXFER	AVX512EVEX	AVX512F_128	DISP8_EIGHTHMEM MASKOP_EVEX MEMORY_FAULT_SUPPRESSION	1	corpus_reachable	VPMOVZXBQ	1900	exact		True	True	cycle3_p037_evex_vpmovzxbq_xmm_mem		
VPMOVZXBQ_XMMi64_MASKmskw_XMMi8_AVX512	VPMOVZXBQ	DATAXFER	AVX512EVEX	AVX512F_128	MASKOP_EVEX	1	corpus_reachable	VPMOVZXBQ	1900	exact		True	True	cycle3_p037_evex_vpmovzxbq_xmm_reg		
VPMOVZXBQ_YMMi64_MASKmskw_MEMi8_AVX512	VPMOVZXBQ	DATAXFER	AVX512EVEX	AVX512F_256	DISP8_EIGHTHMEM MASKOP_EVEX MEMORY_FAULT_SUPPRESSION	1	corpus_reachable	VPMOVZXBQ	1900	exact		True	True	cycle3_p037_evex_vpmovzxbq_ymm_mem		
VPMOVZXBQ_YMMi64_MASKmskw_XMMi8_AVX512	VPMOVZXBQ	DATAXFER	AVX512EVEX	AVX512F_256	MASKOP_EVEX	1	corpus_reachable	VPMOVZXBQ	1900	exact		True	True	cycle3_p037_evex_vpmovzxbq_ymm_reg		
VPMOVZXBQ_YMMqq_MEMd	VPMOVZXBQ	AVX2	AVX2	AVX2		1	corpus_reachable	VPMOVZXBQ	1900	exact		True	True	extra_vpmovzxbq_7520_ymm_mem		
VPMOVZXBQ_YMMqq_XMMd	VPMOVZXBQ	AVX2	AVX2	AVX2		1	corpus_reachable	VPMOVZXBQ	1900	exact		True	True	extra_vpmovzxbq_7521_ymm_reg,extra_vpmovzxbq_high_ymm_registers		
VPMOVZXBQ_ZMMi64_MASKmskw_MEMi8_AVX512	VPMOVZXBQ	DATAXFER	AVX512EVEX	AVX512F_512	DISP8_EIGHTHMEM MASKOP_EVEX MEMORY_FAULT_SUPPRESSION	1	corpus_reachable	VPMOVZXBQ	1900	exact		True	True	cycle3_p037_evex_vpmovzxbq_zmm_mem		
VPMOVZXBQ_ZMMi64_MASKmskw_XMMi8_AVX512	VPMOVZXBQ	DATAXFER	AVX512EVEX	AVX512F_512	MASKOP_EVEX	1	corpus_reachable	VPMOVZXBQ	1900	exact		True	True	cycle3_p037_evex_vpmovzxbq_zmm_reg		
VPMOVZXBW_XMMdq_MEMq	VPMOVZXBW	AVX	AVX	AVX		1	corpus_reachable	VPMOVZXBW	1901	exact		True	True	extra_vpmovzxbw_7524_xmm_mem,extra_vpmovzxbw_high_sib_disp		
VPMOVZXBW_XMMdq_XMMq	VPMOVZXBW	AVX	AVX	AVX		1	corpus_reachable	VPMOVZXBW	1901	exact		True	True	extra_vpmovzxbw_7525_xmm_reg,extra_vpmovzxbw_high_registers,extra_vpmovzxbw_nonlong_b_alias_16,extra_vpmovzxbw_nonlong_b_alias_32,extra_vpmovzxbw_sandy_bridge,extra_vpmovzxbw_w1_xmm_alias		vpmovzxbw_westmere_gate
VPMOVZXBW_XMMi16_MASKmskw_MEMi8_AVX512	VPMOVZXBW	DATAXFER	AVX512EVEX	AVX512BW_128	DISP8_HALFMEM MASKOP_EVEX MEMORY_FAULT_SUPPRESSION	1	corpus_reachable	VPMOVZXBW	1901	exact		True	True	vpmovzxbw_evex_mem_sibling		
VPMOVZXBW_XMMi16_MASKmskw_XMMi8_AVX512	VPMOVZXBW	DATAXFER	AVX512EVEX	AVX512BW_128	MASKOP_EVEX	1	corpus_reachable	VPMOVZXBW	1901	exact		True	True	vpmovzxbw_evex_reg_sibling		
VPMOVZXBW_YMMi16_MASKmskw_MEMi8_AVX512	VPMOVZXBW	DATAXFER	AVX512EVEX	AVX512BW_256	DISP8_HALFMEM MASKOP_EVEX MEMORY_FAULT_SUPPRESSION	1	corpus_reachable	VPMOVZXBW	1901	exact		True	True	cycle3_p081_evex_vpmovzxbw_ymm_mem		
VPMOVZXBW_YMMi16_MASKmskw_XMMi8_AVX512	VPMOVZXBW	DATAXFER	AVX512EVEX	AVX512BW_256	MASKOP_EVEX	1	corpus_reachable	VPMOVZXBW	1901	exact		True	True	cycle3_p081_evex_vpmovzxbw_ymm_reg		
VPMOVZXBW_YMMqq_MEMdq	VPMOVZXBW	AVX2	AVX2	AVX2		1	corpus_reachable	VPMOVZXBW	1901	exact		True	True	extra_vpmovzxbw_7530_ymm_mem		
VPMOVZXBW_YMMqq_XMMdq	VPMOVZXBW	AVX2	AVX2	AVX2		1	corpus_reachable	VPMOVZXBW	1901	exact		True	True	extra_vpmovzxbw_7531_ymm_reg,extra_vpmovzxbw_haswell_ymm		vpmovzxbw_sandy_ymm_gate
VPMOVZXBW_ZMMi16_MASKmskw_MEMi8_AVX512	VPMOVZXBW	DATAXFER	AVX512EVEX	AVX512BW_512	DISP8_HALFMEM MASKOP_EVEX MEMORY_FAULT_SUPPRESSION	1	corpus_reachable	VPMOVZXBW	1901	exact		True	True	cycle3_p081_evex_vpmovzxbw_zmm_mem		
VPMOVZXBW_ZMMi16_MASKmskw_YMMi8_AVX512	VPMOVZXBW	DATAXFER	AVX512EVEX	AVX512BW_512	MASKOP_EVEX	1	corpus_reachable	VPMOVZXBW	1901	exact		True	True	cycle3_p081_evex_vpmovzxbw_zmm_reg		
VPMOVZXDQ_XMMdq_MEMq	VPMOVZXDQ	AVX	AVX	AVX		1	corpus_reachable	VPMOVZXDQ	1902	exact		True	True	extra_vpmovzxdq_7534_xmm_mem		
VPMOVZXDQ_XMMdq_XMMq	VPMOVZXDQ	AVX	AVX	AVX		1	corpus_reachable	VPMOVZXDQ	1902	exact		True	True	extra_vpmovzxdq_7535_xmm_reg		
VPMOVZXDQ_XMMi64_MASKmskw_MEMi32_AVX512	VPMOVZXDQ	DATAXFER	AVX512EVEX	AVX512F_128	DISP8_HALFMEM MASKOP_EVEX MEMORY_FAULT_SUPPRESSION	1	corpus_reachable	VPMOVZXDQ	1902	exact		True	True	cycle3_p038_evex_vpmovzxdq_xmm_mem		
VPMOVZXDQ_XMMi64_MASKmskw_XMMi32_AVX512	VPMOVZXDQ	DATAXFER	AVX512EVEX	AVX512F_128	MASKOP_EVEX	1	corpus_reachable	VPMOVZXDQ	1902	exact		True	True	cycle3_p038_evex_vpmovzxdq_xmm_reg		
VPMOVZXDQ_YMMi64_MASKmskw_MEMi32_AVX512	VPMOVZXDQ	DATAXFER	AVX512EVEX	AVX512F_256	DISP8_HALFMEM MASKOP_EVEX MEMORY_FAULT_SUPPRESSION	1	corpus_reachable	VPMOVZXDQ	1902	exact		True	True	cycle3_p038_evex_vpmovzxdq_ymm_mem		
VPMOVZXDQ_YMMi64_MASKmskw_XMMi32_AVX512	VPMOVZXDQ	DATAXFER	AVX512EVEX	AVX512F_256	MASKOP_EVEX	1	corpus_reachable	VPMOVZXDQ	1902	exact		True	True	cycle3_p038_evex_vpmovzxdq_ymm_reg		
VPMOVZXDQ_YMMqq_MEMdq	VPMOVZXDQ	AVX2	AVX2	AVX2		1	corpus_reachable	VPMOVZXDQ	1902	exact		True	True	extra_vpmovzxdq_7540_ymm_mem		
VPMOVZXDQ_YMMqq_XMMdq	VPMOVZXDQ	AVX2	AVX2	AVX2		1	corpus_reachable	VPMOVZXDQ	1902	exact		True	True	extra_vpmovzxdq_7541_ymm_reg,extra_vpmovzxdq_w1_ymm_alias		
VPMOVZXDQ_ZMMi64_MASKmskw_MEMi32_AVX512	VPMOVZXDQ	DATAXFER	AVX512EVEX	AVX512F_512	DISP8_HALFMEM MASKOP_EVEX MEMORY_FAULT_SUPPRESSION	1	corpus_reachable	VPMOVZXDQ	1902	exact		True	True	cycle3_p038_evex_vpmovzxdq_zmm_mem		
VPMOVZXDQ_ZMMi64_MASKmskw_YMMi32_AVX512	VPMOVZXDQ	DATAXFER	AVX512EVEX	AVX512F_512	MASKOP_EVEX	1	corpus_reachable	VPMOVZXDQ	1902	exact		True	True	cycle3_p038_evex_vpmovzxdq_zmm_reg		
VPMOVZXWD_XMMdq_MEMq	VPMOVZXWD	AVX	AVX	AVX		1	corpus_reachable	VPMOVZXWD	1903	exact		True	True	extra_vpmovzxwd_7544_xmm_mem		
VPMOVZXWD_XMMdq_XMMq	VPMOVZXWD	AVX	AVX	AVX		1	corpus_reachable	VPMOVZXWD	1903	exact		True	True	extra_vpmovzxwd_7545_xmm_reg		
VPMOVZXWD_XMMi32_MASKmskw_MEMi16_AVX512	VPMOVZXWD	DATAXFER	AVX512EVEX	AVX512F_128	DISP8_HALFMEM MASKOP_EVEX MEMORY_FAULT_SUPPRESSION	1	corpus_reachable	VPMOVZXWD	1903	exact		True	True	cycle3_p039_evex_vpmovzxwd_xmm_mem		
VPMOVZXWD_XMMi32_MASKmskw_XMMi16_AVX512	VPMOVZXWD	DATAXFER	AVX512EVEX	AVX512F_128	MASKOP_EVEX	1	corpus_reachable	VPMOVZXWD	1903	exact		True	True	cycle3_p039_evex_vpmovzxwd_xmm_reg		
VPMOVZXWD_YMMi32_MASKmskw_MEMi16_AVX512	VPMOVZXWD	DATAXFER	AVX512EVEX	AVX512F_256	DISP8_HALFMEM MASKOP_EVEX MEMORY_FAULT_SUPPRESSION	1	corpus_reachable	VPMOVZXWD	1903	exact		True	True	cycle3_p039_evex_vpmovzxwd_ymm_mem		
VPMOVZXWD_YMMi32_MASKmskw_XMMi16_AVX512	VPMOVZXWD	DATAXFER	AVX512EVEX	AVX512F_256	MASKOP_EVEX	1	corpus_reachable	VPMOVZXWD	1903	exact		True	True	cycle3_p039_evex_vpmovzxwd_ymm_reg		
VPMOVZXWD_YMMqq_MEMdq	VPMOVZXWD	AVX2	AVX2	AVX2		1	corpus_reachable	VPMOVZXWD	1903	exact		True	True	extra_vpmovzxwd_7550_ymm_mem,extra_vpmovzxwd_segment_override		
VPMOVZXWD_YMMqq_XMMdq	VPMOVZXWD	AVX2	AVX2	AVX2		1	corpus_reachable	VPMOVZXWD	1903	exact		True	True	extra_vpmovzxwd_7551_ymm_reg		
VPMOVZXWD_ZMMi32_MASKmskw_MEMi16_AVX512	VPMOVZXWD	DATAXFER	AVX512EVEX	AVX512F_512	DISP8_HALFMEM MASKOP_EVEX MEMORY_FAULT_SUPPRESSION	1	corpus_reachable	VPMOVZXWD	1903	exact		True	True	cycle3_p039_evex_vpmovzxwd_zmm_mem		
VPMOVZXWD_ZMMi32_MASKmskw_YMMi16_AVX512	VPMOVZXWD	DATAXFER	AVX512EVEX	AVX512F_512	MASKOP_EVEX	1	corpus_reachable	VPMOVZXWD	1903	exact		True	True	cycle3_p039_evex_vpmovzxwd_zmm_reg		
VPMOVZXWQ_XMMdq_MEMd	VPMOVZXWQ	AVX	AVX	AVX		1	corpus_reachable	VPMOVZXWQ	1904	exact		True	True	extra_vpmovzxwq_7554_xmm_mem		
VPMOVZXWQ_XMMdq_XMMd	VPMOVZXWQ	AVX	AVX	AVX		1	corpus_reachable	VPMOVZXWQ	1904	exact		True	True	extra_vpmovzxwq_7555_xmm_reg		
VPMOVZXWQ_XMMi64_MASKmskw_MEMi16_AVX512	VPMOVZXWQ	DATAXFER	AVX512EVEX	AVX512F_128	DISP8_QUARTERMEM MASKOP_EVEX MEMORY_FAULT_SUPPRESSION	1	corpus_reachable	VPMOVZXWQ	1904	exact		True	True	cycle3_p040_evex_vpmovzxwq_xmm_mem		
VPMOVZXWQ_XMMi64_MASKmskw_XMMi16_AVX512	VPMOVZXWQ	DATAXFER	AVX512EVEX	AVX512F_128	MASKOP_EVEX	1	corpus_reachable	VPMOVZXWQ	1904	exact		True	True	cycle3_p040_evex_vpmovzxwq_xmm_reg		
VPMOVZXWQ_YMMi64_MASKmskw_MEMi16_AVX512	VPMOVZXWQ	DATAXFER	AVX512EVEX	AVX512F_256	DISP8_QUARTERMEM MASKOP_EVEX MEMORY_FAULT_SUPPRESSION	1	corpus_reachable	VPMOVZXWQ	1904	exact		True	True	cycle3_p040_evex_vpmovzxwq_ymm_mem		
VPMOVZXWQ_YMMi64_MASKmskw_XMMi16_AVX512	VPMOVZXWQ	DATAXFER	AVX512EVEX	AVX512F_256	MASKOP_EVEX	1	corpus_reachable	VPMOVZXWQ	1904	exact		True	True	cycle3_p040_evex_vpmovzxwq_ymm_reg		
VPMOVZXWQ_YMMqq_MEMq	VPMOVZXWQ	AVX2	AVX2	AVX2		1	corpus_reachable	VPMOVZXWQ	1904	exact		True	True	extra_vpmovzxwq_7560_ymm_mem		
VPMOVZXWQ_YMMqq_XMMq	VPMOVZXWQ	AVX2	AVX2	AVX2		1	corpus_reachable	VPMOVZXWQ	1904	exact		True	True	extra_vpmovzxwq_7561_ymm_reg		
VPMOVZXWQ_ZMMi64_MASKmskw_MEMi16_AVX512	VPMOVZXWQ	DATAXFER	AVX512EVEX	AVX512F_512	DISP8_QUARTERMEM MASKOP_EVEX MEMORY_FAULT_SUPPRESSION	1	corpus_reachable	VPMOVZXWQ	1904	exact		True	True	cycle3_p040_evex_vpmovzxwq_zmm_mem		
VPMOVZXWQ_ZMMi64_MASKmskw_XMMi16_AVX512	VPMOVZXWQ	DATAXFER	AVX512EVEX	AVX512F_512	MASKOP_EVEX	1	corpus_reachable	VPMOVZXWQ	1904	exact		True	True	cycle3_p040_evex_vpmovzxwq_zmm_reg		
VPMULDQ_XMMdq_XMMdq_MEMdq	VPMULDQ	AVX	AVX	AVX		1	corpus_reachable	VPMULDQ	1019	exact		True	True	cycle2_p089_vpmuldq_xmm_mem		
VPMULDQ_XMMdq_XMMdq_XMMdq	VPMULDQ	AVX	AVX	AVX		1	corpus_reachable	VPMULDQ	1019	exact		True	True	cycle2_p089_vpmuldq_xmm_reg		
VPMULDQ_XMMi64_MASKmskw_XMMi64_MEMi64_AVX512	VPMULDQ	AVX512	AVX512EVEX	AVX512F_128	BROADCAST_ENABLED DISP8_FULL DOUBLE_WIDE_MEMOP MASKOP_EVEX MEMORY_FAULT_SUPPRESSION	1	corpus_reachable	VPMULDQ	1019	exact		True	True	cycle2_p089_evex_vpmuldq_xmm_mem		
