form_id	internal_name	mnemonic	assembly_template	feature_condition_id	condition_digest	preferred_digest	operation_id
A64/dpimm/addsub_imm/ADD_32_addsub_imm	MOV	MOV	MOV<rule:SPACE><rule:WdWSP_option><rule:COMMA><rule:WnWSP_option>	0	b5c222fc53b2cb52384a74a953c35f3b7177a8359b51192e873b124608fa5f93	053c682245465d98a49a51d958e62386760951b350a38c79b88f4f99e8135c9d	MOV_ADD_addsub_imm
A64/dpimm/addsub_imm/ADD_64_addsub_imm	MOV	MOV	MOV<rule:SPACE><rule:XdSP_option><rule:COMMA><rule:XnSP_option__3>	0	b5c222fc53b2cb52384a74a953c35f3b7177a8359b51192e873b124608fa5f93	053c682245465d98a49a51d958e62386760951b350a38c79b88f4f99e8135c9d	MOV_ADD_addsub_imm
A64/dpimm/addsub_imm/SUBS_32S_addsub_imm	CMP	CMP	CMP<rule:SPACE><rule:WnWSP_option><rule:COMMA><rule:hash><rule:imm__17><rule:optional_shift>	0	61356a75e0624d24922637b174a5e5f8952d83871def68efa1c656039dd80c09	3f3e8c0ebb34eeb59b973d8c6b666af50137c2d7825c63003348002d7b0a1d8f	CMP_SUBS_addsub_imm
A64/dpimm/addsub_imm/SUBS_64S_addsub_imm	CMP	CMP	CMP<rule:SPACE><rule:XnSP_option__3><rule:COMMA><rule:hash><rule:imm__17><rule:optional_shift>	0	61356a75e0624d24922637b174a5e5f8952d83871def68efa1c656039dd80c09	3f3e8c0ebb34eeb59b973d8c6b666af50137c2d7825c63003348002d7b0a1d8f	CMP_SUBS_addsub_imm
A64/dpimm/bitfield/BFM_32M_bitfield	BFC	BFC	BFC<rule:SPACE><rule:WdOrWZR><rule:COMMA><rule:hash><rule:lsb><rule:COMMA><rule:hash><rule:width>	47	37574762b4d5956897c0b23cf4648b51ea8cf24ad8c1703a6389be9d77ff7479	3f9465a278d242bd1ab7be9e29bb9b119809497f3de4ec117e1f2eb8049067d1	BFC_BFM
A64/dpimm/bitfield/BFM_32M_bitfield	BFI	BFI	BFI<rule:SPACE><rule:WdOrWZR><rule:COMMA><rule:WnOrWZR><rule:COMMA><rule:hash><rule:lsb><rule:COMMA><rule:hash><rule:width>	0	2d8ae027bdac0fcf475ba1fe9e10bc703bfde8a656be337c8aca6a7a1bf67756	3f9465a278d242bd1ab7be9e29bb9b119809497f3de4ec117e1f2eb8049067d1	BFI_BFM
A64/dpimm/bitfield/BFM_32M_bitfield	BFXIL	BFXIL	BFXIL<rule:SPACE><rule:WdOrWZR><rule:COMMA><rule:WnOrWZR><rule:COMMA><rule:hash><rule:lsb__2><rule:COMMA><rule:hash><rule:width>	0	3f3e8c0ebb34eeb59b973d8c6b666af50137c2d7825c63003348002d7b0a1d8f	61b50ba6b62b729b0366eb86ad74d1157f74d3878d4530070d3f0c9c7f5a1db9	BFXIL_BFM
A64/dpimm/bitfield/BFM_64M_bitfield	BFC	BFC	BFC<rule:SPACE><rule:XdOrXZR__6><rule:COMMA><rule:hash><rule:lsb__3><rule:COMMA><rule:hash><rule:width__2>	47	37574762b4d5956897c0b23cf4648b51ea8cf24ad8c1703a6389be9d77ff7479	3f9465a278d242bd1ab7be9e29bb9b119809497f3de4ec117e1f2eb8049067d1	BFC_BFM
A64/dpimm/bitfield/BFM_64M_bitfield	BFI	BFI	BFI<rule:SPACE><rule:XdOrXZR__6><rule:COMMA><rule:XnOrXZR__11><rule:COMMA><rule:hash><rule:lsb__3><rule:COMMA><rule:hash><rule:width__2>	0	2d8ae027bdac0fcf475ba1fe9e10bc703bfde8a656be337c8aca6a7a1bf67756	3f9465a278d242bd1ab7be9e29bb9b119809497f3de4ec117e1f2eb8049067d1	BFI_BFM
A64/dpimm/bitfield/BFM_64M_bitfield	BFXIL	BFXIL	BFXIL<rule:SPACE><rule:XdOrXZR__6><rule:COMMA><rule:XnOrXZR__11><rule:COMMA><rule:hash><rule:lsb__4><rule:COMMA><rule:hash><rule:width__2>	0	3f3e8c0ebb34eeb59b973d8c6b666af50137c2d7825c63003348002d7b0a1d8f	61b50ba6b62b729b0366eb86ad74d1157f74d3878d4530070d3f0c9c7f5a1db9	BFXIL_BFM
A64/dpimm/bitfield/SBFM_32M_bitfield	ASR	ASR	ASR<rule:SPACE><rule:WdOrWZR><rule:COMMA><rule:WnOrWZR><rule:COMMA><rule:hash><rule:shift>	0	497dbda5a6a0b3cecb2daa7f1cf61038887f7e5d41731a932f5fdf916675f977	3f3e8c0ebb34eeb59b973d8c6b666af50137c2d7825c63003348002d7b0a1d8f	ASR_SBFM
A64/dpimm/bitfield/SBFM_32M_bitfield	SBFIZ	SBFIZ	SBFIZ<rule:SPACE><rule:WdOrWZR><rule:COMMA><rule:WnOrWZR><rule:COMMA><rule:hash><rule:lsb><rule:COMMA><rule:hash><rule:width>	0	3f3e8c0ebb34eeb59b973d8c6b666af50137c2d7825c63003348002d7b0a1d8f	3f9465a278d242bd1ab7be9e29bb9b119809497f3de4ec117e1f2eb8049067d1	SBFIZ_SBFM
A64/dpimm/bitfield/SBFM_32M_bitfield	SBFX	SBFX	SBFX<rule:SPACE><rule:WdOrWZR><rule:COMMA><rule:WnOrWZR><rule:COMMA><rule:hash><rule:lsb__2><rule:COMMA><rule:hash><rule:width>	0	3f3e8c0ebb34eeb59b973d8c6b666af50137c2d7825c63003348002d7b0a1d8f	d3d8b98322e9da6753df535b487bbe9363f41b5c8e859d4628754d2ba02719db	SBFX_SBFM
A64/dpimm/bitfield/SBFM_32M_bitfield	SXTB	SXTB	SXTB<rule:SPACE><rule:WdOrWZR><rule:COMMA><rule:WnOrWZR>	0	256e1bd1d649c3866920e234dc60aaef34cbc1c45c747172b74118009d2b0109	3f3e8c0ebb34eeb59b973d8c6b666af50137c2d7825c63003348002d7b0a1d8f	SXTB_SBFM
A64/dpimm/bitfield/SBFM_32M_bitfield	SXTH	SXTH	SXTH<rule:SPACE><rule:WdOrWZR><rule:COMMA><rule:WnOrWZR>	0	51f3ba717fe45e7e759682d192184240b320b94dfddb34209cbdd862b72d6a5e	3f3e8c0ebb34eeb59b973d8c6b666af50137c2d7825c63003348002d7b0a1d8f	SXTH_SBFM
A64/dpimm/bitfield/SBFM_64M_bitfield	ASR	ASR	ASR<rule:SPACE><rule:XdOrXZR__6><rule:COMMA><rule:XnOrXZR__11><rule:COMMA><rule:hash><rule:shift__3>	0	6a2bc8c90bfe374cf7c90668e74780c0505eefb670dcaf12d0d3e525d08d44b1	3f3e8c0ebb34eeb59b973d8c6b666af50137c2d7825c63003348002d7b0a1d8f	ASR_SBFM
A64/dpimm/bitfield/SBFM_64M_bitfield	SBFIZ	SBFIZ	SBFIZ<rule:SPACE><rule:XdOrXZR__6><rule:COMMA><rule:XnOrXZR__11><rule:COMMA><rule:hash><rule:lsb__3><rule:COMMA><rule:hash><rule:width__2>	0	3f3e8c0ebb34eeb59b973d8c6b666af50137c2d7825c63003348002d7b0a1d8f	3f9465a278d242bd1ab7be9e29bb9b119809497f3de4ec117e1f2eb8049067d1	SBFIZ_SBFM
A64/dpimm/bitfield/SBFM_64M_bitfield	SBFX	SBFX	SBFX<rule:SPACE><rule:XdOrXZR__6><rule:COMMA><rule:XnOrXZR__11><rule:COMMA><rule:hash><rule:lsb__4><rule:COMMA><rule:hash><rule:width__2>	0	3f3e8c0ebb34eeb59b973d8c6b666af50137c2d7825c63003348002d7b0a1d8f	d3d8b98322e9da6753df535b487bbe9363f41b5c8e859d4628754d2ba02719db	SBFX_SBFM
A64/dpimm/bitfield/SBFM_64M_bitfield	SXTB	SXTB	SXTB<rule:SPACE><rule:XdOrXZR__6><rule:COMMA><rule:WnOrWZR__2>	0	256e1bd1d649c3866920e234dc60aaef34cbc1c45c747172b74118009d2b0109	3f3e8c0ebb34eeb59b973d8c6b666af50137c2d7825c63003348002d7b0a1d8f	SXTB_SBFM
A64/dpimm/bitfield/SBFM_64M_bitfield	SXTH	SXTH	SXTH<rule:SPACE><rule:XdOrXZR__6><rule:COMMA><rule:WnOrWZR__2>	0	51f3ba717fe45e7e759682d192184240b320b94dfddb34209cbdd862b72d6a5e	3f3e8c0ebb34eeb59b973d8c6b666af50137c2d7825c63003348002d7b0a1d8f	SXTH_SBFM
A64/dpimm/bitfield/SBFM_64M_bitfield	SXTW	SXTW	SXTW<rule:SPACE><rule:XdOrXZR__6><rule:COMMA><rule:WnOrWZR__2>	0	710d2fbc943b0f45a944378c13cc3d9922f9680b2a32d329bd2ee9a346da55eb	3f3e8c0ebb34eeb59b973d8c6b666af50137c2d7825c63003348002d7b0a1d8f	SXTW_SBFM
A64/dpimm/bitfield/UBFM_32M_bitfield	LSL	LSL	LSL<rule:SPACE><rule:WdOrWZR><rule:COMMA><rule:WnOrWZR><rule:COMMA><rule:hash><rule:shift__2>	0	404d0dad65f83f42263d85023d117e0ec104af2538afce246ec915d678c76ee3	2bf9fcf9502f73444224ac20f48889ab2990b030257bb967649c89b736ce7575	LSL_UBFM
A64/dpimm/bitfield/UBFM_32M_bitfield	LSR	LSR	LSR<rule:SPACE><rule:WdOrWZR><rule:COMMA><rule:WnOrWZR><rule:COMMA><rule:hash><rule:shift>	0	497dbda5a6a0b3cecb2daa7f1cf61038887f7e5d41731a932f5fdf916675f977	3f3e8c0ebb34eeb59b973d8c6b666af50137c2d7825c63003348002d7b0a1d8f	LSR_UBFM
A64/dpimm/bitfield/UBFM_32M_bitfield	UBFIZ	UBFIZ	UBFIZ<rule:SPACE><rule:WdOrWZR><rule:COMMA><rule:WnOrWZR><rule:COMMA><rule:hash><rule:lsb><rule:COMMA><rule:hash><rule:width>	0	3f3e8c0ebb34eeb59b973d8c6b666af50137c2d7825c63003348002d7b0a1d8f	3f9465a278d242bd1ab7be9e29bb9b119809497f3de4ec117e1f2eb8049067d1	UBFIZ_UBFM
A64/dpimm/bitfield/UBFM_32M_bitfield	UBFX	UBFX	UBFX<rule:SPACE><rule:WdOrWZR><rule:COMMA><rule:WnOrWZR><rule:COMMA><rule:hash><rule:lsb__2><rule:COMMA><rule:hash><rule:width>	0	3f3e8c0ebb34eeb59b973d8c6b666af50137c2d7825c63003348002d7b0a1d8f	d3d8b98322e9da6753df535b487bbe9363f41b5c8e859d4628754d2ba02719db	UBFX_UBFM
A64/dpimm/bitfield/UBFM_32M_bitfield	UXTB	UXTB	UXTB<rule:SPACE><rule:WdOrWZR><rule:COMMA><rule:WnOrWZR>	0	256e1bd1d649c3866920e234dc60aaef34cbc1c45c747172b74118009d2b0109	3f3e8c0ebb34eeb59b973d8c6b666af50137c2d7825c63003348002d7b0a1d8f	UXTB_UBFM
A64/dpimm/bitfield/UBFM_32M_bitfield	UXTH	UXTH	UXTH<rule:SPACE><rule:WdOrWZR><rule:COMMA><rule:WnOrWZR>	0	51f3ba717fe45e7e759682d192184240b320b94dfddb34209cbdd862b72d6a5e	3f3e8c0ebb34eeb59b973d8c6b666af50137c2d7825c63003348002d7b0a1d8f	UXTH_UBFM
A64/dpimm/bitfield/UBFM_64M_bitfield	LSL	LSL	LSL<rule:SPACE><rule:XdOrXZR__6><rule:COMMA><rule:XnOrXZR__11><rule:COMMA><rule:hash><rule:shift__4>	0	035484b06f46c501ad67834a12edaac8b65a0a3f2ed6e82561919f3fad643dac	2bf9fcf9502f73444224ac20f48889ab2990b030257bb967649c89b736ce7575	LSL_UBFM
A64/dpimm/bitfield/UBFM_64M_bitfield	LSR	LSR	LSR<rule:SPACE><rule:XdOrXZR__6><rule:COMMA><rule:XnOrXZR__11><rule:COMMA><rule:hash><rule:shift__3>	0	6a2bc8c90bfe374cf7c90668e74780c0505eefb670dcaf12d0d3e525d08d44b1	3f3e8c0ebb34eeb59b973d8c6b666af50137c2d7825c63003348002d7b0a1d8f	LSR_UBFM
A64/dpimm/bitfield/UBFM_64M_bitfield	UBFIZ	UBFIZ	UBFIZ<rule:SPACE><rule:XdOrXZR__6><rule:COMMA><rule:XnOrXZR__11><rule:COMMA><rule:hash><rule:lsb__3><rule:COMMA><rule:hash><rule:width__2>	0	3f3e8c0ebb34eeb59b973d8c6b666af50137c2d7825c63003348002d7b0a1d8f	3f9465a278d242bd1ab7be9e29bb9b119809497f3de4ec117e1f2eb8049067d1	UBFIZ_UBFM
A64/dpimm/bitfield/UBFM_64M_bitfield	UBFX	UBFX	UBFX<rule:SPACE><rule:XdOrXZR__6><rule:COMMA><rule:XnOrXZR__11><rule:COMMA><rule:hash><rule:lsb__4><rule:COMMA><rule:hash><rule:width__2>	0	3f3e8c0ebb34eeb59b973d8c6b666af50137c2d7825c63003348002d7b0a1d8f	d3d8b98322e9da6753df535b487bbe9363f41b5c8e859d4628754d2ba02719db	UBFX_UBFM
A64/dpimm/extract/EXTR_32_extract	ROR	ROR	ROR<rule:SPACE><rule:WdOrWZR><rule:COMMA><rule:RmRn_option><rule:COMMA><rule:hash><rule:shift__5>	0	3f3e8c0ebb34eeb59b973d8c6b666af50137c2d7825c63003348002d7b0a1d8f	50698dd23b17c8dd6b03d3afd33f0e436d5c6d535908bbcc42864b08be5f399a	ROR_EXTR
A64/dpimm/extract/EXTR_64_extract	ROR	ROR	ROR<rule:SPACE><rule:XdOrXZR__6><rule:COMMA><rule:RmRn_option__2><rule:COMMA><rule:hash><rule:shift__6>	0	3f3e8c0ebb34eeb59b973d8c6b666af50137c2d7825c63003348002d7b0a1d8f	50698dd23b17c8dd6b03d3afd33f0e436d5c6d535908bbcc42864b08be5f399a	ROR_EXTR
A64/dpimm/log_imm/ANDS_32S_log_imm	TST	TST	TST<rule:SPACE><rule:WnOrWZR><rule:COMMA><rule:hash><rule:imm__bitmask>	0	61356a75e0624d24922637b174a5e5f8952d83871def68efa1c656039dd80c09	3f3e8c0ebb34eeb59b973d8c6b666af50137c2d7825c63003348002d7b0a1d8f	TST_ANDS_log_imm
A64/dpimm/log_imm/ANDS_64S_log_imm	TST	TST	TST<rule:SPACE><rule:XnOrXZR__11><rule:COMMA><rule:hash><rule:imm__bitmask>	0	61356a75e0624d24922637b174a5e5f8952d83871def68efa1c656039dd80c09	3f3e8c0ebb34eeb59b973d8c6b666af50137c2d7825c63003348002d7b0a1d8f	TST_ANDS_log_imm
A64/dpimm/log_imm/ORR_32_log_imm	MOV	MOV	MOV<rule:SPACE><rule:WdWSP_option><rule:COMMA><rule:hash><rule:imm__bitmask_w2>	0	337a8434c9b7ffef1a057501cd469fbea48bc64f4ec65bc84b5c09ceec54c28c	460b7d0f2b4b1891cd428672ec0fa1402c1c76ef9d66fb96ad89ad39a4de4d8b	MOV_ORR_log_imm
A64/dpimm/log_imm/ORR_64_log_imm	MOV	MOV	MOV<rule:SPACE><rule:XdSP_option><rule:COMMA><rule:hash><rule:imm__bitmask_x2>	0	337a8434c9b7ffef1a057501cd469fbea48bc64f4ec65bc84b5c09ceec54c28c	460b7d0f2b4b1891cd428672ec0fa1402c1c76ef9d66fb96ad89ad39a4de4d8b	MOV_ORR_log_imm
A64/dpimm/movewide/MOVN_32_movewide	MOV	MOV	MOV<rule:SPACE><rule:WdOrWZR><rule:COMMA><rule:hash><rule:hw_imm16>	0	3f3e8c0ebb34eeb59b973d8c6b666af50137c2d7825c63003348002d7b0a1d8f	6564d26cbb4dce2c28ed4ae155faa843b2ce9e9bd792cdfd8d4ce21ce68370c2	MOV_MOVN
A64/dpimm/movewide/MOVN_64_movewide	MOV	MOV	MOV<rule:SPACE><rule:XdOrXZR__6><rule:COMMA><rule:hash><rule:hw_imm16__3>	0	3f3e8c0ebb34eeb59b973d8c6b666af50137c2d7825c63003348002d7b0a1d8f	10b2092e12138e42985ecb38723065688b7c447853854eddd5f7002c47396b13	MOV_MOVN
A64/dpimm/movewide/MOVZ_32_movewide	MOV	MOV	MOV<rule:SPACE><rule:WdOrWZR><rule:COMMA><rule:hash><rule:hw_imm16__2>	0	3f3e8c0ebb34eeb59b973d8c6b666af50137c2d7825c63003348002d7b0a1d8f	10b2092e12138e42985ecb38723065688b7c447853854eddd5f7002c47396b13	MOV_MOVZ
A64/dpimm/movewide/MOVZ_64_movewide	MOV	MOV	MOV<rule:SPACE><rule:XdOrXZR__6><rule:COMMA><rule:hash><rule:hw_imm16__4>	0	3f3e8c0ebb34eeb59b973d8c6b666af50137c2d7825c63003348002d7b0a1d8f	10b2092e12138e42985ecb38723065688b7c447853854eddd5f7002c47396b13	MOV_MOVZ
A64/dpreg/addsub_carry/SBCS_32_addsub_carry	NGCS	NGCS	NGCS<rule:SPACE><rule:WdOrWZR><rule:COMMA><rule:WmOrWZR__3>	0	337a8434c9b7ffef1a057501cd469fbea48bc64f4ec65bc84b5c09ceec54c28c	3f3e8c0ebb34eeb59b973d8c6b666af50137c2d7825c63003348002d7b0a1d8f	NGCS_SBCS
A64/dpreg/addsub_carry/SBCS_64_addsub_carry	NGCS	NGCS	NGCS<rule:SPACE><rule:XdOrXZR__6><rule:COMMA><rule:XmOrXZR>	0	337a8434c9b7ffef1a057501cd469fbea48bc64f4ec65bc84b5c09ceec54c28c	3f3e8c0ebb34eeb59b973d8c6b666af50137c2d7825c63003348002d7b0a1d8f	NGCS_SBCS
A64/dpreg/addsub_carry/SBC_32_addsub_carry	NGC	NGC	NGC<rule:SPACE><rule:WdOrWZR><rule:COMMA><rule:WmOrWZR__3>	0	337a8434c9b7ffef1a057501cd469fbea48bc64f4ec65bc84b5c09ceec54c28c	3f3e8c0ebb34eeb59b973d8c6b666af50137c2d7825c63003348002d7b0a1d8f	NGC_SBC
A64/dpreg/addsub_carry/SBC_64_addsub_carry	NGC	NGC	NGC<rule:SPACE><rule:XdOrXZR__6><rule:COMMA><rule:XmOrXZR>	0	337a8434c9b7ffef1a057501cd469fbea48bc64f4ec65bc84b5c09ceec54c28c	3f3e8c0ebb34eeb59b973d8c6b666af50137c2d7825c63003348002d7b0a1d8f	NGC_SBC
A64/dpreg/addsub_ext/ADDS_32S_addsub_ext	CMN	CMN	CMN<rule:SPACE><rule:WnWSP_option__2><rule:COMMA><rule:WmOrWZR__2><rule:optional_extend__15>	0	61356a75e0624d24922637b174a5e5f8952d83871def68efa1c656039dd80c09	3f3e8c0ebb34eeb59b973d8c6b666af50137c2d7825c63003348002d7b0a1d8f	CMN_ADDS_addsub_ext
A64/dpreg/addsub_ext/ADDS_64S_addsub_ext	CMN	CMN	CMN<rule:SPACE><rule:XnSP_option__6><rule:COMMA><rule:R_option__2><rule:Rm_option><rule:optional_extend__17>	0	61356a75e0624d24922637b174a5e5f8952d83871def68efa1c656039dd80c09	3f3e8c0ebb34eeb59b973d8c6b666af50137c2d7825c63003348002d7b0a1d8f	CMN_ADDS_addsub_ext
A64/dpreg/addsub_ext/SUBS_32S_addsub_ext	CMP	CMP	CMP<rule:SPACE><rule:WnWSP_option__2><rule:COMMA><rule:WmOrWZR__2><rule:optional_extend__15>	0	61356a75e0624d24922637b174a5e5f8952d83871def68efa1c656039dd80c09	3f3e8c0ebb34eeb59b973d8c6b666af50137c2d7825c63003348002d7b0a1d8f	CMP_SUBS_addsub_ext
A64/dpreg/addsub_ext/SUBS_64S_addsub_ext	CMP	CMP	CMP<rule:SPACE><rule:XnSP_option__6><rule:COMMA><rule:R_option__2><rule:Rm_option><rule:optional_extend__17>	0	61356a75e0624d24922637b174a5e5f8952d83871def68efa1c656039dd80c09	3f3e8c0ebb34eeb59b973d8c6b666af50137c2d7825c63003348002d7b0a1d8f	CMP_SUBS_addsub_ext
A64/dpreg/addsub_shift/ADDS_32_addsub_shift	CMN	CMN	CMN<rule:SPACE><rule:WnOrWZR__3><rule:COMMA><rule:WmOrWZR__2><rule:optional_shift__2>	0	61356a75e0624d24922637b174a5e5f8952d83871def68efa1c656039dd80c09	3f3e8c0ebb34eeb59b973d8c6b666af50137c2d7825c63003348002d7b0a1d8f	CMN_ADDS_addsub_shift
A64/dpreg/addsub_shift/ADDS_64_addsub_shift	CMN	CMN	CMN<rule:SPACE><rule:XnOrXZR__12><rule:COMMA><rule:XmOrXZR__4><rule:optional_shift__3>	0	61356a75e0624d24922637b174a5e5f8952d83871def68efa1c656039dd80c09	3f3e8c0ebb34eeb59b973d8c6b666af50137c2d7825c63003348002d7b0a1d8f	CMN_ADDS_addsub_shift
A64/dpreg/addsub_shift/SUBS_32_addsub_shift	CMP	CMP	CMP<rule:SPACE><rule:WnOrWZR__3><rule:COMMA><rule:WmOrWZR__2><rule:optional_shift__2>	0	61356a75e0624d24922637b174a5e5f8952d83871def68efa1c656039dd80c09	3f3e8c0ebb34eeb59b973d8c6b666af50137c2d7825c63003348002d7b0a1d8f	CMP_SUBS_addsub_shift
A64/dpreg/addsub_shift/SUBS_32_addsub_shift	NEGS	NEGS	NEGS<rule:SPACE><rule:WdOrWZR><rule:COMMA><rule:WmOrWZR__3><rule:optional_shift__2>	0	3d4a730146ae2e5a39c75e26dd2cb068469d9c19eec5054ce711673fc0247507	3f3e8c0ebb34eeb59b973d8c6b666af50137c2d7825c63003348002d7b0a1d8f	NEGS_SUBS_addsub_shift
A64/dpreg/addsub_shift/SUBS_64_addsub_shift	CMP	CMP	CMP<rule:SPACE><rule:XnOrXZR__12><rule:COMMA><rule:XmOrXZR__4><rule:optional_shift__3>	0	61356a75e0624d24922637b174a5e5f8952d83871def68efa1c656039dd80c09	3f3e8c0ebb34eeb59b973d8c6b666af50137c2d7825c63003348002d7b0a1d8f	CMP_SUBS_addsub_shift
A64/dpreg/addsub_shift/SUBS_64_addsub_shift	NEGS	NEGS	NEGS<rule:SPACE><rule:XdOrXZR__6><rule:COMMA><rule:XmOrXZR><rule:optional_shift__3>	0	3d4a730146ae2e5a39c75e26dd2cb068469d9c19eec5054ce711673fc0247507	3f3e8c0ebb34eeb59b973d8c6b666af50137c2d7825c63003348002d7b0a1d8f	NEGS_SUBS_addsub_shift
A64/dpreg/addsub_shift/SUB_32_addsub_shift	NEG	NEG	NEG<rule:SPACE><rule:WdOrWZR><rule:COMMA><rule:WmOrWZR__3><rule:optional_shift__2>	0	337a8434c9b7ffef1a057501cd469fbea48bc64f4ec65bc84b5c09ceec54c28c	3f3e8c0ebb34eeb59b973d8c6b666af50137c2d7825c63003348002d7b0a1d8f	NEG_SUB_addsub_shift
A64/dpreg/addsub_shift/SUB_64_addsub_shift	NEG	NEG	NEG<rule:SPACE><rule:XdOrXZR__6><rule:COMMA><rule:XmOrXZR><rule:optional_shift__3>	0	337a8434c9b7ffef1a057501cd469fbea48bc64f4ec65bc84b5c09ceec54c28c	3f3e8c0ebb34eeb59b973d8c6b666af50137c2d7825c63003348002d7b0a1d8f	NEG_SUB_addsub_shift
A64/dpreg/condsel/CSINC_32_condsel	CINC	CINC	CINC<rule:SPACE><rule:WdOrWZR><rule:COMMA><rule:RmRn_option__3><rule:COMMA><rule:cond_option__2>	0	98591d01eb203ce85266e5ae7ec17a92661205aa6880c1a418bbd0a4565b3d0e	50698dd23b17c8dd6b03d3afd33f0e436d5c6d535908bbcc42864b08be5f399a	CINC_CSINC
A64/dpreg/condsel/CSINC_32_condsel	CSET	CSET	CSET<rule:SPACE><rule:WdOrWZR><rule:COMMA><rule:cond_option__2>	0	ff133f5823d0acd63079d4544fa48b06e87174407a4488a92ecefc25585ff7f7	3f3e8c0ebb34eeb59b973d8c6b666af50137c2d7825c63003348002d7b0a1d8f	CSET_CSINC
A64/dpreg/condsel/CSINC_64_condsel	CINC	CINC	CINC<rule:SPACE><rule:XdOrXZR__6><rule:COMMA><rule:RmRn_option__4><rule:COMMA><rule:cond_option__2>	0	98591d01eb203ce85266e5ae7ec17a92661205aa6880c1a418bbd0a4565b3d0e	50698dd23b17c8dd6b03d3afd33f0e436d5c6d535908bbcc42864b08be5f399a	CINC_CSINC
A64/dpreg/condsel/CSINC_64_condsel	CSET	CSET	CSET<rule:SPACE><rule:XdOrXZR__6><rule:COMMA><rule:cond_option__2>	0	ff133f5823d0acd63079d4544fa48b06e87174407a4488a92ecefc25585ff7f7	3f3e8c0ebb34eeb59b973d8c6b666af50137c2d7825c63003348002d7b0a1d8f	CSET_CSINC
A64/dpreg/condsel/CSINV_32_condsel	CINV	CINV	CINV<rule:SPACE><rule:WdOrWZR><rule:COMMA><rule:RmRn_option__3><rule:COMMA><rule:cond_option__2>	0	98591d01eb203ce85266e5ae7ec17a92661205aa6880c1a418bbd0a4565b3d0e	50698dd23b17c8dd6b03d3afd33f0e436d5c6d535908bbcc42864b08be5f399a	CINV_CSINV
A64/dpreg/condsel/CSINV_32_condsel	CSETM	CSETM	CSETM<rule:SPACE><rule:WdOrWZR><rule:COMMA><rule:cond_option__2>	0	ff133f5823d0acd63079d4544fa48b06e87174407a4488a92ecefc25585ff7f7	3f3e8c0ebb34eeb59b973d8c6b666af50137c2d7825c63003348002d7b0a1d8f	CSETM_CSINV
A64/dpreg/condsel/CSINV_64_condsel	CINV	CINV	CINV<rule:SPACE><rule:XdOrXZR__6><rule:COMMA><rule:RmRn_option__4><rule:COMMA><rule:cond_option__2>	0	98591d01eb203ce85266e5ae7ec17a92661205aa6880c1a418bbd0a4565b3d0e	50698dd23b17c8dd6b03d3afd33f0e436d5c6d535908bbcc42864b08be5f399a	CINV_CSINV
A64/dpreg/condsel/CSINV_64_condsel	CSETM	CSETM	CSETM<rule:SPACE><rule:XdOrXZR__6><rule:COMMA><rule:cond_option__2>	0	ff133f5823d0acd63079d4544fa48b06e87174407a4488a92ecefc25585ff7f7	3f3e8c0ebb34eeb59b973d8c6b666af50137c2d7825c63003348002d7b0a1d8f	CSETM_CSINV
A64/dpreg/condsel/CSNEG_32_condsel	CNEG	CNEG	CNEG<rule:SPACE><rule:WdOrWZR><rule:COMMA><rule:RmRn_option__3><rule:COMMA><rule:cond_option__2>	0	1a5a7e80cd1d97ba6c83671e37119a4ba2c8e2f9594ac75114682aba512b0194	50698dd23b17c8dd6b03d3afd33f0e436d5c6d535908bbcc42864b08be5f399a	CNEG_CSNEG
A64/dpreg/condsel/CSNEG_64_condsel	CNEG	CNEG	CNEG<rule:SPACE><rule:XdOrXZR__6><rule:COMMA><rule:RmRn_option__4><rule:COMMA><rule:cond_option__2>	0	1a5a7e80cd1d97ba6c83671e37119a4ba2c8e2f9594ac75114682aba512b0194	50698dd23b17c8dd6b03d3afd33f0e436d5c6d535908bbcc42864b08be5f399a	CNEG_CSNEG
A64/dpreg/dp_1src/REV_64_dp_1src	REV64	REV64	REV64<rule:SPACE><rule:XdOrXZR__6><rule:COMMA><rule:XnOrXZR__11>	0	3f3e8c0ebb34eeb59b973d8c6b666af50137c2d7825c63003348002d7b0a1d8f	850f8e42ca7684e4cadd817bea33cd2105d151a5bf077b3f35a6ed77d5b639bd	REV64_REV
A64/dpreg/dp_2src/ASRV_32_dp_2src	ASR	ASR	ASR<rule:SPACE><rule:WdOrWZR><rule:COMMA><rule:WnOrWZR__3><rule:COMMA><rule:WmOrWZR__4>	0	3f3e8c0ebb34eeb59b973d8c6b666af50137c2d7825c63003348002d7b0a1d8f	3f3e8c0ebb34eeb59b973d8c6b666af50137c2d7825c63003348002d7b0a1d8f	ASR_ASRV
A64/dpreg/dp_2src/ASRV_64_dp_2src	ASR	ASR	ASR<rule:SPACE><rule:XdOrXZR__6><rule:COMMA><rule:XnOrXZR__12><rule:COMMA><rule:XmOrXZR__7>	0	3f3e8c0ebb34eeb59b973d8c6b666af50137c2d7825c63003348002d7b0a1d8f	3f3e8c0ebb34eeb59b973d8c6b666af50137c2d7825c63003348002d7b0a1d8f	ASR_ASRV
