binding_set_id	first_binding	binding_count	digest
280	3355	8	11acbb94cfde5d5dd7377fd2210b18b0d3c6084bafb5a05ae0af02470f6a1bbf
281	3363	7	afb04095800105bf6bb95d7b62d1a3d98836f47044fed0e7a174e73e7ae0fb72
282	3370	9	0cf031c6a1e012f3035acea7ab06c727f5558a803de666956867aa11727bbbaa
283	3379	10	4e83ac34939c85741ca5b47951b6f9b0eefd2e5e6d695870f855fec17910e2d4
284	3389	10	8ba309c9b8763f266adba2b9fced7a4f51844042fabf1a979bf0e542791663d6
285	3399	9	be011885e8dd2d61b76604940dad4e646427679fc197268e2dffea8ecdf3d58c
286	3408	12	a252f3bf3c220a0cf96a6032c9fe9ecbe837d48b7e961a5b6339325f18d278ca
287	3420	11	9aa1c40714a328e3e3ce9857cce6c7c04de0f0d3d1174edc91bbbdd0b0ae28b4
288	3431	13	4df39045ec59aec072310d1ead1e6e946614c1520150d04d9581979e98221458
289	3444	12	99f5d5baf79f30d8ca6319591f8ead5ddb3d49a33f5518707fe23cb91ea7aa01
290	3456	11	5d3ede36384f6a81ac55a761236b2fcfadc24bfe518dd50cd9e43a5b8964fb76
291	3467	11	51d0f7dda9be669629b551c79e1f667a58d9578d186feb0ae079494ba8ee69d1
292	3478	9	a4304a79491338ee3499ef7711ca5a681625fb7627ad29898f1c69c413e60a8b
293	3487	11	d1614d2f30899f657a2b7d94e02f1427945d4482f0c4254dd8a633e898a10e27
294	3498	10	a280dc4ba4084291d26137abbdfa5c689cf40a9e07df0f1e6f19b7627aece9a2
295	3508	10	3724ad03549e899e298a084b748b409f9ab1f7f259123a41a0fec3fd62dcc8f4
296	3518	11	3909afd78407020d64b38080cc103425d189c9da20236b067e03e3511fe7a845
297	3529	10	5184b91e95a64023f2dbec76f622e7022320f4c2b3b485b7a45190541e4ad58c
298	3539	11	74de4b6ad130c90fc86514862eab167abb13fbb1f823d5030cf6a57137b0abaa
299	3550	13	26c041917151152226a670b13cda32decb86dbdc25674b70e78d7f8671cb0441
300	3563	11	9db6e8b6587d6239f3fa5851165bfd87f6142852a06113be8aad5a0592b834a8
301	3574	12	0aeee19b6efecf5bbfe5b97ecc692f2c58189ffcdf22aa3b77e8257cc4994c60
302	3586	12	ff8c07e52084f2fa9e859b495b89366d436f27b651fa6816e288bd24542f455e
303	3598	12	20bc0a9e4e7c772db811342f68b74c15c053f6836489b3b205fe48d1a65e4b5c
304	3610	11	6230a52aeea95c8cf12a434056a67a22c8c5bb120751191209836cb208bfd044
305	3621	11	d9c0eb2778e740c5447f3c3b51045165e88550ff8880ff72c09eba30f7ff4a55
306	3632	11	74648831205defa2f98a4ff9bce03f87065d5266c715e5a3edc46aebe58dfffa
307	3643	11	2a3bb62881612f94ca15a3f5db67ac9bb5da411775b8909f35efd2ea322839ab
308	3654	10	7637a4e8fa4e088f16cac3719935daa3a81064e8d534433023c9969701618b68
309	3664	10	550e9e25949f102775f7432d7340bd4b5dd052bdf4fbfc770055ead176b8e6ce
310	3674	12	b4cb9e65f978ffeee9a0ef8e17fc61ecc7824f0379e856965af451159e3024e5
311	3686	12	6210e6baebf371772bf3f37e745e4349db41ba181e5157fc9eed5683260c478f
312	3698	11	af05ba094457d6071c79bed6ec9255dcd4d3c08371515a357d911df89a61e8ce
313	3709	12	2e4390efea904185dc291ec14b238214320f4c91987519c54e1b9565e28984be
314	3721	12	53747955075b22b0d61633edd4cfcd0d1b5d452e06728fa976a641ab3a5a7268
315	3733	10	08fc8eac0b5b307ea6d302c5b675e40b69e09f91c3498bf173962e58d500b5e2
316	3743	10	6e97b3d9f89f35af3d8e059ee8714e78112a0c19979e8e5b50c302834d91edbe
317	3753	9	b6211c89b7aad19ddc3adbe7c9d7fbd5f22961697983cb332471710c17753f3d
318	3762	9	f0a082fe64415c340ac888a892a487fd31b08f073f12a6aebd86802a8c6b63e1
319	3771	11	5fcff18e09d8c4c3e59571e63443b354e1cbee731abada7b9cc7b2da77d01170
320	3782	9	a4fafb9341145c6dcc0dbb0347d0563ba983828b4af5235029ade1539bf13800
321	3791	15	e788724ada9c55e494d49c70ac98ea47f692fad7907d7017dbd0f3bdc035fe36
322	3806	13	f8b7c13c572ad6cc7fde42b345e4fbb4f9cab06fb846079a7fefbc369dc47ac6
323	3819	9	4ee3d2471a63d05bd5525786ff4f0ff27ca89c412020bc3a236b50bcf12c9a2f
324	3828	9	a4a9296279b4f83b4e0749781952c48eba100731a56576137f23d990e48f95ed
325	3837	9	ab87185cd83d6bd0280f413826e17f4c04248dada5dd9e430f641e495c889c32
326	3846	9	ef06b9a9437fc5526670f479c2002882d574525ffa94d7e9dee821958e3a1ac3
327	3855	10	7800c3da223df739c412ba2ba6bf579d6c2c00686a502551413cc51807af886c
328	3865	12	9642125ee6034c0489bf8794874d52f743708457e81d93a7c183e2e287b337ea
329	3877	12	4b514422eaf33f5a8316a6a3077a791a027e53c996f91b8a2a536522d5bfaba1
330	3889	12	534302eed0db52d3cf81d2b0ccb11b1ab6e4cbe58a8914ad37ac3fbcebcda459
331	3901	12	2d72d57de80f1781f6d1c558fad651014e041562cbc767396af918b269b82bd8
332	3913	10	3214631c16f08692351432167f99fc7d1b6d8e22699dd52c312ad62dc5699ab7
333	3923	9	4eefd47b1cbd3a16a539b0611b884d987cf2c61ba2a82159fbb979a862e2738b
334	3932	10	272824544df54f2bc8d5d04ef2ede2bad3943fda6389acd032682b1528150381
335	3942	10	9ccdbf3bab397d50aadfcdeb70a0374470919af484cf9038ed50c4f36e4ad422
336	3952	10	8961f28dca5b3d193b1c3110eb368b78102c8d510982fa3460112f7de3e4d5e8
337	3962	10	a811fbf61cd07acc0167f902cffc5255ed34780cfe6bdc12329f3f5e72210d3d
338	3972	9	a84a2e35389faf851e9efbf0508c749d993ba0ccbe0837716eecd5cdcb825a09
339	3981	8	39f6db69febee25cee059176e9392c371d0052fbf832b771f24b1d480e888dda
340	3989	11	5760a773971d7b6e2736f853abcd1aa9bc79a6c1b567bf401193517f29391be5
341	4000	8	4e648f69c0f1bde777b0773c75149f7fad0a033c23ecfcccce2b08366ae1be1b
342	4008	8	f3c056878a3bcc1ecaffd8e26f246f1f683419b6531fe79fcb1c2970bedf100b
343	4016	9	ed686a7576dbdec11dd75b0d77b9e7f89ca2c827fb95028a3a3cb4479d5d8702
344	4025	9	e70ca40d246463a406cce85dc01ab5d06fac2b27ffde58d26d9606c3fd555bc1
345	4034	11	5d7b0bad2353279852742a2554cca0a1bcdf6699fd9eb3b99c1a388ecb5e0b0d
346	4045	10	d01024394a74faf06cbcf9919f3a1d6b23a6ee5a4737b3a022f93b86ec0db042
347	4055	12	ad860362ea8f0039f20acb2b660fbe034b6caf5bac54c975211d331751b81aa8
348	4067	13	641431fd54aa1bc7f4f637e776776761f022c793def63fa69a946368bc9b0735
349	4080	10	bf921f3ea603edca97458e00fd392c189c20da44174e5f4383373701a788f438
350	4090	14	2356718c1bf464e11ff1669d79934ce7f5e9cf72b8ececc4bcb0e065b907e3df
351	4104	12	6e283851c5017f166f95d07074e4128ebd80b0c325b6f3375e74a0e08efb2e23
352	4116	6	65801509ddfd763f4385ba2d65c4d050fada4ec58c16a777ae3c82b4cdf48731
353	4122	9	5deba965ab147a86ce18f0e4b0b2678b651781b58e049072cf8b774d14a683c2
354	4131	9	c641c9b57d034683ff71b8e8e4b8272bd4fe7886915396779b11b1b52ce1208b
355	4140	8	99d3cf902d9295f65c18263cbc987ed06648959fabb5eb192aa9f2b629992e90
356	4148	8	7747a325ea0c24cc1fa014f8c8027c8b8abb007a0b15ab32384f4cdb16db46ca
357	4156	9	9ef55bb9cc35d84ca3b77ecc84fde88f52d00e2f25021e056dafe7e6ab69eba7
358	4165	9	3e42d28d5edd58066aa1b4f29eda3b498e8632e36d7cb385f3437e05114db23c
359	4174	8	4429d42d50fb96593b621f481095aa64d12f68c3dd6e3b50e89f2b3a020b7c35
360	4182	9	c0d1f2339f684d518db1bc01998dab67324c535971a0c02af6f3dec572b7027c
361	4191	12	66b3a8491dfa7e7a3967c159b58c2b64a872066295b2d10689eeccefa01695f2
362	4203	14	9c559d71e0a2c19fd39ef1cfaa7fa6eb7b96ea0872461f7ab5630ab6c9a26915
363	4217	12	f8c743b5b1447a860d16eae7ba6646e84192222cd8305c18ea3aa81144ca38e5
364	4229	12	b619703f7cbf9e3a7efb5697c3828cc7de68d4fbb92474ba8d78e372c9c30a5d
365	4241	11	aa026b28ccc4da3099d02186be16b55f056609df4b30fb3c8126502d16b307f3
366	4252	10	efafa6814710a0e44905bfc6cf7cd7d2955cfa455ade147a6f2577a5f0ef4209
367	4262	11	b386abe91d8cad93d35f5d97935bfd9c27b031f230216a78f2da986d52707785
368	4273	13	e570e79ac10b9dfde1f2c500e4c54e804ddf39acbe379513bb999b90ccf96bd5
369	4286	12	5b8dfa852b40dc66fb565d2c416342485b44285010b3525b14e052e77ec4789d
370	4298	11	a1029a1baa4070daa69d3948f72ed1e27802aa7df243ae53cea989c266344ed8
371	4309	10	cfdbef8aae5807685ccb1fe5e6f6c8caffbbf72b3189fb4a0fa12eb1c9a0f039
372	4319	12	28188a92adf64683aa45160ea2bd1e65845a1a40f3be264f3fd86f85584611c5
373	4331	9	32b118095c2faef9ef8239dffe07eb5daf2e618a69243c2ce3fc23504d34d3f5
374	4340	12	b34d853648c56af2a2a3fa0143b7d11f04d5ec9efcfab99789cf6b10f2b40b3e
375	4352	7	6d80122793f3db6fad920b64915f0b0e2e189e280756d9e964829bb9abae8923
376	4359	12	c5f87801492218b2ff54a50b6d6371f6917b4e2dda4b4d6865842268e004aa08
377	4371	9	5da83f2cd52132bb736ee9b8cc39ade8b48ea892472f275e41fafa4424b65815
378	4380	9	a0b6c79f5829f9ddc04ba124808597f9b9e90325038e7765bba82138540b1826
379	4389	8	4afa51fbc95decde8d5912411fe85059c66f74828b9f2c6812e9408ad88ed842
380	4397	9	17f0a6e6e72d3c04ac1e8d98618636d0e3875982f958994a7cc0f670d130b088
381	4406	9	5f05400c0007900f02240a7f33aa62890663c1f2211301dd4789f96c32ac96db
382	4415	10	e32fe6d50f283b631e955173f72a65779f6f67932800ceb34db66b95149f87d3
383	4425	8	b2095c1e0038e7d9d2311d8e5c369e8bb8bcf843866326fa6cf8598fb45f2df8
384	4433	11	4a7e04485e5beb23c21833a47931d02753e52b2ace20db4577e70d8169b960f0
385	4444	8	636d96ef7f8b5a9e635a35daa6b95bb2b315e1d87f6e1d7bc0ba9a30f40766ae
386	4452	9	cd220b7ed635acbf98846f783ebad50e6273500909cc7d82617eaec62bdb25cc
387	4461	8	1b212aa96455cf23761211368cff4818e64fb5d83432b062243b36a1a9aa3154
388	4469	14	6d410315fe315f0f9679b7afe758d12d96720ffe438e31dc4d36104f10d51859
389	4483	15	e292a8b34b2f5e7eb534a5d987af2291470dbe2da291fd8fc235a819008668a4
390	4498	15	0a5bdfd5bb1c228cb1caaa50e9e1fddaf07f4c6ed4d3d09a4814afa1cf88a57e
391	4513	15	902c04919436e2732965c20707d213f537b7e5a76b8b198ca7d08bc8918016bb
392	4528	14	3457553c7ec3c1987ab5ff4f7445d871a28bd71ffc90a1537748459d19eacfca
393	4542	15	7e20af562b61dad9c22c92ba05a2792555ad7f49e31cc49263bbe0889ee6c768
394	4557	15	9bd83accc65aad2c7837d74d8ec95f1410647e4fd443db549d34ba61da1b623a
395	4572	15	572d78251da1a6ff8b366bd1f97af542f4e1f33e7fcec40c88c47862ba42b69a
396	4587	14	f8345c558ce6a9b9e0cde99b13f3a2ae93f18fd20d5b3fd9d27a48ddaa01dab4
397	4601	13	0de62f93bcad01d3440e9e540aee282ee4f2f643d89bf5bcf19097a83c9c0ddc
398	4614	14	d8361e267095deb6f6e31d8ea0eacd196bbab67cdd5154927129e7119900b7eb
399	4628	13	3f2cd516a940876f940ae4dd2bce123d7cb61c2c3dec518c6642052c85116854
400	4641	11	bb60a616f5578c29c04c4c1a3e258b422a428f75ee7cd04ffd91622881d1aeb1
401	4652	10	c8dca8f9d91de5e51c4cb48b0e69ee01587628800acafa5dd53dc1ee72a9bf7c
402	4662	11	afb6aa3254f04bfe380c6e616bef2376108e58a8d0a66fa158b920b07cc11666
403	4673	11	af9b16f051b16c6b0dcd4464e6cc2e71059d98e45f1faa8f184e20e1bc1f62ea
404	4684	14	474eb37e559ab584a164d4550a2d83ec9ce07bf0e1a2f70e83f5530d91b661b9
405	4698	14	40cf6d96129d1dd79af01b3c8e1928001a69f7ed5aed8dfdbddc1c6cd3e0b099
406	4712	14	921d3415ea2f52a3295cc526765f5a063021ca485d7294a23f5f866d4cfb4e7e
407	4726	13	6e4b0a2cca190be902a2c6a484e490eb4b332c6bb609832f7c8fdd75ac725f43
408	4739	12	be9c731855884d0168f77d2158c968f74ea625d93d716e9d1f01ecd1ae4fc364
409	4751	10	5a7c90cb0d6af835c2bc0982ac742a1f1806d603486dce96abe561493cafb10b
410	4761	9	b7846f48cc6bec808d121a3db899f74d789dcb7cd94a991d5a810b383bf5bf6f
411	4770	9	2bde44bad946281ff1b2ff3fb5c507f128fde4afc7d95558aa0734365e3cefc8
412	4779	10	e8758b4a312317bc3d9d88617cfe5032a578c9a5ae1d328d62747b172aeec7f5
413	4789	9	3cf46de7c3b44258307fff37c4ca822de2d643959daa6ca35fb4b242f47df862
414	4798	10	2b0cbc217399845c7399904dc2281f5ca84903dd8a5991c5a7e752562be79289
415	4808	10	401bee4667042e9f0cff069e5c4b4d6a629e1ea0d206bad477f09f76a3211dff
416	4818	9	8cbd5c5311c57b42388c2e892af1a5077cf93baf7bbf3a12fd88ae2f1164a3fe
417	4827	9	efe143c2fda5ce5d65db2520bbcc6cf3564abaad4cdd06ab48833294eb393e85
418	4836	9	16748eb403d52c1b95ca7d66304b64966f1028882d49bf2e1c83f5da1e1bad57
419	4845	11	e70186d93adfb1b0f21dd7ae729e44d436654d55d958a4e2433eba661ea24d77
420	4856	11	dbd3e9d0f222041e80b839845758fd6ddd1fc8174e2f0904cfe9f1db65965fa9
421	4867	10	a5935edafc1410fbe8477b8272b1a15457eebfed9ed5bb10d57eb8f5c1d6c3cf
422	4877	9	9960bce7cdb6ac98c9108c0a85a1c4303451d04f43f44f0f6aef9466ca16fadb
423	4886	10	63ae3cac603689548288af0341ac89457e68663999e1c93b7ecce3e575cd06e2
424	4896	10	574bb0e3876a71ccdbe171d997ef9950a5d57c2dd60a09c014a98d1028fbc97b
425	4906	9	393451bec199cbe0bef988b64c9c78fe73c60d94f3a0fd8d69657e440cbd4523
426	4915	8	efc2c694df35394f99839fc608e9f999585766d718a5e6579336985b3c276c7a
427	4923	12	f337a32c19c718b46c1f80d2fda81ca533e6bd40fbbc5818649b55d96b94c6a4
428	4935	11	11e480051400f010907956d1b38813127c8684a88a3d147527a7896ac406b297
429	4946	12	eefefc0ba42cea535f32bd6e0d44a0c6a7734215e333b5584f49a864a7703626
430	4958	11	9dbb733429e38f8976f9bcbba12690e1d80e4f18e252597f787528f22015e091
431	4969	11	79f51242d3917d3bcde33e1216db73f1b9009f7c7d9efae13f7b999634d1854b
432	4980	8	c42c010ca16320400053a6a0ec6f676adc212a5cc4310c78189fa7a8c5e3b946
433	4988	10	fc7b783ce08b68aa1dff482d88fc4d7888bf74c8b37bd7c5ad6dc9fe970ba4f9
434	4998	9	59082cb99ab4f54c9598e4b9d8b675d5ecf7f70c639dda430b6120deb5924422
435	5007	8	a1b4f711e55696eb07c237061062058e152e6b9effe8bbb9a3148ef9783737d9
436	5015	10	7d3e13c466ef5fc26e36196097374248869c50b821107cd5a4ec6a6cb299a03f
437	5025	9	8acbfb3a11d3ff34655fe52c4e8e1b2cca7b2a51d01c865102ee0283341f1d44
438	5034	9	44d9a92732624fb77c823140a1bd86ee1ea3d1cb5f9e1fc3dd56a3a15c8b015b
439	5043	9	c86028cbbb293c4f12c224d7415e33fd57de3b09e1da41e09aa1c5be4a63141b
440	5052	10	2179a05a8e461c513b28186172fa2d1c95f820f9984223c6ff47c90f4aeb0fe4
441	5062	11	06815146ca8c8a247a6e231067b4dab0345f69d09768a57a1838541fa38dce55
442	5073	11	a611e036d31d9b18d3701bd8076e2cd5511c5cfd09065be154ddffd2eef4ae6b
443	5084	10	44974474667b0669c26f41a1db40c2383f8305606292c2e456c4babca287544f
444	5094	9	9d468683f54feaf45b7b4da594f614c450edcf7087fbeb67da2aefc9a32b56c4
445	5103	10	05ac6a49aa193e35ce589e6d5e523863f42283076315a800481c3a519a91d456
446	5113	10	a38748438d5d6a255678aa88aefeed214050fa018aa6d95ddf852150baaacb2b
447	5123	9	5f39a8f9177c2f53da9aa44091a9e37554034708e355cd4da6c48d3bef31c5bf
448	5132	9	04e5db4ba772b2b4287af6dc39c96fb556b7cf88ef2d9bbaa4bafd059b8471fe
449	5141	9	85e50cbd3c2782168aa54a5ca8c498f39ff888805b5de19fca39225539c56f74
450	5150	9	bb04fe952e09a8d241e39a679429a100bfddd6e47d30f319fffc93e94007ed65
451	5159	11	b14db6e79bfbdc4bf34a63b9c45b282dd4d40e24d92d173969a23040d72cd2c6
452	5170	12	f204770688e50cbc06a2ce759ba6eb411dbe771790f4ca9bafd1125b37dcf9ae
453	5182	12	23a07591054dd11f581d4f49f482286491e56ffd72d3db2cffafde9f856d40b5
454	5194	12	3f477f1ec71928d0bf4fa5b245ee1e4b12715f5600601135a034e4c00db50148
455	5206	11	c041bf124ef55d793e7417543d17af783611e33c1680b25b74faba5d4c8f91f7
456	5217	11	c2726247acf265ce3f2c3e4b3785a1c32eec07cdf7cd7f77181f26c99a1c2256
457	5228	10	fef22f22acfde49b2fe69806283bb7921d58a403761f8499f2556ba9eb77f8ca
458	5238	9	1067e2a6271e9cb365647ea577ee0c0ccec620375a26e08ff474df23b5849eb3
459	5247	11	ebced7b1d7bb87c0eb10bf6381931d9fa4c5706f27ed4ccabd5513efbb9ecb12
460	5258	11	ac910a1e67fc5a31073de7a42309387be464ce4f212bd639b9d4fecb9249d380
461	5269	11	fd73b9195c56792f925f5c490ad714ebbac6f33b4ef9eff2968cd8ee51f6fcdd
462	5280	10	1d77fc43ac70f4ea68b43958a1f48f8e14ed90dd5be347cdba68fdd6c0fc3852
463	5290	9	f1c667d9115fe79e201d7fe6cac84c51eb49c603a0cb2308ebdf9e23c635a12b
464	5299	10	00159915a7e2292d6605445911bf109fc26767fbf3baf4c53cf56137cbb1fc36
465	5309	10	1ce26ce51d1480eb25518a1ba72fc264bb16d997d612f84018b4952e769baae0
466	5319	9	0afc19d0c7997d927325546e85eca9e080bcd2bc0a4ef686bac7229f5f27ef8e
467	5328	8	936cb0bb409bcf1a014c875c4bbab6c92c9714cc77a2cbbfececae339bb02683
468	5336	9	f85ec9c95d1a0af02302fc490bf1cab3b0e42315c187afbe1add38cf055734da
469	5345	9	85239a4af973f8d788e5fad19c3631d5bf48cb54bc85bed6fc732c7a32b4ac53
470	5354	8	48734a5689755c79924b435e541dcc24fb262ee1c2ebc56676119f359ce1cf2f
471	5362	10	23a603ff299dc67171f6b267e7f8082ed0fefe7eef1424ae32ea2067c9621200
472	5372	9	19509db042b6719b028d1a36ecbf2ee5c572fbe13d2cec2af5f2f7ee52bd8a90
473	5381	10	c94bc6f17a7bb980b737aa38e3cb207daa21cf8049680a0c918a5d12f01f34b7
474	5391	10	e7fb03756af3c3971dad229924a424a3f85a0b1ed494d81463f4f805c8a06ce6
475	5401	9	336b05e7f56b8dbe23e9673bb9fca5e3614e4d010ecb11d43ae83f8a14c0f71e
476	5410	10	192c21a29292e5c12a1d29ec09a8c08de469231d990293eb4ade2e97f2177d9b
477	5420	9	b1867839aada4fd0af6742767356e0d51a3bcf91d1a830962516fe2ab6088a36
478	5429	9	af27b0f478d6fc5aa2595a380712946bd31cfdb8219597b754fa488e32a7ecdc
479	5438	9	0ba77f589dbeb1b969d3018892586e548f231e2e2f448eb02a56968b53017239
480	5447	9	c2b58599a36b9c5b12fe58a97dd7ee78e22de82276ef907477ab7b302956cafe
481	5456	9	02d4becb98da19fd1eb5e193c97f88bd751f3808fbcf801fd89bf9e7eb005e06
482	5465	9	9559ed5124868c96f9a40723d657803f3e323a0bcdeb1b9ddbeeba8fb8e9a532
483	5474	8	a5926a0b0d3fd22a3695c57499128cad6b62f7252796a2d3f3190ccb0e7cf17b
484	5482	9	9fd6192dd5a9985ab3e1ea05c143e92381b6c409ddcd001c18fc341e09d89fd8
485	5491	11	e193e0ba4e7b8953a0ee698b4bc46d1d3ee25d2f6d5e5b4bd31ea13ff4467fba
486	5502	10	aaac122867053e868e1bd1218d832146687799ac6a33b32ad607ab3c591075af
487	5512	10	c77d065aeca836fe3bbcb68485dcbaa2a77980a2a14a33a8661f2e37fdf54fde
488	5522	10	d2361c0a18e11fb221f24475f143186ab8bed9c7ca54a1c59adac2d535158d33
489	5532	9	760384ef8a68ed9f3c0ff7105dbb41073a83c2fdd5c8546b2034316ff23cfd78
490	5541	9	89b74e37ccec621bc2f73f3bf93c19447a4035147728cd61ce7bc96677568e2c
491	5550	9	921d3fa5432267cdb8c5fc2d847b3a04b7a76c741a0906bca37c0618149bbe37
492	5559	8	bb7ba0c2457aad2bc30b3d17176e647aba982b981c36127be03930eadd67e00c
493	5567	9	f2fb7f99c4d6ed28b8b52e6a9650edf966b4601d4c7b7280a7474fcd4694b5d4
494	5576	9	80ca51cc92ea43740292eb395d75d566c2985c2e102f1c10f7fd2ca940189da6
495	5585	9	d413f5a50c223606b1c7d5315e036bbc405f1445c70423f40ed4ad53a2605c91
496	5594	9	cfd4f6d1494a8446a86673a8aa9da31e7dc6d8f6d49c0a88022bee3d716b714e
497	5603	9	5f658c6aaea024b4e8478a5e1c6f999e101e5c898d70977003cce2b77a5541c7
498	5612	10	8b2065388ef7175764b7d645ec0ed24034d78e370589254295df6a693aeb8804
499	5622	8	94ae22300af3feacb9805ea3a3fd7c98bffe4e7bee53d6a74025a0c9b2874ed3
500	5630	10	11f6d78665d08679f3e29ae7a6c68a2f40fd6af152aa356c14d3070cbc47b02f
501	5640	11	4944b82260ef2cf7d7427487db52893bd3017d95633b1f4857639e49adf3a7d0
502	5651	10	acdf33a7d57cabdbb676d1d216b9343305bf60eea43a148efbc36842b7eacf63
503	5661	10	05ad66961dfb712251022c557ede64a17149582e70fc25583fcbd97066f9bc3d
504	5671	9	fb39af84cd53e047abd33c9f4e32ab81438b970f98e904e354d65cdfa56de2b5
505	5680	11	b7c17a0bad3284f8260d099cd42a2d751183ed54ea375a189a1a9e27ee5e2378
506	5691	9	14b0a2224e925d620d3fe8192a554dfa6f9b0e285a4954f77793ebc6b5f9207d
507	5700	10	89e46ccb25c876baa0c0dabebddeaf7720eb4a42eb301799e39ff4cab78ed911
508	5710	10	6674f987b83bf42ec1b6bf6228e69347c9ff96a057a1fdface6a581fa6856dce
509	5720	9	49679577a895975325bd8a9ed8a436afee02c9922f32ebb1f011f0aa069def19
510	5729	9	608441b42ebf49862452ba68893f3f5a70af0dd2a0e5be7bdd18a554bdab61ab
511	5738	8	1c7148e3346c3f90965f8a66a2b447c9b54b7732df75e9c3f068f1fe913db4e5
512	5746	9	6fcad818b1d269b8e7393eb59756b765e0412f7916c064f47405c4d1f7f5da95
513	5755	9	d713c4869464bb011af14c87d7e27775d7af80223e1795fbeb9c92aff74b27cd
514	5764	10	d329616a4305850c900395ca932f126c0efc3d976f6d420cc503417054206990
515	5774	8	6f8a075d997eae4c3a7ad1b0916789823fe38899a9a1e2214c78b8a94583b4bb
516	5782	7	8fa6dadc0b52fd6824da6d48ea7aa9d47b7db34483538337d0d6c00faadb2441
517	5789	8	a130fe27d79ce3682c8078b4d215346c38600522f254ae655e6c9c1184253992
518	5797	8	0da9ec9db01f83ed33fcaeae3535bf3fb67ea69d01cd91edd0642e1aa0b17533
519	5805	8	691daa2c72037b0000ac2ff3ccbf705fa4480c5baa3b1761cde6697974ed9570
520	5813	8	0ea49d50af016189579f42c0a9772f5da0529056a4ec3bf78b293e0217cee4e5
521	5821	9	1360670f2d3999dd5768ea475117eeafc56c98f8227404a5b72c56e67e408291
522	5830	13	428d6eb3ff5a51a26ba6f2acd41b77cadb70140a79de36ceb0222dd1673f7789
523	5843	14	2621902bb32d3b7086b6451b50c146315525caa49935b042f22f73fc97848771
524	5857	14	b7e929f6293ec5e3127d0e867f8141d33618df86bce71bb2b1ab64308dfce1c5
525	5871	14	dc5e4c1768aba92e25f21282fcb50b5f7d5b671f97aef4a801a0ca5eb4d53f46
526	5885	13	83a86792ba2857b4ca70941d15f22fb27d588e06d1dfa388845a91185e5469bc
527	5898	12	90575a8b783eb4cad40da145d5b432927adfb297c6c8e10b0de5c93680515cb7
528	5910	13	600eeabb24f41483ad1be11ec35cc17df677b745d4e13d00b269f51ab9a2d738
529	5923	12	c6c3c90389ce8c81ac15e3915050c23e6796f7095e9e9773661e2ca89eaee09d
530	5935	13	48022be57ecb75a8780649ca716b3d255eeb9cd7e16549ac717b987d4b87f6e7
531	5948	12	3f3ae2feedcf6880dbf319755bd25a14a0ea88b8f1da0dd7ee94daea7fc7f483
532	5960	11	0ed3ae5ddf4f4e6d3efa46fd61ec697688acb59bb520fd4d48e6b0b175a6f073
533	5971	12	496be8c2015ce57f04062b697d67cc81d5b304389b8d9c0234a4a16d087171ab
534	5983	12	072edbae3dc38df9e0965b48db441f574d1fc1c59af168909a3fcee4f4362b64
535	5995	12	8770814c6f0ceb51b2410fc3aa363e26e8675f85b3c06b819da6a1e7eb8e15d4
536	6007	12	7e86c07533671e6e886571be41f61ff652029999e3bf21d5d92c4b1c8fde393c
537	6019	13	b830f5b0464c5f9ea1e84e91902fc207d9c7af088f9ddb32eeb337ae255e0939
538	6032	12	4b17057d04e145c42a63eedd155bfb1faafc15f3f25f5233dc1004eb2520f9dd
539	6044	13	45e9329fe141099ba026ef0a413aa5c0a90e226f8c6ec6942d1b820be983e162
540	6057	12	9e3bee144c1884748da128124484e9dcd5a05986e2761ac2ae5056a9eca60bd3
541	6069	12	19d998aee40142b6ad7c4b4431e8e445c9b426d835ef6e45a4f8ccbdca9d016a
542	6081	12	303b8582d41b52754dca239914d3f4f0824b5992e0769cdd8a6343d78f7d671b
543	6093	11	0bc28ea9eafc0de636a20188ed0070d3f6c15bb56d16c52531a7b155f2108abf
544	6104	12	749545b388b5ed65fb906171119c5364bb152018b4c5c64075e4ef403f252c2a
545	6116	11	92fc8d89175566723759faa4f623bc9b1438931a8888f5c242f955a6aef796da
546	6127	11	17e7a87806f9b8a701133fa267d1744db388593aa4fb997e23d3dc083b59e520
547	6138	9	14ce041ffa569363c19bd2e2018e619187aff24757f4e7d7bd3bdfe252d96179
548	6147	10	e2aec147a667eddc37380673b4c7e3e30ea1f7bced2d3619e4c9930a87d07c88
549	6157	11	07b4bfb33e057780b4fbac924c3a364bb77aeab9f1ebaac2492fece56eb9c9b1
550	6168	10	c33313735c157c60db2513d032d9f1a7b59fda201b3e902e9350e26b6dd58bf2
551	6178	12	571652f70b5ff595d1f3addb41a38d975ba5228a84e02998845198f48ac8c249
552	6190	11	d996a7447a04bc737e3548003093d5c6be855557fbbeec8059edbf4d9e4eed33
553	6201	10	1f7c1cc36ec932b14c5045302a659750efdf8154439571ac3f016e56c3befafe
554	6211	13	10279394d1dfa4b3176d9328af52783984a112300311c83c90b08c23c614468a
555	6224	12	a4e7dab545f6e2069c73c391113dab236e29a5408ee03b0e33bd27c71f7bab3d
556	6236	12	3595b5ea7449973b98c46f7eef440a309612765105d2cce3d92dc0b4227f2f6f
557	6248	11	b0513b75b9457285298bd9d0e16e11e925d6b5575a14359622782e26757c9294
558	6259	11	566e6be9fdbf5d9d0f388a8c686ad535706b1db5775fd2f6bdf19b1b46f8cd68
559	6270	13	713e655f3227df62444f6a75bf85bf2b3e2bc83b4484f82b8def98c6e421646b
