form_id	source_form_id	mnemonic	isa	width	witness_a	witness_b	witness_31	operand_access	capstone_real_name	capstone_groups
5692	A64/dpreg/addsub_carry/SBC_64_addsub_carry	sbc	A64	32	0xda0b00c1	0xda0c00e2	0xda1f03ff	2,1,1	sbc	
5693	A64/dpreg/addsub_carry/SBCS_64_addsub_carry	sbcs	A64	32	0xfa0b00c1	0xfa0c00e2	0xfa1f03ff	2,1,1	sbcs	
5697	A64/dpreg/setf/SETF8_only_setf	setf8	A64	32	0x3a00082d	0x3a00084d	0x3a000bed	1	setf8	HasFlagM
5698	A64/dpreg/setf/SETF16_only_setf	setf16	A64	32	0x3a00482d	0x3a00484d	0x3a004bed	1	setf16	HasFlagM
5715	A64/dpreg/dp_3src/MADD_32A_dp_3src	madd	A64	32	0x1b0b40c1	0x1b0c44e2	0x1b1f7fff	2,1,1,1	madd	
5716	A64/dpreg/dp_3src/MSUB_32A_dp_3src	msub	A64	32	0x1b0bc0c1	0x1b0cc4e2	0x1b1fffff	2,1,1,1	msub	
5717	A64/dpreg/dp_3src/MADD_64A_dp_3src	madd	A64	32	0x9b0b40c1	0x9b0c44e2	0x9b1f7fff	2,1,1,1	madd	
5718	A64/dpreg/dp_3src/MSUB_64A_dp_3src	msub	A64	32	0x9b0bc0c1	0x9b0cc4e2	0x9b1fffff	2,1,1,1	msub	
5719	A64/dpreg/dp_3src/SMADDL_64WA_dp_3src	smaddl	A64	32	0x9b2b40c1	0x9b2c44e2	0x9b3f7fff	2,1,1,1	smaddl	
5720	A64/dpreg/dp_3src/SMSUBL_64WA_dp_3src	smsubl	A64	32	0x9b2bc0c1	0x9b2cc4e2	0x9b3fffff	2,1,1,1	smsubl	
5721	A64/dpreg/dp_3src/SMULH_64_dp_3src	smulh	A64	32	0x9b4b7cc1	0x9b4c7ce2	0x9b5f7fff	2,1,1	smulh	
5722	A64/dpreg/dp_3src/MADDPT_64A_dp_3src	maddpt	A64	32	0x9b6b40c1	0x9b6c44e2	0x9b7f7fff	2,1,1,1	maddpt	HasCPA
5723	A64/dpreg/dp_3src/MSUBPT_64A_dp_3src	msubpt	A64	32	0x9b6bc0c1	0x9b6cc4e2	0x9b7fffff	2,1,1,1	msubpt	HasCPA
5724	A64/dpreg/dp_3src/UMADDL_64WA_dp_3src	umaddl	A64	32	0x9bab40c1	0x9bac44e2	0x9bbf7fff	2,1,1,1	umaddl	
5725	A64/dpreg/dp_3src/UMSUBL_64WA_dp_3src	umsubl	A64	32	0x9babc0c1	0x9bacc4e2	0x9bbfffff	2,1,1,1	umsubl	
5726	A64/dpreg/dp_3src/UMULH_64_dp_3src	umulh	A64	32	0x9bcb7cc1	0x9bcc7ce2	0x9bdf7fff	2,1,1	umulh	
5742	A64/simd_dp/asisdsamefp16/FMULX_asisdsamefp16_only	fmulx	A64	32	0x5e4b1cc1	0x5e4c1ce2		2,1,1	fmulx	HasFullFP16,HasNEONorSME
5743	A64/simd_dp/asisdsamefp16/FCMEQ_asisdsamefp16_only	fcmeq	A64	32	0x5e4b24c1	0x5e4c24e2		2,1,1	fcmeq	HasFullFP16,HasNEON
5744	A64/simd_dp/asisdsamefp16/FRECPS_asisdsamefp16_only	frecps	A64	32	0x5e4b3cc1	0x5e4c3ce2		2,1,1	frecps	HasFullFP16,HasNEONorSME
5745	A64/simd_dp/asisdsamefp16/FRSQRTS_asisdsamefp16_only	frsqrts	A64	32	0x5ecb3cc1	0x5ecc3ce2		2,1,1	frsqrts	HasFullFP16,HasNEONorSME
5746	A64/simd_dp/asisdsamefp16/FCMGE_asisdsamefp16_only	fcmge	A64	32	0x7e4b24c1	0x7e4c24e2		2,1,1	fcmge	HasFullFP16,HasNEON
5747	A64/simd_dp/asisdsamefp16/FACGE_asisdsamefp16_only	facge	A64	32	0x7e4b2cc1	0x7e4c2ce2		2,1,1	facge	HasFullFP16,HasNEON
5748	A64/simd_dp/asisdsamefp16/FABD_asisdsamefp16_only	fabd	A64	32	0x7ecb14c1	0x7ecc14e2		2,1,1	fabd	HasFullFP16,HasNEON
5749	A64/simd_dp/asisdsamefp16/FCMGT_asisdsamefp16_only	fcmgt	A64	32	0x7ecb24c1	0x7ecc24e2		2,1,1	fcmgt	HasFullFP16,HasNEON
5750	A64/simd_dp/asisdsamefp16/FACGT_asisdsamefp16_only	facgt	A64	32	0x7ecb2cc1	0x7ecc2ce2		2,1,1	facgt	HasFullFP16,HasNEON
5751	A64/simd_dp/asisdmiscfp16/FCVTNS_asisdmiscfp16_R	fcvtns	A64	32	0x5e79a8c1	0x5e79a8e2		2,1	fcvtns	HasFullFP16,HasNEON
5752	A64/simd_dp/asisdmiscfp16/FCVTMS_asisdmiscfp16_R	fcvtms	A64	32	0x5e79b8c1	0x5e79b8e2		2,1	fcvtms	HasFullFP16,HasNEON
5753	A64/simd_dp/asisdmiscfp16/FCVTAS_asisdmiscfp16_R	fcvtas	A64	32	0x5e79c8c1	0x5e79c8e2		2,1	fcvtas	HasFullFP16,HasNEON
5754	A64/simd_dp/asisdmiscfp16/SCVTF_asisdmiscfp16_R	scvtf	A64	32	0x5e79d8c1	0x5e79d8e2		2,1	scvtf	HasFullFP16,HasNEON
5758	A64/simd_dp/asisdmiscfp16/FCVTPS_asisdmiscfp16_R	fcvtps	A64	32	0x5ef9a8c1	0x5ef9a8e2		2,1	fcvtps	HasFullFP16,HasNEON
5759	A64/simd_dp/asisdmiscfp16/FCVTZS_asisdmiscfp16_R	fcvtzs	A64	32	0x5ef9b8c1	0x5ef9b8e2		2,1	fcvtzs	HasFullFP16,HasNEON
5760	A64/simd_dp/asisdmiscfp16/FRECPE_asisdmiscfp16_R	frecpe	A64	32	0x5ef9d8c1	0x5ef9d8e2		2,1	frecpe	HasFullFP16,HasNEONorSME
5761	A64/simd_dp/asisdmiscfp16/FRECPX_asisdmiscfp16_R	frecpx	A64	32	0x5ef9f8c1	0x5ef9f8e2		2,1	frecpx	HasFullFP16,HasNEONorSME
5762	A64/simd_dp/asisdmiscfp16/FCVTNU_asisdmiscfp16_R	fcvtnu	A64	32	0x7e79a8c1	0x7e79a8e2		2,1	fcvtnu	HasFullFP16,HasNEON
5763	A64/simd_dp/asisdmiscfp16/FCVTMU_asisdmiscfp16_R	fcvtmu	A64	32	0x7e79b8c1	0x7e79b8e2		2,1	fcvtmu	HasFullFP16,HasNEON
5764	A64/simd_dp/asisdmiscfp16/FCVTAU_asisdmiscfp16_R	fcvtau	A64	32	0x7e79c8c1	0x7e79c8e2		2,1	fcvtau	HasFullFP16,HasNEON
5765	A64/simd_dp/asisdmiscfp16/UCVTF_asisdmiscfp16_R	ucvtf	A64	32	0x7e79d8c1	0x7e79d8e2		2,1	ucvtf	HasFullFP16,HasNEON
5768	A64/simd_dp/asisdmiscfp16/FCVTPU_asisdmiscfp16_R	fcvtpu	A64	32	0x7ef9a8c1	0x7ef9a8e2		2,1	fcvtpu	HasFullFP16,HasNEON
5769	A64/simd_dp/asisdmiscfp16/FCVTZU_asisdmiscfp16_R	fcvtzu	A64	32	0x7ef9b8c1	0x7ef9b8e2		2,1	fcvtzu	HasFullFP16,HasNEON
5770	A64/simd_dp/asisdmiscfp16/FRSQRTE_asisdmiscfp16_R	frsqrte	A64	32	0x7ef9d8c1	0x7ef9d8e2		2,1	frsqrte	HasFullFP16,HasNEONorSME
6328	A64/simd_dp/float2int/FCVTNS_32S_float2int	fcvtns	A64	32	0x1e2000c1	0x1e2000e2	0x1e20019f	2,1	fcvtns	HasFPARMv8
6329	A64/simd_dp/float2int/FCVTNU_32S_float2int	fcvtnu	A64	32	0x1e2100c1	0x1e2100e2	0x1e21019f	2,1	fcvtnu	HasFPARMv8
6330	A64/simd_dp/float2int/SCVTF_S32_float2int	scvtf	A64	32	0x1e2200c1	0x1e2200e2	0x1e2203e7	2,1	scvtf	HasFPARMv8
6331	A64/simd_dp/float2int/UCVTF_S32_float2int	ucvtf	A64	32	0x1e2300c1	0x1e2300e2	0x1e2303e7	2,1	ucvtf	HasFPARMv8
6332	A64/simd_dp/float2int/FCVTAS_32S_float2int	fcvtas	A64	32	0x1e2400c1	0x1e2400e2	0x1e24019f	2,1	fcvtas	HasFPARMv8
6333	A64/simd_dp/float2int/FCVTAU_32S_float2int	fcvtau	A64	32	0x1e2500c1	0x1e2500e2	0x1e25019f	2,1	fcvtau	HasFPARMv8
6334	A64/simd_dp/float2int/FMOV_32S_float2int	fmov	A64	32	0x1e2600c1	0x1e2600e2	0x1e26019f	2,1	fmov	HasFPARMv8
6335	A64/simd_dp/float2int/FMOV_S32_float2int	fmov	A64	32	0x1e2700c1	0x1e2700e2	0x1e2703e7	2,1	fmov	HasFPARMv8
6336	A64/simd_dp/float2int/FCVTPS_32S_float2int	fcvtps	A64	32	0x1e2800c1	0x1e2800e2	0x1e28019f	2,1	fcvtps	HasFPARMv8
6337	A64/simd_dp/float2int/FCVTPU_32S_float2int	fcvtpu	A64	32	0x1e2900c1	0x1e2900e2	0x1e29019f	2,1	fcvtpu	HasFPARMv8
6338	A64/simd_dp/float2int/FCVTMS_32S_float2int	fcvtms	A64	32	0x1e3000c1	0x1e3000e2	0x1e30019f	2,1	fcvtms	HasFPARMv8
6339	A64/simd_dp/float2int/FCVTMU_32S_float2int	fcvtmu	A64	32	0x1e3100c1	0x1e3100e2	0x1e31019f	2,1	fcvtmu	HasFPARMv8
6340	A64/simd_dp/float2int/FCVTZS_32S_float2int	fcvtzs	A64	32	0x1e3800c1	0x1e3800e2	0x1e38019f	2,1	fcvtzs	HasFPARMv8
6341	A64/simd_dp/float2int/FCVTZU_32S_float2int	fcvtzu	A64	32	0x1e3900c1	0x1e3900e2	0x1e39019f	2,1	fcvtzu	HasFPARMv8
6342	A64/simd_dp/float2int/FCVTNS_32D_float2int	fcvtns	A64	32	0x1e6000c1	0x1e6000e2	0x1e60019f	2,1	fcvtns	HasFPARMv8
6343	A64/simd_dp/float2int/FCVTNU_32D_float2int	fcvtnu	A64	32	0x1e6100c1	0x1e6100e2	0x1e61019f	2,1	fcvtnu	HasFPARMv8
6344	A64/simd_dp/float2int/SCVTF_D32_float2int	scvtf	A64	32	0x1e6200c1	0x1e6200e2	0x1e6203e7	2,1	scvtf	HasFPARMv8
6345	A64/simd_dp/float2int/UCVTF_D32_float2int	ucvtf	A64	32	0x1e6300c1	0x1e6300e2	0x1e6303e7	2,1	ucvtf	HasFPARMv8
6346	A64/simd_dp/float2int/FCVTAS_32D_float2int	fcvtas	A64	32	0x1e6400c1	0x1e6400e2	0x1e64019f	2,1	fcvtas	HasFPARMv8
6347	A64/simd_dp/float2int/FCVTAU_32D_float2int	fcvtau	A64	32	0x1e6500c1	0x1e6500e2	0x1e65019f	2,1	fcvtau	HasFPARMv8
6348	A64/simd_dp/float2int/FCVTPS_32D_float2int	fcvtps	A64	32	0x1e6800c1	0x1e6800e2	0x1e68019f	2,1	fcvtps	HasFPARMv8
6349	A64/simd_dp/float2int/FCVTPU_32D_float2int	fcvtpu	A64	32	0x1e6900c1	0x1e6900e2	0x1e69019f	2,1	fcvtpu	HasFPARMv8
6350	A64/simd_dp/float2int/FCVTMS_32D_float2int	fcvtms	A64	32	0x1e7000c1	0x1e7000e2	0x1e70019f	2,1	fcvtms	HasFPARMv8
6351	A64/simd_dp/float2int/FCVTMU_32D_float2int	fcvtmu	A64	32	0x1e7100c1	0x1e7100e2	0x1e71019f	2,1	fcvtmu	HasFPARMv8
6352	A64/simd_dp/float2int/FCVTZS_32D_float2int	fcvtzs	A64	32	0x1e7800c1	0x1e7800e2	0x1e78019f	2,1	fcvtzs	HasFPARMv8
6353	A64/simd_dp/float2int/FCVTZU_32D_float2int	fcvtzu	A64	32	0x1e7900c1	0x1e7900e2	0x1e79019f	2,1	fcvtzu	HasFPARMv8
6354	A64/simd_dp/float2int/FJCVTZS_32D_float2int	fjcvtzs	A64	32	0x1e7e00c1	0x1e7e00e2	0x1e7e019f	2,1	fjcvtzs	HasFPARMv8,HasJS
6355	A64/simd_dp/float2int/FCVTNS_32H_float2int	fcvtns	A64	32	0x1ee000c1	0x1ee000e2	0x1ee0019f	2,1	fcvtns	HasFullFP16
6356	A64/simd_dp/float2int/FCVTNU_32H_float2int	fcvtnu	A64	32	0x1ee100c1	0x1ee100e2	0x1ee1019f	2,1	fcvtnu	HasFullFP16
6357	A64/simd_dp/float2int/SCVTF_H32_float2int	scvtf	A64	32	0x1ee200c1	0x1ee200e2	0x1ee203e7	2,1	scvtf	HasFullFP16
6358	A64/simd_dp/float2int/UCVTF_H32_float2int	ucvtf	A64	32	0x1ee300c1	0x1ee300e2	0x1ee303e7	2,1	ucvtf	HasFullFP16
6359	A64/simd_dp/float2int/FCVTAS_32H_float2int	fcvtas	A64	32	0x1ee400c1	0x1ee400e2	0x1ee4019f	2,1	fcvtas	HasFullFP16
6360	A64/simd_dp/float2int/FCVTAU_32H_float2int	fcvtau	A64	32	0x1ee500c1	0x1ee500e2	0x1ee5019f	2,1	fcvtau	HasFullFP16
6361	A64/simd_dp/float2int/FMOV_32H_float2int	fmov	A64	32	0x1ee600c1	0x1ee600e2	0x1ee6019f	2,1	fmov	HasFullFP16
6362	A64/simd_dp/float2int/FMOV_H32_float2int	fmov	A64	32	0x1ee700c1	0x1ee700e2	0x1ee703e7	2,1	fmov	HasFullFP16
6363	A64/simd_dp/float2int/FCVTPS_32H_float2int	fcvtps	A64	32	0x1ee800c1	0x1ee800e2	0x1ee8019f	2,1	fcvtps	HasFullFP16
6364	A64/simd_dp/float2int/FCVTPU_32H_float2int	fcvtpu	A64	32	0x1ee900c1	0x1ee900e2	0x1ee9019f	2,1	fcvtpu	HasFullFP16
6365	A64/simd_dp/float2int/FCVTMS_32H_float2int	fcvtms	A64	32	0x1ef000c1	0x1ef000e2	0x1ef0019f	2,1	fcvtms	HasFullFP16
6366	A64/simd_dp/float2int/FCVTMU_32H_float2int	fcvtmu	A64	32	0x1ef100c1	0x1ef100e2	0x1ef1019f	2,1	fcvtmu	HasFullFP16
6367	A64/simd_dp/float2int/FCVTZS_32H_float2int	fcvtzs	A64	32	0x1ef800c1	0x1ef800e2	0x1ef8019f	2,1	fcvtzs	HasFullFP16
6368	A64/simd_dp/float2int/FCVTZU_32H_float2int	fcvtzu	A64	32	0x1ef900c1	0x1ef900e2	0x1ef9019f	2,1	fcvtzu	HasFullFP16
6369	A64/simd_dp/float2int/FCVTNS_64S_float2int	fcvtns	A64	32	0x9e2000c1	0x9e2000e2	0x9e20019f	2,1	fcvtns	HasFPARMv8
6370	A64/simd_dp/float2int/FCVTNU_64S_float2int	fcvtnu	A64	32	0x9e2100c1	0x9e2100e2	0x9e21019f	2,1	fcvtnu	HasFPARMv8
6371	A64/simd_dp/float2int/SCVTF_S64_float2int	scvtf	A64	32	0x9e2200c1	0x9e2200e2	0x9e2203e7	2,1	scvtf	HasFPARMv8
6372	A64/simd_dp/float2int/UCVTF_S64_float2int	ucvtf	A64	32	0x9e2300c1	0x9e2300e2	0x9e2303e7	2,1	ucvtf	HasFPARMv8
6373	A64/simd_dp/float2int/FCVTAS_64S_float2int	fcvtas	A64	32	0x9e2400c1	0x9e2400e2	0x9e24019f	2,1	fcvtas	HasFPARMv8
6374	A64/simd_dp/float2int/FCVTAU_64S_float2int	fcvtau	A64	32	0x9e2500c1	0x9e2500e2	0x9e25019f	2,1	fcvtau	HasFPARMv8
6375	A64/simd_dp/float2int/FCVTPS_64S_float2int	fcvtps	A64	32	0x9e2800c1	0x9e2800e2	0x9e28019f	2,1	fcvtps	HasFPARMv8
6376	A64/simd_dp/float2int/FCVTPU_64S_float2int	fcvtpu	A64	32	0x9e2900c1	0x9e2900e2	0x9e29019f	2,1	fcvtpu	HasFPARMv8
6377	A64/simd_dp/float2int/FCVTMS_64S_float2int	fcvtms	A64	32	0x9e3000c1	0x9e3000e2	0x9e30019f	2,1	fcvtms	HasFPARMv8
6378	A64/simd_dp/float2int/FCVTMU_64S_float2int	fcvtmu	A64	32	0x9e3100c1	0x9e3100e2	0x9e31019f	2,1	fcvtmu	HasFPARMv8
6379	A64/simd_dp/float2int/FCVTZS_64S_float2int	fcvtzs	A64	32	0x9e3800c1	0x9e3800e2	0x9e38019f	2,1	fcvtzs	HasFPARMv8
6380	A64/simd_dp/float2int/FCVTZU_64S_float2int	fcvtzu	A64	32	0x9e3900c1	0x9e3900e2	0x9e39019f	2,1	fcvtzu	HasFPARMv8
6381	A64/simd_dp/float2int/FCVTNS_64D_float2int	fcvtns	A64	32	0x9e6000c1	0x9e6000e2	0x9e60019f	2,1	fcvtns	HasFPARMv8
6382	A64/simd_dp/float2int/FCVTNU_64D_float2int	fcvtnu	A64	32	0x9e6100c1	0x9e6100e2	0x9e61019f	2,1	fcvtnu	HasFPARMv8
6383	A64/simd_dp/float2int/SCVTF_D64_float2int	scvtf	A64	32	0x9e6200c1	0x9e6200e2	0x9e6203e7	2,1	scvtf	HasFPARMv8
6384	A64/simd_dp/float2int/UCVTF_D64_float2int	ucvtf	A64	32	0x9e6300c1	0x9e6300e2	0x9e6303e7	2,1	ucvtf	HasFPARMv8
6385	A64/simd_dp/float2int/FCVTAS_64D_float2int	fcvtas	A64	32	0x9e6400c1	0x9e6400e2	0x9e64019f	2,1	fcvtas	HasFPARMv8
6386	A64/simd_dp/float2int/FCVTAU_64D_float2int	fcvtau	A64	32	0x9e6500c1	0x9e6500e2	0x9e65019f	2,1	fcvtau	HasFPARMv8
6387	A64/simd_dp/float2int/FMOV_64D_float2int	fmov	A64	32	0x9e6600c1	0x9e6600e2	0x9e66019f	2,1	fmov	HasFPARMv8
6388	A64/simd_dp/float2int/FMOV_D64_float2int	fmov	A64	32	0x9e6700c1	0x9e6700e2	0x9e6703e7	2,1	fmov	HasFPARMv8
6389	A64/simd_dp/float2int/FCVTPS_64D_float2int	fcvtps	A64	32	0x9e6800c1	0x9e6800e2	0x9e68019f	2,1	fcvtps	HasFPARMv8
6390	A64/simd_dp/float2int/FCVTPU_64D_float2int	fcvtpu	A64	32	0x9e6900c1	0x9e6900e2	0x9e69019f	2,1	fcvtpu	HasFPARMv8
6391	A64/simd_dp/float2int/FCVTMS_64D_float2int	fcvtms	A64	32	0x9e7000c1	0x9e7000e2	0x9e70019f	2,1	fcvtms	HasFPARMv8
6392	A64/simd_dp/float2int/FCVTMU_64D_float2int	fcvtmu	A64	32	0x9e7100c1	0x9e7100e2	0x9e71019f	2,1	fcvtmu	HasFPARMv8
6393	A64/simd_dp/float2int/FCVTZS_64D_float2int	fcvtzs	A64	32	0x9e7800c1	0x9e7800e2	0x9e78019f	2,1	fcvtzs	HasFPARMv8
6394	A64/simd_dp/float2int/FCVTZU_64D_float2int	fcvtzu	A64	32	0x9e7900c1	0x9e7900e2	0x9e79019f	2,1	fcvtzu	HasFPARMv8
6397	A64/simd_dp/float2int/FCVTNS_64H_float2int	fcvtns	A64	32	0x9ee000c1	0x9ee000e2	0x9ee0019f	2,1	fcvtns	HasFullFP16
6398	A64/simd_dp/float2int/FCVTNU_64H_float2int	fcvtnu	A64	32	0x9ee100c1	0x9ee100e2	0x9ee1019f	2,1	fcvtnu	HasFullFP16
6399	A64/simd_dp/float2int/SCVTF_H64_float2int	scvtf	A64	32	0x9ee200c1	0x9ee200e2	0x9ee203e7	2,1	scvtf	HasFullFP16
6400	A64/simd_dp/float2int/UCVTF_H64_float2int	ucvtf	A64	32	0x9ee300c1	0x9ee300e2	0x9ee303e7	2,1	ucvtf	HasFullFP16
6401	A64/simd_dp/float2int/FCVTAS_64H_float2int	fcvtas	A64	32	0x9ee400c1	0x9ee400e2	0x9ee4019f	2,1	fcvtas	HasFullFP16
6402	A64/simd_dp/float2int/FCVTAU_64H_float2int	fcvtau	A64	32	0x9ee500c1	0x9ee500e2	0x9ee5019f	2,1	fcvtau	HasFullFP16
6403	A64/simd_dp/float2int/FMOV_64H_float2int	fmov	A64	32	0x9ee600c1	0x9ee600e2	0x9ee6019f	2,1	fmov	HasFullFP16
6404	A64/simd_dp/float2int/FMOV_H64_float2int	fmov	A64	32	0x9ee700c1	0x9ee700e2	0x9ee703e7	2,1	fmov	HasFullFP16
6405	A64/simd_dp/float2int/FCVTPS_64H_float2int	fcvtps	A64	32	0x9ee800c1	0x9ee800e2	0x9ee8019f	2,1	fcvtps	HasFullFP16
6406	A64/simd_dp/float2int/FCVTPU_64H_float2int	fcvtpu	A64	32	0x9ee900c1	0x9ee900e2	0x9ee9019f	2,1	fcvtpu	HasFullFP16
6407	A64/simd_dp/float2int/FCVTMS_64H_float2int	fcvtms	A64	32	0x9ef000c1	0x9ef000e2	0x9ef0019f	2,1	fcvtms	HasFullFP16
6408	A64/simd_dp/float2int/FCVTMU_64H_float2int	fcvtmu	A64	32	0x9ef100c1	0x9ef100e2	0x9ef1019f	2,1	fcvtmu	HasFullFP16
6409	A64/simd_dp/float2int/FCVTZS_64H_float2int	fcvtzs	A64	32	0x9ef800c1	0x9ef800e2	0x9ef8019f	2,1	fcvtzs	HasFullFP16
6410	A64/simd_dp/float2int/FCVTZU_64H_float2int	fcvtzu	A64	32	0x9ef900c1	0x9ef900e2	0x9ef9019f	2,1	fcvtzu	HasFullFP16
6459	A64/simd_dp/floatdp1/FMOV_S_floatdp1	fmov	A64	32	0x1e2040c1	0x1e2040e2		2,1	fmov	HasFPARMv8
6460	A64/simd_dp/floatdp1/FABS_S_floatdp1	fabs	A64	32	0x1e20c0c1	0x1e20c0e2		2,1	fabs	HasFPARMv8
6461	A64/simd_dp/floatdp1/FNEG_S_floatdp1	fneg	A64	32	0x1e2140c1	0x1e2140e2		2,1	fneg	HasFPARMv8
6462	A64/simd_dp/floatdp1/FSQRT_S_floatdp1	fsqrt	A64	32	0x1e21c0c1	0x1e21c0e2		2,1	fsqrt	HasFPARMv8
6463	A64/simd_dp/floatdp1/FCVT_DS_floatdp1	fcvt	A64	32	0x1e22c0c1	0x1e22c0e2		2,1	fcvt	HasFPARMv8
6464	A64/simd_dp/floatdp1/FCVT_HS_floatdp1	fcvt	A64	32	0x1e23c0c1	0x1e23c0e2		2,1	fcvt	HasFPARMv8
6465	A64/simd_dp/floatdp1/FRINTN_S_floatdp1	frintn	A64	32	0x1e2440c1	0x1e2440e2		2,1	frintn	HasFPARMv8
6466	A64/simd_dp/floatdp1/FRINTP_S_floatdp1	frintp	A64	32	0x1e24c0c1	0x1e24c0e2		2,1	frintp	HasFPARMv8
6467	A64/simd_dp/floatdp1/FRINTM_S_floatdp1	frintm	A64	32	0x1e2540c1	0x1e2540e2		2,1	frintm	HasFPARMv8
6468	A64/simd_dp/floatdp1/FRINTZ_S_floatdp1	frintz	A64	32	0x1e25c0c1	0x1e25c0e2		2,1	frintz	HasFPARMv8
6469	A64/simd_dp/floatdp1/FRINTA_S_floatdp1	frinta	A64	32	0x1e2640c1	0x1e2640e2		2,1	frinta	HasFPARMv8
6470	A64/simd_dp/floatdp1/FRINTX_S_floatdp1	frintx	A64	32	0x1e2740c1	0x1e2740e2		2,1	frintx	HasFPARMv8
6471	A64/simd_dp/floatdp1/FRINTI_S_floatdp1	frinti	A64	32	0x1e27c0c1	0x1e27c0e2		2,1	frinti	HasFPARMv8
6472	A64/simd_dp/floatdp1/FRINT32Z_S_floatdp1	frint32z	A64	32	0x1e2840c1	0x1e2840e2		2,1	frint32z	HasFRInt3264
6473	A64/simd_dp/floatdp1/FRINT32X_S_floatdp1	frint32x	A64	32	0x1e28c0c1	0x1e28c0e2		2,1	frint32x	HasFRInt3264
6474	A64/simd_dp/floatdp1/FRINT64Z_S_floatdp1	frint64z	A64	32	0x1e2940c1	0x1e2940e2		2,1	frint64z	HasFRInt3264
6475	A64/simd_dp/floatdp1/FRINT64X_S_floatdp1	frint64x	A64	32	0x1e29c0c1	0x1e29c0e2		2,1	frint64x	HasFRInt3264
6476	A64/simd_dp/floatdp1/FMOV_D_floatdp1	fmov	A64	32	0x1e6040c1	0x1e6040e2		2,1	fmov	HasFPARMv8
6477	A64/simd_dp/floatdp1/FABS_D_floatdp1	fabs	A64	32	0x1e60c0c1	0x1e60c0e2		2,1	fabs	HasFPARMv8
6478	A64/simd_dp/floatdp1/FNEG_D_floatdp1	fneg	A64	32	0x1e6140c1	0x1e6140e2		2,1	fneg	HasFPARMv8
6479	A64/simd_dp/floatdp1/FSQRT_D_floatdp1	fsqrt	A64	32	0x1e61c0c1	0x1e61c0e2		2,1	fsqrt	HasFPARMv8
6480	A64/simd_dp/floatdp1/FCVT_SD_floatdp1	fcvt	A64	32	0x1e6240c1	0x1e6240e2		2,1	fcvt	HasFPARMv8
6481	A64/simd_dp/floatdp1/BFCVT_BS_floatdp1	bfcvt	A64	32	0x1e6340c1	0x1e6340e2		2,1	bfcvt	HasBF16,HasNEONorSME
6482	A64/simd_dp/floatdp1/FCVT_HD_floatdp1	fcvt	A64	32	0x1e63c0c1	0x1e63c0e2		2,1	fcvt	HasFPARMv8
6483	A64/simd_dp/floatdp1/FRINTN_D_floatdp1	frintn	A64	32	0x1e6440c1	0x1e6440e2		2,1	frintn	HasFPARMv8
6484	A64/simd_dp/floatdp1/FRINTP_D_floatdp1	frintp	A64	32	0x1e64c0c1	0x1e64c0e2		2,1	frintp	HasFPARMv8
6485	A64/simd_dp/floatdp1/FRINTM_D_floatdp1	frintm	A64	32	0x1e6540c1	0x1e6540e2		2,1	frintm	HasFPARMv8
6486	A64/simd_dp/floatdp1/FRINTZ_D_floatdp1	frintz	A64	32	0x1e65c0c1	0x1e65c0e2		2,1	frintz	HasFPARMv8
6487	A64/simd_dp/floatdp1/FRINTA_D_floatdp1	frinta	A64	32	0x1e6640c1	0x1e6640e2		2,1	frinta	HasFPARMv8
6488	A64/simd_dp/floatdp1/FRINTX_D_floatdp1	frintx	A64	32	0x1e6740c1	0x1e6740e2		2,1	frintx	HasFPARMv8
6489	A64/simd_dp/floatdp1/FRINTI_D_floatdp1	frinti	A64	32	0x1e67c0c1	0x1e67c0e2		2,1	frinti	HasFPARMv8
6490	A64/simd_dp/floatdp1/FRINT32Z_D_floatdp1	frint32z	A64	32	0x1e6840c1	0x1e6840e2		2,1	frint32z	HasFRInt3264
6491	A64/simd_dp/floatdp1/FRINT32X_D_floatdp1	frint32x	A64	32	0x1e68c0c1	0x1e68c0e2		2,1	frint32x	HasFRInt3264
6492	A64/simd_dp/floatdp1/FRINT64Z_D_floatdp1	frint64z	A64	32	0x1e6940c1	0x1e6940e2		2,1	frint64z	HasFRInt3264
6493	A64/simd_dp/floatdp1/FRINT64X_D_floatdp1	frint64x	A64	32	0x1e69c0c1	0x1e69c0e2		2,1	frint64x	HasFRInt3264
6494	A64/simd_dp/floatdp1/FMOV_H_floatdp1	fmov	A64	32	0x1ee040c1	0x1ee040e2		2,1	fmov	HasFullFP16
6495	A64/simd_dp/floatdp1/FABS_H_floatdp1	fabs	A64	32	0x1ee0c0c1	0x1ee0c0e2		2,1	fabs	HasFullFP16
6496	A64/simd_dp/floatdp1/FNEG_H_floatdp1	fneg	A64	32	0x1ee140c1	0x1ee140e2		2,1	fneg	HasFullFP16
6497	A64/simd_dp/floatdp1/FSQRT_H_floatdp1	fsqrt	A64	32	0x1ee1c0c1	0x1ee1c0e2		2,1	fsqrt	HasFullFP16
6498	A64/simd_dp/floatdp1/FCVT_SH_floatdp1	fcvt	A64	32	0x1ee240c1	0x1ee240e2		2,1	fcvt	HasFPARMv8
6499	A64/simd_dp/floatdp1/FCVT_DH_floatdp1	fcvt	A64	32	0x1ee2c0c1	0x1ee2c0e2		2,1	fcvt	HasFPARMv8
6500	A64/simd_dp/floatdp1/FRINTN_H_floatdp1	frintn	A64	32	0x1ee440c1	0x1ee440e2		2,1	frintn	HasFullFP16
