iform_id	iform	iclass	iclass_id
4429	VCVTUSI2SD_XMMf64_XMMf64_GPR32u32_AVX512	VCVTUSI2SD	1630
4430	VCVTUSI2SD_XMMf64_XMMf64_GPR64u64_AVX512	VCVTUSI2SD	1630
4431	VCVTUSI2SD_XMMf64_XMMf64_MEMu32_AVX512	VCVTUSI2SD	1630
4432	VCVTUSI2SD_XMMf64_XMMf64_MEMu64_AVX512	VCVTUSI2SD	1630
4433	VCVTUSI2SH_XMMf16_XMMf16_GPR32u32_AVX512	VCVTUSI2SH	1631
4434	VCVTUSI2SH_XMMf16_XMMf16_GPR64u64_AVX512	VCVTUSI2SH	1631
4435	VCVTUSI2SH_XMMf16_XMMf16_MEMu32_AVX512	VCVTUSI2SH	1631
4436	VCVTUSI2SH_XMMf16_XMMf16_MEMu64_AVX512	VCVTUSI2SH	1631
4437	VCVTUSI2SS_XMMf32_XMMf32_GPR32u32_AVX512	VCVTUSI2SS	1632
4438	VCVTUSI2SS_XMMf32_XMMf32_GPR64u64_AVX512	VCVTUSI2SS	1632
4439	VCVTUSI2SS_XMMf32_XMMf32_MEMu32_AVX512	VCVTUSI2SS	1632
4440	VCVTUSI2SS_XMMf32_XMMf32_MEMu64_AVX512	VCVTUSI2SS	1632
4441	VCVTUW2PH_XMMf16_MASKmskw_MEMu16_AVX512	VCVTUW2PH	1633
4442	VCVTUW2PH_XMMf16_MASKmskw_XMMu16_AVX512	VCVTUW2PH	1633
4443	VCVTUW2PH_YMMf16_MASKmskw_MEMu16_AVX512	VCVTUW2PH	1633
4444	VCVTUW2PH_YMMf16_MASKmskw_YMMu16_AVX512	VCVTUW2PH	1633
4445	VCVTUW2PH_ZMMf16_MASKmskw_MEMu16_AVX512	VCVTUW2PH	1633
4446	VCVTUW2PH_ZMMf16_MASKmskw_ZMMu16_AVX512	VCVTUW2PH	1633
4447	VCVTW2PH_XMMf16_MASKmskw_MEMi16_AVX512	VCVTW2PH	1634
4448	VCVTW2PH_XMMf16_MASKmskw_XMMi16_AVX512	VCVTW2PH	1634
4449	VCVTW2PH_YMMf16_MASKmskw_MEMi16_AVX512	VCVTW2PH	1634
4450	VCVTW2PH_YMMf16_MASKmskw_YMMi16_AVX512	VCVTW2PH	1634
4451	VCVTW2PH_ZMMf16_MASKmskw_MEMi16_AVX512	VCVTW2PH	1634
4452	VCVTW2PH_ZMMf16_MASKmskw_ZMMi16_AVX512	VCVTW2PH	1634
4453	VDBPSADBW_XMMu16_MASKmskw_XMMu8_MEMu8_IMM8_AVX512	VDBPSADBW	1635
4454	VDBPSADBW_XMMu16_MASKmskw_XMMu8_XMMu8_IMM8_AVX512	VDBPSADBW	1635
4455	VDBPSADBW_YMMu16_MASKmskw_YMMu8_MEMu8_IMM8_AVX512	VDBPSADBW	1635
4456	VDBPSADBW_YMMu16_MASKmskw_YMMu8_YMMu8_IMM8_AVX512	VDBPSADBW	1635
4457	VDBPSADBW_ZMMu16_MASKmskw_ZMMu8_MEMu8_IMM8_AVX512	VDBPSADBW	1635
4458	VDBPSADBW_ZMMu16_MASKmskw_ZMMu8_ZMMu8_IMM8_AVX512	VDBPSADBW	1635
4459	VDIVBF16_XMMbf16_MASKmskw_XMMbf16_MEMbf16_AVX512	VDIVBF16	942
4460	VDIVBF16_XMMbf16_MASKmskw_XMMbf16_XMMbf16_AVX512	VDIVBF16	942
4461	VDIVBF16_YMMbf16_MASKmskw_YMMbf16_MEMbf16_AVX512	VDIVBF16	942
4462	VDIVBF16_YMMbf16_MASKmskw_YMMbf16_YMMbf16_AVX512	VDIVBF16	942
4463	VDIVBF16_ZMMbf16_MASKmskw_ZMMbf16_MEMbf16_AVX512	VDIVBF16	942
4464	VDIVBF16_ZMMbf16_MASKmskw_ZMMbf16_ZMMbf16_AVX512	VDIVBF16	942
4465	VDIVPD_XMMdq_XMMdq_MEMdq	VDIVPD	623
4466	VDIVPD_XMMdq_XMMdq_XMMdq	VDIVPD	623
4467	VDIVPD_XMMf64_MASKmskw_XMMf64_MEMf64_AVX512	VDIVPD	623
4468	VDIVPD_XMMf64_MASKmskw_XMMf64_XMMf64_AVX512	VDIVPD	623
4469	VDIVPD_YMMf64_MASKmskw_YMMf64_MEMf64_AVX512	VDIVPD	623
4470	VDIVPD_YMMf64_MASKmskw_YMMf64_YMMf64_AVX512	VDIVPD	623
4471	VDIVPD_YMMqq_YMMqq_MEMqq	VDIVPD	623
4472	VDIVPD_YMMqq_YMMqq_YMMqq	VDIVPD	623
4473	VDIVPD_ZMMf64_MASKmskw_ZMMf64_MEMf64_AVX512	VDIVPD	623
4474	VDIVPD_ZMMf64_MASKmskw_ZMMf64_ZMMf64_AVX512	VDIVPD	623
4475	VDIVPH_XMMf16_MASKmskw_XMMf16_MEMf16_AVX512	VDIVPH	1636
4476	VDIVPH_XMMf16_MASKmskw_XMMf16_XMMf16_AVX512	VDIVPH	1636
4477	VDIVPH_YMMf16_MASKmskw_YMMf16_MEMf16_AVX512	VDIVPH	1636
4478	VDIVPH_YMMf16_MASKmskw_YMMf16_YMMf16_AVX512	VDIVPH	1636
4479	VDIVPH_ZMMf16_MASKmskw_ZMMf16_MEMf16_AVX512	VDIVPH	1636
4480	VDIVPH_ZMMf16_MASKmskw_ZMMf16_ZMMf16_AVX512	VDIVPH	1636
4481	VDIVPS_XMMdq_XMMdq_MEMdq	VDIVPS	622
4482	VDIVPS_XMMdq_XMMdq_XMMdq	VDIVPS	622
4483	VDIVPS_XMMf32_MASKmskw_XMMf32_MEMf32_AVX512	VDIVPS	622
4484	VDIVPS_XMMf32_MASKmskw_XMMf32_XMMf32_AVX512	VDIVPS	622
4485	VDIVPS_YMMf32_MASKmskw_YMMf32_MEMf32_AVX512	VDIVPS	622
4486	VDIVPS_YMMf32_MASKmskw_YMMf32_YMMf32_AVX512	VDIVPS	622
4487	VDIVPS_YMMqq_YMMqq_MEMqq	VDIVPS	622
4488	VDIVPS_YMMqq_YMMqq_YMMqq	VDIVPS	622
4489	VDIVPS_ZMMf32_MASKmskw_ZMMf32_MEMf32_AVX512	VDIVPS	622
4490	VDIVPS_ZMMf32_MASKmskw_ZMMf32_ZMMf32_AVX512	VDIVPS	622
4491	VDIVSD_XMMdq_XMMdq_MEMq	VDIVSD	625
4492	VDIVSD_XMMdq_XMMdq_XMMq	VDIVSD	625
4493	VDIVSD_XMMf64_MASKmskw_XMMf64_MEMf64_AVX512	VDIVSD	625
4494	VDIVSD_XMMf64_MASKmskw_XMMf64_XMMf64_AVX512	VDIVSD	625
4495	VDIVSH_XMMf16_MASKmskw_XMMf16_MEMf16_AVX512	VDIVSH	1637
4496	VDIVSH_XMMf16_MASKmskw_XMMf16_XMMf16_AVX512	VDIVSH	1637
4497	VDIVSS_XMMdq_XMMdq_MEMd	VDIVSS	624
4498	VDIVSS_XMMdq_XMMdq_XMMd	VDIVSS	624
4499	VDIVSS_XMMf32_MASKmskw_XMMf32_MEMf32_AVX512	VDIVSS	624
4500	VDIVSS_XMMf32_MASKmskw_XMMf32_XMMf32_AVX512	VDIVSS	624
4501	VDPBF16PS_XMMf32_MASKmskw_XMMu32_MEMu32_AVX512	VDPBF16PS	1638
4502	VDPBF16PS_XMMf32_MASKmskw_XMMu32_XMMu32_AVX512	VDPBF16PS	1638
4503	VDPBF16PS_YMMf32_MASKmskw_YMMu32_MEMu32_AVX512	VDPBF16PS	1638
4504	VDPBF16PS_YMMf32_MASKmskw_YMMu32_YMMu32_AVX512	VDPBF16PS	1638
4505	VDPBF16PS_ZMMf32_MASKmskw_ZMMu32_MEMu32_AVX512	VDPBF16PS	1638
4506	VDPBF16PS_ZMMf32_MASKmskw_ZMMu32_ZMMu32_AVX512	VDPBF16PS	1638
4507	VDPPD_XMMdq_XMMdq_MEMdq_IMMb	VDPPD	1639
4508	VDPPD_XMMdq_XMMdq_XMMdq_IMMb	VDPPD	1639
4509	VDPPHPS_XMMf32_MASKmskw_XMM2f16_MEM2f16_AVX512	VDPPHPS	1640
4510	VDPPHPS_XMMf32_MASKmskw_XMM2f16_XMM2f16_AVX512	VDPPHPS	1640
4511	VDPPHPS_YMMf32_MASKmskw_YMM2f16_MEM2f16_AVX512	VDPPHPS	1640
4512	VDPPHPS_YMMf32_MASKmskw_YMM2f16_YMM2f16_AVX512	VDPPHPS	1640
4513	VDPPHPS_ZMMf32_MASKmskw_ZMM2f16_MEM2f16_AVX512	VDPPHPS	1640
4514	VDPPHPS_ZMMf32_MASKmskw_ZMM2f16_ZMM2f16_AVX512	VDPPHPS	1640
4515	VDPPS_XMMdq_XMMdq_MEMdq_IMMb	VDPPS	1641
4516	VDPPS_XMMdq_XMMdq_XMMdq_IMMb	VDPPS	1641
4517	VDPPS_YMMqq_YMMqq_MEMqq_IMMb	VDPPS	1641
4518	VDPPS_YMMqq_YMMqq_YMMqq_IMMb	VDPPS	1641
4519	VERR_GPR16	VERR	202
4520	VERR_MEMw	VERR	202
4521	VERW_GPR16	VERW	203
4522	VERW_MEMw	VERW	203
4523	VEXP2PD_ZMMf64_MASKmskw_MEMf64_AVX512ER	VEXP2PD	1642
4524	VEXP2PD_ZMMf64_MASKmskw_ZMMf64_AVX512ER	VEXP2PD	1642
4525	VEXP2PS_ZMMf32_MASKmskw_MEMf32_AVX512ER	VEXP2PS	1643
4526	VEXP2PS_ZMMf32_MASKmskw_ZMMf32_AVX512ER	VEXP2PS	1643
4527	VEXPANDPD_XMMf64_MASKmskw_MEMf64_AVX512	VEXPANDPD	1644
4528	VEXPANDPD_XMMf64_MASKmskw_XMMf64_AVX512	VEXPANDPD	1644
4529	VEXPANDPD_YMMf64_MASKmskw_MEMf64_AVX512	VEXPANDPD	1644
4530	VEXPANDPD_YMMf64_MASKmskw_YMMf64_AVX512	VEXPANDPD	1644
4531	VEXPANDPD_ZMMf64_MASKmskw_MEMf64_AVX512	VEXPANDPD	1644
4532	VEXPANDPD_ZMMf64_MASKmskw_ZMMf64_AVX512	VEXPANDPD	1644
4533	VEXPANDPS_XMMf32_MASKmskw_MEMf32_AVX512	VEXPANDPS	1645
4534	VEXPANDPS_XMMf32_MASKmskw_XMMf32_AVX512	VEXPANDPS	1645
4535	VEXPANDPS_YMMf32_MASKmskw_MEMf32_AVX512	VEXPANDPS	1645
4536	VEXPANDPS_YMMf32_MASKmskw_YMMf32_AVX512	VEXPANDPS	1645
4537	VEXPANDPS_ZMMf32_MASKmskw_MEMf32_AVX512	VEXPANDPS	1645
4538	VEXPANDPS_ZMMf32_MASKmskw_ZMMf32_AVX512	VEXPANDPS	1645
4539	VEXTRACTF128_MEMdq_YMMqq_IMMb	VEXTRACTF128	1646
4540	VEXTRACTF128_XMMdq_YMMqq_IMMb	VEXTRACTF128	1646
4541	VEXTRACTF32X4_MEMf32_MASKmskw_YMMf32_IMM8_AVX512	VEXTRACTF32X4	1647
4542	VEXTRACTF32X4_MEMf32_MASKmskw_ZMMf32_IMM8_AVX512	VEXTRACTF32X4	1647
4543	VEXTRACTF32X4_XMMf32_MASKmskw_YMMf32_IMM8_AVX512	VEXTRACTF32X4	1647
4544	VEXTRACTF32X4_XMMf32_MASKmskw_ZMMf32_IMM8_AVX512	VEXTRACTF32X4	1647
4545	VEXTRACTF32X8_MEMf32_MASKmskw_ZMMf32_IMM8_AVX512	VEXTRACTF32X8	1648
4546	VEXTRACTF32X8_YMMf32_MASKmskw_ZMMf32_IMM8_AVX512	VEXTRACTF32X8	1648
4547	VEXTRACTF64X2_MEMf64_MASKmskw_YMMf64_IMM8_AVX512	VEXTRACTF64X2	1649
4548	VEXTRACTF64X2_MEMf64_MASKmskw_ZMMf64_IMM8_AVX512	VEXTRACTF64X2	1649
4549	VEXTRACTF64X2_XMMf64_MASKmskw_YMMf64_IMM8_AVX512	VEXTRACTF64X2	1649
4550	VEXTRACTF64X2_XMMf64_MASKmskw_ZMMf64_IMM8_AVX512	VEXTRACTF64X2	1649
4551	VEXTRACTF64X4_MEMf64_MASKmskw_ZMMf64_IMM8_AVX512	VEXTRACTF64X4	1650
4552	VEXTRACTF64X4_YMMf64_MASKmskw_ZMMf64_IMM8_AVX512	VEXTRACTF64X4	1650
4553	VEXTRACTI128_MEMdq_YMMqq_IMMb	VEXTRACTI128	1651
4554	VEXTRACTI128_XMMdq_YMMqq_IMMb	VEXTRACTI128	1651
4555	VEXTRACTI32X4_MEMu32_MASKmskw_YMMu32_IMM8_AVX512	VEXTRACTI32X4	1652
4556	VEXTRACTI32X4_MEMu32_MASKmskw_ZMMu32_IMM8_AVX512	VEXTRACTI32X4	1652
4557	VEXTRACTI32X4_XMMu32_MASKmskw_YMMu32_IMM8_AVX512	VEXTRACTI32X4	1652
4558	VEXTRACTI32X4_XMMu32_MASKmskw_ZMMu32_IMM8_AVX512	VEXTRACTI32X4	1652
4559	VEXTRACTI32X8_MEMu32_MASKmskw_ZMMu32_IMM8_AVX512	VEXTRACTI32X8	1653
4560	VEXTRACTI32X8_YMMu32_MASKmskw_ZMMu32_IMM8_AVX512	VEXTRACTI32X8	1653
4561	VEXTRACTI64X2_MEMu64_MASKmskw_YMMu64_IMM8_AVX512	VEXTRACTI64X2	1654
4562	VEXTRACTI64X2_MEMu64_MASKmskw_ZMMu64_IMM8_AVX512	VEXTRACTI64X2	1654
4563	VEXTRACTI64X2_XMMu64_MASKmskw_YMMu64_IMM8_AVX512	VEXTRACTI64X2	1654
4564	VEXTRACTI64X2_XMMu64_MASKmskw_ZMMu64_IMM8_AVX512	VEXTRACTI64X2	1654
4565	VEXTRACTI64X4_MEMu64_MASKmskw_ZMMu64_IMM8_AVX512	VEXTRACTI64X4	1655
4566	VEXTRACTI64X4_YMMu64_MASKmskw_ZMMu64_IMM8_AVX512	VEXTRACTI64X4	1655
4567	VEXTRACTPS_GPR32_XMMdq_IMMb	VEXTRACTPS	1656
4568	VEXTRACTPS_GPR32f32_XMMf32_IMM8_AVX512	VEXTRACTPS	1656
4569	VEXTRACTPS_MEMd_XMMdq_IMMb	VEXTRACTPS	1656
4570	VEXTRACTPS_MEMf32_XMMf32_IMM8_AVX512	VEXTRACTPS	1656
4571	VFCMADDCPH_XMM2f16_MASKmskw_XMM2f16_MEM2f16_AVX512	VFCMADDCPH	1657
4572	VFCMADDCPH_XMM2f16_MASKmskw_XMM2f16_XMM2f16_AVX512	VFCMADDCPH	1657
4573	VFCMADDCPH_YMM2f16_MASKmskw_YMM2f16_MEM2f16_AVX512	VFCMADDCPH	1657
4574	VFCMADDCPH_YMM2f16_MASKmskw_YMM2f16_YMM2f16_AVX512	VFCMADDCPH	1657
4575	VFCMADDCPH_ZMM2f16_MASKmskw_ZMM2f16_MEM2f16_AVX512	VFCMADDCPH	1657
4576	VFCMADDCPH_ZMM2f16_MASKmskw_ZMM2f16_ZMM2f16_AVX512	VFCMADDCPH	1657
4577	VFCMADDCSH_XMM2f16_MASKmskw_XMM2f16_MEM2f16_AVX512	VFCMADDCSH	1658
4578	VFCMADDCSH_XMM2f16_MASKmskw_XMM2f16_XMM2f16_AVX512	VFCMADDCSH	1658
4579	VFCMULCPH_XMM2f16_MASKmskw_XMM2f16_MEM2f16_AVX512	VFCMULCPH	1659
4580	VFCMULCPH_XMM2f16_MASKmskw_XMM2f16_XMM2f16_AVX512	VFCMULCPH	1659
4581	VFCMULCPH_YMM2f16_MASKmskw_YMM2f16_MEM2f16_AVX512	VFCMULCPH	1659
4582	VFCMULCPH_YMM2f16_MASKmskw_YMM2f16_YMM2f16_AVX512	VFCMULCPH	1659
4583	VFCMULCPH_ZMM2f16_MASKmskw_ZMM2f16_MEM2f16_AVX512	VFCMULCPH	1659
4584	VFCMULCPH_ZMM2f16_MASKmskw_ZMM2f16_ZMM2f16_AVX512	VFCMULCPH	1659
4585	VFCMULCSH_XMM2f16_MASKmskw_XMM2f16_MEM2f16_AVX512	VFCMULCSH	1660
4586	VFCMULCSH_XMM2f16_MASKmskw_XMM2f16_XMM2f16_AVX512	VFCMULCSH	1660
4587	VFIXUPIMMPD_XMMf64_MASKmskw_XMMf64_MEMf64_IMM8_AVX512	VFIXUPIMMPD	1661
4588	VFIXUPIMMPD_XMMf64_MASKmskw_XMMf64_XMMf64_IMM8_AVX512	VFIXUPIMMPD	1661
4589	VFIXUPIMMPD_YMMf64_MASKmskw_YMMf64_MEMf64_IMM8_AVX512	VFIXUPIMMPD	1661
4590	VFIXUPIMMPD_YMMf64_MASKmskw_YMMf64_YMMf64_IMM8_AVX512	VFIXUPIMMPD	1661
4591	VFIXUPIMMPD_ZMMf64_MASKmskw_ZMMf64_MEMf64_IMM8_AVX512	VFIXUPIMMPD	1661
4592	VFIXUPIMMPD_ZMMf64_MASKmskw_ZMMf64_ZMMf64_IMM8_AVX512	VFIXUPIMMPD	1661
4593	VFIXUPIMMPS_XMMf32_MASKmskw_XMMf32_MEMf32_IMM8_AVX512	VFIXUPIMMPS	1662
4594	VFIXUPIMMPS_XMMf32_MASKmskw_XMMf32_XMMf32_IMM8_AVX512	VFIXUPIMMPS	1662
4595	VFIXUPIMMPS_YMMf32_MASKmskw_YMMf32_MEMf32_IMM8_AVX512	VFIXUPIMMPS	1662
4596	VFIXUPIMMPS_YMMf32_MASKmskw_YMMf32_YMMf32_IMM8_AVX512	VFIXUPIMMPS	1662
4597	VFIXUPIMMPS_ZMMf32_MASKmskw_ZMMf32_MEMf32_IMM8_AVX512	VFIXUPIMMPS	1662
4598	VFIXUPIMMPS_ZMMf32_MASKmskw_ZMMf32_ZMMf32_IMM8_AVX512	VFIXUPIMMPS	1662
4599	VFIXUPIMMSD_XMMf64_MASKmskw_XMMf64_MEMf64_IMM8_AVX512	VFIXUPIMMSD	1663
4600	VFIXUPIMMSD_XMMf64_MASKmskw_XMMf64_XMMf64_IMM8_AVX512	VFIXUPIMMSD	1663
4601	VFIXUPIMMSS_XMMf32_MASKmskw_XMMf32_MEMf32_IMM8_AVX512	VFIXUPIMMSS	1664
4602	VFIXUPIMMSS_XMMf32_MASKmskw_XMMf32_XMMf32_IMM8_AVX512	VFIXUPIMMSS	1664
4603	VFMADD132BF16_XMMbf16_MASKmskw_XMMbf16_MEMbf16_AVX512	VFMADD132BF16	1665
4604	VFMADD132BF16_XMMbf16_MASKmskw_XMMbf16_XMMbf16_AVX512	VFMADD132BF16	1665
4605	VFMADD132BF16_YMMbf16_MASKmskw_YMMbf16_MEMbf16_AVX512	VFMADD132BF16	1665
4606	VFMADD132BF16_YMMbf16_MASKmskw_YMMbf16_YMMbf16_AVX512	VFMADD132BF16	1665
4607	VFMADD132BF16_ZMMbf16_MASKmskw_ZMMbf16_MEMbf16_AVX512	VFMADD132BF16	1665
4608	VFMADD132BF16_ZMMbf16_MASKmskw_ZMMbf16_ZMMbf16_AVX512	VFMADD132BF16	1665
4609	VFMADD132PD_XMMdq_XMMdq_MEMdq	VFMADD132PD	702
4610	VFMADD132PD_XMMdq_XMMdq_XMMdq	VFMADD132PD	702
4611	VFMADD132PD_XMMf64_MASKmskw_XMMf64_MEMf64_AVX512	VFMADD132PD	702
4612	VFMADD132PD_XMMf64_MASKmskw_XMMf64_XMMf64_AVX512	VFMADD132PD	702
4613	VFMADD132PD_YMMf64_MASKmskw_YMMf64_MEMf64_AVX512	VFMADD132PD	702
4614	VFMADD132PD_YMMf64_MASKmskw_YMMf64_YMMf64_AVX512	VFMADD132PD	702
4615	VFMADD132PD_YMMqq_YMMqq_MEMqq	VFMADD132PD	702
4616	VFMADD132PD_YMMqq_YMMqq_YMMqq	VFMADD132PD	702
4617	VFMADD132PD_ZMMf64_MASKmskw_ZMMf64_MEMf64_AVX512	VFMADD132PD	702
4618	VFMADD132PD_ZMMf64_MASKmskw_ZMMf64_ZMMf64_AVX512	VFMADD132PD	702
4619	VFMADD132PH_XMMf16_MASKmskw_XMMf16_MEMf16_AVX512	VFMADD132PH	1666
4620	VFMADD132PH_XMMf16_MASKmskw_XMMf16_XMMf16_AVX512	VFMADD132PH	1666
4621	VFMADD132PH_YMMf16_MASKmskw_YMMf16_MEMf16_AVX512	VFMADD132PH	1666
4622	VFMADD132PH_YMMf16_MASKmskw_YMMf16_YMMf16_AVX512	VFMADD132PH	1666
4623	VFMADD132PH_ZMMf16_MASKmskw_ZMMf16_MEMf16_AVX512	VFMADD132PH	1666
4624	VFMADD132PH_ZMMf16_MASKmskw_ZMMf16_ZMMf16_AVX512	VFMADD132PH	1666
4625	VFMADD132PS_XMMdq_XMMdq_MEMdq	VFMADD132PS	699
4626	VFMADD132PS_XMMdq_XMMdq_XMMdq	VFMADD132PS	699
4627	VFMADD132PS_XMMf32_MASKmskw_XMMf32_MEMf32_AVX512	VFMADD132PS	699
4628	VFMADD132PS_XMMf32_MASKmskw_XMMf32_XMMf32_AVX512	VFMADD132PS	699
4629	VFMADD132PS_YMMf32_MASKmskw_YMMf32_MEMf32_AVX512	VFMADD132PS	699
4630	VFMADD132PS_YMMf32_MASKmskw_YMMf32_YMMf32_AVX512	VFMADD132PS	699
4631	VFMADD132PS_YMMqq_YMMqq_MEMqq	VFMADD132PS	699
4632	VFMADD132PS_YMMqq_YMMqq_YMMqq	VFMADD132PS	699
4633	VFMADD132PS_ZMMf32_MASKmskw_ZMMf32_MEMf32_AVX512	VFMADD132PS	699
4634	VFMADD132PS_ZMMf32_MASKmskw_ZMMf32_ZMMf32_AVX512	VFMADD132PS	699
4635	VFMADD132SD_XMMdq_XMMq_MEMq	VFMADD132SD	704
4636	VFMADD132SD_XMMdq_XMMq_XMMq	VFMADD132SD	704
4637	VFMADD132SD_XMMf64_MASKmskw_XMMf64_MEMf64_AVX512	VFMADD132SD	704
4638	VFMADD132SD_XMMf64_MASKmskw_XMMf64_XMMf64_AVX512	VFMADD132SD	704
4639	VFMADD132SH_XMMf16_MASKmskw_XMMf16_MEMf16_AVX512	VFMADD132SH	1667
4640	VFMADD132SH_XMMf16_MASKmskw_XMMf16_XMMf16_AVX512	VFMADD132SH	1667
4641	VFMADD132SS_XMMdq_XMMd_MEMd	VFMADD132SS	703
4642	VFMADD132SS_XMMdq_XMMd_XMMd	VFMADD132SS	703
4643	VFMADD132SS_XMMf32_MASKmskw_XMMf32_MEMf32_AVX512	VFMADD132SS	703
4644	VFMADD132SS_XMMf32_MASKmskw_XMMf32_XMMf32_AVX512	VFMADD132SS	703
4645	VFMADD213BF16_XMMbf16_MASKmskw_XMMbf16_MEMbf16_AVX512	VFMADD213BF16	1668
4646	VFMADD213BF16_XMMbf16_MASKmskw_XMMbf16_XMMbf16_AVX512	VFMADD213BF16	1668
4647	VFMADD213BF16_YMMbf16_MASKmskw_YMMbf16_MEMbf16_AVX512	VFMADD213BF16	1668
4648	VFMADD213BF16_YMMbf16_MASKmskw_YMMbf16_YMMbf16_AVX512	VFMADD213BF16	1668
4649	VFMADD213BF16_ZMMbf16_MASKmskw_ZMMbf16_MEMbf16_AVX512	VFMADD213BF16	1668
4650	VFMADD213BF16_ZMMbf16_MASKmskw_ZMMbf16_ZMMbf16_AVX512	VFMADD213BF16	1668
4651	VFMADD213PD_XMMdq_XMMdq_MEMdq	VFMADD213PD	743
4652	VFMADD213PD_XMMdq_XMMdq_XMMdq	VFMADD213PD	743
4653	VFMADD213PD_XMMf64_MASKmskw_XMMf64_MEMf64_AVX512	VFMADD213PD	743
4654	VFMADD213PD_XMMf64_MASKmskw_XMMf64_XMMf64_AVX512	VFMADD213PD	743
4655	VFMADD213PD_YMMf64_MASKmskw_YMMf64_MEMf64_AVX512	VFMADD213PD	743
4656	VFMADD213PD_YMMf64_MASKmskw_YMMf64_YMMf64_AVX512	VFMADD213PD	743
4657	VFMADD213PD_YMMqq_YMMqq_MEMqq	VFMADD213PD	743
4658	VFMADD213PD_YMMqq_YMMqq_YMMqq	VFMADD213PD	743
4659	VFMADD213PD_ZMMf64_MASKmskw_ZMMf64_MEMf64_AVX512	VFMADD213PD	743
4660	VFMADD213PD_ZMMf64_MASKmskw_ZMMf64_ZMMf64_AVX512	VFMADD213PD	743
4661	VFMADD213PH_XMMf16_MASKmskw_XMMf16_MEMf16_AVX512	VFMADD213PH	1669
4662	VFMADD213PH_XMMf16_MASKmskw_XMMf16_XMMf16_AVX512	VFMADD213PH	1669
4663	VFMADD213PH_YMMf16_MASKmskw_YMMf16_MEMf16_AVX512	VFMADD213PH	1669
4664	VFMADD213PH_YMMf16_MASKmskw_YMMf16_YMMf16_AVX512	VFMADD213PH	1669
4665	VFMADD213PH_ZMMf16_MASKmskw_ZMMf16_MEMf16_AVX512	VFMADD213PH	1669
4666	VFMADD213PH_ZMMf16_MASKmskw_ZMMf16_ZMMf16_AVX512	VFMADD213PH	1669
4667	VFMADD213PS_XMMdq_XMMdq_MEMdq	VFMADD213PS	700
4668	VFMADD213PS_XMMdq_XMMdq_XMMdq	VFMADD213PS	700
4669	VFMADD213PS_XMMf32_MASKmskw_XMMf32_MEMf32_AVX512	VFMADD213PS	700
4670	VFMADD213PS_XMMf32_MASKmskw_XMMf32_XMMf32_AVX512	VFMADD213PS	700
4671	VFMADD213PS_YMMf32_MASKmskw_YMMf32_MEMf32_AVX512	VFMADD213PS	700
4672	VFMADD213PS_YMMf32_MASKmskw_YMMf32_YMMf32_AVX512	VFMADD213PS	700
4673	VFMADD213PS_YMMqq_YMMqq_MEMqq	VFMADD213PS	700
4674	VFMADD213PS_YMMqq_YMMqq_YMMqq	VFMADD213PS	700
4675	VFMADD213PS_ZMMf32_MASKmskw_ZMMf32_MEMf32_AVX512	VFMADD213PS	700
4676	VFMADD213PS_ZMMf32_MASKmskw_ZMMf32_ZMMf32_AVX512	VFMADD213PS	700
4677	VFMADD213SD_XMMdq_XMMq_MEMq	VFMADD213SD	746
4678	VFMADD213SD_XMMdq_XMMq_XMMq	VFMADD213SD	746
4679	VFMADD213SD_XMMf64_MASKmskw_XMMf64_MEMf64_AVX512	VFMADD213SD	746
4680	VFMADD213SD_XMMf64_MASKmskw_XMMf64_XMMf64_AVX512	VFMADD213SD	746
4681	VFMADD213SH_XMMf16_MASKmskw_XMMf16_MEMf16_AVX512	VFMADD213SH	1670
4682	VFMADD213SH_XMMf16_MASKmskw_XMMf16_XMMf16_AVX512	VFMADD213SH	1670
4683	VFMADD213SS_XMMdq_XMMd_MEMd	VFMADD213SS	745
4684	VFMADD213SS_XMMdq_XMMd_XMMd	VFMADD213SS	745
4685	VFMADD213SS_XMMf32_MASKmskw_XMMf32_MEMf32_AVX512	VFMADD213SS	745
4686	VFMADD213SS_XMMf32_MASKmskw_XMMf32_XMMf32_AVX512	VFMADD213SS	745
4687	VFMADD231BF16_XMMbf16_MASKmskw_XMMbf16_MEMbf16_AVX512	VFMADD231BF16	1671
4688	VFMADD231BF16_XMMbf16_MASKmskw_XMMbf16_XMMbf16_AVX512	VFMADD231BF16	1671
4689	VFMADD231BF16_YMMbf16_MASKmskw_YMMbf16_MEMbf16_AVX512	VFMADD231BF16	1671
4690	VFMADD231BF16_YMMbf16_MASKmskw_YMMbf16_YMMbf16_AVX512	VFMADD231BF16	1671
4691	VFMADD231BF16_ZMMbf16_MASKmskw_ZMMbf16_MEMbf16_AVX512	VFMADD231BF16	1671
4692	VFMADD231BF16_ZMMbf16_MASKmskw_ZMMbf16_ZMMbf16_AVX512	VFMADD231BF16	1671
4693	VFMADD231PD_XMMdq_XMMdq_MEMdq	VFMADD231PD	744
4694	VFMADD231PD_XMMdq_XMMdq_XMMdq	VFMADD231PD	744
4695	VFMADD231PD_XMMf64_MASKmskw_XMMf64_MEMf64_AVX512	VFMADD231PD	744
4696	VFMADD231PD_XMMf64_MASKmskw_XMMf64_XMMf64_AVX512	VFMADD231PD	744
4697	VFMADD231PD_YMMf64_MASKmskw_YMMf64_MEMf64_AVX512	VFMADD231PD	744
