descriptor_index	iform_id	name_id	group_id	decode_bit_id	decode_bitmap_index	decode_bitmap_mask	iclass	isa_set
6595	5048	759	183	131	2	0x0000000000000008	VFMSUBADD231PS	AVX512F_512
6596	4695	744	180	128	2	0x0000000000000001	VFMADD231PD	AVX512F_128
6597	4696	744	180	128	2	0x0000000000000001	VFMADD231PD	AVX512F_128
6598	4697	744	182	130	2	0x0000000000000004	VFMADD231PD	AVX512F_256
6599	4698	744	182	130	2	0x0000000000000004	VFMADD231PD	AVX512F_256
6600	4701	744	183	131	2	0x0000000000000008	VFMADD231PD	AVX512F_512
6601	4702	744	183	131	2	0x0000000000000008	VFMADD231PD	AVX512F_512
6602	4702	744	183	131	2	0x0000000000000008	VFMADD231PD	AVX512F_512
6603	4711	701	180	128	2	0x0000000000000001	VFMADD231PS	AVX512F_128
6604	4712	701	180	128	2	0x0000000000000001	VFMADD231PS	AVX512F_128
6605	4713	701	182	130	2	0x0000000000000004	VFMADD231PS	AVX512F_256
6606	4714	701	182	130	2	0x0000000000000004	VFMADD231PS	AVX512F_256
6607	4717	701	183	131	2	0x0000000000000008	VFMADD231PS	AVX512F_512
6608	4718	701	183	131	2	0x0000000000000008	VFMADD231PS	AVX512F_512
6609	4718	701	183	131	2	0x0000000000000008	VFMADD231PS	AVX512F_512
6610	4721	748	185	133	2	0x0000000000000020	VFMADD231SD	AVX512F_SCALAR
6611	4722	748	185	133	2	0x0000000000000020	VFMADD231SD	AVX512F_SCALAR
6612	4722	748	185	133	2	0x0000000000000020	VFMADD231SD	AVX512F_SCALAR
6613	4727	747	185	133	2	0x0000000000000020	VFMADD231SS	AVX512F_SCALAR
6614	4728	747	185	133	2	0x0000000000000020	VFMADD231SS	AVX512F_SCALAR
6615	4728	747	185	133	2	0x0000000000000020	VFMADD231SS	AVX512F_SCALAR
6616	4937	770	180	128	2	0x0000000000000001	VFMSUB231PD	AVX512F_128
6617	4938	770	180	128	2	0x0000000000000001	VFMSUB231PD	AVX512F_128
6618	4939	770	182	130	2	0x0000000000000004	VFMSUB231PD	AVX512F_256
6619	4940	770	182	130	2	0x0000000000000004	VFMSUB231PD	AVX512F_256
6620	4943	770	183	131	2	0x0000000000000008	VFMSUB231PD	AVX512F_512
6621	4944	770	183	131	2	0x0000000000000008	VFMSUB231PD	AVX512F_512
6622	4944	770	183	131	2	0x0000000000000008	VFMSUB231PD	AVX512F_512
6623	4953	769	180	128	2	0x0000000000000001	VFMSUB231PS	AVX512F_128
6624	4954	769	180	128	2	0x0000000000000001	VFMSUB231PS	AVX512F_128
6625	4955	769	182	130	2	0x0000000000000004	VFMSUB231PS	AVX512F_256
6626	4956	769	182	130	2	0x0000000000000004	VFMSUB231PS	AVX512F_256
6627	4959	769	183	131	2	0x0000000000000008	VFMSUB231PS	AVX512F_512
6628	4960	769	183	131	2	0x0000000000000008	VFMSUB231PS	AVX512F_512
6629	4960	769	183	131	2	0x0000000000000008	VFMSUB231PS	AVX512F_512
6630	4963	772	185	133	2	0x0000000000000020	VFMSUB231SD	AVX512F_SCALAR
6631	4964	772	185	133	2	0x0000000000000020	VFMSUB231SD	AVX512F_SCALAR
6632	4964	772	185	133	2	0x0000000000000020	VFMSUB231SD	AVX512F_SCALAR
6633	4969	771	185	133	2	0x0000000000000020	VFMSUB231SS	AVX512F_SCALAR
6634	4970	771	185	133	2	0x0000000000000020	VFMSUB231SS	AVX512F_SCALAR
6635	4970	771	185	133	2	0x0000000000000020	VFMSUB231SS	AVX512F_SCALAR
6636	5179	782	180	128	2	0x0000000000000001	VFNMADD231PD	AVX512F_128
6637	5180	782	180	128	2	0x0000000000000001	VFNMADD231PD	AVX512F_128
6638	5181	782	182	130	2	0x0000000000000004	VFNMADD231PD	AVX512F_256
6639	5182	782	182	130	2	0x0000000000000004	VFNMADD231PD	AVX512F_256
6640	5185	782	183	131	2	0x0000000000000008	VFNMADD231PD	AVX512F_512
6641	5186	782	183	131	2	0x0000000000000008	VFNMADD231PD	AVX512F_512
6642	5186	782	183	131	2	0x0000000000000008	VFNMADD231PD	AVX512F_512
6643	5195	781	180	128	2	0x0000000000000001	VFNMADD231PS	AVX512F_128
6644	5196	781	180	128	2	0x0000000000000001	VFNMADD231PS	AVX512F_128
6645	5197	781	182	130	2	0x0000000000000004	VFNMADD231PS	AVX512F_256
6646	5198	781	182	130	2	0x0000000000000004	VFNMADD231PS	AVX512F_256
6647	5201	781	183	131	2	0x0000000000000008	VFNMADD231PS	AVX512F_512
6648	5202	781	183	131	2	0x0000000000000008	VFNMADD231PS	AVX512F_512
6649	5202	781	183	131	2	0x0000000000000008	VFNMADD231PS	AVX512F_512
6650	5205	784	185	133	2	0x0000000000000020	VFNMADD231SD	AVX512F_SCALAR
6651	5206	784	185	133	2	0x0000000000000020	VFNMADD231SD	AVX512F_SCALAR
6652	5206	784	185	133	2	0x0000000000000020	VFNMADD231SD	AVX512F_SCALAR
6653	5211	783	185	133	2	0x0000000000000020	VFNMADD231SS	AVX512F_SCALAR
6654	5212	783	185	133	2	0x0000000000000020	VFNMADD231SS	AVX512F_SCALAR
6655	5212	783	185	133	2	0x0000000000000020	VFNMADD231SS	AVX512F_SCALAR
6656	5323	794	180	128	2	0x0000000000000001	VFNMSUB231PD	AVX512F_128
6657	5324	794	180	128	2	0x0000000000000001	VFNMSUB231PD	AVX512F_128
6658	5325	794	182	130	2	0x0000000000000004	VFNMSUB231PD	AVX512F_256
6659	5326	794	182	130	2	0x0000000000000004	VFNMSUB231PD	AVX512F_256
6660	5329	794	183	131	2	0x0000000000000008	VFNMSUB231PD	AVX512F_512
6661	5330	794	183	131	2	0x0000000000000008	VFNMSUB231PD	AVX512F_512
6662	5330	794	183	131	2	0x0000000000000008	VFNMSUB231PD	AVX512F_512
6663	5339	793	180	128	2	0x0000000000000001	VFNMSUB231PS	AVX512F_128
6664	5340	793	180	128	2	0x0000000000000001	VFNMSUB231PS	AVX512F_128
6665	5341	793	182	130	2	0x0000000000000004	VFNMSUB231PS	AVX512F_256
6666	5342	793	182	130	2	0x0000000000000004	VFNMSUB231PS	AVX512F_256
6667	5345	793	183	131	2	0x0000000000000008	VFNMSUB231PS	AVX512F_512
6668	5346	793	183	131	2	0x0000000000000008	VFNMSUB231PS	AVX512F_512
6669	5346	793	183	131	2	0x0000000000000008	VFNMSUB231PS	AVX512F_512
6670	5349	796	185	133	2	0x0000000000000020	VFNMSUB231SD	AVX512F_SCALAR
6671	5350	796	185	133	2	0x0000000000000020	VFNMSUB231SD	AVX512F_SCALAR
6672	5350	796	185	133	2	0x0000000000000020	VFNMSUB231SD	AVX512F_SCALAR
6673	5355	795	185	133	2	0x0000000000000020	VFNMSUB231SS	AVX512F_SCALAR
6674	5356	795	185	133	2	0x0000000000000020	VFNMSUB231SS	AVX512F_SCALAR
6675	5356	795	185	133	2	0x0000000000000020	VFNMSUB231SS	AVX512F_SCALAR
6676	6598	1089	168	116	1	0x0010000000000000	VPCONFLICTD	AVX512CD_128
6677	6599	1089	168	116	1	0x0010000000000000	VPCONFLICTD	AVX512CD_128
6678	6600	1089	169	117	1	0x0020000000000000	VPCONFLICTD	AVX512CD_256
6679	6601	1089	169	117	1	0x0020000000000000	VPCONFLICTD	AVX512CD_256
6680	6602	1089	170	118	1	0x0040000000000000	VPCONFLICTD	AVX512CD_512
6681	6603	1089	170	118	1	0x0040000000000000	VPCONFLICTD	AVX512CD_512
6682	6604	1090	168	116	1	0x0010000000000000	VPCONFLICTQ	AVX512CD_128
6683	6605	1090	168	116	1	0x0010000000000000	VPCONFLICTQ	AVX512CD_128
6684	6606	1090	169	117	1	0x0020000000000000	VPCONFLICTQ	AVX512CD_256
6685	6607	1090	169	117	1	0x0020000000000000	VPCONFLICTQ	AVX512CD_256
6686	6608	1090	170	118	1	0x0040000000000000	VPCONFLICTQ	AVX512CD_512
6687	6609	1090	170	118	1	0x0040000000000000	VPCONFLICTQ	AVX512CD_512
6688	5427	1720	186	134	2	0x0000000000000040	VGATHERPF0DPD	AVX512PF_512
6689	5428	1721	186	134	2	0x0000000000000040	VGATHERPF0DPS	AVX512PF_512
6690	5431	1724	186	134	2	0x0000000000000040	VGATHERPF1DPD	AVX512PF_512
6691	5432	1725	186	134	2	0x0000000000000040	VGATHERPF1DPS	AVX512PF_512
6692	8631	1987	186	134	2	0x0000000000000040	VSCATTERPF0DPD	AVX512PF_512
6693	8632	1988	186	134	2	0x0000000000000040	VSCATTERPF0DPS	AVX512PF_512
6694	8635	1991	186	134	2	0x0000000000000040	VSCATTERPF1DPD	AVX512PF_512
6695	8636	1992	186	134	2	0x0000000000000040	VSCATTERPF1DPS	AVX512PF_512
6696	5429	1722	186	134	2	0x0000000000000040	VGATHERPF0QPD	AVX512PF_512
6697	5430	1723	186	134	2	0x0000000000000040	VGATHERPF0QPS	AVX512PF_512
6698	5433	1726	186	134	2	0x0000000000000040	VGATHERPF1QPD	AVX512PF_512
6699	5434	1727	186	134	2	0x0000000000000040	VGATHERPF1QPS	AVX512PF_512
6700	8633	1989	186	134	2	0x0000000000000040	VSCATTERPF0QPD	AVX512PF_512
6701	8634	1990	186	134	2	0x0000000000000040	VSCATTERPF0QPS	AVX512PF_512
6702	8637	1993	186	134	2	0x0000000000000040	VSCATTERPF1QPD	AVX512PF_512
6703	8638	1994	186	134	2	0x0000000000000040	VSCATTERPF1QPS	AVX512PF_512
6704	4523	1642	178	126	1	0x4000000000000000	VEXP2PD	AVX512ER_512
6705	4524	1642	178	126	1	0x4000000000000000	VEXP2PD	AVX512ER_512
6706	4524	1642	178	126	1	0x4000000000000000	VEXP2PD	AVX512ER_512
6707	4525	1643	178	126	1	0x4000000000000000	VEXP2PS	AVX512ER_512
6708	4526	1643	178	126	1	0x4000000000000000	VEXP2PS	AVX512ER_512
6709	4526	1643	178	126	1	0x4000000000000000	VEXP2PS	AVX512ER_512
6710	8451	1942	178	126	1	0x4000000000000000	VRCP28PD	AVX512ER_512
6711	8452	1942	178	126	1	0x4000000000000000	VRCP28PD	AVX512ER_512
6712	8452	1942	178	126	1	0x4000000000000000	VRCP28PD	AVX512ER_512
6713	8453	1943	178	126	1	0x4000000000000000	VRCP28PS	AVX512ER_512
6714	8454	1943	178	126	1	0x4000000000000000	VRCP28PS	AVX512ER_512
6715	8454	1943	178	126	1	0x4000000000000000	VRCP28PS	AVX512ER_512
6716	8455	1944	179	127	1	0x8000000000000000	VRCP28SD	AVX512ER_SCALAR
6717	8456	1944	179	127	1	0x8000000000000000	VRCP28SD	AVX512ER_SCALAR
6718	8456	1944	179	127	1	0x8000000000000000	VRCP28SD	AVX512ER_SCALAR
6719	8457	1945	179	127	1	0x8000000000000000	VRCP28SS	AVX512ER_SCALAR
6720	8458	1945	179	127	1	0x8000000000000000	VRCP28SS	AVX512ER_SCALAR
6721	8458	1945	179	127	1	0x8000000000000000	VRCP28SS	AVX512ER_SCALAR
6722	8567	1971	178	126	1	0x4000000000000000	VRSQRT28PD	AVX512ER_512
6723	8568	1971	178	126	1	0x4000000000000000	VRSQRT28PD	AVX512ER_512
6724	8568	1971	178	126	1	0x4000000000000000	VRSQRT28PD	AVX512ER_512
6725	8569	1972	178	126	1	0x4000000000000000	VRSQRT28PS	AVX512ER_512
6726	8570	1972	178	126	1	0x4000000000000000	VRSQRT28PS	AVX512ER_512
6727	8570	1972	178	126	1	0x4000000000000000	VRSQRT28PS	AVX512ER_512
6728	8571	1973	179	127	1	0x8000000000000000	VRSQRT28SD	AVX512ER_SCALAR
6729	8572	1973	179	127	1	0x8000000000000000	VRSQRT28SD	AVX512ER_SCALAR
6730	8572	1973	179	127	1	0x8000000000000000	VRSQRT28SD	AVX512ER_SCALAR
6731	8573	1974	179	127	1	0x8000000000000000	VRSQRT28SS	AVX512ER_SCALAR
6732	8574	1974	179	127	1	0x8000000000000000	VRSQRT28SS	AVX512ER_SCALAR
6733	8574	1974	179	127	1	0x8000000000000000	VRSQRT28SS	AVX512ER_SCALAR
6734	5525	1739	208	156	2	0x0000000010000000	VGF2P8MULB	AVX512_GFNI_128
6735	5526	1739	208	156	2	0x0000000010000000	VGF2P8MULB	AVX512_GFNI_128
6736	5529	1739	209	157	2	0x0000000020000000	VGF2P8MULB	AVX512_GFNI_256
6737	5530	1739	209	157	2	0x0000000020000000	VGF2P8MULB	AVX512_GFNI_256
6738	5533	1739	210	158	2	0x0000000040000000	VGF2P8MULB	AVX512_GFNI_512
6739	5534	1739	210	158	2	0x0000000040000000	VGF2P8MULB	AVX512_GFNI_512
6740	6720	1110	244	192	3	0x0000000000000001	VPDPWSUD	AVX512_VNNI_INT16_128
6741	6721	1110	244	192	3	0x0000000000000001	VPDPWSUD	AVX512_VNNI_INT16_128
6742	6724	1110	245	193	3	0x0000000000000002	VPDPWSUD	AVX512_VNNI_INT16_256
6743	6725	1110	245	193	3	0x0000000000000002	VPDPWSUD	AVX512_VNNI_INT16_256
6744	6728	1110	246	194	3	0x0000000000000004	VPDPWSUD	AVX512_VNNI_INT16_512
6745	6729	1110	246	194	3	0x0000000000000004	VPDPWSUD	AVX512_VNNI_INT16_512
6746	6740	1112	244	192	3	0x0000000000000001	VPDPWUSD	AVX512_VNNI_INT16_128
6747	6741	1112	244	192	3	0x0000000000000001	VPDPWUSD	AVX512_VNNI_INT16_128
6748	6744	1112	245	193	3	0x0000000000000002	VPDPWUSD	AVX512_VNNI_INT16_256
6749	6745	1112	245	193	3	0x0000000000000002	VPDPWUSD	AVX512_VNNI_INT16_256
6750	6748	1112	246	194	3	0x0000000000000004	VPDPWUSD	AVX512_VNNI_INT16_512
6751	6749	1112	246	194	3	0x0000000000000004	VPDPWUSD	AVX512_VNNI_INT16_512
6752	6760	1114	244	192	3	0x0000000000000001	VPDPWUUD	AVX512_VNNI_INT16_128
6753	6761	1114	244	192	3	0x0000000000000001	VPDPWUUD	AVX512_VNNI_INT16_128
6754	6764	1114	245	193	3	0x0000000000000002	VPDPWUUD	AVX512_VNNI_INT16_256
6755	6765	1114	245	193	3	0x0000000000000002	VPDPWUUD	AVX512_VNNI_INT16_256
6756	6768	1114	246	194	3	0x0000000000000004	VPDPWUUD	AVX512_VNNI_INT16_512
6757	6769	1114	246	194	3	0x0000000000000004	VPDPWUUD	AVX512_VNNI_INT16_512
6758	6710	1111	244	192	3	0x0000000000000001	VPDPWSUDS	AVX512_VNNI_INT16_128
6759	6711	1111	244	192	3	0x0000000000000001	VPDPWSUDS	AVX512_VNNI_INT16_128
6760	6714	1111	245	193	3	0x0000000000000002	VPDPWSUDS	AVX512_VNNI_INT16_256
6761	6715	1111	245	193	3	0x0000000000000002	VPDPWSUDS	AVX512_VNNI_INT16_256
6762	6718	1111	246	194	3	0x0000000000000004	VPDPWSUDS	AVX512_VNNI_INT16_512
6763	6719	1111	246	194	3	0x0000000000000004	VPDPWSUDS	AVX512_VNNI_INT16_512
6764	6730	1113	244	192	3	0x0000000000000001	VPDPWUSDS	AVX512_VNNI_INT16_128
6765	6731	1113	244	192	3	0x0000000000000001	VPDPWUSDS	AVX512_VNNI_INT16_128
6766	6734	1113	245	193	3	0x0000000000000002	VPDPWUSDS	AVX512_VNNI_INT16_256
6767	6735	1113	245	193	3	0x0000000000000002	VPDPWUSDS	AVX512_VNNI_INT16_256
6768	6738	1113	246	194	3	0x0000000000000004	VPDPWUSDS	AVX512_VNNI_INT16_512
6769	6739	1113	246	194	3	0x0000000000000004	VPDPWUSDS	AVX512_VNNI_INT16_512
6770	6750	1115	244	192	3	0x0000000000000001	VPDPWUUDS	AVX512_VNNI_INT16_128
6771	6751	1115	244	192	3	0x0000000000000001	VPDPWUUDS	AVX512_VNNI_INT16_128
6772	6754	1115	245	193	3	0x0000000000000002	VPDPWUUDS	AVX512_VNNI_INT16_256
6773	6755	1115	245	193	3	0x0000000000000002	VPDPWUUDS	AVX512_VNNI_INT16_256
6774	6758	1115	246	194	3	0x0000000000000004	VPDPWUUDS	AVX512_VNNI_INT16_512
6775	6759	1115	246	194	3	0x0000000000000004	VPDPWUUDS	AVX512_VNNI_INT16_512
6776	8691	891	303	250	3	0x0400000000000000	VSM4KEY4	SM4_128
6777	8693	891	303	250	3	0x0400000000000000	VSM4KEY4	SM4_128
6778	8695	891	304	251	3	0x0800000000000000	VSM4KEY4	SM4_256
6779	8697	891	304	251	3	0x0800000000000000	VSM4KEY4	SM4_256
6780	8698	891	305	252	3	0x1000000000000000	VSM4KEY4	SM4_512
6781	8699	891	305	252	3	0x1000000000000000	VSM4KEY4	SM4_512
6782	8701	892	303	250	3	0x0400000000000000	VSM4RNDS4	SM4_128
6783	8703	892	303	250	3	0x0400000000000000	VSM4RNDS4	SM4_128
6784	8705	892	304	251	3	0x0800000000000000	VSM4RNDS4	SM4_256
6785	8707	892	304	251	3	0x0800000000000000	VSM4RNDS4	SM4_256
6786	8708	892	305	252	3	0x1000000000000000	VSM4RNDS4	SM4_512
6787	8709	892	305	252	3	0x1000000000000000	VSM4RNDS4	SM4_512
6788	3447	735	229	177	2	0x0002000000000000	VAESENC	AVX512_VAES_128
6789	3448	735	229	177	2	0x0002000000000000	VAESENC	AVX512_VAES_128
6790	3450	735	230	178	2	0x0004000000000000	VAESENC	AVX512_VAES_256
6791	3452	735	230	178	2	0x0004000000000000	VAESENC	AVX512_VAES_256
6792	3453	735	231	179	2	0x0008000000000000	VAESENC	AVX512_VAES_512
6793	3454	735	231	179	2	0x0008000000000000	VAESENC	AVX512_VAES_512
6794	3437	797	229	177	2	0x0002000000000000	VAESENCLAST	AVX512_VAES_128
6795	3438	797	229	177	2	0x0002000000000000	VAESENCLAST	AVX512_VAES_128
6796	3440	797	230	178	2	0x0004000000000000	VAESENCLAST	AVX512_VAES_256
6797	3442	797	230	178	2	0x0004000000000000	VAESENCLAST	AVX512_VAES_256
6798	3443	797	231	179	2	0x0008000000000000	VAESENCLAST	AVX512_VAES_512
6799	3444	797	231	179	2	0x0008000000000000	VAESENCLAST	AVX512_VAES_512
6800	3427	798	229	177	2	0x0002000000000000	VAESDEC	AVX512_VAES_128
6801	3428	798	229	177	2	0x0002000000000000	VAESDEC	AVX512_VAES_128
6802	3430	798	230	178	2	0x0004000000000000	VAESDEC	AVX512_VAES_256
6803	3432	798	230	178	2	0x0004000000000000	VAESDEC	AVX512_VAES_256
6804	3433	798	231	179	2	0x0008000000000000	VAESDEC	AVX512_VAES_512
6805	3434	798	231	179	2	0x0008000000000000	VAESDEC	AVX512_VAES_512
6806	3417	799	229	177	2	0x0002000000000000	VAESDECLAST	AVX512_VAES_128
6807	3418	799	229	177	2	0x0002000000000000	VAESDECLAST	AVX512_VAES_128
6808	3420	799	230	178	2	0x0004000000000000	VAESDECLAST	AVX512_VAES_256
6809	3422	799	230	178	2	0x0004000000000000	VAESDECLAST	AVX512_VAES_256
6810	3423	799	231	179	2	0x0008000000000000	VAESDECLAST	AVX512_VAES_512
6811	3424	799	231	179	2	0x0008000000000000	VAESDECLAST	AVX512_VAES_512
6812	834	1283	131	79	1	0x0000000000008000	CMPOXADD	APX_F_CMPCCXADD
6813	836	1283	131	79	1	0x0000000000008000	CMPOXADD	APX_F_CMPCCXADD
6814	818	1279	131	79	1	0x0000000000008000	CMPNOXADD	APX_F_CMPCCXADD
6815	820	1279	131	79	1	0x0000000000008000	CMPNOXADD	APX_F_CMPCCXADD
6816	790	1272	131	79	1	0x0000000000008000	CMPBXADD	APX_F_CMPCCXADD
6817	792	1272	131	79	1	0x0000000000008000	CMPBXADD	APX_F_CMPCCXADD
6818	806	1276	131	79	1	0x0000000000008000	CMPNBXADD	APX_F_CMPCCXADD
6819	808	1276	131	79	1	0x0000000000008000	CMPNBXADD	APX_F_CMPCCXADD
6820	868	1290	131	79	1	0x0000000000008000	CMPZXADD	APX_F_CMPCCXADD
6821	870	1290	131	79	1	0x0000000000008000	CMPZXADD	APX_F_CMPCCXADD
6822	830	1282	131	79	1	0x0000000000008000	CMPNZXADD	APX_F_CMPCCXADD
6823	832	1282	131	79	1	0x0000000000008000	CMPNZXADD	APX_F_CMPCCXADD
6824	786	1271	131	79	1	0x0000000000008000	CMPBEXADD	APX_F_CMPCCXADD
6825	788	1271	131	79	1	0x0000000000008000	CMPBEXADD	APX_F_CMPCCXADD
6826	802	1275	131	79	1	0x0000000000008000	CMPNBEXADD	APX_F_CMPCCXADD
6827	804	1275	131	79	1	0x0000000000008000	CMPNBEXADD	APX_F_CMPCCXADD
6828	854	1286	131	79	1	0x0000000000008000	CMPSXADD	APX_F_CMPCCXADD
6829	856	1286	131	79	1	0x0000000000008000	CMPSXADD	APX_F_CMPCCXADD
6830	826	1281	131	79	1	0x0000000000008000	CMPNSXADD	APX_F_CMPCCXADD
6831	828	1281	131	79	1	0x0000000000008000	CMPNSXADD	APX_F_CMPCCXADD
6832	842	1284	131	79	1	0x0000000000008000	CMPPXADD	APX_F_CMPCCXADD
6833	844	1284	131	79	1	0x0000000000008000	CMPPXADD	APX_F_CMPCCXADD
6834	822	1280	131	79	1	0x0000000000008000	CMPNPXADD	APX_F_CMPCCXADD
6835	824	1280	131	79	1	0x0000000000008000	CMPNPXADD	APX_F_CMPCCXADD
6836	798	1274	131	79	1	0x0000000000008000	CMPLXADD	APX_F_CMPCCXADD
6837	800	1274	131	79	1	0x0000000000008000	CMPLXADD	APX_F_CMPCCXADD
6838	814	1278	131	79	1	0x0000000000008000	CMPNLXADD	APX_F_CMPCCXADD
6839	816	1278	131	79	1	0x0000000000008000	CMPNLXADD	APX_F_CMPCCXADD
6840	794	1273	131	79	1	0x0000000000008000	CMPLEXADD	APX_F_CMPCCXADD
6841	796	1273	131	79	1	0x0000000000008000	CMPLEXADD	APX_F_CMPCCXADD
6842	810	1277	131	79	1	0x0000000000008000	CMPNLEXADD	APX_F_CMPCCXADD
6843	812	1277	131	79	1	0x0000000000008000	CMPNLEXADD	APX_F_CMPCCXADD
6844	183	684	126	74	1	0x0000000000000400	ANDN	APX_F_BMI1
6845	184	684	127	75	1	0x0000000000000800	ANDN	APX_F_BMI1_N3
6846	185	684	126	74	1	0x0000000000000400	ANDN	APX_F_BMI1
6847	186	684	127	75	1	0x0000000000000800	ANDN	APX_F_BMI1_N3
6848	187	684	126	74	1	0x0000000000000400	ANDN	APX_F_BMI1
6849	188	684	127	75	1	0x0000000000000800	ANDN	APX_F_BMI1_N3
6850	189	684	126	74	1	0x0000000000000400	ANDN	APX_F_BMI1
6851	190	684	127	75	1	0x0000000000000800	ANDN	APX_F_BMI1_N3
6852	321	686	126	74	1	0x0000000000000400	BLSI	APX_F_BMI1
6853	322	686	127	75	1	0x0000000000000800	BLSI	APX_F_BMI1_N3
6854	323	686	126	74	1	0x0000000000000400	BLSI	APX_F_BMI1
6855	324	686	127	75	1	0x0000000000000800	BLSI	APX_F_BMI1_N3
6856	325	686	126	74	1	0x0000000000000400	BLSI	APX_F_BMI1
6857	326	686	127	75	1	0x0000000000000800	BLSI	APX_F_BMI1_N3
6858	327	686	126	74	1	0x0000000000000400	BLSI	APX_F_BMI1
6859	328	686	127	75	1	0x0000000000000800	BLSI	APX_F_BMI1_N3
6860	333	687	126	74	1	0x0000000000000400	BLSMSK	APX_F_BMI1
6861	334	687	127	75	1	0x0000000000000800	BLSMSK	APX_F_BMI1_N3
6862	335	687	126	74	1	0x0000000000000400	BLSMSK	APX_F_BMI1
6863	336	687	127	75	1	0x0000000000000800	BLSMSK	APX_F_BMI1_N3
6864	337	687	126	74	1	0x0000000000000400	BLSMSK	APX_F_BMI1
6865	338	687	127	75	1	0x0000000000000800	BLSMSK	APX_F_BMI1_N3
6866	339	687	126	74	1	0x0000000000000400	BLSMSK	APX_F_BMI1
6867	340	687	127	75	1	0x0000000000000800	BLSMSK	APX_F_BMI1_N3
6868	345	688	126	74	1	0x0000000000000400	BLSR	APX_F_BMI1
6869	346	688	127	75	1	0x0000000000000800	BLSR	APX_F_BMI1_N3
6870	347	688	126	74	1	0x0000000000000400	BLSR	APX_F_BMI1
6871	348	688	127	75	1	0x0000000000000800	BLSR	APX_F_BMI1_N3
6872	349	688	126	74	1	0x0000000000000400	BLSR	APX_F_BMI1
6873	350	688	127	75	1	0x0000000000000800	BLSR	APX_F_BMI1_N3
6874	351	688	126	74	1	0x0000000000000400	BLSR	APX_F_BMI1
6875	352	688	127	75	1	0x0000000000000800	BLSR	APX_F_BMI1_N3
6876	416	689	128	76	1	0x0000000000001000	BZHI	APX_F_BMI2
6877	417	689	129	77	1	0x0000000000002000	BZHI	APX_F_BMI2_N3
6878	418	689	128	76	1	0x0000000000001000	BZHI	APX_F_BMI2
6879	419	689	129	77	1	0x0000000000002000	BZHI	APX_F_BMI2_N3
6880	420	689	128	76	1	0x0000000000001000	BZHI	APX_F_BMI2
6881	421	689	129	77	1	0x0000000000002000	BZHI	APX_F_BMI2_N3
6882	422	689	128	76	1	0x0000000000001000	BZHI	APX_F_BMI2
6883	423	689	129	77	1	0x0000000000002000	BZHI	APX_F_BMI2_N3
6884	2088	691	128	76	1	0x0000000000001000	PDEP	APX_F_BMI2
6885	2089	691	128	76	1	0x0000000000001000	PDEP	APX_F_BMI2
6886	2090	691	128	76	1	0x0000000000001000	PDEP	APX_F_BMI2
6887	2091	691	128	76	1	0x0000000000001000	PDEP	APX_F_BMI2
6888	2106	692	128	76	1	0x0000000000001000	PEXT	APX_F_BMI2
6889	2107	692	128	76	1	0x0000000000001000	PEXT	APX_F_BMI2
6890	2108	692	128	76	1	0x0000000000001000	PEXT	APX_F_BMI2
6891	2109	692	128	76	1	0x0000000000001000	PEXT	APX_F_BMI2
6892	1803	690	128	76	1	0x0000000000001000	MULX	APX_F_BMI2
6893	1804	690	128	76	1	0x0000000000001000	MULX	APX_F_BMI2
6894	1805	690	128	76	1	0x0000000000001000	MULX	APX_F_BMI2
6895	1806	690	128	76	1	0x0000000000001000	MULX	APX_F_BMI2
6896	269	685	126	74	1	0x0000000000000400	BEXTR	APX_F_BMI1
6897	270	685	127	75	1	0x0000000000000800	BEXTR	APX_F_BMI1_N3
6898	271	685	126	74	1	0x0000000000000400	BEXTR	APX_F_BMI1
6899	272	685	127	75	1	0x0000000000000800	BEXTR	APX_F_BMI1_N3
6900	273	685	126	74	1	0x0000000000000400	BEXTR	APX_F_BMI1
6901	274	685	127	75	1	0x0000000000000800	BEXTR	APX_F_BMI1_N3
6902	275	685	126	74	1	0x0000000000000400	BEXTR	APX_F_BMI1
6903	276	685	127	75	1	0x0000000000000800	BEXTR	APX_F_BMI1_N3
6904	2756	694	128	76	1	0x0000000000001000	SARX	APX_F_BMI2
6905	2757	694	128	76	1	0x0000000000001000	SARX	APX_F_BMI2
6906	2758	694	128	76	1	0x0000000000001000	SARX	APX_F_BMI2
6907	2759	694	128	76	1	0x0000000000001000	SARX	APX_F_BMI2
6908	3000	695	128	76	1	0x0000000000001000	SHLX	APX_F_BMI2
6909	3001	695	128	76	1	0x0000000000001000	SHLX	APX_F_BMI2
6910	3002	695	128	76	1	0x0000000000001000	SHLX	APX_F_BMI2
6911	3003	695	128	76	1	0x0000000000001000	SHLX	APX_F_BMI2
6912	3084	696	128	76	1	0x0000000000001000	SHRX	APX_F_BMI2
6913	3085	696	128	76	1	0x0000000000001000	SHRX	APX_F_BMI2
6914	3086	696	128	76	1	0x0000000000001000	SHRX	APX_F_BMI2
6915	3087	696	128	76	1	0x0000000000001000	SHRX	APX_F_BMI2
6916	6892	1838	182	130	2	0x0000000000000004	VPERMQ	AVX512F_256
6917	6893	1838	182	130	2	0x0000000000000004	VPERMQ	AVX512F_256
6918	6896	1838	183	131	2	0x0000000000000008	VPERMQ	AVX512F_512
6919	6897	1838	183	131	2	0x0000000000000008	VPERMQ	AVX512F_512
6920	6874	1836	182	130	2	0x0000000000000004	VPERMPD	AVX512F_256
