form_id	instruction_set	minimum_architecture	required_features_all_atoms	source_form_id
1	A32	unresolved-strict		A32/dp/xldst/ldstxreg/STRH_r_A1_off
2	A32	unresolved-strict		A32/dp/xldst/ldstxreg/STRH_r_A1_post
3	A32	unresolved-strict		A32/dp/xldst/ldstxreg/STRH_r_A1_pre
4	A32	unresolved-strict		A32/dp/xldst/ldstxreg/LDRD_r_A1_off
5	A32	unresolved-strict		A32/dp/xldst/ldstxreg/LDRD_r_A1_post
6	A32	unresolved-strict		A32/dp/xldst/ldstxreg/LDRD_r_A1_pre
7	A32	unresolved-strict		A32/dp/xldst/ldstxreg/STRD_r_A1_off
8	A32	unresolved-strict		A32/dp/xldst/ldstxreg/STRD_r_A1_post
9	A32	unresolved-strict		A32/dp/xldst/ldstxreg/STRD_r_A1_pre
10	A32	unresolved-strict		A32/dp/xldst/ldstxreg/LDRH_r_A1_off
11	A32	unresolved-strict		A32/dp/xldst/ldstxreg/LDRH_r_A1_post
12	A32	unresolved-strict		A32/dp/xldst/ldstxreg/LDRH_r_A1_pre
13	A32	unresolved-strict		A32/dp/xldst/ldstxreg/LDRSB_r_A1_off
14	A32	unresolved-strict		A32/dp/xldst/ldstxreg/LDRSB_r_A1_post
15	A32	unresolved-strict		A32/dp/xldst/ldstxreg/LDRSB_r_A1_pre
16	A32	unresolved-strict		A32/dp/xldst/ldstxreg/LDRSH_r_A1_off
17	A32	unresolved-strict		A32/dp/xldst/ldstxreg/LDRSH_r_A1_post
18	A32	unresolved-strict		A32/dp/xldst/ldstxreg/LDRSH_r_A1_pre
19	A32	unresolved-strict		A32/dp/xldst/ldstxreg/STRHT_A2
20	A32	unresolved-strict		A32/dp/xldst/ldstxreg/LDRHT_A2
21	A32	unresolved-strict		A32/dp/xldst/ldstxreg/LDRSBT_A2
22	A32	unresolved-strict		A32/dp/xldst/ldstxreg/LDRSHT_A2
23	A32	unresolved-strict		A32/dp/xldst/ldstximm/LDRD_l_A1
24	A32	unresolved-strict		A32/dp/xldst/ldstximm/LDRH_l_A1
25	A32	unresolved-strict		A32/dp/xldst/ldstximm/LDRSB_l_A1
26	A32	unresolved-strict		A32/dp/xldst/ldstximm/LDRSH_l_A1
27	A32	unresolved-strict		A32/dp/xldst/ldstximm/LDRD_i_A1_off
28	A32	unresolved-strict		A32/dp/xldst/ldstximm/LDRD_i_A1_post
29	A32	unresolved-strict		A32/dp/xldst/ldstximm/LDRD_i_A1_pre
30	A32	unresolved-strict		A32/dp/xldst/ldstximm/STRH_i_A1_off
31	A32	unresolved-strict		A32/dp/xldst/ldstximm/STRH_i_A1_post
32	A32	unresolved-strict		A32/dp/xldst/ldstximm/STRH_i_A1_pre
33	A32	unresolved-strict		A32/dp/xldst/ldstximm/STRD_i_A1_off
34	A32	unresolved-strict		A32/dp/xldst/ldstximm/STRD_i_A1_post
35	A32	unresolved-strict		A32/dp/xldst/ldstximm/STRD_i_A1_pre
36	A32	unresolved-strict		A32/dp/xldst/ldstximm/LDRH_i_A1_off
37	A32	unresolved-strict		A32/dp/xldst/ldstximm/LDRH_i_A1_post
38	A32	unresolved-strict		A32/dp/xldst/ldstximm/LDRH_i_A1_pre
39	A32	unresolved-strict		A32/dp/xldst/ldstximm/LDRSB_i_A1_off
40	A32	unresolved-strict		A32/dp/xldst/ldstximm/LDRSB_i_A1_post
41	A32	unresolved-strict		A32/dp/xldst/ldstximm/LDRSB_i_A1_pre
42	A32	unresolved-strict		A32/dp/xldst/ldstximm/LDRSH_i_A1_off
43	A32	unresolved-strict		A32/dp/xldst/ldstximm/LDRSH_i_A1_post
44	A32	unresolved-strict		A32/dp/xldst/ldstximm/LDRSH_i_A1_pre
45	A32	unresolved-strict		A32/dp/xldst/ldstximm/STRHT_A1
46	A32	unresolved-strict		A32/dp/xldst/ldstximm/LDRHT_A1
47	A32	unresolved-strict		A32/dp/xldst/ldstximm/LDRSBT_A1
48	A32	unresolved-strict		A32/dp/xldst/ldstximm/LDRSHT_A1
49	A32	unresolved-strict		A32/dp/mul_word/MULS_A1
50	A32	unresolved-strict		A32/dp/mul_word/MUL_A1
51	A32	unresolved-strict		A32/dp/mul_word/MLAS_A1
52	A32	unresolved-strict		A32/dp/mul_word/MLA_A1
53	A32	unresolved-strict		A32/dp/mul_word/UMAAL_A1
54	A32	unresolved-strict		A32/dp/mul_word/MLS_A1
55	A32	unresolved-strict		A32/dp/mul_word/UMULLS_A1
56	A32	unresolved-strict		A32/dp/mul_word/UMULL_A1
57	A32	unresolved-strict		A32/dp/mul_word/UMLALS_A1
58	A32	unresolved-strict		A32/dp/mul_word/UMLAL_A1
59	A32	unresolved-strict		A32/dp/mul_word/SMULLS_A1
60	A32	unresolved-strict		A32/dp/mul_word/SMULL_A1
61	A32	unresolved-strict		A32/dp/mul_word/SMLALS_A1
62	A32	unresolved-strict		A32/dp/mul_word/SMLAL_A1
63	A32	unresolved-strict		A32/dp/sync/ldst_excl/STL_A1
64	A32	unresolved-strict		A32/dp/sync/ldst_excl/STLEX_A1
65	A32	unresolved-strict		A32/dp/sync/ldst_excl/STREX_A1
66	A32	unresolved-strict		A32/dp/sync/ldst_excl/LDA_A1
67	A32	unresolved-strict		A32/dp/sync/ldst_excl/LDAEX_A1
68	A32	unresolved-strict		A32/dp/sync/ldst_excl/LDREX_A1
69	A32	unresolved-strict		A32/dp/sync/ldst_excl/STLEXD_A1
70	A32	unresolved-strict		A32/dp/sync/ldst_excl/STREXD_A1
71	A32	unresolved-strict		A32/dp/sync/ldst_excl/LDAEXD_A1
72	A32	unresolved-strict		A32/dp/sync/ldst_excl/LDREXD_A1
73	A32	unresolved-strict		A32/dp/sync/ldst_excl/STLB_A1
74	A32	unresolved-strict		A32/dp/sync/ldst_excl/STLEXB_A1
75	A32	unresolved-strict		A32/dp/sync/ldst_excl/STREXB_A1
76	A32	unresolved-strict		A32/dp/sync/ldst_excl/LDAB_A1
77	A32	unresolved-strict		A32/dp/sync/ldst_excl/LDAEXB_A1
78	A32	unresolved-strict		A32/dp/sync/ldst_excl/LDREXB_A1
79	A32	unresolved-strict		A32/dp/sync/ldst_excl/STLH_A1
80	A32	unresolved-strict		A32/dp/sync/ldst_excl/STLEXH_A1
81	A32	unresolved-strict		A32/dp/sync/ldst_excl/STREXH_A1
82	A32	unresolved-strict		A32/dp/sync/ldst_excl/LDAH_A1
83	A32	unresolved-strict		A32/dp/sync/ldst_excl/LDAEXH_A1
84	A32	unresolved-strict		A32/dp/sync/ldst_excl/LDREXH_A1
85	A32	unresolved-strict		A32/dp/dpmisc/bx_reg/BX_A1
86	A32	unresolved-strict		A32/dp/dpmisc/bxj_reg/BXJ_A1
87	A32	unresolved-strict		A32/dp/dpmisc/blx_reg/BLX_r_A1
88	A32	unresolved-strict		A32/dp/dpmisc/clz/CLZ_A1
89	A32	unresolved-strict		A32/dp/dpmisc/eret/ERET_A1
90	A32	unresolved-strict		A32/dp/dpmisc/except/HLT_A1
91	A32	unresolved-strict		A32/dp/dpmisc/except/BKPT_A1
92	A32	unresolved-strict		A32/dp/dpmisc/except/HVC_A1
93	A32	unresolved-strict		A32/dp/dpmisc/except/SMC_A1_AS
94	A32	unresolved-strict		A32/dp/dpmisc/movsr_reg/MRS_A1_AS
95	A32	unresolved-strict		A32/dp/dpmisc/movsr_reg/MRS_br_A1_AS
96	A32	unresolved-strict		A32/dp/dpmisc/movsr_reg/MSR_r_A1_AS
97	A32	unresolved-strict		A32/dp/dpmisc/movsr_reg/MSR_br_A1_AS
98	A32	unresolved-strict	FEAT_CRC32	A32/dp/dpmisc/crc32/CRC32B_A1
99	A32	unresolved-strict	FEAT_CRC32	A32/dp/dpmisc/crc32/CRC32H_A1
100	A32	unresolved-strict	FEAT_CRC32	A32/dp/dpmisc/crc32/CRC32W_A1
101	A32	unresolved-strict	FEAT_CRC32	A32/dp/dpmisc/crc32/CRC32CB_A1
102	A32	unresolved-strict	FEAT_CRC32	A32/dp/dpmisc/crc32/CRC32CH_A1
103	A32	unresolved-strict	FEAT_CRC32	A32/dp/dpmisc/crc32/CRC32CW_A1
104	A32	unresolved-strict		A32/dp/dpmisc/intsat/QADD_A1
105	A32	unresolved-strict		A32/dp/dpmisc/intsat/QSUB_A1
106	A32	unresolved-strict		A32/dp/dpmisc/intsat/QDADD_A1
107	A32	unresolved-strict		A32/dp/dpmisc/intsat/QDSUB_A1
108	A32	unresolved-strict		A32/dp/mul_half/SMLABB_A1
109	A32	unresolved-strict		A32/dp/mul_half/SMLABT_A1
110	A32	unresolved-strict		A32/dp/mul_half/SMLATB_A1
111	A32	unresolved-strict		A32/dp/mul_half/SMLATT_A1
112	A32	unresolved-strict		A32/dp/mul_half/SMLAWB_A1
113	A32	unresolved-strict		A32/dp/mul_half/SMLAWT_A1
114	A32	unresolved-strict		A32/dp/mul_half/SMULWB_A1
115	A32	unresolved-strict		A32/dp/mul_half/SMULWT_A1
116	A32	unresolved-strict		A32/dp/mul_half/SMLALBB_A1
117	A32	unresolved-strict		A32/dp/mul_half/SMLALBT_A1
118	A32	unresolved-strict		A32/dp/mul_half/SMLALTB_A1
119	A32	unresolved-strict		A32/dp/mul_half/SMLALTT_A1
120	A32	unresolved-strict		A32/dp/mul_half/SMULBB_A1
121	A32	unresolved-strict		A32/dp/mul_half/SMULBT_A1
122	A32	unresolved-strict		A32/dp/mul_half/SMULTB_A1
123	A32	unresolved-strict		A32/dp/mul_half/SMULTT_A1
124	A32	unresolved-strict		A32/dp/dpregis/intdp3reg_immsh/AND_r_A1_RRX
125	A32	unresolved-strict		A32/dp/dpregis/intdp3reg_immsh/AND_r_A1
126	A32	unresolved-strict		A32/dp/dpregis/intdp3reg_immsh/ANDS_r_A1_RRX
127	A32	unresolved-strict		A32/dp/dpregis/intdp3reg_immsh/ANDS_r_A1
128	A32	unresolved-strict		A32/dp/dpregis/intdp3reg_immsh/EOR_r_A1_RRX
129	A32	unresolved-strict		A32/dp/dpregis/intdp3reg_immsh/EOR_r_A1
130	A32	unresolved-strict		A32/dp/dpregis/intdp3reg_immsh/EORS_r_A1_RRX
131	A32	unresolved-strict		A32/dp/dpregis/intdp3reg_immsh/EORS_r_A1
132	A32	unresolved-strict		A32/dp/dpregis/intdp3reg_immsh/SUB_r_A1_RRX
133	A32	unresolved-strict		A32/dp/dpregis/intdp3reg_immsh/SUB_r_A1
134	A32	unresolved-strict		A32/dp/dpregis/intdp3reg_immsh/SUBS_r_A1_RRX
135	A32	unresolved-strict		A32/dp/dpregis/intdp3reg_immsh/SUBS_r_A1
136	A32	unresolved-strict		A32/dp/dpregis/intdp3reg_immsh/SUB_SP_r_A1_RRX
137	A32	unresolved-strict		A32/dp/dpregis/intdp3reg_immsh/SUB_SP_r_A1
138	A32	unresolved-strict		A32/dp/dpregis/intdp3reg_immsh/SUBS_SP_r_A1_RRX
139	A32	unresolved-strict		A32/dp/dpregis/intdp3reg_immsh/SUBS_SP_r_A1
140	A32	unresolved-strict		A32/dp/dpregis/intdp3reg_immsh/RSB_r_A1_RRX
141	A32	unresolved-strict		A32/dp/dpregis/intdp3reg_immsh/RSB_r_A1
142	A32	unresolved-strict		A32/dp/dpregis/intdp3reg_immsh/RSBS_r_A1_RRX
143	A32	unresolved-strict		A32/dp/dpregis/intdp3reg_immsh/RSBS_r_A1
144	A32	unresolved-strict		A32/dp/dpregis/intdp3reg_immsh/ADD_r_A1_RRX
145	A32	unresolved-strict		A32/dp/dpregis/intdp3reg_immsh/ADD_r_A1
146	A32	unresolved-strict		A32/dp/dpregis/intdp3reg_immsh/ADDS_r_A1_RRX
147	A32	unresolved-strict		A32/dp/dpregis/intdp3reg_immsh/ADDS_r_A1
148	A32	unresolved-strict		A32/dp/dpregis/intdp3reg_immsh/ADD_SP_r_A1_RRX
149	A32	unresolved-strict		A32/dp/dpregis/intdp3reg_immsh/ADD_SP_r_A1
150	A32	unresolved-strict		A32/dp/dpregis/intdp3reg_immsh/ADDS_SP_r_A1_RRX
151	A32	unresolved-strict		A32/dp/dpregis/intdp3reg_immsh/ADDS_SP_r_A1
152	A32	unresolved-strict		A32/dp/dpregis/intdp3reg_immsh/ADC_r_A1_RRX
153	A32	unresolved-strict		A32/dp/dpregis/intdp3reg_immsh/ADC_r_A1
154	A32	unresolved-strict		A32/dp/dpregis/intdp3reg_immsh/ADCS_r_A1_RRX
155	A32	unresolved-strict		A32/dp/dpregis/intdp3reg_immsh/ADCS_r_A1
156	A32	unresolved-strict		A32/dp/dpregis/intdp3reg_immsh/SBC_r_A1_RRX
157	A32	unresolved-strict		A32/dp/dpregis/intdp3reg_immsh/SBC_r_A1
158	A32	unresolved-strict		A32/dp/dpregis/intdp3reg_immsh/SBCS_r_A1_RRX
159	A32	unresolved-strict		A32/dp/dpregis/intdp3reg_immsh/SBCS_r_A1
160	A32	unresolved-strict		A32/dp/dpregis/intdp3reg_immsh/RSC_r_A1_RRX
161	A32	unresolved-strict		A32/dp/dpregis/intdp3reg_immsh/RSC_r_A1
162	A32	unresolved-strict		A32/dp/dpregis/intdp3reg_immsh/RSCS_r_A1_RRX
163	A32	unresolved-strict		A32/dp/dpregis/intdp3reg_immsh/RSCS_r_A1
164	A32	unresolved-strict		A32/dp/dpregis/intdp2reg_immsh/TST_r_A1_RRX
165	A32	unresolved-strict		A32/dp/dpregis/intdp2reg_immsh/TST_r_A1
166	A32	unresolved-strict		A32/dp/dpregis/intdp2reg_immsh/TEQ_r_A1_RRX
167	A32	unresolved-strict		A32/dp/dpregis/intdp2reg_immsh/TEQ_r_A1
168	A32	unresolved-strict		A32/dp/dpregis/intdp2reg_immsh/CMP_r_A1_RRX
169	A32	unresolved-strict		A32/dp/dpregis/intdp2reg_immsh/CMP_r_A1
170	A32	unresolved-strict		A32/dp/dpregis/intdp2reg_immsh/CMN_r_A1_RRX
171	A32	unresolved-strict		A32/dp/dpregis/intdp2reg_immsh/CMN_r_A1
172	A32	unresolved-strict		A32/dp/dpregis/logic3reg_immsh/ORR_r_A1_RRX
173	A32	unresolved-strict		A32/dp/dpregis/logic3reg_immsh/ORR_r_A1
174	A32	unresolved-strict		A32/dp/dpregis/logic3reg_immsh/ORRS_r_A1_RRX
175	A32	unresolved-strict		A32/dp/dpregis/logic3reg_immsh/ORRS_r_A1
176	A32	unresolved-strict		A32/dp/dpregis/logic3reg_immsh/MOV_r_A1_RRX
177	A32	unresolved-strict		A32/dp/dpregis/logic3reg_immsh/MOV_r_A1
178	A32	unresolved-strict		A32/dp/dpregis/logic3reg_immsh/MOVS_r_A1_RRX
179	A32	unresolved-strict		A32/dp/dpregis/logic3reg_immsh/MOVS_r_A1
180	A32	unresolved-strict		A32/dp/dpregis/logic3reg_immsh/BIC_r_A1_RRX
181	A32	unresolved-strict		A32/dp/dpregis/logic3reg_immsh/BIC_r_A1
182	A32	unresolved-strict		A32/dp/dpregis/logic3reg_immsh/BICS_r_A1_RRX
183	A32	unresolved-strict		A32/dp/dpregis/logic3reg_immsh/BICS_r_A1
184	A32	unresolved-strict		A32/dp/dpregis/logic3reg_immsh/MVN_r_A1_RRX
185	A32	unresolved-strict		A32/dp/dpregis/logic3reg_immsh/MVN_r_A1
186	A32	unresolved-strict		A32/dp/dpregis/logic3reg_immsh/MVNS_r_A1_RRX
187	A32	unresolved-strict		A32/dp/dpregis/logic3reg_immsh/MVNS_r_A1
188	A32	unresolved-strict		A32/dp/dpregrs/intdp3reg_regsh/ANDS_rr_A1
189	A32	unresolved-strict		A32/dp/dpregrs/intdp3reg_regsh/AND_rr_A1
190	A32	unresolved-strict		A32/dp/dpregrs/intdp3reg_regsh/EORS_rr_A1
191	A32	unresolved-strict		A32/dp/dpregrs/intdp3reg_regsh/EOR_rr_A1
192	A32	unresolved-strict		A32/dp/dpregrs/intdp3reg_regsh/SUBS_rr_A1
193	A32	unresolved-strict		A32/dp/dpregrs/intdp3reg_regsh/SUB_rr_A1
194	A32	unresolved-strict		A32/dp/dpregrs/intdp3reg_regsh/RSBS_rr_A1
195	A32	unresolved-strict		A32/dp/dpregrs/intdp3reg_regsh/RSB_rr_A1
196	A32	unresolved-strict		A32/dp/dpregrs/intdp3reg_regsh/ADDS_rr_A1
197	A32	unresolved-strict		A32/dp/dpregrs/intdp3reg_regsh/ADD_rr_A1
198	A32	unresolved-strict		A32/dp/dpregrs/intdp3reg_regsh/ADCS_rr_A1
199	A32	unresolved-strict		A32/dp/dpregrs/intdp3reg_regsh/ADC_rr_A1
200	A32	unresolved-strict		A32/dp/dpregrs/intdp3reg_regsh/SBCS_rr_A1
201	A32	unresolved-strict		A32/dp/dpregrs/intdp3reg_regsh/SBC_rr_A1
202	A32	unresolved-strict		A32/dp/dpregrs/intdp3reg_regsh/RSCS_rr_A1
203	A32	unresolved-strict		A32/dp/dpregrs/intdp3reg_regsh/RSC_rr_A1
204	A32	unresolved-strict		A32/dp/dpregrs/intdp2reg_regsh/TST_rr_A1
205	A32	unresolved-strict		A32/dp/dpregrs/intdp2reg_regsh/TEQ_rr_A1
206	A32	unresolved-strict		A32/dp/dpregrs/intdp2reg_regsh/CMP_rr_A1
207	A32	unresolved-strict		A32/dp/dpregrs/intdp2reg_regsh/CMN_rr_A1
208	A32	unresolved-strict		A32/dp/dpregrs/logic3reg_regsh/ORRS_rr_A1
209	A32	unresolved-strict		A32/dp/dpregrs/logic3reg_regsh/ORR_rr_A1
210	A32	unresolved-strict		A32/dp/dpregrs/logic3reg_regsh/MOVS_rr_A1
211	A32	unresolved-strict		A32/dp/dpregrs/logic3reg_regsh/MOV_rr_A1
212	A32	unresolved-strict		A32/dp/dpregrs/logic3reg_regsh/BICS_rr_A1
213	A32	unresolved-strict		A32/dp/dpregrs/logic3reg_regsh/BIC_rr_A1
214	A32	unresolved-strict		A32/dp/dpregrs/logic3reg_regsh/MVNS_rr_A1
215	A32	unresolved-strict		A32/dp/dpregrs/logic3reg_regsh/MVN_rr_A1
216	A32	unresolved-strict		A32/dp/dpimm/intdp2reg_imm/AND_i_A1
217	A32	unresolved-strict		A32/dp/dpimm/intdp2reg_imm/ANDS_i_A1
218	A32	unresolved-strict		A32/dp/dpimm/intdp2reg_imm/EOR_i_A1
219	A32	unresolved-strict		A32/dp/dpimm/intdp2reg_imm/EORS_i_A1
220	A32	unresolved-strict		A32/dp/dpimm/intdp2reg_imm/SUB_i_A1
221	A32	unresolved-strict		A32/dp/dpimm/intdp2reg_imm/SUBS_i_A1
222	A32	unresolved-strict		A32/dp/dpimm/intdp2reg_imm/SUB_SP_i_A1
223	A32	unresolved-strict		A32/dp/dpimm/intdp2reg_imm/SUBS_SP_i_A1
224	A32	unresolved-strict		A32/dp/dpimm/intdp2reg_imm/ADR_A2
225	A32	unresolved-strict		A32/dp/dpimm/intdp2reg_imm/RSB_i_A1
226	A32	unresolved-strict		A32/dp/dpimm/intdp2reg_imm/RSBS_i_A1
227	A32	unresolved-strict		A32/dp/dpimm/intdp2reg_imm/ADD_i_A1
228	A32	unresolved-strict		A32/dp/dpimm/intdp2reg_imm/ADDS_i_A1
229	A32	unresolved-strict		A32/dp/dpimm/intdp2reg_imm/ADD_SP_i_A1
230	A32	unresolved-strict		A32/dp/dpimm/intdp2reg_imm/ADDS_SP_i_A1
231	A32	unresolved-strict		A32/dp/dpimm/intdp2reg_imm/ADR_A1
232	A32	unresolved-strict		A32/dp/dpimm/intdp2reg_imm/ADC_i_A1
233	A32	unresolved-strict		A32/dp/dpimm/intdp2reg_imm/ADCS_i_A1
234	A32	unresolved-strict		A32/dp/dpimm/intdp2reg_imm/SBC_i_A1
235	A32	unresolved-strict		A32/dp/dpimm/intdp2reg_imm/SBCS_i_A1
236	A32	unresolved-strict		A32/dp/dpimm/intdp2reg_imm/RSC_i_A1
237	A32	unresolved-strict		A32/dp/dpimm/intdp2reg_imm/RSCS_i_A1
238	A32	unresolved-strict		A32/dp/dpimm/movw/MOV_i_A2
239	A32	unresolved-strict		A32/dp/dpimm/movw/MOVT_A1
240	A32	unresolved-strict		A32/dp/dpimm/movsr_hint_imm/MSR_i_A1_AS
241	A32	unresolved-strict		A32/dp/dpimm/movsr_hint_imm/NOP_A1
242	A32	unresolved-strict		A32/dp/dpimm/movsr_hint_imm/YIELD_A1
243	A32	unresolved-strict		A32/dp/dpimm/movsr_hint_imm/WFE_A1
244	A32	unresolved-strict		A32/dp/dpimm/movsr_hint_imm/WFI_A1
245	A32	unresolved-strict		A32/dp/dpimm/movsr_hint_imm/SEV_A1
246	A32	unresolved-strict		A32/dp/dpimm/movsr_hint_imm/SEVL_A1
247	A32	unresolved-strict	FEAT_RAS	A32/dp/dpimm/movsr_hint_imm/ESB_A1
248	A32	unresolved-strict	FEAT_TRF	A32/dp/dpimm/movsr_hint_imm/TSB_A1
249	A32	unresolved-strict		A32/dp/dpimm/movsr_hint_imm/CSDB_A1
250	A32	unresolved-strict	FEAT_CLRBHB	A32/dp/dpimm/movsr_hint_imm/CLRBHB_A1
251	A32	unresolved-strict		A32/dp/dpimm/movsr_hint_imm/DBG_A1
252	A32	unresolved-strict		A32/dp/dpimm/intdp1reg_imm/TST_i_A1
253	A32	unresolved-strict		A32/dp/dpimm/intdp1reg_imm/TEQ_i_A1
254	A32	unresolved-strict		A32/dp/dpimm/intdp1reg_imm/CMP_i_A1
255	A32	unresolved-strict		A32/dp/dpimm/intdp1reg_imm/CMN_i_A1
256	A32	unresolved-strict		A32/dp/dpimm/log2reg_imm/ORR_i_A1
257	A32	unresolved-strict		A32/dp/dpimm/log2reg_imm/ORRS_i_A1
258	A32	unresolved-strict		A32/dp/dpimm/log2reg_imm/MOV_i_A1
259	A32	unresolved-strict		A32/dp/dpimm/log2reg_imm/MOVS_i_A1
260	A32	unresolved-strict		A32/dp/dpimm/log2reg_imm/BIC_i_A1
261	A32	unresolved-strict		A32/dp/dpimm/log2reg_imm/BICS_i_A1
262	A32	unresolved-strict		A32/dp/dpimm/log2reg_imm/MVN_i_A1
263	A32	unresolved-strict		A32/dp/dpimm/log2reg_imm/MVNS_i_A1
264	A32	unresolved-strict		A32/ldstimm/LDR_l_A1
265	A32	unresolved-strict		A32/ldstimm/LDRB_l_A1
266	A32	unresolved-strict		A32/ldstimm/STR_i_A1_off
267	A32	unresolved-strict		A32/ldstimm/STR_i_A1_post
268	A32	unresolved-strict		A32/ldstimm/STR_i_A1_pre
269	A32	unresolved-strict		A32/ldstimm/LDR_i_A1_off
270	A32	unresolved-strict		A32/ldstimm/LDR_i_A1_post
271	A32	unresolved-strict		A32/ldstimm/LDR_i_A1_pre
272	A32	unresolved-strict		A32/ldstimm/STRB_i_A1_off
273	A32	unresolved-strict		A32/ldstimm/STRB_i_A1_post
274	A32	unresolved-strict		A32/ldstimm/STRB_i_A1_pre
275	A32	unresolved-strict		A32/ldstimm/LDRB_i_A1_off
276	A32	unresolved-strict		A32/ldstimm/LDRB_i_A1_post
277	A32	unresolved-strict		A32/ldstimm/LDRB_i_A1_pre
278	A32	unresolved-strict		A32/ldstimm/STRT_A1
279	A32	unresolved-strict		A32/ldstimm/LDRT_A1
280	A32	unresolved-strict		A32/ldstimm/STRBT_A1
281	A32	unresolved-strict		A32/ldstimm/LDRBT_A1
282	A32	unresolved-strict		A32/ldstreg/STR_r_A1_off
283	A32	unresolved-strict		A32/ldstreg/STR_r_A1_post
284	A32	unresolved-strict		A32/ldstreg/STR_r_A1_pre
285	A32	unresolved-strict		A32/ldstreg/LDR_r_A1_off
286	A32	unresolved-strict		A32/ldstreg/LDR_r_A1_post
287	A32	unresolved-strict		A32/ldstreg/LDR_r_A1_pre
288	A32	unresolved-strict		A32/ldstreg/STRT_A2
289	A32	unresolved-strict		A32/ldstreg/LDRT_A2
290	A32	unresolved-strict		A32/ldstreg/STRB_r_A1_off
291	A32	unresolved-strict		A32/ldstreg/STRB_r_A1_post
292	A32	unresolved-strict		A32/ldstreg/STRB_r_A1_pre
293	A32	unresolved-strict		A32/ldstreg/LDRB_r_A1_off
294	A32	unresolved-strict		A32/ldstreg/LDRB_r_A1_post
295	A32	unresolved-strict		A32/ldstreg/LDRB_r_A1_pre
296	A32	unresolved-strict		A32/ldstreg/STRBT_A2
297	A32	unresolved-strict		A32/ldstreg/LDRBT_A2
298	A32	unresolved-strict		A32/media/parallel/SADD16_A1
299	A32	unresolved-strict		A32/media/parallel/SASX_A1
300	A32	unresolved-strict		A32/media/parallel/SSAX_A1
301	A32	unresolved-strict		A32/media/parallel/SSUB16_A1
302	A32	unresolved-strict		A32/media/parallel/SADD8_A1
303	A32	unresolved-strict		A32/media/parallel/SSUB8_A1
304	A32	unresolved-strict		A32/media/parallel/QADD16_A1
305	A32	unresolved-strict		A32/media/parallel/QASX_A1
306	A32	unresolved-strict		A32/media/parallel/QSAX_A1
307	A32	unresolved-strict		A32/media/parallel/QSUB16_A1
308	A32	unresolved-strict		A32/media/parallel/QADD8_A1
309	A32	unresolved-strict		A32/media/parallel/QSUB8_A1
310	A32	unresolved-strict		A32/media/parallel/SHADD16_A1
311	A32	unresolved-strict		A32/media/parallel/SHASX_A1
312	A32	unresolved-strict		A32/media/parallel/SHSAX_A1
313	A32	unresolved-strict		A32/media/parallel/SHSUB16_A1
314	A32	unresolved-strict		A32/media/parallel/SHADD8_A1
315	A32	unresolved-strict		A32/media/parallel/SHSUB8_A1
316	A32	unresolved-strict		A32/media/parallel/UADD16_A1
317	A32	unresolved-strict		A32/media/parallel/UASX_A1
318	A32	unresolved-strict		A32/media/parallel/USAX_A1
319	A32	unresolved-strict		A32/media/parallel/USUB16_A1
320	A32	unresolved-strict		A32/media/parallel/UADD8_A1
321	A32	unresolved-strict		A32/media/parallel/USUB8_A1
322	A32	unresolved-strict		A32/media/parallel/UQADD16_A1
323	A32	unresolved-strict		A32/media/parallel/UQASX_A1
324	A32	unresolved-strict		A32/media/parallel/UQSAX_A1
325	A32	unresolved-strict		A32/media/parallel/UQSUB16_A1
326	A32	unresolved-strict		A32/media/parallel/UQADD8_A1
327	A32	unresolved-strict		A32/media/parallel/UQSUB8_A1
328	A32	unresolved-strict		A32/media/parallel/UHADD16_A1
329	A32	unresolved-strict		A32/media/parallel/UHASX_A1
330	A32	unresolved-strict		A32/media/parallel/UHSAX_A1
331	A32	unresolved-strict		A32/media/parallel/UHSUB16_A1
332	A32	unresolved-strict		A32/media/parallel/UHADD8_A1
333	A32	unresolved-strict		A32/media/parallel/UHSUB8_A1
334	A32	unresolved-strict		A32/media/selbytes/SEL_A1
335	A32	unresolved-strict		A32/media/pack/PKHBT_A1
336	A32	unresolved-strict		A32/media/pack/PKHTB_A1
337	A32	unresolved-strict		A32/media/sat16/SSAT16_A1
338	A32	unresolved-strict		A32/media/sat16/USAT16_A1
339	A32	unresolved-strict		A32/media/reverse/REV_A1
340	A32	unresolved-strict		A32/media/reverse/REV16_A1
341	A32	unresolved-strict		A32/media/reverse/RBIT_A1
342	A32	unresolved-strict		A32/media/reverse/REVSH_A1
343	A32	unresolved-strict		A32/media/sat32/SSAT_A1_ASR
344	A32	unresolved-strict		A32/media/sat32/SSAT_A1_LSL
345	A32	unresolved-strict		A32/media/sat32/USAT_A1_ASR
346	A32	unresolved-strict		A32/media/sat32/USAT_A1_LSL
347	A32	unresolved-strict		A32/media/extend/SXTAB16_A1
348	A32	unresolved-strict		A32/media/extend/SXTB16_A1
349	A32	unresolved-strict		A32/media/extend/SXTAB_A1
350	A32	unresolved-strict		A32/media/extend/SXTB_A1
351	A32	unresolved-strict		A32/media/extend/SXTAH_A1
352	A32	unresolved-strict		A32/media/extend/SXTH_A1
353	A32	unresolved-strict		A32/media/extend/UXTAB16_A1
354	A32	unresolved-strict		A32/media/extend/UXTB16_A1
355	A32	unresolved-strict		A32/media/extend/UXTAB_A1
356	A32	unresolved-strict		A32/media/extend/UXTB_A1
