form_id	source_form_id	mnemonic	isa	width	authority	witnesses	operand_semantics	capstone_real_name	capstone_groups
2350	A64/sve/sve_alloca/sve_int_arith_svl/addsvl_r_ri_	addsvl	A64	32	capstone	0x04265821,0x04275822,0x042c5827,0x0430582b,0x0426583f,0x043f5821,0x04265801,0x04265841,0x04265861,0x04265be1,0x04265c01,0x04265fc1,0x04265fe1	"[{""access"":2,""addend"":0,""bit_start"":0,""bit_width"":5,""kind"":1,""multiplier"":0,""reg_class"":3,""second_start"":0,""second_width"":0,""size"":8,""special31"":5,""transform"":0},{""access"":1,""addend"":0,""bit_start"":16,""bit_width"":5,""kind"":1,""multiplier"":0,""reg_class"":3,""second_start"":0,""second_width"":0,""size"":8,""special31"":5,""transform"":0},{""access"":1,""addend"":0,""bit_start"":5,""bit_width"":6,""kind"":2,""multiplier"":1,""reg_class"":0,""second_start"":0,""second_width"":0,""size"":1,""special31"":0,""transform"":1}]"	addsvl	HasSME
2351	A64/sve/sve_alloca/sve_int_arith_svl/addspl_r_ri_	addspl	A64	32	capstone	0x04665821,0x04675822,0x046c5827,0x0470582b,0x0466583f,0x047f5821,0x04665801,0x04665841,0x04665861,0x04665be1,0x04665c01,0x04665fc1,0x04665fe1	"[{""access"":2,""addend"":0,""bit_start"":0,""bit_width"":5,""kind"":1,""multiplier"":0,""reg_class"":3,""second_start"":0,""second_width"":0,""size"":8,""special31"":5,""transform"":0},{""access"":1,""addend"":0,""bit_start"":16,""bit_width"":5,""kind"":1,""multiplier"":0,""reg_class"":3,""second_start"":0,""second_width"":0,""size"":8,""special31"":5,""transform"":0},{""access"":1,""addend"":0,""bit_start"":5,""bit_width"":6,""kind"":2,""multiplier"":1,""reg_class"":0,""second_start"":0,""second_width"":0,""size"":1,""special31"":0,""transform"":1}]"	addspl	HasSME
2352	A64/sve/sve_alloca/sve_int_read_vl_a/rdvl_r_i_	rdvl	A64	32	capstone	0x04bf5021,0x04bf5022,0x04bf5027,0x04bf502b,0x04bf5001,0x04bf5041,0x04bf5061,0x04bf53e1,0x04bf5401,0x04bf57c1,0x04bf57e1	"[{""access"":2,""addend"":0,""bit_start"":0,""bit_width"":5,""kind"":1,""multiplier"":0,""reg_class"":3,""second_start"":0,""second_width"":0,""size"":8,""special31"":0,""transform"":0},{""access"":1,""addend"":0,""bit_start"":5,""bit_width"":6,""kind"":2,""multiplier"":1,""reg_class"":0,""second_start"":0,""second_width"":0,""size"":1,""special31"":0,""transform"":1}]"	rdvl	HasSVEorSME
2353	A64/sve/sve_alloca/sve_int_read_svl_a/rdsvl_r_i_	rdsvl	A64	32	capstone	0x04bf5821,0x04bf5822,0x04bf5827,0x04bf582b,0x04bf5801,0x04bf5841,0x04bf5861,0x04bf5be1,0x04bf5c01,0x04bf5fc1,0x04bf5fe1	"[{""access"":2,""addend"":0,""bit_start"":0,""bit_width"":5,""kind"":1,""multiplier"":0,""reg_class"":3,""second_start"":0,""second_width"":0,""size"":8,""special31"":0,""transform"":0},{""access"":1,""addend"":0,""bit_start"":5,""bit_width"":6,""kind"":2,""multiplier"":1,""reg_class"":0,""second_start"":0,""second_width"":0,""size"":1,""special31"":0,""transform"":1}]"	rdsvl	HasSME
2354	A64/sve/sve_int_unpred_arit_b/sve_int_mul_b/mul_z_zz_	mul	A64	32	aarchmrs+capstone	0x042b60c1,0x042c60e2,0x04316187,0x0435620b,0x042b60c0,0x042b60df,0x042b6001,0x042b63e1,0x042060c1,0x043f60c1,0x046b60c1,0x04ab60c1,0x04eb60c1	"[{""access"":2,""addend"":0,""bit_start"":0,""bit_width"":5,""kind"":6,""multiplier"":1,""reg_class"":8,""second_start"":22,""second_width"":2,""size"":0,""special31"":0,""transform"":0},{""access"":1,""addend"":0,""bit_start"":5,""bit_width"":5,""kind"":6,""multiplier"":1,""reg_class"":8,""second_start"":22,""second_width"":2,""size"":0,""special31"":0,""transform"":0},{""access"":1,""addend"":0,""bit_start"":16,""bit_width"":5,""kind"":6,""multiplier"":1,""reg_class"":8,""second_start"":22,""second_width"":2,""size"":0,""special31"":0,""transform"":0}]"	mul	HasSVE2orSME
2355	A64/sve/sve_int_unpred_arit_b/sve_int_mul_b/pmul_z_zz_	pmul	A64	32	aarchmrs+capstone	0x042b64c1,0x042c64e2,0x04316587,0x0435660b,0x042b64c0,0x042b64df,0x042b6401,0x042b67e1,0x042064c1,0x043f64c1	"[{""access"":2,""addend"":0,""bit_start"":0,""bit_width"":5,""kind"":6,""multiplier"":0,""reg_class"":8,""second_start"":0,""second_width"":0,""size"":0,""special31"":0,""transform"":0},{""access"":1,""addend"":0,""bit_start"":5,""bit_width"":5,""kind"":6,""multiplier"":0,""reg_class"":8,""second_start"":0,""second_width"":0,""size"":0,""special31"":0,""transform"":0},{""access"":1,""addend"":0,""bit_start"":16,""bit_width"":5,""kind"":6,""multiplier"":0,""reg_class"":8,""second_start"":0,""second_width"":0,""size"":0,""special31"":0,""transform"":0}]"	pmul	HasSVE2orSME
2356	A64/sve/sve_int_unpred_arit_b/sve_int_mul_b/smulh_z_zz_	smulh	A64	32	aarchmrs+capstone	0x042b68c1,0x042c68e2,0x04316987,0x04356a0b,0x042b68c0,0x042b68df,0x042b6801,0x042b6be1,0x042068c1,0x043f68c1,0x046b68c1,0x04ab68c1,0x04eb68c1	"[{""access"":2,""addend"":0,""bit_start"":0,""bit_width"":5,""kind"":6,""multiplier"":1,""reg_class"":8,""second_start"":22,""second_width"":2,""size"":0,""special31"":0,""transform"":0},{""access"":1,""addend"":0,""bit_start"":5,""bit_width"":5,""kind"":6,""multiplier"":1,""reg_class"":8,""second_start"":22,""second_width"":2,""size"":0,""special31"":0,""transform"":0},{""access"":1,""addend"":0,""bit_start"":16,""bit_width"":5,""kind"":6,""multiplier"":1,""reg_class"":8,""second_start"":22,""second_width"":2,""size"":0,""special31"":0,""transform"":0}]"	smulh	HasSVE2orSME
2357	A64/sve/sve_int_unpred_arit_b/sve_int_mul_b/umulh_z_zz_	umulh	A64	32	aarchmrs+capstone	0x042b6cc1,0x042c6ce2,0x04316d87,0x04356e0b,0x042b6cc0,0x042b6cdf,0x042b6c01,0x042b6fe1,0x04206cc1,0x043f6cc1,0x046b6cc1,0x04ab6cc1,0x04eb6cc1	"[{""access"":2,""addend"":0,""bit_start"":0,""bit_width"":5,""kind"":6,""multiplier"":1,""reg_class"":8,""second_start"":22,""second_width"":2,""size"":0,""special31"":0,""transform"":0},{""access"":1,""addend"":0,""bit_start"":5,""bit_width"":5,""kind"":6,""multiplier"":1,""reg_class"":8,""second_start"":22,""second_width"":2,""size"":0,""special31"":0,""transform"":0},{""access"":1,""addend"":0,""bit_start"":16,""bit_width"":5,""kind"":6,""multiplier"":1,""reg_class"":8,""second_start"":22,""second_width"":2,""size"":0,""special31"":0,""transform"":0}]"	umulh	HasSVE2orSME
2358	A64/sve/sve_int_unpred_arit_b/sve_int_sqdmulh/sqdmulh_z_zz_	sqdmulh	A64	32	aarchmrs+capstone	0x042b70c1,0x042c70e2,0x04317187,0x0435720b,0x042b70c0,0x042b70df,0x042b7001,0x042b73e1,0x042070c1,0x043f70c1,0x046b70c1,0x04ab70c1,0x04eb70c1	"[{""access"":2,""addend"":0,""bit_start"":0,""bit_width"":5,""kind"":6,""multiplier"":1,""reg_class"":8,""second_start"":22,""second_width"":2,""size"":0,""special31"":0,""transform"":0},{""access"":1,""addend"":0,""bit_start"":5,""bit_width"":5,""kind"":6,""multiplier"":1,""reg_class"":8,""second_start"":22,""second_width"":2,""size"":0,""special31"":0,""transform"":0},{""access"":1,""addend"":0,""bit_start"":16,""bit_width"":5,""kind"":6,""multiplier"":1,""reg_class"":8,""second_start"":22,""second_width"":2,""size"":0,""special31"":0,""transform"":0}]"	sqdmulh	HasSVE2orSME
2359	A64/sve/sve_int_unpred_arit_b/sve_int_sqdmulh/sqrdmulh_z_zz_	sqrdmulh	A64	32	aarchmrs+capstone	0x042b74c1,0x042c74e2,0x04317587,0x0435760b,0x042b74c0,0x042b74df,0x042b7401,0x042b77e1,0x042074c1,0x043f74c1,0x046b74c1,0x04ab74c1,0x04eb74c1	"[{""access"":2,""addend"":0,""bit_start"":0,""bit_width"":5,""kind"":6,""multiplier"":1,""reg_class"":8,""second_start"":22,""second_width"":2,""size"":0,""special31"":0,""transform"":0},{""access"":1,""addend"":0,""bit_start"":5,""bit_width"":5,""kind"":6,""multiplier"":1,""reg_class"":8,""second_start"":22,""second_width"":2,""size"":0,""special31"":0,""transform"":0},{""access"":1,""addend"":0,""bit_start"":16,""bit_width"":5,""kind"":6,""multiplier"":1,""reg_class"":8,""second_start"":22,""second_width"":2,""size"":0,""special31"":0,""transform"":0}]"	sqrdmulh	HasSVE2orSME
2443	A64/sve/sve_perm_unpred_b/sve_int_perm_tbl_3src/tbx_z_zz_	tbx	A64	32	aarchmrs+capstone	0x052b2cc1,0x052c2ce2,0x05312d87,0x05352e0b,0x052b2cc0,0x052b2cdf,0x052b2c01,0x052b2fe1,0x05202cc1,0x053f2cc1,0x056b2cc1,0x05ab2cc1,0x05eb2cc1	"[{""access"":3,""addend"":0,""bit_start"":0,""bit_width"":5,""kind"":6,""multiplier"":1,""reg_class"":8,""second_start"":22,""second_width"":2,""size"":0,""special31"":0,""transform"":0},{""access"":1,""addend"":0,""bit_start"":5,""bit_width"":5,""kind"":6,""multiplier"":1,""reg_class"":8,""second_start"":22,""second_width"":2,""size"":0,""special31"":0,""transform"":0},{""access"":1,""addend"":0,""bit_start"":16,""bit_width"":5,""kind"":6,""multiplier"":1,""reg_class"":8,""second_start"":22,""second_width"":2,""size"":0,""special31"":0,""transform"":0}]"	tbx	HasSVE2orSME
2445	A64/sve/sve_perm_quads_c/sve_int_perm_tbxquads/tbxq_z_zz_	tbxq	A64	32	aarchmrs+capstone	0x052b34c1,0x052c34e2,0x05313587,0x0535360b,0x052b34c0,0x052b34df,0x052b3401,0x052b37e1,0x052034c1,0x053f34c1,0x056b34c1,0x05ab34c1,0x05eb34c1	"[{""access"":3,""addend"":0,""bit_start"":0,""bit_width"":5,""kind"":6,""multiplier"":1,""reg_class"":8,""second_start"":22,""second_width"":2,""size"":0,""special31"":0,""transform"":0},{""access"":1,""addend"":0,""bit_start"":5,""bit_width"":5,""kind"":6,""multiplier"":1,""reg_class"":8,""second_start"":22,""second_width"":2,""size"":0,""special31"":0,""transform"":0},{""access"":1,""addend"":0,""bit_start"":16,""bit_width"":5,""kind"":6,""multiplier"":1,""reg_class"":8,""second_start"":22,""second_width"":2,""size"":0,""special31"":0,""transform"":0}]"	tbxq	HasSVE2p1_or_HasSME2p1
2461	A64/sve/sve_perm_unpred_d/sve_int_perm_reverse_z/rev_z_z_	rev	A64	32	aarchmrs+capstone	0x053838c1,0x053838e2,0x05383987,0x05383a0b,0x053838c0,0x053838df,0x05383801,0x05383be1,0x057838c1,0x05b838c1,0x05f838c1	"[{""access"":2,""addend"":0,""bit_start"":0,""bit_width"":5,""kind"":6,""multiplier"":1,""reg_class"":8,""second_start"":22,""second_width"":2,""size"":0,""special31"":0,""transform"":0},{""access"":1,""addend"":0,""bit_start"":5,""bit_width"":5,""kind"":6,""multiplier"":1,""reg_class"":8,""second_start"":22,""second_width"":2,""size"":0,""special31"":0,""transform"":0}]"	rev	HasSVEorSME
2462	A64/sve/sve_perm_predicates/sve_int_perm_bin_perm_pp/zip1_p_pp_	zip1	A64	32	aarchmrs+capstone	0x052b40c1,0x052c40e2,0x05214187,0x0525400b,0x052b40c0,0x052b40cf,0x052b4001,0x052b41e1,0x052040c1,0x052f40c1,0x056b40c1,0x05ab40c1,0x05eb40c1	"[{""access"":2,""addend"":0,""bit_start"":0,""bit_width"":4,""kind"":7,""multiplier"":1,""reg_class"":9,""second_start"":22,""second_width"":2,""size"":0,""special31"":0,""transform"":16},{""access"":1,""addend"":0,""bit_start"":5,""bit_width"":4,""kind"":7,""multiplier"":1,""reg_class"":9,""second_start"":22,""second_width"":2,""size"":0,""special31"":0,""transform"":16},{""access"":1,""addend"":0,""bit_start"":16,""bit_width"":4,""kind"":7,""multiplier"":1,""reg_class"":9,""second_start"":22,""second_width"":2,""size"":0,""special31"":0,""transform"":16}]"	zip1	HasSVEorSME
2463	A64/sve/sve_perm_predicates/sve_int_perm_bin_perm_pp/uzp1_p_pp_	uzp1	A64	32	aarchmrs+capstone	0x052b48c1,0x052c48e2,0x05214987,0x0525480b,0x052b48c0,0x052b48cf,0x052b4801,0x052b49e1,0x052048c1,0x052f48c1,0x056b48c1,0x05ab48c1,0x05eb48c1	"[{""access"":2,""addend"":0,""bit_start"":0,""bit_width"":4,""kind"":7,""multiplier"":1,""reg_class"":9,""second_start"":22,""second_width"":2,""size"":0,""special31"":0,""transform"":16},{""access"":1,""addend"":0,""bit_start"":5,""bit_width"":4,""kind"":7,""multiplier"":1,""reg_class"":9,""second_start"":22,""second_width"":2,""size"":0,""special31"":0,""transform"":16},{""access"":1,""addend"":0,""bit_start"":16,""bit_width"":4,""kind"":7,""multiplier"":1,""reg_class"":9,""second_start"":22,""second_width"":2,""size"":0,""special31"":0,""transform"":16}]"	uzp1	HasSVEorSME
2464	A64/sve/sve_perm_predicates/sve_int_perm_bin_perm_pp/trn1_p_pp_	trn1	A64	32	aarchmrs+capstone	0x052b50c1,0x052c50e2,0x05215187,0x0525500b,0x052b50c0,0x052b50cf,0x052b5001,0x052b51e1,0x052050c1,0x052f50c1,0x056b50c1,0x05ab50c1,0x05eb50c1	"[{""access"":2,""addend"":0,""bit_start"":0,""bit_width"":4,""kind"":7,""multiplier"":1,""reg_class"":9,""second_start"":22,""second_width"":2,""size"":0,""special31"":0,""transform"":16},{""access"":1,""addend"":0,""bit_start"":5,""bit_width"":4,""kind"":7,""multiplier"":1,""reg_class"":9,""second_start"":22,""second_width"":2,""size"":0,""special31"":0,""transform"":16},{""access"":1,""addend"":0,""bit_start"":16,""bit_width"":4,""kind"":7,""multiplier"":1,""reg_class"":9,""second_start"":22,""second_width"":2,""size"":0,""special31"":0,""transform"":16}]"	trn1	HasSVEorSME
2465	A64/sve/sve_perm_predicates/sve_int_perm_bin_perm_pp/zip2_p_pp_	zip2	A64	32	aarchmrs+capstone	0x052b44c1,0x052c44e2,0x05214587,0x0525440b,0x052b44c0,0x052b44cf,0x052b4401,0x052b45e1,0x052044c1,0x052f44c1,0x056b44c1,0x05ab44c1,0x05eb44c1	"[{""access"":2,""addend"":0,""bit_start"":0,""bit_width"":4,""kind"":7,""multiplier"":1,""reg_class"":9,""second_start"":22,""second_width"":2,""size"":0,""special31"":0,""transform"":16},{""access"":1,""addend"":0,""bit_start"":5,""bit_width"":4,""kind"":7,""multiplier"":1,""reg_class"":9,""second_start"":22,""second_width"":2,""size"":0,""special31"":0,""transform"":16},{""access"":1,""addend"":0,""bit_start"":16,""bit_width"":4,""kind"":7,""multiplier"":1,""reg_class"":9,""second_start"":22,""second_width"":2,""size"":0,""special31"":0,""transform"":16}]"	zip2	HasSVEorSME
2466	A64/sve/sve_perm_predicates/sve_int_perm_bin_perm_pp/uzp2_p_pp_	uzp2	A64	32	aarchmrs+capstone	0x052b4cc1,0x052c4ce2,0x05214d87,0x05254c0b,0x052b4cc0,0x052b4ccf,0x052b4c01,0x052b4de1,0x05204cc1,0x052f4cc1,0x056b4cc1,0x05ab4cc1,0x05eb4cc1	"[{""access"":2,""addend"":0,""bit_start"":0,""bit_width"":4,""kind"":7,""multiplier"":1,""reg_class"":9,""second_start"":22,""second_width"":2,""size"":0,""special31"":0,""transform"":16},{""access"":1,""addend"":0,""bit_start"":5,""bit_width"":4,""kind"":7,""multiplier"":1,""reg_class"":9,""second_start"":22,""second_width"":2,""size"":0,""special31"":0,""transform"":16},{""access"":1,""addend"":0,""bit_start"":16,""bit_width"":4,""kind"":7,""multiplier"":1,""reg_class"":9,""second_start"":22,""second_width"":2,""size"":0,""special31"":0,""transform"":16}]"	uzp2	HasSVEorSME
2467	A64/sve/sve_perm_predicates/sve_int_perm_bin_perm_pp/trn2_p_pp_	trn2	A64	32	aarchmrs+capstone	0x052b54c1,0x052c54e2,0x05215587,0x0525540b,0x052b54c0,0x052b54cf,0x052b5401,0x052b55e1,0x052054c1,0x052f54c1,0x056b54c1,0x05ab54c1,0x05eb54c1	"[{""access"":2,""addend"":0,""bit_start"":0,""bit_width"":4,""kind"":7,""multiplier"":1,""reg_class"":9,""second_start"":22,""second_width"":2,""size"":0,""special31"":0,""transform"":16},{""access"":1,""addend"":0,""bit_start"":5,""bit_width"":4,""kind"":7,""multiplier"":1,""reg_class"":9,""second_start"":22,""second_width"":2,""size"":0,""special31"":0,""transform"":16},{""access"":1,""addend"":0,""bit_start"":16,""bit_width"":4,""kind"":7,""multiplier"":1,""reg_class"":9,""second_start"":22,""second_width"":2,""size"":0,""special31"":0,""transform"":16}]"	trn2	HasSVEorSME
2468	A64/sve/sve_perm_predicates/sve_int_perm_punpk/punpklo_p_p_	punpklo	A64	32	aarchmrs+capstone	0x053040c1,0x053040e2,0x05304187,0x0530400b,0x053040c0,0x053040cf,0x05304001,0x053041e1	"[{""access"":2,""addend"":1,""bit_start"":0,""bit_width"":4,""kind"":7,""multiplier"":0,""reg_class"":9,""second_start"":0,""second_width"":0,""size"":0,""special31"":0,""transform"":16},{""access"":1,""addend"":0,""bit_start"":5,""bit_width"":4,""kind"":7,""multiplier"":0,""reg_class"":9,""second_start"":0,""second_width"":0,""size"":0,""special31"":0,""transform"":16}]"	punpklo	HasSVEorSME
2469	A64/sve/sve_perm_predicates/sve_int_perm_punpk/punpkhi_p_p_	punpkhi	A64	32	aarchmrs+capstone	0x053140c1,0x053140e2,0x05314187,0x0531400b,0x053140c0,0x053140cf,0x05314001,0x053141e1	"[{""access"":2,""addend"":1,""bit_start"":0,""bit_width"":4,""kind"":7,""multiplier"":0,""reg_class"":9,""second_start"":0,""second_width"":0,""size"":0,""special31"":0,""transform"":16},{""access"":1,""addend"":0,""bit_start"":5,""bit_width"":4,""kind"":7,""multiplier"":0,""reg_class"":9,""second_start"":0,""second_width"":0,""size"":0,""special31"":0,""transform"":16}]"	punpkhi	HasSVEorSME
2470	A64/sve/sve_perm_predicates/sve_int_perm_reverse_p/rev_p_p_	rev	A64	32	aarchmrs+capstone	0x053440c1,0x053440e2,0x05344187,0x0534400b,0x053440c0,0x053440cf,0x05344001,0x053441e1,0x057440c1,0x05b440c1,0x05f440c1	"[{""access"":2,""addend"":0,""bit_start"":0,""bit_width"":4,""kind"":7,""multiplier"":1,""reg_class"":9,""second_start"":22,""second_width"":2,""size"":0,""special31"":0,""transform"":16},{""access"":1,""addend"":0,""bit_start"":5,""bit_width"":4,""kind"":7,""multiplier"":1,""reg_class"":9,""second_start"":22,""second_width"":2,""size"":0,""special31"":0,""transform"":16}]"	rev	HasSVEorSME
2471	A64/sve/sve_perm_inter/sve_int_perm_bin_perm_zz/zip1_z_zz_	zip1	A64	32	aarchmrs+capstone	0x052b60c1,0x052c60e2,0x05316187,0x0535620b,0x052b60c0,0x052b60df,0x052b6001,0x052b63e1,0x052060c1,0x053f60c1,0x056b60c1,0x05ab60c1,0x05eb60c1	"[{""access"":2,""addend"":0,""bit_start"":0,""bit_width"":5,""kind"":6,""multiplier"":1,""reg_class"":8,""second_start"":22,""second_width"":2,""size"":0,""special31"":0,""transform"":0},{""access"":1,""addend"":0,""bit_start"":5,""bit_width"":5,""kind"":6,""multiplier"":1,""reg_class"":8,""second_start"":22,""second_width"":2,""size"":0,""special31"":0,""transform"":0},{""access"":1,""addend"":0,""bit_start"":16,""bit_width"":5,""kind"":6,""multiplier"":1,""reg_class"":8,""second_start"":22,""second_width"":2,""size"":0,""special31"":0,""transform"":0}]"	zip1	HasSVEorSME
2472	A64/sve/sve_perm_inter/sve_int_perm_bin_perm_zz/uzp1_z_zz_	uzp1	A64	32	aarchmrs+capstone	0x052b68c1,0x052c68e2,0x05316987,0x05356a0b,0x052b68c0,0x052b68df,0x052b6801,0x052b6be1,0x052068c1,0x053f68c1,0x056b68c1,0x05ab68c1,0x05eb68c1	"[{""access"":2,""addend"":0,""bit_start"":0,""bit_width"":5,""kind"":6,""multiplier"":1,""reg_class"":8,""second_start"":22,""second_width"":2,""size"":0,""special31"":0,""transform"":0},{""access"":1,""addend"":0,""bit_start"":5,""bit_width"":5,""kind"":6,""multiplier"":1,""reg_class"":8,""second_start"":22,""second_width"":2,""size"":0,""special31"":0,""transform"":0},{""access"":1,""addend"":0,""bit_start"":16,""bit_width"":5,""kind"":6,""multiplier"":1,""reg_class"":8,""second_start"":22,""second_width"":2,""size"":0,""special31"":0,""transform"":0}]"	uzp1	HasSVEorSME
2473	A64/sve/sve_perm_inter/sve_int_perm_bin_perm_zz/trn1_z_zz_	trn1	A64	32	aarchmrs+capstone	0x052b70c1,0x052c70e2,0x05317187,0x0535720b,0x052b70c0,0x052b70df,0x052b7001,0x052b73e1,0x052070c1,0x053f70c1,0x056b70c1,0x05ab70c1,0x05eb70c1	"[{""access"":2,""addend"":0,""bit_start"":0,""bit_width"":5,""kind"":6,""multiplier"":1,""reg_class"":8,""second_start"":22,""second_width"":2,""size"":0,""special31"":0,""transform"":0},{""access"":1,""addend"":0,""bit_start"":5,""bit_width"":5,""kind"":6,""multiplier"":1,""reg_class"":8,""second_start"":22,""second_width"":2,""size"":0,""special31"":0,""transform"":0},{""access"":1,""addend"":0,""bit_start"":16,""bit_width"":5,""kind"":6,""multiplier"":1,""reg_class"":8,""second_start"":22,""second_width"":2,""size"":0,""special31"":0,""transform"":0}]"	trn1	HasSVEorSME
2474	A64/sve/sve_perm_inter/sve_int_perm_bin_perm_zz/zip2_z_zz_	zip2	A64	32	aarchmrs+capstone	0x052b64c1,0x052c64e2,0x05316587,0x0535660b,0x052b64c0,0x052b64df,0x052b6401,0x052b67e1,0x052064c1,0x053f64c1,0x056b64c1,0x05ab64c1,0x05eb64c1	"[{""access"":2,""addend"":0,""bit_start"":0,""bit_width"":5,""kind"":6,""multiplier"":1,""reg_class"":8,""second_start"":22,""second_width"":2,""size"":0,""special31"":0,""transform"":0},{""access"":1,""addend"":0,""bit_start"":5,""bit_width"":5,""kind"":6,""multiplier"":1,""reg_class"":8,""second_start"":22,""second_width"":2,""size"":0,""special31"":0,""transform"":0},{""access"":1,""addend"":0,""bit_start"":16,""bit_width"":5,""kind"":6,""multiplier"":1,""reg_class"":8,""second_start"":22,""second_width"":2,""size"":0,""special31"":0,""transform"":0}]"	zip2	HasSVEorSME
2475	A64/sve/sve_perm_inter/sve_int_perm_bin_perm_zz/uzp2_z_zz_	uzp2	A64	32	aarchmrs+capstone	0x052b6cc1,0x052c6ce2,0x05316d87,0x05356e0b,0x052b6cc0,0x052b6cdf,0x052b6c01,0x052b6fe1,0x05206cc1,0x053f6cc1,0x056b6cc1,0x05ab6cc1,0x05eb6cc1	"[{""access"":2,""addend"":0,""bit_start"":0,""bit_width"":5,""kind"":6,""multiplier"":1,""reg_class"":8,""second_start"":22,""second_width"":2,""size"":0,""special31"":0,""transform"":0},{""access"":1,""addend"":0,""bit_start"":5,""bit_width"":5,""kind"":6,""multiplier"":1,""reg_class"":8,""second_start"":22,""second_width"":2,""size"":0,""special31"":0,""transform"":0},{""access"":1,""addend"":0,""bit_start"":16,""bit_width"":5,""kind"":6,""multiplier"":1,""reg_class"":8,""second_start"":22,""second_width"":2,""size"":0,""special31"":0,""transform"":0}]"	uzp2	HasSVEorSME
2476	A64/sve/sve_perm_inter/sve_int_perm_bin_perm_zz/trn2_z_zz_	trn2	A64	32	aarchmrs+capstone	0x052b74c1,0x052c74e2,0x05317587,0x0535760b,0x052b74c0,0x052b74df,0x052b7401,0x052b77e1,0x052074c1,0x053f74c1,0x056b74c1,0x05ab74c1,0x05eb74c1	"[{""access"":2,""addend"":0,""bit_start"":0,""bit_width"":5,""kind"":6,""multiplier"":1,""reg_class"":8,""second_start"":22,""second_width"":2,""size"":0,""special31"":0,""transform"":0},{""access"":1,""addend"":0,""bit_start"":5,""bit_width"":5,""kind"":6,""multiplier"":1,""reg_class"":8,""second_start"":22,""second_width"":2,""size"":0,""special31"":0,""transform"":0},{""access"":1,""addend"":0,""bit_start"":16,""bit_width"":5,""kind"":6,""multiplier"":1,""reg_class"":8,""second_start"":22,""second_width"":2,""size"":0,""special31"":0,""transform"":0}]"	trn2	HasSVEorSME
2488	A64/sve/sve_perm_pred/sve_int_perm_rev/rbit_z_p_z_m	rbit	A64	32	aarchmrs+capstone	0x05279961,0x05279d82,0x05279227,0x052782ab,0x05279960,0x0527997f,0x05278161,0x05279d61,0x05279801,0x05279be1,0x05679961,0x05a79961,0x05e79961	"[{""access"":3,""addend"":0,""bit_start"":0,""bit_width"":5,""kind"":6,""multiplier"":1,""reg_class"":8,""second_start"":22,""second_width"":2,""size"":0,""special31"":0,""transform"":0},{""access"":1,""addend"":0,""bit_start"":10,""bit_width"":3,""kind"":7,""multiplier"":1,""reg_class"":9,""second_start"":22,""second_width"":2,""size"":0,""special31"":0,""transform"":1},{""access"":1,""addend"":0,""bit_start"":5,""bit_width"":5,""kind"":6,""multiplier"":1,""reg_class"":8,""second_start"":22,""second_width"":2,""size"":0,""special31"":0,""transform"":0}]"	rbit	HasSVEorSME
2490	A64/sve/sve_perm_pred/sve_int_perm_clast_zz/clasta_z_p_zz_	clasta	A64	32	aarchmrs+capstone	0x05289961,0x05289d82,0x05289227,0x052882ab,0x05289960,0x0528997f,0x05288161,0x05289d61,0x05289801,0x05289be1,0x05689961,0x05a89961,0x05e89961	"[{""access"":3,""addend"":0,""bit_start"":0,""bit_width"":5,""kind"":6,""multiplier"":1,""reg_class"":8,""second_start"":22,""second_width"":2,""size"":0,""special31"":0,""transform"":0},{""access"":1,""addend"":0,""bit_start"":10,""bit_width"":3,""kind"":7,""multiplier"":1,""reg_class"":9,""second_start"":22,""second_width"":2,""size"":0,""special31"":0,""transform"":0},{""access"":3,""addend"":0,""bit_start"":0,""bit_width"":5,""kind"":6,""multiplier"":1,""reg_class"":8,""second_start"":22,""second_width"":2,""size"":0,""special31"":0,""transform"":0},{""access"":1,""addend"":0,""bit_start"":5,""bit_width"":5,""kind"":6,""multiplier"":1,""reg_class"":8,""second_start"":22,""second_width"":2,""size"":0,""special31"":0,""transform"":0}]"	clasta	HasSVEorSME
2491	A64/sve/sve_perm_pred/sve_int_perm_clast_zz/clastb_z_p_zz_	clastb	A64	32	aarchmrs+capstone	0x05299961,0x05299d82,0x05299227,0x052982ab,0x05299960,0x0529997f,0x05298161,0x05299d61,0x05299801,0x05299be1,0x05699961,0x05a99961,0x05e99961	"[{""access"":3,""addend"":0,""bit_start"":0,""bit_width"":5,""kind"":6,""multiplier"":1,""reg_class"":8,""second_start"":22,""second_width"":2,""size"":0,""special31"":0,""transform"":0},{""access"":1,""addend"":0,""bit_start"":10,""bit_width"":3,""kind"":7,""multiplier"":1,""reg_class"":9,""second_start"":22,""second_width"":2,""size"":0,""special31"":0,""transform"":0},{""access"":3,""addend"":0,""bit_start"":0,""bit_width"":5,""kind"":6,""multiplier"":1,""reg_class"":8,""second_start"":22,""second_width"":2,""size"":0,""special31"":0,""transform"":0},{""access"":1,""addend"":0,""bit_start"":5,""bit_width"":5,""kind"":6,""multiplier"":1,""reg_class"":8,""second_start"":22,""second_width"":2,""size"":0,""special31"":0,""transform"":0}]"	clastb	HasSVEorSME
