form_id	source_form_id	mnemonic	isa	width	authority	witnesses	operand_semantics	capstone_real_name	capstone_groups
4551	A64/control/compbranch_imm/CBGT_32_imm	cbgt	A64	32	aarchmrs	0x75008001,0x75000000,0x751fbfe1	"[{""access"":1,""addend"":0,""bit_start"":0,""bit_width"":5,""kind"":1,""multiplier"":0,""reg_class"":2,""second_start"":0,""second_width"":0,""size"":4,""special31"":2,""transform"":0},{""access"":1,""addend"":0,""bit_start"":15,""bit_width"":6,""kind"":2,""multiplier"":1,""reg_class"":0,""second_start"":0,""second_width"":0,""size"":4,""special31"":0,""transform"":0},{""access"":1,""addend"":0,""bit_start"":0,""bit_width"":0,""kind"":3,""multiplier"":0,""reg_class"":0,""second_start"":0,""second_width"":0,""size"":8,""special31"":0,""transform"":14}]"		
4552	A64/control/compbranch_imm/CBLT_32_imm	cblt	A64	32	aarchmrs	0x75208001,0x75200000,0x753fbfe1	"[{""access"":1,""addend"":0,""bit_start"":0,""bit_width"":5,""kind"":1,""multiplier"":0,""reg_class"":2,""second_start"":0,""second_width"":0,""size"":4,""special31"":2,""transform"":0},{""access"":1,""addend"":0,""bit_start"":15,""bit_width"":6,""kind"":2,""multiplier"":1,""reg_class"":0,""second_start"":0,""second_width"":0,""size"":4,""special31"":0,""transform"":0},{""access"":1,""addend"":0,""bit_start"":0,""bit_width"":0,""kind"":3,""multiplier"":0,""reg_class"":0,""second_start"":0,""second_width"":0,""size"":8,""special31"":0,""transform"":14}]"		
4553	A64/control/compbranch_imm/CBHI_32_imm	cbhi	A64	32	aarchmrs	0x75408001,0x75400000,0x755fbfe1	"[{""access"":1,""addend"":0,""bit_start"":0,""bit_width"":5,""kind"":1,""multiplier"":0,""reg_class"":2,""second_start"":0,""second_width"":0,""size"":4,""special31"":2,""transform"":0},{""access"":1,""addend"":0,""bit_start"":15,""bit_width"":6,""kind"":2,""multiplier"":1,""reg_class"":0,""second_start"":0,""second_width"":0,""size"":4,""special31"":0,""transform"":0},{""access"":1,""addend"":0,""bit_start"":0,""bit_width"":0,""kind"":3,""multiplier"":0,""reg_class"":0,""second_start"":0,""second_width"":0,""size"":8,""special31"":0,""transform"":14}]"		
4554	A64/control/compbranch_imm/CBLO_32_imm	cblo	A64	32	aarchmrs	0x75608001,0x75600000,0x757fbfe1	"[{""access"":1,""addend"":0,""bit_start"":0,""bit_width"":5,""kind"":1,""multiplier"":0,""reg_class"":2,""second_start"":0,""second_width"":0,""size"":4,""special31"":2,""transform"":0},{""access"":1,""addend"":0,""bit_start"":15,""bit_width"":6,""kind"":2,""multiplier"":1,""reg_class"":0,""second_start"":0,""second_width"":0,""size"":4,""special31"":0,""transform"":0},{""access"":1,""addend"":0,""bit_start"":0,""bit_width"":0,""kind"":3,""multiplier"":0,""reg_class"":0,""second_start"":0,""second_width"":0,""size"":8,""special31"":0,""transform"":14}]"		
4555	A64/control/compbranch_imm/CBEQ_32_imm	cbeq	A64	32	aarchmrs	0x75c08001,0x75c00000,0x75dfbfe1	"[{""access"":1,""addend"":0,""bit_start"":0,""bit_width"":5,""kind"":1,""multiplier"":0,""reg_class"":2,""second_start"":0,""second_width"":0,""size"":4,""special31"":2,""transform"":0},{""access"":1,""addend"":0,""bit_start"":15,""bit_width"":6,""kind"":2,""multiplier"":1,""reg_class"":0,""second_start"":0,""second_width"":0,""size"":4,""special31"":0,""transform"":0},{""access"":1,""addend"":0,""bit_start"":0,""bit_width"":0,""kind"":3,""multiplier"":0,""reg_class"":0,""second_start"":0,""second_width"":0,""size"":8,""special31"":0,""transform"":14}]"		
4556	A64/control/compbranch_imm/CBNE_32_imm	cbne	A64	32	aarchmrs	0x75e08001,0x75e00000,0x75ffbfe1	"[{""access"":1,""addend"":0,""bit_start"":0,""bit_width"":5,""kind"":1,""multiplier"":0,""reg_class"":2,""second_start"":0,""second_width"":0,""size"":4,""special31"":2,""transform"":0},{""access"":1,""addend"":0,""bit_start"":15,""bit_width"":6,""kind"":2,""multiplier"":1,""reg_class"":0,""second_start"":0,""second_width"":0,""size"":4,""special31"":0,""transform"":0},{""access"":1,""addend"":0,""bit_start"":0,""bit_width"":0,""kind"":3,""multiplier"":0,""reg_class"":0,""second_start"":0,""second_width"":0,""size"":8,""special31"":0,""transform"":14}]"		
4557	A64/control/compbranch_imm/CBGT_64_imm	cbgt	A64	32	aarchmrs	0xf5008001,0xf5000000,0xf51fbfe1	"[{""access"":1,""addend"":0,""bit_start"":0,""bit_width"":5,""kind"":1,""multiplier"":0,""reg_class"":3,""second_start"":0,""second_width"":0,""size"":8,""special31"":4,""transform"":0},{""access"":1,""addend"":0,""bit_start"":15,""bit_width"":6,""kind"":2,""multiplier"":1,""reg_class"":0,""second_start"":0,""second_width"":0,""size"":8,""special31"":0,""transform"":0},{""access"":1,""addend"":0,""bit_start"":0,""bit_width"":0,""kind"":3,""multiplier"":0,""reg_class"":0,""second_start"":0,""second_width"":0,""size"":8,""special31"":0,""transform"":14}]"		
4558	A64/control/compbranch_imm/CBLT_64_imm	cblt	A64	32	aarchmrs	0xf5208001,0xf5200000,0xf53fbfe1	"[{""access"":1,""addend"":0,""bit_start"":0,""bit_width"":5,""kind"":1,""multiplier"":0,""reg_class"":3,""second_start"":0,""second_width"":0,""size"":8,""special31"":4,""transform"":0},{""access"":1,""addend"":0,""bit_start"":15,""bit_width"":6,""kind"":2,""multiplier"":1,""reg_class"":0,""second_start"":0,""second_width"":0,""size"":8,""special31"":0,""transform"":0},{""access"":1,""addend"":0,""bit_start"":0,""bit_width"":0,""kind"":3,""multiplier"":0,""reg_class"":0,""second_start"":0,""second_width"":0,""size"":8,""special31"":0,""transform"":14}]"		
4559	A64/control/compbranch_imm/CBHI_64_imm	cbhi	A64	32	aarchmrs	0xf5408001,0xf5400000,0xf55fbfe1	"[{""access"":1,""addend"":0,""bit_start"":0,""bit_width"":5,""kind"":1,""multiplier"":0,""reg_class"":3,""second_start"":0,""second_width"":0,""size"":8,""special31"":4,""transform"":0},{""access"":1,""addend"":0,""bit_start"":15,""bit_width"":6,""kind"":2,""multiplier"":1,""reg_class"":0,""second_start"":0,""second_width"":0,""size"":8,""special31"":0,""transform"":0},{""access"":1,""addend"":0,""bit_start"":0,""bit_width"":0,""kind"":3,""multiplier"":0,""reg_class"":0,""second_start"":0,""second_width"":0,""size"":8,""special31"":0,""transform"":14}]"		
4560	A64/control/compbranch_imm/CBLO_64_imm	cblo	A64	32	aarchmrs	0xf5608001,0xf5600000,0xf57fbfe1	"[{""access"":1,""addend"":0,""bit_start"":0,""bit_width"":5,""kind"":1,""multiplier"":0,""reg_class"":3,""second_start"":0,""second_width"":0,""size"":8,""special31"":4,""transform"":0},{""access"":1,""addend"":0,""bit_start"":15,""bit_width"":6,""kind"":2,""multiplier"":1,""reg_class"":0,""second_start"":0,""second_width"":0,""size"":8,""special31"":0,""transform"":0},{""access"":1,""addend"":0,""bit_start"":0,""bit_width"":0,""kind"":3,""multiplier"":0,""reg_class"":0,""second_start"":0,""second_width"":0,""size"":8,""special31"":0,""transform"":14}]"		
4561	A64/control/compbranch_imm/CBEQ_64_imm	cbeq	A64	32	aarchmrs	0xf5c08001,0xf5c00000,0xf5dfbfe1	"[{""access"":1,""addend"":0,""bit_start"":0,""bit_width"":5,""kind"":1,""multiplier"":0,""reg_class"":3,""second_start"":0,""second_width"":0,""size"":8,""special31"":4,""transform"":0},{""access"":1,""addend"":0,""bit_start"":15,""bit_width"":6,""kind"":2,""multiplier"":1,""reg_class"":0,""second_start"":0,""second_width"":0,""size"":8,""special31"":0,""transform"":0},{""access"":1,""addend"":0,""bit_start"":0,""bit_width"":0,""kind"":3,""multiplier"":0,""reg_class"":0,""second_start"":0,""second_width"":0,""size"":8,""special31"":0,""transform"":14}]"		
4562	A64/control/compbranch_imm/CBNE_64_imm	cbne	A64	32	aarchmrs	0xf5e08001,0xf5e00000,0xf5ffbfe1	"[{""access"":1,""addend"":0,""bit_start"":0,""bit_width"":5,""kind"":1,""multiplier"":0,""reg_class"":3,""second_start"":0,""second_width"":0,""size"":8,""special31"":4,""transform"":0},{""access"":1,""addend"":0,""bit_start"":15,""bit_width"":6,""kind"":2,""multiplier"":1,""reg_class"":0,""second_start"":0,""second_width"":0,""size"":8,""special31"":0,""transform"":0},{""access"":1,""addend"":0,""bit_start"":0,""bit_width"":0,""kind"":3,""multiplier"":0,""reg_class"":0,""second_start"":0,""second_width"":0,""size"":8,""special31"":0,""transform"":14}]"		
4563	A64/control/testbranch/TBZ_only_testbranch	tbz	A64	32	aarchmrs+capstone	0x36080001,0x36000000,0x360fffe1	"[{""access"":1,""addend"":0,""bit_start"":0,""bit_width"":5,""kind"":4,""multiplier"":0,""reg_class"":7,""second_start"":31,""second_width"":1,""size"":0,""special31"":6,""transform"":0},{""access"":1,""addend"":0,""bit_start"":19,""bit_width"":5,""kind"":2,""multiplier"":1,""reg_class"":0,""second_start"":31,""second_width"":1,""size"":1,""special31"":0,""transform"":2},{""access"":1,""addend"":0,""bit_start"":0,""bit_width"":0,""kind"":3,""multiplier"":0,""reg_class"":0,""second_start"":0,""second_width"":0,""size"":8,""special31"":0,""transform"":13}]"	tbz	branch_relative,jump
4564	A64/control/testbranch/TBNZ_only_testbranch	tbnz	A64	32	aarchmrs+capstone	0x37080001,0x37000000,0x370fffe1	"[{""access"":1,""addend"":0,""bit_start"":0,""bit_width"":5,""kind"":4,""multiplier"":0,""reg_class"":7,""second_start"":31,""second_width"":1,""size"":0,""special31"":6,""transform"":0},{""access"":1,""addend"":0,""bit_start"":19,""bit_width"":5,""kind"":2,""multiplier"":1,""reg_class"":0,""second_start"":31,""second_width"":1,""size"":1,""special31"":0,""transform"":2},{""access"":1,""addend"":0,""bit_start"":0,""bit_width"":0,""kind"":3,""multiplier"":0,""reg_class"":0,""second_start"":0,""second_width"":0,""size"":8,""special31"":0,""transform"":13}]"	tbnz	branch_relative,jump
4882	A64/ldst/ldapstl_unscaled/STLURB_32_ldapstl_unscaled	stlurb	A64	32	aarchmrs	0x190010c1,0x190010e2,0x1900120b,0x190013be,0x190010df,0x190013e1,0x190000c1,0x190020c1,0x190030c1,0x190ff0c1,0x191000c1,0x191fe0c1,0x191ff0c1	"[{""access"":1,""addend"":0,""bit_start"":0,""bit_width"":5,""kind"":1,""multiplier"":0,""reg_class"":2,""second_start"":0,""second_width"":0,""size"":4,""special31"":2,""transform"":0},{""access"":2,""addend"":0,""bit_start"":5,""bit_width"":5,""kind"":5,""multiplier"":1,""reg_class"":3,""second_start"":12,""second_width"":9,""size"":1,""special31"":5,""transform"":1}]"		
4883	A64/ldst/ldapstl_unscaled/LDAPURB_32_ldapstl_unscaled	ldapurb	A64	32	capstone	0x194010c1,0x194010e2,0x1940120b,0x194013be,0x194010df,0x194013e1,0x194000c1,0x194020c1,0x194030c1,0x194ff0c1,0x195000c1,0x195fe0c1,0x195ff0c1	"[{""access"":2,""addend"":0,""bit_start"":0,""bit_width"":5,""kind"":1,""multiplier"":0,""reg_class"":2,""second_start"":0,""second_width"":0,""size"":4,""special31"":2,""transform"":0},{""access"":1,""addend"":0,""bit_start"":5,""bit_width"":5,""kind"":5,""multiplier"":1,""reg_class"":3,""second_start"":12,""second_width"":9,""size"":1,""special31"":5,""transform"":1}]"	ldapurb	HasRCPC_IMMO
4884	A64/ldst/ldapstl_unscaled/LDAPURSB_64_ldapstl_unscaled	ldapursb	A64	32	capstone	0x198010c1,0x198010e2,0x1980120b,0x198013be,0x198010df,0x198013e1,0x198000c1,0x198020c1,0x198030c1,0x198ff0c1,0x199000c1,0x199fe0c1,0x199ff0c1	"[{""access"":2,""addend"":0,""bit_start"":0,""bit_width"":5,""kind"":1,""multiplier"":0,""reg_class"":3,""second_start"":0,""second_width"":0,""size"":8,""special31"":4,""transform"":0},{""access"":1,""addend"":0,""bit_start"":5,""bit_width"":5,""kind"":5,""multiplier"":1,""reg_class"":3,""second_start"":12,""second_width"":9,""size"":1,""special31"":5,""transform"":1}]"	ldapursb	HasRCPC_IMMO
4885	A64/ldst/ldapstl_unscaled/LDAPURSB_32_ldapstl_unscaled	ldapursb	A64	32	capstone	0x19c010c1,0x19c010e2,0x19c0120b,0x19c013be,0x19c010df,0x19c013e1,0x19c000c1,0x19c020c1,0x19c030c1,0x19cff0c1,0x19d000c1,0x19dfe0c1,0x19dff0c1	"[{""access"":2,""addend"":0,""bit_start"":0,""bit_width"":5,""kind"":1,""multiplier"":0,""reg_class"":2,""second_start"":0,""second_width"":0,""size"":4,""special31"":2,""transform"":0},{""access"":1,""addend"":0,""bit_start"":5,""bit_width"":5,""kind"":5,""multiplier"":1,""reg_class"":3,""second_start"":12,""second_width"":9,""size"":1,""special31"":5,""transform"":1}]"	ldapursb	HasRCPC_IMMO
4886	A64/ldst/ldapstl_unscaled/STLURH_32_ldapstl_unscaled	stlurh	A64	32	aarchmrs	0x590010c1,0x590010e2,0x5900120b,0x590013be,0x590010df,0x590013e1,0x590000c1,0x590020c1,0x590030c1,0x590ff0c1,0x591000c1,0x591fe0c1,0x591ff0c1	"[{""access"":1,""addend"":0,""bit_start"":0,""bit_width"":5,""kind"":1,""multiplier"":0,""reg_class"":2,""second_start"":0,""second_width"":0,""size"":4,""special31"":2,""transform"":0},{""access"":2,""addend"":0,""bit_start"":5,""bit_width"":5,""kind"":5,""multiplier"":1,""reg_class"":3,""second_start"":12,""second_width"":9,""size"":2,""special31"":5,""transform"":1}]"		
4887	A64/ldst/ldapstl_unscaled/LDAPURH_32_ldapstl_unscaled	ldapurh	A64	32	capstone	0x594010c1,0x594010e2,0x5940120b,0x594013be,0x594010df,0x594013e1,0x594000c1,0x594020c1,0x594030c1,0x594ff0c1,0x595000c1,0x595fe0c1,0x595ff0c1	"[{""access"":2,""addend"":0,""bit_start"":0,""bit_width"":5,""kind"":1,""multiplier"":0,""reg_class"":2,""second_start"":0,""second_width"":0,""size"":4,""special31"":2,""transform"":0},{""access"":1,""addend"":0,""bit_start"":5,""bit_width"":5,""kind"":5,""multiplier"":1,""reg_class"":3,""second_start"":12,""second_width"":9,""size"":2,""special31"":5,""transform"":1}]"	ldapurh	HasRCPC_IMMO
4888	A64/ldst/ldapstl_unscaled/LDAPURSH_64_ldapstl_unscaled	ldapursh	A64	32	capstone	0x598010c1,0x598010e2,0x5980120b,0x598013be,0x598010df,0x598013e1,0x598000c1,0x598020c1,0x598030c1,0x598ff0c1,0x599000c1,0x599fe0c1,0x599ff0c1	"[{""access"":2,""addend"":0,""bit_start"":0,""bit_width"":5,""kind"":1,""multiplier"":0,""reg_class"":3,""second_start"":0,""second_width"":0,""size"":8,""special31"":4,""transform"":0},{""access"":1,""addend"":0,""bit_start"":5,""bit_width"":5,""kind"":5,""multiplier"":1,""reg_class"":3,""second_start"":12,""second_width"":9,""size"":2,""special31"":5,""transform"":1}]"	ldapursh	HasRCPC_IMMO
4889	A64/ldst/ldapstl_unscaled/LDAPURSH_32_ldapstl_unscaled	ldapursh	A64	32	capstone	0x59c010c1,0x59c010e2,0x59c0120b,0x59c013be,0x59c010df,0x59c013e1,0x59c000c1,0x59c020c1,0x59c030c1,0x59cff0c1,0x59d000c1,0x59dfe0c1,0x59dff0c1	"[{""access"":2,""addend"":0,""bit_start"":0,""bit_width"":5,""kind"":1,""multiplier"":0,""reg_class"":2,""second_start"":0,""second_width"":0,""size"":4,""special31"":2,""transform"":0},{""access"":1,""addend"":0,""bit_start"":5,""bit_width"":5,""kind"":5,""multiplier"":1,""reg_class"":3,""second_start"":12,""second_width"":9,""size"":2,""special31"":5,""transform"":1}]"	ldapursh	HasRCPC_IMMO
4890	A64/ldst/ldapstl_unscaled/STLUR_32_ldapstl_unscaled	stlur	A64	32	aarchmrs	0x990010c1,0x990010e2,0x9900120b,0x990013be,0x990010df,0x990013e1,0x990000c1,0x990020c1,0x990030c1,0x990ff0c1,0x991000c1,0x991fe0c1,0x991ff0c1	"[{""access"":1,""addend"":0,""bit_start"":0,""bit_width"":5,""kind"":1,""multiplier"":0,""reg_class"":2,""second_start"":0,""second_width"":0,""size"":4,""special31"":2,""transform"":0},{""access"":2,""addend"":0,""bit_start"":5,""bit_width"":5,""kind"":5,""multiplier"":1,""reg_class"":3,""second_start"":12,""second_width"":9,""size"":4,""special31"":5,""transform"":1}]"		
4891	A64/ldst/ldapstl_unscaled/LDAPUR_32_ldapstl_unscaled	ldapur	A64	32	capstone	0x994010c1,0x994010e2,0x9940120b,0x994013be,0x994010df,0x994013e1,0x994000c1,0x994020c1,0x994030c1,0x994ff0c1,0x995000c1,0x995fe0c1,0x995ff0c1	"[{""access"":2,""addend"":0,""bit_start"":0,""bit_width"":5,""kind"":1,""multiplier"":0,""reg_class"":2,""second_start"":0,""second_width"":0,""size"":4,""special31"":2,""transform"":0},{""access"":1,""addend"":0,""bit_start"":5,""bit_width"":5,""kind"":5,""multiplier"":1,""reg_class"":3,""second_start"":12,""second_width"":9,""size"":4,""special31"":5,""transform"":1}]"	ldapur	HasRCPC_IMMO
4892	A64/ldst/ldapstl_unscaled/LDAPURSW_64_ldapstl_unscaled	ldapursw	A64	32	capstone	0x998010c1,0x998010e2,0x9980120b,0x998013be,0x998010df,0x998013e1,0x998000c1,0x998020c1,0x998030c1,0x998ff0c1,0x999000c1,0x999fe0c1,0x999ff0c1	"[{""access"":2,""addend"":0,""bit_start"":0,""bit_width"":5,""kind"":1,""multiplier"":0,""reg_class"":3,""second_start"":0,""second_width"":0,""size"":8,""special31"":4,""transform"":0},{""access"":1,""addend"":0,""bit_start"":5,""bit_width"":5,""kind"":5,""multiplier"":1,""reg_class"":3,""second_start"":12,""second_width"":9,""size"":4,""special31"":5,""transform"":1}]"	ldapursw	HasRCPC_IMMO
4893	A64/ldst/ldapstl_unscaled/STLUR_64_ldapstl_unscaled	stlur	A64	32	aarchmrs	0xd90010c1,0xd90010e2,0xd900120b,0xd90013be,0xd90010df,0xd90013e1,0xd90000c1,0xd90020c1,0xd90030c1,0xd90ff0c1,0xd91000c1,0xd91fe0c1,0xd91ff0c1	"[{""access"":1,""addend"":0,""bit_start"":0,""bit_width"":5,""kind"":1,""multiplier"":0,""reg_class"":3,""second_start"":0,""second_width"":0,""size"":8,""special31"":4,""transform"":0},{""access"":2,""addend"":0,""bit_start"":5,""bit_width"":5,""kind"":5,""multiplier"":1,""reg_class"":3,""second_start"":12,""second_width"":9,""size"":8,""special31"":5,""transform"":1}]"		
4894	A64/ldst/ldapstl_unscaled/LDAPUR_64_ldapstl_unscaled	ldapur	A64	32	capstone	0xd94010c1,0xd94010e2,0xd940120b,0xd94013be,0xd94010df,0xd94013e1,0xd94000c1,0xd94020c1,0xd94030c1,0xd94ff0c1,0xd95000c1,0xd95fe0c1,0xd95ff0c1	"[{""access"":2,""addend"":0,""bit_start"":0,""bit_width"":5,""kind"":1,""multiplier"":0,""reg_class"":3,""second_start"":0,""second_width"":0,""size"":8,""special31"":4,""transform"":0},{""access"":1,""addend"":0,""bit_start"":5,""bit_width"":5,""kind"":5,""multiplier"":1,""reg_class"":3,""second_start"":12,""second_width"":9,""size"":8,""special31"":5,""transform"":1}]"	ldapur	HasRCPC_IMMO
5138	A64/ldst/ldst_unscaled/STURB_32_ldst_unscaled	sturb	A64	32	capstone	0x380010c1,0x380010e2,0x3800120b,0x380013be,0x380010df,0x380013e1,0x380000c1,0x380020c1,0x380030c1,0x380ff0c1,0x381000c1,0x381fe0c1,0x381ff0c1	"[{""access"":1,""addend"":0,""bit_start"":0,""bit_width"":5,""kind"":1,""multiplier"":0,""reg_class"":2,""second_start"":0,""second_width"":0,""size"":4,""special31"":2,""transform"":0},{""access"":2,""addend"":0,""bit_start"":5,""bit_width"":5,""kind"":5,""multiplier"":1,""reg_class"":3,""second_start"":12,""second_width"":9,""size"":1,""special31"":5,""transform"":1}]"	sturb	
5139	A64/ldst/ldst_unscaled/LDURB_32_ldst_unscaled	ldurb	A64	32	capstone	0x384010c1,0x384010e2,0x3840120b,0x384013be,0x384010df,0x384013e1,0x384000c1,0x384020c1,0x384030c1,0x384ff0c1,0x385000c1,0x385fe0c1,0x385ff0c1	"[{""access"":2,""addend"":0,""bit_start"":0,""bit_width"":5,""kind"":1,""multiplier"":0,""reg_class"":2,""second_start"":0,""second_width"":0,""size"":4,""special31"":2,""transform"":0},{""access"":1,""addend"":0,""bit_start"":5,""bit_width"":5,""kind"":5,""multiplier"":1,""reg_class"":3,""second_start"":12,""second_width"":9,""size"":1,""special31"":5,""transform"":1}]"	ldurb	
5140	A64/ldst/ldst_unscaled/LDURSB_64_ldst_unscaled	ldursb	A64	32	capstone	0x388010c1,0x388010e2,0x3880120b,0x388013be,0x388010df,0x388013e1,0x388000c1,0x388020c1,0x388030c1,0x388ff0c1,0x389000c1,0x389fe0c1,0x389ff0c1	"[{""access"":2,""addend"":0,""bit_start"":0,""bit_width"":5,""kind"":1,""multiplier"":0,""reg_class"":3,""second_start"":0,""second_width"":0,""size"":8,""special31"":4,""transform"":0},{""access"":1,""addend"":0,""bit_start"":5,""bit_width"":5,""kind"":5,""multiplier"":1,""reg_class"":3,""second_start"":12,""second_width"":9,""size"":1,""special31"":5,""transform"":1}]"	ldursb	
5141	A64/ldst/ldst_unscaled/LDURSB_32_ldst_unscaled	ldursb	A64	32	capstone	0x38c010c1,0x38c010e2,0x38c0120b,0x38c013be,0x38c010df,0x38c013e1,0x38c000c1,0x38c020c1,0x38c030c1,0x38cff0c1,0x38d000c1,0x38dfe0c1,0x38dff0c1	"[{""access"":2,""addend"":0,""bit_start"":0,""bit_width"":5,""kind"":1,""multiplier"":0,""reg_class"":2,""second_start"":0,""second_width"":0,""size"":4,""special31"":2,""transform"":0},{""access"":1,""addend"":0,""bit_start"":5,""bit_width"":5,""kind"":5,""multiplier"":1,""reg_class"":3,""second_start"":12,""second_width"":9,""size"":1,""special31"":5,""transform"":1}]"	ldursb	
5146	A64/ldst/ldst_unscaled/STURH_32_ldst_unscaled	sturh	A64	32	capstone	0x780010c1,0x780010e2,0x7800120b,0x780013be,0x780010df,0x780013e1,0x780000c1,0x780020c1,0x780030c1,0x780ff0c1,0x781000c1,0x781fe0c1,0x781ff0c1	"[{""access"":1,""addend"":0,""bit_start"":0,""bit_width"":5,""kind"":1,""multiplier"":0,""reg_class"":2,""second_start"":0,""second_width"":0,""size"":4,""special31"":2,""transform"":0},{""access"":2,""addend"":0,""bit_start"":5,""bit_width"":5,""kind"":5,""multiplier"":1,""reg_class"":3,""second_start"":12,""second_width"":9,""size"":2,""special31"":5,""transform"":1}]"	sturh	
5147	A64/ldst/ldst_unscaled/LDURH_32_ldst_unscaled	ldurh	A64	32	capstone	0x784010c1,0x784010e2,0x7840120b,0x784013be,0x784010df,0x784013e1,0x784000c1,0x784020c1,0x784030c1,0x784ff0c1,0x785000c1,0x785fe0c1,0x785ff0c1	"[{""access"":2,""addend"":0,""bit_start"":0,""bit_width"":5,""kind"":1,""multiplier"":0,""reg_class"":2,""second_start"":0,""second_width"":0,""size"":4,""special31"":2,""transform"":0},{""access"":1,""addend"":0,""bit_start"":5,""bit_width"":5,""kind"":5,""multiplier"":1,""reg_class"":3,""second_start"":12,""second_width"":9,""size"":2,""special31"":5,""transform"":1}]"	ldurh	
5148	A64/ldst/ldst_unscaled/LDURSH_64_ldst_unscaled	ldursh	A64	32	capstone	0x788010c1,0x788010e2,0x7880120b,0x788013be,0x788010df,0x788013e1,0x788000c1,0x788020c1,0x788030c1,0x788ff0c1,0x789000c1,0x789fe0c1,0x789ff0c1	"[{""access"":2,""addend"":0,""bit_start"":0,""bit_width"":5,""kind"":1,""multiplier"":0,""reg_class"":3,""second_start"":0,""second_width"":0,""size"":8,""special31"":4,""transform"":0},{""access"":1,""addend"":0,""bit_start"":5,""bit_width"":5,""kind"":5,""multiplier"":1,""reg_class"":3,""second_start"":12,""second_width"":9,""size"":2,""special31"":5,""transform"":1}]"	ldursh	
5149	A64/ldst/ldst_unscaled/LDURSH_32_ldst_unscaled	ldursh	A64	32	capstone	0x78c010c1,0x78c010e2,0x78c0120b,0x78c013be,0x78c010df,0x78c013e1,0x78c000c1,0x78c020c1,0x78c030c1,0x78cff0c1,0x78d000c1,0x78dfe0c1,0x78dff0c1	"[{""access"":2,""addend"":0,""bit_start"":0,""bit_width"":5,""kind"":1,""multiplier"":0,""reg_class"":2,""second_start"":0,""second_width"":0,""size"":4,""special31"":2,""transform"":0},{""access"":1,""addend"":0,""bit_start"":5,""bit_width"":5,""kind"":5,""multiplier"":1,""reg_class"":3,""second_start"":12,""second_width"":9,""size"":2,""special31"":5,""transform"":1}]"	ldursh	
5152	A64/ldst/ldst_unscaled/STUR_32_ldst_unscaled	stur	A64	32	capstone	0xb80010c1,0xb80010e2,0xb800120b,0xb80013be,0xb80010df,0xb80013e1,0xb80000c1,0xb80020c1,0xb80030c1,0xb80ff0c1,0xb81000c1,0xb81fe0c1,0xb81ff0c1	"[{""access"":1,""addend"":0,""bit_start"":0,""bit_width"":5,""kind"":1,""multiplier"":0,""reg_class"":2,""second_start"":0,""second_width"":0,""size"":4,""special31"":2,""transform"":0},{""access"":2,""addend"":0,""bit_start"":5,""bit_width"":5,""kind"":5,""multiplier"":1,""reg_class"":3,""second_start"":12,""second_width"":9,""size"":4,""special31"":5,""transform"":1}]"	stur	
5153	A64/ldst/ldst_unscaled/LDUR_32_ldst_unscaled	ldur	A64	32	capstone	0xb84010c1,0xb84010e2,0xb840120b,0xb84013be,0xb84010df,0xb84013e1,0xb84000c1,0xb84020c1,0xb84030c1,0xb84ff0c1,0xb85000c1,0xb85fe0c1,0xb85ff0c1	"[{""access"":2,""addend"":0,""bit_start"":0,""bit_width"":5,""kind"":1,""multiplier"":0,""reg_class"":2,""second_start"":0,""second_width"":0,""size"":4,""special31"":2,""transform"":0},{""access"":1,""addend"":0,""bit_start"":5,""bit_width"":5,""kind"":5,""multiplier"":1,""reg_class"":3,""second_start"":12,""second_width"":9,""size"":4,""special31"":5,""transform"":1}]"	ldur	
5154	A64/ldst/ldst_unscaled/LDURSW_64_ldst_unscaled	ldursw	A64	32	capstone	0xb88010c1,0xb88010e2,0xb880120b,0xb88013be,0xb88010df,0xb88013e1,0xb88000c1,0xb88020c1,0xb88030c1,0xb88ff0c1,0xb89000c1,0xb89fe0c1,0xb89ff0c1	"[{""access"":2,""addend"":0,""bit_start"":0,""bit_width"":5,""kind"":1,""multiplier"":0,""reg_class"":3,""second_start"":0,""second_width"":0,""size"":8,""special31"":4,""transform"":0},{""access"":1,""addend"":0,""bit_start"":5,""bit_width"":5,""kind"":5,""multiplier"":1,""reg_class"":3,""second_start"":12,""second_width"":9,""size"":4,""special31"":5,""transform"":1}]"	ldursw	
5157	A64/ldst/ldst_unscaled/STUR_64_ldst_unscaled	stur	A64	32	capstone	0xf80010c1,0xf80010e2,0xf800120b,0xf80013be,0xf80010df,0xf80013e1,0xf80000c1,0xf80020c1,0xf80030c1,0xf80ff0c1,0xf81000c1,0xf81fe0c1,0xf81ff0c1	"[{""access"":1,""addend"":0,""bit_start"":0,""bit_width"":5,""kind"":1,""multiplier"":0,""reg_class"":3,""second_start"":0,""second_width"":0,""size"":8,""special31"":4,""transform"":0},{""access"":2,""addend"":0,""bit_start"":5,""bit_width"":5,""kind"":5,""multiplier"":1,""reg_class"":3,""second_start"":12,""second_width"":9,""size"":8,""special31"":5,""transform"":1}]"	stur	
