xed_index	iclass	macro_token	name_id	formatter_mnemonic	allocation	record_count
496	MFENCE	MFENCE	1138	mfence	existing	1
497	MINPD	MINPD	357	minpd	existing	2
498	MINPS	MINPS	299	minps	existing	2
499	MINSD	MINSD	358	minsd	existing	2
500	MINSS	MINSS	300	minss	existing	2
501	MONITOR	MONITOR	1157	monitor	existing	4
502	MONITORX	MONITORX	1343	monitorx	appended	4
503	MOV	MOV	118	mov	existing	22
504	MOVAPD	MOVAPD	338	movapd	existing	4
505	MOVAPS	MOVAPS	274	movaps	existing	4
506	MOVBE	MOVBE	1134	movbe	existing	10
507	MOVD	MOVD	1344	movd	appended	16
508	MOVDDUP	MOVDDUP	428	movddup	existing	2
509	MOVDIR64B	MOVDIR64B	923	movdir64b	existing	3
510	MOVDIRI	MOVDIRI	922	movdiri	existing	3
511	MOVDQ2Q	MOVDQ2Q	1345	movdq2q	appended	1
512	MOVDQA	MOVDQA	367	movdqa	existing	4
513	MOVDQU	MOVDQU	368	movdqu	existing	4
514	MOVHLPS	MOVHLPS	276	movhlps	existing	1
515	MOVHPD	MOVHPD	340	movhpd	existing	2
516	MOVHPS	MOVHPS	277	movhps	existing	2
517	MOVLHPS	MOVLHPS	278	movlhps	existing	1
518	MOVLPD	MOVLPD	339	movlpd	existing	2
519	MOVLPS	MOVLPS	275	movlps	existing	2
520	MOVMSKPD	MOVMSKPD	344	movmskpd	existing	1
521	MOVMSKPS	MOVMSKPS	282	movmskps	existing	1
522	MOVNTDQ	MOVNTDQ	1346	movntdq	appended	1
523	MOVNTDQA	MOVNTDQA	466	movntdqa	existing	1
524	MOVNTI	MOVNTI	1347	movnti	appended	3
525	MOVNTPD	MOVNTPD	341	movntpd	existing	1
526	MOVNTPS	MOVNTPS	279	movntps	existing	1
527	MOVNTQ	MOVNTQ	336	movntq	existing	1
528	MOVNTSD	MOVNTSD	501	movntsd	existing	1
529	MOVNTSS	MOVNTSS	500	movntss	existing	1
530	MOVQ	MOVQ	1348	movq	appended	16
531	MOVQ2DQ	MOVQ2DQ	1349	movq2dq	appended	1
532	MOVRS	MOVRS	1350	movrs	appended	5
533	MOVSB	MOVSB	120	movsb	existing	1
534	MOVSD	MOVSD	121	movsd	existing	3
535	MOVSD_XMM	MOVSD_XMM	1351	movsd_xmm	appended	4
536	MOVSHDUP	MOVSHDUP	430	movshdup	existing	2
537	MOVSLDUP	MOVSLDUP	429	movsldup	existing	2
538	MOVSQ	MOVSQ	122	movsq	existing	1
539	MOVSS	MOVSS	273	movss	existing	4
540	MOVSW	MOVSW	123	movsw	existing	3
541	MOVSX	MOVSX	124	movsx	existing	7
542	MOVSXD	MOVSXD	125	movsxd	existing	3
543	MOVUPD	MOVUPD	337	movupd	existing	4
544	MOVUPS	MOVUPS	272	movups	existing	4
545	MOVZX	MOVZX	126	movzx	existing	7
546	MOV_CR	MOV_CR	1352	mov_cr	appended	4
547	MOV_DR	MOV_DR	1353	mov_dr	appended	4
548	MPSADBW	MPSADBW	499	mpsadbw	existing	2
549	MUL	MUL	127	mul	existing	16
550	MULPD	MULPD	353	mulpd	existing	2
551	MULPS	MULPS	295	mulps	existing	2
552	MULSD	MULSD	354	mulsd	existing	2
553	MULSS	MULSS	296	mulss	existing	2
554	MULX	MULX	690	mulx	existing	10
555	MWAIT	MWAIT	1158	mwait	existing	1
556	MWAITX	MWAITX	1354	mwaitx	appended	1
557	NEG	NEG	128	neg	existing	28
558	NEG_LOCK	NEG_LOCK	1355	neg_lock	appended	2
559	NOP	NOP	129	nop	existing	58
560	NOT	NOT	130	not	existing	16
561	NOT_LOCK	NOT_LOCK	1356	not_lock	appended	2
562	OR	OR	131	or	existing	106
563	ORPD	ORPD	349	orpd	existing	2
564	ORPS	ORPS	291	orps	existing	2
565	OR_LOCK	OR_LOCK	1357	or_lock	appended	6
566	OUT	OUT	132	out	existing	4
567	OUTSB	OUTSB	133	outsb	existing	1
568	OUTSD	OUTSD	134	outsd	existing	4
569	OUTSW	OUTSW	135	outsw	existing	3
570	PABSB	PABSB	450	pabsb	existing	4
571	PABSD	PABSD	452	pabsd	existing	4
572	PABSW	PABSW	451	pabsw	existing	4
573	PACKSSDW	PACKSSDW	390	packssdw	existing	4
574	PACKSSWB	PACKSSWB	382	packsswb	existing	4
575	PACKUSDW	PACKUSDW	467	packusdw	existing	2
576	PACKUSWB	PACKUSWB	386	packuswb	existing	4
577	PADDB	PADDB	425	paddb	existing	4
578	PADDD	PADDD	427	paddd	existing	4
579	PADDQ	PADDQ	399	paddq	existing	4
580	PADDSB	PADDSB	413	paddsb	existing	4
581	PADDSW	PADDSW	414	paddsw	existing	4
582	PADDUSB	PADDUSB	404	paddusb	existing	4
583	PADDUSW	PADDUSW	405	paddusw	existing	4
584	PADDW	PADDW	426	paddw	existing	4
585	PALIGNR	PALIGNR	453	palignr	existing	4
586	PAND	PAND	403	pand	existing	4
587	PANDN	PANDN	406	pandn	existing	4
588	PAUSE	PAUSE	136	pause	existing	1
589	PAVGB	PAVGB	323	pavgb	existing	4
590	PAVGUSB	PAVGUSB	242	pavgusb	existing	2
591	PAVGW	PAVGW	324	pavgw	existing	4
592	PBLENDVB	PBLENDVB	454	pblendvb	existing	2
593	PBLENDW	PBLENDW	490	pblendw	existing	2
594	PBNDKB	PBNDKB	1358	pbndkb	appended	1
595	PCLMULQDQ	PCLMULQDQ	676	pclmulqdq	existing	2
596	PCMPEQB	PCMPEQB	393	pcmpeqb	existing	4
597	PCMPEQD	PCMPEQD	395	pcmpeqd	existing	4
598	PCMPEQQ	PCMPEQQ	465	pcmpeqq	existing	2
599	PCMPEQW	PCMPEQW	394	pcmpeqw	existing	4
600	PCMPESTRI	PCMPESTRI	504	pcmpestri	existing	4
601	PCMPESTRI64	PCMPESTRI64	1359	pcmpestri64	appended	2
602	PCMPESTRM	PCMPESTRM	503	pcmpestrm	existing	4
603	PCMPESTRM64	PCMPESTRM64	1360	pcmpestrm64	appended	2
604	PCMPGTB	PCMPGTB	383	pcmpgtb	existing	4
605	PCMPGTD	PCMPGTD	385	pcmpgtd	existing	4
606	PCMPGTQ	PCMPGTQ	502	pcmpgtq	existing	2
607	PCMPGTW	PCMPGTW	384	pcmpgtw	existing	4
608	PCMPISTRI	PCMPISTRI	506	pcmpistri	existing	4
609	PCMPISTRI64	PCMPISTRI64	1361	pcmpistri64	appended	2
610	PCMPISTRM	PCMPISTRM	505	pcmpistrm	existing	2
611	PCONFIG	PCONFIG	1362	pconfig	appended	2
612	PDEP	PDEP	691	pdep	existing	10
613	PEXT	PEXT	692	pext	existing	10
614	PEXTRB	PEXTRB	491	pextrb	existing	2
615	PEXTRD	PEXTRD	492	pextrd	existing	2
616	PEXTRQ	PEXTRQ	1363	pextrq	appended	2
617	PEXTRW	PEXTRW	325	pextrw	existing	2
618	PEXTRW_SSE4	PEXTRW_SSE4	1364	pextrw	appended	2
619	PF2ID	PF2ID	243	pf2id	existing	2
620	PF2IW	PF2IW	244	pf2iw	existing	2
621	PFACC	PFACC	245	pfacc	existing	2
622	PFADD	PFADD	246	pfadd	existing	2
623	PFCMPEQ	PFCMPEQ	247	pfcmpeq	existing	2
624	PFCMPGE	PFCMPGE	248	pfcmpge	existing	2
625	PFCMPGT	PFCMPGT	249	pfcmpgt	existing	2
626	PFMAX	PFMAX	250	pfmax	existing	2
627	PFMIN	PFMIN	251	pfmin	existing	2
628	PFMUL	PFMUL	252	pfmul	existing	2
629	PFNACC	PFNACC	253	pfnacc	existing	2
630	PFPNACC	PFPNACC	254	pfpnacc	existing	2
631	PFRCP	PFRCP	255	pfrcp	existing	2
632	PFRCPIT1	PFRCPIT1	256	pfrcpit1	existing	2
633	PFRCPIT2	PFRCPIT2	257	pfrcpit2	existing	2
634	PFRSQIT1	PFRSQIT1	258	pfrsqit1	existing	2
635	PFRSQRT	PFRSQRT	259	pfrsqrt	existing	2
636	PFSUB	PFSUB	260	pfsub	existing	2
637	PFSUBR	PFSUBR	261	pfsubr	existing	2
638	PHADDD	PHADDD	440	phaddd	existing	4
639	PHADDSW	PHADDSW	441	phaddsw	existing	4
640	PHADDW	PHADDW	439	phaddw	existing	4
641	PHMINPOSUW	PHMINPOSUW	483	phminposuw	existing	2
642	PHSUBD	PHSUBD	444	phsubd	existing	4
643	PHSUBSW	PHSUBSW	445	phsubsw	existing	4
644	PHSUBW	PHSUBW	443	phsubw	existing	4
645	PI2FD	PI2FD	262	pi2fd	existing	2
646	PI2FW	PI2FW	263	pi2fw	existing	2
647	PINSRB	PINSRB	494	pinsrb	existing	2
648	PINSRD	PINSRD	496	pinsrd	existing	2
649	PINSRQ	PINSRQ	1365	pinsrq	appended	2
650	PINSRW	PINSRW	326	pinsrw	existing	4
651	PMADDUBSW	PMADDUBSW	442	pmaddubsw	existing	4
652	PMADDWD	PMADDWD	420	pmaddwd	existing	4
653	PMAXSB	PMAXSB	478	pmaxsb	existing	2
654	PMAXSD	PMAXSD	479	pmaxsd	existing	2
655	PMAXSW	PMAXSW	327	pmaxsw	existing	4
656	PMAXUB	PMAXUB	328	pmaxub	existing	4
657	PMAXUD	PMAXUD	481	pmaxud	existing	2
658	PMAXUW	PMAXUW	480	pmaxuw	existing	2
659	PMINSB	PMINSB	474	pminsb	existing	2
660	PMINSD	PMINSD	475	pminsd	existing	2
661	PMINSW	PMINSW	329	pminsw	existing	4
662	PMINUB	PMINUB	330	pminub	existing	4
663	PMINUD	PMINUD	477	pminud	existing	2
664	PMINUW	PMINUW	476	pminuw	existing	2
665	PMOVMSKB	PMOVMSKB	331	pmovmskb	existing	2
666	PMOVSXBD	PMOVSXBD	459	pmovsxbd	existing	2
667	PMOVSXBQ	PMOVSXBQ	460	pmovsxbq	existing	2
668	PMOVSXBW	PMOVSXBW	458	pmovsxbw	existing	2
669	PMOVSXDQ	PMOVSXDQ	463	pmovsxdq	existing	2
670	PMOVSXWD	PMOVSXWD	461	pmovsxwd	existing	2
671	PMOVSXWQ	PMOVSXWQ	462	pmovsxwq	existing	2
672	PMOVZXBD	PMOVZXBD	469	pmovzxbd	existing	2
673	PMOVZXBQ	PMOVZXBQ	470	pmovzxbq	existing	2
674	PMOVZXBW	PMOVZXBW	468	pmovzxbw	existing	2
675	PMOVZXDQ	PMOVZXDQ	473	pmovzxdq	existing	2
676	PMOVZXWD	PMOVZXWD	471	pmovzxwd	existing	2
677	PMOVZXWQ	PMOVZXWQ	472	pmovzxwq	existing	2
678	PMULDQ	PMULDQ	464	pmuldq	existing	2
679	PMULHRSW	PMULHRSW	449	pmulhrsw	existing	4
680	PMULHRW	PMULHRW	264	pmulhrw	existing	2
681	PMULHUW	PMULHUW	332	pmulhuw	existing	4
682	PMULHW	PMULHW	409	pmulhw	existing	4
683	PMULLD	PMULLD	482	pmulld	existing	2
684	PMULLW	PMULLW	400	pmullw	existing	4
685	PMULUDQ	PMULUDQ	419	pmuludq	existing	4
686	POP	POP	137	pop	existing	9
687	POP2	POP2	732	pop2	existing	1
688	POP2P	POP2P	1366	pop2p	appended	1
689	POPA	POPA	211	popa	existing	2
690	POPAD	POPAD	212	popad	existing	2
691	POPCNT	POPCNT	138	popcnt	existing	10
692	POPF	POPF	139	popf	existing	3
693	POPFD	POPFD	140	popfd	existing	2
694	POPFQ	POPFQ	141	popfq	existing	2
695	POPP	POPP	1367	popp	appended	1
696	POR	POR	412	por	existing	4
697	PREFETCHIT0	PREFETCHIT0	1368	prefetchit0	appended	1
698	PREFETCHIT1	PREFETCHIT1	1369	prefetchit1	appended	1
699	PREFETCHNTA	PREFETCHNTA	319	prefetchnta	existing	1
700	PREFETCHRST2	PREFETCHRST2	1370	prefetchrst2	appended	1
701	PREFETCHT0	PREFETCHT0	320	prefetcht0	existing	1
702	PREFETCHT1	PREFETCHT1	321	prefetcht1	existing	1
703	PREFETCHT2	PREFETCHT2	322	prefetcht2	existing	1
704	PREFETCHW	PREFETCHW	266	prefetchw	existing	2
705	PREFETCHWT1	PREFETCHWT1	1371	prefetchwt1	appended	1
706	PREFETCH_EXCLUSIVE	PREFETCH_EXCLUSIVE	1372	prefetch_exclusive	appended	1
707	PREFETCH_RESERVED	PREFETCH_RESERVED	1373	prefetch_reserved	appended	4
708	PSADBW	PSADBW	333	psadbw	existing	4
709	PSHUFB	PSHUFB	438	pshufb	existing	4
710	PSHUFD	PSHUFD	1374	pshufd	appended	2
711	PSHUFHW	PSHUFHW	1375	pshufhw	appended	2
712	PSHUFLW	PSHUFLW	1376	pshuflw	appended	2
713	PSHUFW	PSHUFW	334	pshufw	existing	2
714	PSIGNB	PSIGNB	446	psignb	existing	4
715	PSIGND	PSIGND	448	psignd	existing	4
716	PSIGNW	PSIGNW	447	psignw	existing	4
717	PSLLD	PSLLD	417	pslld	existing	6
718	PSLLDQ	PSLLDQ	1377	pslldq	appended	1
719	PSLLQ	PSLLQ	418	psllq	existing	6
720	PSLLW	PSLLW	416	psllw	existing	6
721	PSMASH	PSMASH	1378	psmash	appended	1
722	PSRAD	PSRAD	408	psrad	existing	6
723	PSRAW	PSRAW	407	psraw	existing	6
724	PSRLD	PSRLD	397	psrld	existing	6
725	PSRLDQ	PSRLDQ	1379	psrldq	appended	1
726	PSRLQ	PSRLQ	398	psrlq	existing	6
727	PSRLW	PSRLW	396	psrlw	existing	6
728	PSUBB	PSUBB	421	psubb	existing	4
729	PSUBD	PSUBD	423	psubd	existing	4
730	PSUBQ	PSUBQ	424	psubq	existing	4
731	PSUBSB	PSUBSB	410	psubsb	existing	4
732	PSUBSW	PSUBSW	411	psubsw	existing	4
733	PSUBUSB	PSUBUSB	401	psubusb	existing	4
734	PSUBUSW	PSUBUSW	402	psubusw	existing	4
735	PSUBW	PSUBW	422	psubw	existing	4
736	PSWAPD	PSWAPD	267	pswapd	existing	2
737	PTEST	PTEST	457	ptest	existing	2
738	PTWRITE	PTWRITE	1380	ptwrite	appended	2
739	PUNPCKHBW	PUNPCKHBW	387	punpckhbw	existing	4
740	PUNPCKHDQ	PUNPCKHDQ	389	punpckhdq	existing	4
741	PUNPCKHQDQ	PUNPCKHQDQ	392	punpckhqdq	existing	2
742	PUNPCKHWD	PUNPCKHWD	388	punpckhwd	existing	4
743	PUNPCKLBW	PUNPCKLBW	379	punpcklbw	existing	4
744	PUNPCKLDQ	PUNPCKLDQ	381	punpckldq	existing	4
745	PUNPCKLQDQ	PUNPCKLQDQ	391	punpcklqdq	existing	2
746	PUNPCKLWD	PUNPCKLWD	380	punpcklwd	existing	4
747	PUSH	PUSH	142	push	existing	12
748	PUSH2	PUSH2	731	push2	existing	1
749	PUSH2P	PUSH2P	1381	push2p	appended	1
750	PUSHA	PUSHA	213	pusha	existing	2
751	PUSHAD	PUSHAD	214	pushad	existing	2
752	PUSHF	PUSHF	143	pushf	existing	3
753	PUSHFD	PUSHFD	144	pushfd	existing	2
754	PUSHFQ	PUSHFQ	145	pushfq	existing	2
755	PUSHP	PUSHP	1382	pushp	appended	1
756	PVALIDATE	PVALIDATE	1383	pvalidate	appended	1
757	PXOR	PXOR	415	pxor	existing	4
758	RCL	RCL	146	rcl	existing	48
759	RCPPS	RCPPS	287	rcpps	existing	2
760	RCPSS	RCPSS	288	rcpss	existing	2
761	RCR	RCR	147	rcr	existing	48
762	RDFSBASE	RDFSBASE	1161	rdfsbase	existing	1
763	RDGSBASE	RDGSBASE	1162	rdgsbase	existing	1
764	RDMSR	RDMSR	148	rdmsr	existing	3
765	RDMSRLIST	RDMSRLIST	1384	rdmsrlist	appended	1
766	RDPID	RDPID	920	rdpid	existing	2
767	RDPKRU	RDPKRU	1165	rdpkru	existing	1
768	RDPMC	RDPMC	149	rdpmc	existing	1
769	RDPRU	RDPRU	1385	rdpru	appended	1
770	RDRAND	RDRAND	737	rdrand	existing	1
771	RDSEED	RDSEED	738	rdseed	existing	1
772	RDSSPD	RDSSPD	831	rdsspd	existing	1
773	RDSSPQ	RDSSPQ	832	rdsspq	existing	1
774	RDTSC	RDTSC	150	rdtsc	existing	1
775	RDTSCP	RDTSCP	1159	rdtscp	existing	1
776	REPE_CMPSB	REPE_CMPSB	1386	repe_cmpsb	appended	1
777	REPE_CMPSD	REPE_CMPSD	1387	repe_cmpsd	appended	3
778	REPE_CMPSQ	REPE_CMPSQ	1388	repe_cmpsq	appended	1
779	REPE_CMPSW	REPE_CMPSW	1389	repe_cmpsw	appended	3
780	REPE_SCASB	REPE_SCASB	1390	repe_scasb	appended	1
781	REPE_SCASD	REPE_SCASD	1391	repe_scasd	appended	3
782	REPE_SCASQ	REPE_SCASQ	1392	repe_scasq	appended	1
783	REPE_SCASW	REPE_SCASW	1393	repe_scasw	appended	3
784	REPNE_CMPSB	REPNE_CMPSB	1394	repne_cmpsb	appended	1
785	REPNE_CMPSD	REPNE_CMPSD	1395	repne_cmpsd	appended	3
786	REPNE_CMPSQ	REPNE_CMPSQ	1396	repne_cmpsq	appended	1
787	REPNE_CMPSW	REPNE_CMPSW	1397	repne_cmpsw	appended	3
788	REPNE_SCASB	REPNE_SCASB	1398	repne_scasb	appended	1
789	REPNE_SCASD	REPNE_SCASD	1399	repne_scasd	appended	3
790	REPNE_SCASQ	REPNE_SCASQ	1400	repne_scasq	appended	1
791	REPNE_SCASW	REPNE_SCASW	1401	repne_scasw	appended	3
792	REP_INSB	REP_INSB	1402	rep_insb	appended	2
793	REP_INSD	REP_INSD	1403	rep_insd	appended	8
794	REP_INSW	REP_INSW	1404	rep_insw	appended	6
795	REP_LODSB	REP_LODSB	1405	rep_lodsb	appended	2
796	REP_LODSD	REP_LODSD	1406	rep_lodsd	appended	6
797	REP_LODSQ	REP_LODSQ	1407	rep_lodsq	appended	2
798	REP_LODSW	REP_LODSW	1408	rep_lodsw	appended	6
799	REP_MONTMUL	REP_MONTMUL	1409	rep_montmul	appended	2
800	REP_MOVSB	REP_MOVSB	1410	rep_movsb	appended	2
801	REP_MOVSD	REP_MOVSD	1411	rep_movsd	appended	6
802	REP_MOVSQ	REP_MOVSQ	1412	rep_movsq	appended	2
803	REP_MOVSW	REP_MOVSW	1413	rep_movsw	appended	6
804	REP_OUTSB	REP_OUTSB	1414	rep_outsb	appended	2
805	REP_OUTSD	REP_OUTSD	1415	rep_outsd	appended	8
806	REP_OUTSW	REP_OUTSW	1416	rep_outsw	appended	6
807	REP_STOSB	REP_STOSB	1417	rep_stosb	appended	2
808	REP_STOSD	REP_STOSD	1418	rep_stosd	appended	6
809	REP_STOSQ	REP_STOSQ	1419	rep_stosq	appended	2
810	REP_STOSW	REP_STOSW	1420	rep_stosw	appended	6
811	REP_XCRYPTCBC	REP_XCRYPTCBC	1421	rep_xcryptcbc	appended	1
812	REP_XCRYPTCFB	REP_XCRYPTCFB	1422	rep_xcryptcfb	appended	1
813	REP_XCRYPTCTR	REP_XCRYPTCTR	1423	rep_xcryptctr	appended	1
814	REP_XCRYPTECB	REP_XCRYPTECB	1424	rep_xcryptecb	appended	1
815	REP_XCRYPTOFB	REP_XCRYPTOFB	1425	rep_xcryptofb	appended	1
816	REP_XSHA1	REP_XSHA1	1426	rep_xsha1	appended	1
817	REP_XSHA256	REP_XSHA256	1427	rep_xsha256	appended	1
818	REP_XSTORE	REP_XSTORE	1428	rep_xstore	appended	1
819	RET_FAR	RET_FAR	1429	ret far	appended	2
820	RET_NEAR	RET_NEAR	1430	ret_near	appended	2
821	RMPADJUST	RMPADJUST	1431	rmpadjust	appended	1
822	RMPUPDATE	RMPUPDATE	1432	rmpupdate	appended	1
823	ROL	ROL	153	rol	existing	84
824	ROR	ROR	154	ror	existing	84
825	RORX	RORX	693	rorx	existing	10
826	ROUNDPD	ROUNDPD	485	roundpd	existing	2
827	ROUNDPS	ROUNDPS	484	roundps	existing	2
828	ROUNDSD	ROUNDSD	487	roundsd	existing	2
829	ROUNDSS	ROUNDSS	486	roundss	existing	2
830	RSM	RSM	1433	rsm	appended	1
831	RSQRTPS	RSQRTPS	285	rsqrtps	existing	2
832	RSQRTSS	RSQRTSS	286	rsqrtss	existing	2
833	RSTORSSP	RSTORSSP	833	rstorssp	existing	1
834	SAHF	SAHF	155	sahf	existing	1
835	SALC	SALC	221	salc	existing	1
836	SAR	SAR	156	sar	existing	84
837	SARX	SARX	694	sarx	existing	10
838	SAVEPREVSSP	SAVEPREVSSP	834	saveprevssp	existing	1
839	SBB	SBB	157	sbb	existing	62
840	SBB_LOCK	SBB_LOCK	1434	sbb_lock	appended	6
841	SCASB	SCASB	158	scasb	existing	1
842	SCASD	SCASD	159	scasd	existing	3
843	SCASQ	SCASQ	160	scasq	existing	1
844	SCASW	SCASW	161	scasw	existing	3
845	SEAMCALL	SEAMCALL	1435	seamcall	appended	1
846	SEAMOPS	SEAMOPS	1436	seamops	appended	1
847	SEAMRET	SEAMRET	1437	seamret	appended	1
848	SENDUIPI	SENDUIPI	1180	senduipi	existing	1
849	SERIALIZE	SERIALIZE	921	serialize	existing	1
850	SETB	SETB	164	setb	existing	6
851	SETBE	SETBE	165	setbe	existing	6
852	SETL	SETL	169	setl	existing	6
853	SETLE	SETLE	170	setle	existing	6
854	SETNB	SETNB	1438	setnb	appended	6
855	SETNBE	SETNBE	1439	setnbe	appended	6
856	SETNL	SETNL	1440	setnl	appended	6
857	SETNLE	SETNLE	1441	setnle	appended	6
858	SETNO	SETNO	172	setno	existing	6
859	SETNP	SETNP	173	setnp	existing	6
860	SETNS	SETNS	174	setns	existing	6
861	SETNZ	SETNZ	1442	setnz	appended	6
862	SETO	SETO	175	seto	existing	6
863	SETP	SETP	176	setp	existing	6
864	SETS	SETS	177	sets	existing	6
865	SETSSBSY	SETSSBSY	835	setssbsy	existing	1
866	SETZ	SETZ	1443	setz	appended	6
867	SFENCE	SFENCE	318	sfence	existing	1
868	SGDT	SGDT	178	sgdt	existing	2
869	SHA1MSG1	SHA1MSG1	677	sha1msg1	existing	2
870	SHA1MSG2	SHA1MSG2	678	sha1msg2	existing	2
871	SHA1NEXTE	SHA1NEXTE	679	sha1nexte	existing	2
872	SHA1RNDS4	SHA1RNDS4	680	sha1rnds4	existing	2
873	SHA256MSG1	SHA256MSG1	681	sha256msg1	existing	2
874	SHA256MSG2	SHA256MSG2	682	sha256msg2	existing	2
875	SHA256RNDS2	SHA256RNDS2	683	sha256rnds2	existing	2
876	SHL	SHL	179	shl	existing	168
877	SHLD	SHLD	180	shld	existing	36
878	SHLX	SHLX	695	shlx	existing	10
879	SHR	SHR	181	shr	existing	84
880	SHRD	SHRD	182	shrd	existing	36
881	SHRX	SHRX	696	shrx	existing	10
882	SHUFPD	SHUFPD	364	shufpd	existing	2
883	SHUFPS	SHUFPS	307	shufps	existing	2
884	SIDT	SIDT	183	sidt	existing	2
885	SKINIT	SKINIT	222	skinit	existing	1
886	SLDT	SLDT	184	sldt	existing	2
887	SLWPCB	SLWPCB	1444	slwpcb	appended	1
888	SMSW	SMSW	185	smsw	existing	2
889	SQRTPD	SQRTPD	345	sqrtpd	existing	2
890	SQRTPS	SQRTPS	283	sqrtps	existing	2
891	SQRTSD	SQRTSD	346	sqrtsd	existing	2
892	SQRTSS	SQRTSS	284	sqrtss	existing	2
893	STAC	STAC	1445	stac	appended	1
894	STC	STC	186	stc	existing	1
895	STD	STD	187	std	existing	1
896	STGI	STGI	223	stgi	existing	1
897	STI	STI	188	sti	existing	1
898	STMXCSR	STMXCSR	317	stmxcsr	existing	1
899	STOSB	STOSB	189	stosb	existing	1
900	STOSD	STOSD	190	stosd	existing	3
901	STOSQ	STOSQ	191	stosq	existing	1
902	STOSW	STOSW	192	stosw	existing	3
903	STR	STR	193	str	existing	2
904	STTILECFG	STTILECFG	720	sttilecfg	existing	2
905	STUI	STUI	1181	stui	existing	1
906	SUB	SUB	194	sub	existing	106
907	SUBPD	SUBPD	355	subpd	existing	2
908	SUBPS	SUBPS	297	subps	existing	2
909	SUBSD	SUBSD	356	subsd	existing	2
910	SUBSS	SUBSS	298	subss	existing	2
911	SUB_LOCK	SUB_LOCK	1446	sub_lock	appended	6
912	SWAPGS	SWAPGS	1447	swapgs	appended	1
913	SYSCALL	SYSCALL	195	syscall	existing	1
914	SYSCALL_AMD	SYSCALL_AMD	1448	syscall_amd	appended	1
915	SYSENTER	SYSENTER	196	sysenter	existing	2
916	SYSEXIT	SYSEXIT	197	sysexit	existing	2
917	SYSRET	SYSRET	198	sysret	existing	1
918	SYSRET64	SYSRET64	1449	sysret64	appended	1
919	SYSRET_AMD	SYSRET_AMD	1450	sysret_amd	appended	1
920	T1MSKC	T1MSKC	1451	t1mskc	appended	4
921	TCMMIMFP16PS	TCMMIMFP16PS	925	tcmmimfp16ps	existing	1
922	TCMMRLFP16PS	TCMMRLFP16PS	926	tcmmrlfp16ps	existing	1
923	TCVTROWD2PS	TCVTROWD2PS	933	tcvtrowd2ps	existing	2
924	TCVTROWPS2BF16H	TCVTROWPS2BF16H	934	tcvtrowps2bf16h	existing	2
925	TCVTROWPS2BF16L	TCVTROWPS2BF16L	935	tcvtrowps2bf16l	existing	2
926	TCVTROWPS2PHH	TCVTROWPS2PHH	936	tcvtrowps2phh	existing	2
927	TCVTROWPS2PHL	TCVTROWPS2PHL	937	tcvtrowps2phl	existing	2
928	TDCALL	TDCALL	1452	tdcall	appended	2
929	TDPBF16PS	TDPBF16PS	730	tdpbf16ps	existing	1
930	TDPBF8PS	TDPBF8PS	927	tdpbf8ps	existing	1
931	TDPBHF8PS	TDPBHF8PS	928	tdpbhf8ps	existing	1
932	TDPBSSD	TDPBSSD	726	tdpbssd	existing	1
933	TDPBSUD	TDPBSUD	727	tdpbsud	existing	1
934	TDPBUSD	TDPBUSD	728	tdpbusd	existing	1
935	TDPBUUD	TDPBUUD	729	tdpbuud	existing	1
936	TDPFP16PS	TDPFP16PS	802	tdpfp16ps	existing	1
937	TDPHBF8PS	TDPHBF8PS	929	tdphbf8ps	existing	1
938	TDPHF8PS	TDPHF8PS	930	tdphf8ps	existing	1
939	TEST	TEST	199	test	existing	14
940	TESTUI	TESTUI	1182	testui	existing	1
941	TILELOADD	TILELOADD	721	tileloadd	existing	2
942	TILELOADDRS	TILELOADDRS	931	tileloaddrs	existing	2
943	TILELOADDRST1	TILELOADDRST1	932	tileloaddrst1	existing	2
944	TILELOADDT1	TILELOADDT1	722	tileloaddt1	existing	2
945	TILEMOVCOL	TILEMOVCOL	1453	tilemovcol	appended	2
946	TILEMOVROW	TILEMOVROW	938	tilemovrow	existing	4
947	TILERELEASE	TILERELEASE	725	tilerelease	existing	1
948	TILESTORED	TILESTORED	723	tilestored	existing	2
949	TILEZERO	TILEZERO	724	tilezero	existing	1
950	TLBSYNC	TLBSYNC	1454	tlbsync	appended	1
951	TOP2BF16PS	TOP2BF16PS	1455	top2bf16ps	appended	1
952	TOP4BSSD	TOP4BSSD	1456	top4bssd	appended	1
953	TOP4BSUD	TOP4BSUD	1457	top4bsud	appended	1
954	TOP4BUSD	TOP4BUSD	1458	top4busd	appended	1
955	TOP4BUUD	TOP4BUUD	1459	top4buud	appended	1
956	TOP4MXBF8PS	TOP4MXBF8PS	1460	top4mxbf8ps	appended	1
957	TOP4MXBHF8PS	TOP4MXBHF8PS	1461	top4mxbhf8ps	appended	1
958	TOP4MXBSSPS	TOP4MXBSSPS	1462	top4mxbssps	appended	1
959	TOP4MXHBF8PS	TOP4MXHBF8PS	1463	top4mxhbf8ps	appended	1
960	TOP4MXHF8PS	TOP4MXHF8PS	1464	top4mxhf8ps	appended	1
961	TPAUSE	TPAUSE	842	tpause	existing	1
962	TZCNT	TZCNT	200	tzcnt	existing	10
963	TZMSK	TZMSK	1465	tzmsk	appended	4
964	UCOMISD	UCOMISD	342	ucomisd	existing	2
965	UCOMISS	UCOMISS	280	ucomiss	existing	2
966	UD0	UD0	268	ud0	existing	3
