descriptor_index	iform_id	iclass_id	encoding_space	map	opcode	opcode_hex	iclass	iform	isa_set	extension	category	pattern	pattern_digest	attributes	mode	easz	eosz	prefix	has_modrm	mod_required	reg_required	rm_required	partial_opcode	rexw	rex2	evex_pp	u_bit	vl	nd	nf	undocumented	cpuid_digest	operand_digest	record_digest	source_order
9945	8712	2003	evex	5	81	0x51	VSQRTBF16	VSQRTBF16_YMMbf16_MASKmskw_MEMbf16_AVX512	AVX10_2_BF16_256	AVX512EVEX	AVX512	VEXVALID=2 0x51 VEX_PREFIX=1 MAP=5 MOD[mm] MOD!=3 REG[rrr] RM[nnn] MODRM() UBIT=1 REXW=0 SKIP_OSZ=1 VL=1 VEXDEST3=0b1 VEXDEST210=0b111 VEXDEST4=0b0 ESIZE_16_BITS() NELEM_FULL()	b821fee3e8af86078faf3581d9c6cd3e1afe17b436d9b9f95ce1ce3800b9d7cb	BROADCAST_ENABLED,DISP8_FULL,FIXED_ROUNDING_RNE,FLUSH_INPUT_DENORM,FLUSH_OUTPUT_DENORM,MASKOP_EVEX,MEMORY_FAULT_SUPPRESSION	16,32,64			66	True	0,1,2			False	0	PROHIBITED	1	1	256	0	0	False	b847b8076487788b810a16469c262a18951c040620dd19fac47fd0431b0e830a	427a72c17432a2e9cb369b56ce662319b4a8811dc074813bd3d71913cf416af6	268a3da4ac4e83e80fd147512c42ae93909d506541d63a4390d628b3a814b14a	9736
9946	8713	2003	evex	5	81	0x51	VSQRTBF16	VSQRTBF16_YMMbf16_MASKmskw_YMMbf16_AVX512	AVX10_2_BF16_256	AVX512EVEX	AVX512	VEXVALID=2 0x51 VEX_PREFIX=1 MAP=5 MOD[0b11] MOD=3 BCRC=0 UBIT=1 REG[rrr] RM[nnn] REXW=0 SKIP_OSZ=1 VL=1 VEXDEST3=0b1 VEXDEST210=0b111 VEXDEST4=0b0	82db979f6aa3f86c2cb72f4197043bb2d97393066df92dc427223f73be838062	FIXED_ROUNDING_RNE,FLUSH_INPUT_DENORM,FLUSH_OUTPUT_DENORM,MASKOP_EVEX	16,32,64			66	True	3			False	0	PROHIBITED	1	1	256	0	0	False	b847b8076487788b810a16469c262a18951c040620dd19fac47fd0431b0e830a	b53c418e6168dde78a56b0e7442bed8731d3ad14c1c27e0172088a5095617db7	093506f0d83f5f5ddb06b3314660433c387f754cf996dd86bad9379f59b71502	9735
9947	8714	2003	evex	5	81	0x51	VSQRTBF16	VSQRTBF16_ZMMbf16_MASKmskw_MEMbf16_AVX512	AVX10_2_BF16_512	AVX512EVEX	AVX512	VEXVALID=2 0x51 VEX_PREFIX=1 MAP=5 MOD[mm] MOD!=3 REG[rrr] RM[nnn] MODRM() UBIT=1 REXW=0 SKIP_OSZ=1 VL=2 VEXDEST3=0b1 VEXDEST210=0b111 VEXDEST4=0b0 ESIZE_16_BITS() NELEM_FULL()	f1f1a5b8260b4253df2980d07f24569e79bd594a1155eface69efb4b45a0d0b8	BROADCAST_ENABLED,DISP8_FULL,FIXED_ROUNDING_RNE,FLUSH_INPUT_DENORM,FLUSH_OUTPUT_DENORM,MASKOP_EVEX,MEMORY_FAULT_SUPPRESSION	16,32,64			66	True	0,1,2			False	0	PROHIBITED	1	1	512	0	0	False	fb98dad9c62d83d8332246df11f3dc8f7c4b1497ad36215b7b564024972e5685	46d5ecf385e3d33a8bd46814de6a8569c0b361479b7598c1cec08ac0f4cf6c07	0106b3817d126dc618138d5b90496a1516a31cfba49eb6b6d0aa3c9e622b9578	9738
9948	8715	2003	evex	5	81	0x51	VSQRTBF16	VSQRTBF16_ZMMbf16_MASKmskw_ZMMbf16_AVX512	AVX10_2_BF16_512	AVX512EVEX	AVX512	VEXVALID=2 0x51 VEX_PREFIX=1 MAP=5 MOD[0b11] MOD=3 BCRC=0 UBIT=1 REG[rrr] RM[nnn] REXW=0 SKIP_OSZ=1 VL=2 VEXDEST3=0b1 VEXDEST210=0b111 VEXDEST4=0b0	03dd807d77b9829331e33dd6bd6e62671b95aee354165e42933a73e23d47cb58	FIXED_ROUNDING_RNE,FLUSH_INPUT_DENORM,FLUSH_OUTPUT_DENORM,MASKOP_EVEX	16,32,64			66	True	3			False	0	PROHIBITED	1	1	512	0	0	False	fb98dad9c62d83d8332246df11f3dc8f7c4b1497ad36215b7b564024972e5685	7f46d330c6f96dfb03028021164a62aaa46c911e1b2bfdf15f106b6826261522	e063a0632987179c1907e04d0326bccd0e4f39ec65d68e1155a0e086e86f9cfa	9737
9949	8726	2004	evex	5	81	0x51	VSQRTPH	VSQRTPH_XMMf16_MASKmskw_MEMf16_AVX512	AVX512_FP16_128	AVX512EVEX	FP16	VEXVALID=2 0x51 VEX_PREFIX=0 MAP=5 MOD[mm] MOD!=3 REG[rrr] RM[nnn] MODRM() UBIT=1 REXW=0 SKIP_OSZ=1 VL=0 VEXDEST3=0b1 VEXDEST210=0b111 VEXDEST4=0b0 ESIZE_16_BITS() NELEM_FULL()	b8869c9469a7d981a970ae118822d5517f85d024d22d3e61ec83f4a4073cd554	BROADCAST_ENABLED,DISP8_FULL,MASKOP_EVEX,MEMORY_FAULT_SUPPRESSION,MXCSR	16,32,64			NP	True	0,1,2			False	0	PROHIBITED	0	1	128	0	0	False	da4f344abd6198951d464011664ebb4bd2a8596daaa9a5259b96a94d23a06314	c3bf5aa82a94448cc9ff3053713774c2cc78da685c05f6dcf98def5c4dc962c7	810aff53e68d2aa97d56e83f5c968e4588d8bd962af4924899ae856a6b6caa92	9192
9950	8727	2004	evex	5	81	0x51	VSQRTPH	VSQRTPH_XMMf16_MASKmskw_XMMf16_AVX512	AVX512_FP16_128	AVX512EVEX	FP16	VEXVALID=2 0x51 VEX_PREFIX=0 MAP=5 MOD[0b11] MOD=3 BCRC=0 UBIT=1 REG[rrr] RM[nnn] REXW=0 SKIP_OSZ=1 VL=0 VEXDEST3=0b1 VEXDEST210=0b111 VEXDEST4=0b0	2a9fe018909023058adc6a6a3cbaa358c7d6b9147119ad2b1c59c6364f90313e	MASKOP_EVEX,MXCSR	16,32,64			NP	True	3			False	0	PROHIBITED	0	1	128	0	0	False	da4f344abd6198951d464011664ebb4bd2a8596daaa9a5259b96a94d23a06314	58947c3283704953c93c117398de6376f58d7b85dffe628c055a37fe77f33e0b	e286a0ff6c9941b1e100e58eaef1316d5eebde28688f979d7aa114654128d468	9191
9951	8728	2004	evex	5	81	0x51	VSQRTPH	VSQRTPH_YMMf16_MASKmskw_MEMf16_AVX512	AVX512_FP16_256	AVX512EVEX	FP16	VEXVALID=2 0x51 VEX_PREFIX=0 MAP=5 MOD[mm] MOD!=3 REG[rrr] RM[nnn] MODRM() UBIT=1 REXW=0 SKIP_OSZ=1 VL=1 VEXDEST3=0b1 VEXDEST210=0b111 VEXDEST4=0b0 ESIZE_16_BITS() NELEM_FULL()	02aa788396ddfc0c990a10c53cda801ea4a68d579411aba14cd1a96186653d5f	BROADCAST_ENABLED,DISP8_FULL,MASKOP_EVEX,MEMORY_FAULT_SUPPRESSION,MXCSR	16,32,64			NP	True	0,1,2			False	0	PROHIBITED	0	1	256	0	0	False	afd053a15d81b80e7752f95d556b4825c3eb4f85c48dde6945bac251b3b13d1b	13a9b4c06c9c1b53f3f37b6da3eda7f8647e9c064088436cea95010154065c9f	ccc1b006a8598abe425769e4a702c3bcced0e66d93d209d6a730336cccda8a3f	9194
9952	8729	2004	evex	5	81	0x51	VSQRTPH	VSQRTPH_YMMf16_MASKmskw_YMMf16_AVX512	AVX512_FP16_256	AVX512EVEX	FP16	VEXVALID=2 0x51 VEX_PREFIX=0 MAP=5 MOD[0b11] MOD=3 BCRC=0 UBIT=1 REG[rrr] RM[nnn] REXW=0 SKIP_OSZ=1 VL=1 VEXDEST3=0b1 VEXDEST210=0b111 VEXDEST4=0b0	3a2bdff84410cb3982dbe7b5f3a1245f2b52b0874a5d30d1e00f8d52a707d095	MASKOP_EVEX,MXCSR	16,32,64			NP	True	3			False	0	PROHIBITED	0	1	256	0	0	False	afd053a15d81b80e7752f95d556b4825c3eb4f85c48dde6945bac251b3b13d1b	8f30072b6b2ac1828c64ba26a5dd6b541c5d7d4bdb7385062806ed228960cf05	73101e5265ad5c17557017f1338fff405e64c9451eaf0a0777425f67c5251d59	9193
9953	8730	2004	evex	5	81	0x51	VSQRTPH	VSQRTPH_ZMMf16_MASKmskw_MEMf16_AVX512	AVX512_FP16_512	AVX512EVEX	FP16	VEXVALID=2 0x51 VEX_PREFIX=0 MAP=5 MOD[mm] MOD!=3 REG[rrr] RM[nnn] MODRM() UBIT=1 REXW=0 SKIP_OSZ=1 VL=2 VEXDEST3=0b1 VEXDEST210=0b111 VEXDEST4=0b0 ESIZE_16_BITS() NELEM_FULL()	271df58683a78281893a63babea0de080d0a88392a8e9adc496983bfbdd488f7	BROADCAST_ENABLED,DISP8_FULL,MASKOP_EVEX,MEMORY_FAULT_SUPPRESSION,MXCSR	16,32,64			NP	True	0,1,2			False	0	PROHIBITED	0	1	512	0	0	False	0fba75d6537291505e9da41dc3a272994577f5f1468960cfe0c3df6e53e3b61b	fbfbb2a8abbcef79389fc078a3308fef131e2ca81b8cc386fea11cddc1902ca3	a5f0e4d2dbdccd211b0f9f89d2459ace19b6f9a063a3c68dc6d4c1dd0abd8f96	9197
9954	8731	2004	evex	5	81	0x51	VSQRTPH	VSQRTPH_ZMMf16_MASKmskw_ZMMf16_AVX512	AVX512_FP16_512	AVX512EVEX	FP16	VEXVALID=2 0x51 VEX_PREFIX=0 MAP=5 MOD[0b11] MOD=3 BCRC=1 UBIT=1 REG[rrr] RM[nnn] REXW=0 SKIP_OSZ=1 FIX_ROUND_LEN512() AVX512_ROUND() VEXDEST3=0b1 VEXDEST210=0b111 VEXDEST4=0b0	6b47285a0a2c941d3434b298ddeeec369a20f883c21c3a8d68ba4ea6d0c67ab4	MASKOP_EVEX,MXCSR	16,32,64			NP	True	3			False	0	PROHIBITED	0	1	512	0	0	False	0fba75d6537291505e9da41dc3a272994577f5f1468960cfe0c3df6e53e3b61b	9342c0c0515a2d6e1b90a563653ab30bc396e40c59c61678ee0cc2df9affe067	02f880ffa8a13c3bf9d8d21a99fcdd4949e0e99c5d894b49615002c7efeb0bf1	9196
9955	8731	2004	evex	5	81	0x51	VSQRTPH	VSQRTPH_ZMMf16_MASKmskw_ZMMf16_AVX512	AVX512_FP16_512	AVX512EVEX	FP16	VEXVALID=2 0x51 VEX_PREFIX=0 MAP=5 MOD[0b11] MOD=3 BCRC=0 UBIT=1 REG[rrr] RM[nnn] REXW=0 SKIP_OSZ=1 VL=2 VEXDEST3=0b1 VEXDEST210=0b111 VEXDEST4=0b0	703e36ba6df801cb8bcd3c8aef1cdba46923fdff40d75a4c6e0c31fae6c6499a	MASKOP_EVEX,MXCSR	16,32,64			NP	True	3			False	0	PROHIBITED	0	1	512	0	0	False	0fba75d6537291505e9da41dc3a272994577f5f1468960cfe0c3df6e53e3b61b	578252e49a56ab7b63ebf269b4837dc700df2e51ad0d1372028afd0d8969e5e1	72c960f0e80556139da26e144587dc3c225c359c3f44b77612848e8cfc935702	9195
9956	8746	2005	evex	5	81	0x51	VSQRTSH	VSQRTSH_XMMf16_MASKmskw_XMMf16_MEMf16_AVX512	AVX512_FP16_SCALAR	AVX512EVEX	FP16	VEXVALID=2 0x51 VEX_PREFIX=3 MAP=5 MOD[mm] MOD!=3 REG[rrr] RM[nnn] MODRM() BCRC=0 UBIT=1 REXW=0 SKIP_OSZ=1 FIX_ROUND_LEN128() ESIZE_16_BITS() NELEM_ONE()	e37c0ec4dfc293a6d72201e3f9cdda00467f286605638d40c4cdd62f67805ec4	DISP8_SCALAR,MASKOP_EVEX,MEMORY_FAULT_SUPPRESSION,MXCSR,SIMD_SCALAR	16,32,64			F3	True	0,1,2			False	0	PROHIBITED	3	1		0	0	False	6e1704099f3095c44e256fefc746cba1164284972bbff24469600b07ee0c46aa	b479b434dd053847badc332a3ef4d09595d4e37cc284d94623eb2aabd8f27152	bdfeed12b68aa4bc94219bd3e13d36de9f30504556afb44524647e7ffa54d457	9200
9957	8747	2005	evex	5	81	0x51	VSQRTSH	VSQRTSH_XMMf16_MASKmskw_XMMf16_XMMf16_AVX512	AVX512_FP16_SCALAR	AVX512EVEX	FP16	VEXVALID=2 0x51 VEX_PREFIX=3 MAP=5 MOD[0b11] MOD=3 BCRC=0 UBIT=1 REG[rrr] RM[nnn] REXW=0 SKIP_OSZ=1 FIX_ROUND_LEN128()	bf14c6fbbaf421d5bfe9d99e336695c0bbbddf8ac85192f98933ce17b59cb6a9	MASKOP_EVEX,MXCSR,SIMD_SCALAR	16,32,64			F3	True	3			False	0	PROHIBITED	3	1		0	0	False	6e1704099f3095c44e256fefc746cba1164284972bbff24469600b07ee0c46aa	924db7f2afc4d95099815d51e44820b4d284257eaa3efdbde0cc5dbca5560782	8e44f82926941c2dc2f730b9e4ef60abaaeefefbfaaad6825fadf625f49304b1	9198
9958	8747	2005	evex	5	81	0x51	VSQRTSH	VSQRTSH_XMMf16_MASKmskw_XMMf16_XMMf16_AVX512	AVX512_FP16_SCALAR	AVX512EVEX	FP16	VEXVALID=2 0x51 VEX_PREFIX=3 MAP=5 MOD[0b11] MOD=3 BCRC=1 UBIT=1 REG[rrr] RM[nnn] REXW=0 SKIP_OSZ=1 FIX_ROUND_LEN128() AVX512_ROUND()	1e5a1b398936149c1ac5efcd225aef011c83eed290f087622224d23a47452702	MASKOP_EVEX,MXCSR,SIMD_SCALAR	16,32,64			F3	True	3			False	0	PROHIBITED	3	1		0	0	False	6e1704099f3095c44e256fefc746cba1164284972bbff24469600b07ee0c46aa	b9e7e2b3a2f759f7d9a748e6033875688ce14d57160448b625c5e103fe388539	f980260c897295741273dbbf8816596506b74c1f814ec8c3e02c2a7f2a8fc1e5	9199
9959	3365	939	evex	5	88	0x58	VADDBF16	VADDBF16_XMMbf16_MASKmskw_XMMbf16_MEMbf16_AVX512	AVX10_2_BF16_128	AVX512EVEX	AVX512	VEXVALID=2 0x58 VEX_PREFIX=1 MAP=5 MOD[mm] MOD!=3 REG[rrr] RM[nnn] MODRM() UBIT=1 REXW=0 SKIP_OSZ=1 VL=0 ESIZE_16_BITS() NELEM_FULL()	0f0e11a9596a0a42accfa7740a76fe26ccb88a2593aef2cd37491850dee5c237	BROADCAST_ENABLED,DISP8_FULL,FIXED_ROUNDING_RNE,FLUSH_INPUT_DENORM,FLUSH_OUTPUT_DENORM,MASKOP_EVEX,MEMORY_FAULT_SUPPRESSION	16,32,64			66	True	0,1,2			False	0	PROHIBITED	1	1	128	0	0	False	95b748acd89e92b1e39fc7810de3b34acb47f0063ebeee6ad24a0e6d3eea71a3	4446d800237c348dfc3c6147097f95e5389cac12378968b1cd59879256ab43fc	4556dd768385f73ac6f649e0a492db4f1a167daddebaf1ea4d002af3c73f064e	9576
9960	3366	939	evex	5	88	0x58	VADDBF16	VADDBF16_XMMbf16_MASKmskw_XMMbf16_XMMbf16_AVX512	AVX10_2_BF16_128	AVX512EVEX	AVX512	VEXVALID=2 0x58 VEX_PREFIX=1 MAP=5 MOD[0b11] MOD=3 BCRC=0 UBIT=1 REG[rrr] RM[nnn] REXW=0 SKIP_OSZ=1 VL=0	c4684861edabd2164db8262d950de7006a6df50b2292220356fee1e6937e4e1f	FIXED_ROUNDING_RNE,FLUSH_INPUT_DENORM,FLUSH_OUTPUT_DENORM,MASKOP_EVEX	16,32,64			66	True	3			False	0	PROHIBITED	1	1	128	0	0	False	95b748acd89e92b1e39fc7810de3b34acb47f0063ebeee6ad24a0e6d3eea71a3	ee0a3c171aafbf7c7273adde6f49cda7cda987048e5ab70273cd56dba819df39	65d6b49afbac9e03f7af42dde4bf73870bd9e7f48cac42f80e73b53be6da6a5a	9575
9961	3367	939	evex	5	88	0x58	VADDBF16	VADDBF16_YMMbf16_MASKmskw_YMMbf16_MEMbf16_AVX512	AVX10_2_BF16_256	AVX512EVEX	AVX512	VEXVALID=2 0x58 VEX_PREFIX=1 MAP=5 MOD[mm] MOD!=3 REG[rrr] RM[nnn] MODRM() UBIT=1 REXW=0 SKIP_OSZ=1 VL=1 ESIZE_16_BITS() NELEM_FULL()	aa38afb9265d1675bd796424cb83344f792f33a155ae4eb0bd62ee1f425704b5	BROADCAST_ENABLED,DISP8_FULL,FIXED_ROUNDING_RNE,FLUSH_INPUT_DENORM,FLUSH_OUTPUT_DENORM,MASKOP_EVEX,MEMORY_FAULT_SUPPRESSION	16,32,64			66	True	0,1,2			False	0	PROHIBITED	1	1	256	0	0	False	b847b8076487788b810a16469c262a18951c040620dd19fac47fd0431b0e830a	f6e79ef0499f3e6a901aefbf043a363488528ba551390ecbb2b08eb51dfb75de	64bdf4a7c778e1511e1c492a8a9607ce669a9734549faa3cd93fa1619c368797	9578
9962	3368	939	evex	5	88	0x58	VADDBF16	VADDBF16_YMMbf16_MASKmskw_YMMbf16_YMMbf16_AVX512	AVX10_2_BF16_256	AVX512EVEX	AVX512	VEXVALID=2 0x58 VEX_PREFIX=1 MAP=5 MOD[0b11] MOD=3 BCRC=0 UBIT=1 REG[rrr] RM[nnn] REXW=0 SKIP_OSZ=1 VL=1	67d49420abaf2a5b4da308cf9190bc78dd9c2fe477f1eedb9d05e766ba9f9ef7	FIXED_ROUNDING_RNE,FLUSH_INPUT_DENORM,FLUSH_OUTPUT_DENORM,MASKOP_EVEX	16,32,64			66	True	3			False	0	PROHIBITED	1	1	256	0	0	False	b847b8076487788b810a16469c262a18951c040620dd19fac47fd0431b0e830a	d7d174b96e98cf2e5689f9804aa61b587866142b2101e97fa1892d280c9824a9	804e125399e5d4fd1ddf383d8382d17dd447da3754ddb35e6f86e570b02377e3	9577
9963	3369	939	evex	5	88	0x58	VADDBF16	VADDBF16_ZMMbf16_MASKmskw_ZMMbf16_MEMbf16_AVX512	AVX10_2_BF16_512	AVX512EVEX	AVX512	VEXVALID=2 0x58 VEX_PREFIX=1 MAP=5 MOD[mm] MOD!=3 REG[rrr] RM[nnn] MODRM() UBIT=1 REXW=0 SKIP_OSZ=1 VL=2 ESIZE_16_BITS() NELEM_FULL()	1fbcc088cf31324e73e6325f111c84189733d348d045d0fcbc46453c60e61112	BROADCAST_ENABLED,DISP8_FULL,FIXED_ROUNDING_RNE,FLUSH_INPUT_DENORM,FLUSH_OUTPUT_DENORM,MASKOP_EVEX,MEMORY_FAULT_SUPPRESSION	16,32,64			66	True	0,1,2			False	0	PROHIBITED	1	1	512	0	0	False	fb98dad9c62d83d8332246df11f3dc8f7c4b1497ad36215b7b564024972e5685	6484be5ef20ac2c9143702d2be5188ad4ebdf10868e30e0b4cc38cee17792f54	7a2d6f8245bc746bf8946e57fd8cc9bfa5ac9686fea348adc82d0608ce2b600d	9580
9964	3370	939	evex	5	88	0x58	VADDBF16	VADDBF16_ZMMbf16_MASKmskw_ZMMbf16_ZMMbf16_AVX512	AVX10_2_BF16_512	AVX512EVEX	AVX512	VEXVALID=2 0x58 VEX_PREFIX=1 MAP=5 MOD[0b11] MOD=3 BCRC=0 UBIT=1 REG[rrr] RM[nnn] REXW=0 SKIP_OSZ=1 VL=2	203ae650f1304193cff3289a4c02415c801ac490b44ea43dc248624e48d6807e	FIXED_ROUNDING_RNE,FLUSH_INPUT_DENORM,FLUSH_OUTPUT_DENORM,MASKOP_EVEX	16,32,64			66	True	3			False	0	PROHIBITED	1	1	512	0	0	False	fb98dad9c62d83d8332246df11f3dc8f7c4b1497ad36215b7b564024972e5685	aadc5c2bb1ea109a0d0f703bf196522d9e0da6ff2db8adc63ee011d68632f5a2	66b20db67ee1337a4079995f488d5189de56c178817b0c6315e1e833d88f452b	9579
9965	3381	1468	evex	5	88	0x58	VADDPH	VADDPH_XMMf16_MASKmskw_XMMf16_MEMf16_AVX512	AVX512_FP16_128	AVX512EVEX	FP16	VEXVALID=2 0x58 VEX_PREFIX=0 MAP=5 MOD[mm] MOD!=3 REG[rrr] RM[nnn] MODRM() UBIT=1 REXW=0 SKIP_OSZ=1 VL=0 ESIZE_16_BITS() NELEM_FULL()	86f66b510a36a0ca923d8298fd0623da9198e1b22ea555ba8b1f4d4c16350e6c	BROADCAST_ENABLED,DISP8_FULL,MASKOP_EVEX,MEMORY_FAULT_SUPPRESSION,MXCSR	16,32,64			NP	True	0,1,2			False	0	PROHIBITED	0	1	128	0	0	False	da4f344abd6198951d464011664ebb4bd2a8596daaa9a5259b96a94d23a06314	200850c3be120e18e5a6be3441899a6e1826eec7bd1439f8abdf3c3f0abce036	8e7ada0995b07fa58d4357274045fc47f23d3f5c4ab3c5c394105da529fbfd4c	8621
9966	3382	1468	evex	5	88	0x58	VADDPH	VADDPH_XMMf16_MASKmskw_XMMf16_XMMf16_AVX512	AVX512_FP16_128	AVX512EVEX	FP16	VEXVALID=2 0x58 VEX_PREFIX=0 MAP=5 MOD[0b11] MOD=3 BCRC=0 UBIT=1 REG[rrr] RM[nnn] REXW=0 SKIP_OSZ=1 VL=0	1755e37faac4b95017e9949d57eb22e2254d8311c3ed4d7fe569cf8806a16f4a	MASKOP_EVEX,MXCSR	16,32,64			NP	True	3			False	0	PROHIBITED	0	1	128	0	0	False	da4f344abd6198951d464011664ebb4bd2a8596daaa9a5259b96a94d23a06314	924db7f2afc4d95099815d51e44820b4d284257eaa3efdbde0cc5dbca5560782	10888d9bd304e1f9e38b5c4a727b988f940e7b36c3fbad46760a58a979fdb391	8620
9967	3383	1468	evex	5	88	0x58	VADDPH	VADDPH_YMMf16_MASKmskw_YMMf16_MEMf16_AVX512	AVX512_FP16_256	AVX512EVEX	FP16	VEXVALID=2 0x58 VEX_PREFIX=0 MAP=5 MOD[mm] MOD!=3 REG[rrr] RM[nnn] MODRM() UBIT=1 REXW=0 SKIP_OSZ=1 VL=1 ESIZE_16_BITS() NELEM_FULL()	af77da987f65df5f802665424b9f84b4bdeb24b17a6a496cddae2789f98b3eab	BROADCAST_ENABLED,DISP8_FULL,MASKOP_EVEX,MEMORY_FAULT_SUPPRESSION,MXCSR	16,32,64			NP	True	0,1,2			False	0	PROHIBITED	0	1	256	0	0	False	afd053a15d81b80e7752f95d556b4825c3eb4f85c48dde6945bac251b3b13d1b	e2cdbe3e121f5ff13a194363a909a5a7d64c81386d632913e98c55f72426495a	516942a1aaea131423e497efec7499def11c8272424a05f065db8632633e7ea9	8623
9968	3384	1468	evex	5	88	0x58	VADDPH	VADDPH_YMMf16_MASKmskw_YMMf16_YMMf16_AVX512	AVX512_FP16_256	AVX512EVEX	FP16	VEXVALID=2 0x58 VEX_PREFIX=0 MAP=5 MOD[0b11] MOD=3 BCRC=0 UBIT=1 REG[rrr] RM[nnn] REXW=0 SKIP_OSZ=1 VL=1	c3c5ee8194f7b6a3f5f7aaa7553cc9e1ce9152b33b6052aa739cb3c55d50e9b0	MASKOP_EVEX,MXCSR	16,32,64			NP	True	3			False	0	PROHIBITED	0	1	256	0	0	False	afd053a15d81b80e7752f95d556b4825c3eb4f85c48dde6945bac251b3b13d1b	2fec4a76cb5180080edf69866c19f1153a6b39e8cb78f905a5bbffebfdcf5cf0	27fc3bea5e012b61ac38cd4d2c7c5b6c1f329f04191aa20ec84181c5bb040219	8622
9969	3385	1468	evex	5	88	0x58	VADDPH	VADDPH_ZMMf16_MASKmskw_ZMMf16_MEMf16_AVX512	AVX512_FP16_512	AVX512EVEX	FP16	VEXVALID=2 0x58 VEX_PREFIX=0 MAP=5 MOD[mm] MOD!=3 REG[rrr] RM[nnn] MODRM() UBIT=1 REXW=0 SKIP_OSZ=1 VL=2 ESIZE_16_BITS() NELEM_FULL()	ca85a0a64503749d945bc40c5aa05aa1f3f05eea16de91074272960e97f1b308	BROADCAST_ENABLED,DISP8_FULL,MASKOP_EVEX,MEMORY_FAULT_SUPPRESSION,MXCSR	16,32,64			NP	True	0,1,2			False	0	PROHIBITED	0	1	512	0	0	False	0fba75d6537291505e9da41dc3a272994577f5f1468960cfe0c3df6e53e3b61b	7c7d259952cd7d50b248afd9debd5602ff4be01c01f0471f16ff05f82d4bda74	5b949cce50f34aad0ceedffc5fc947dbf441b3ad2a0a528004678e0612bd24a7	8626
9970	3386	1468	evex	5	88	0x58	VADDPH	VADDPH_ZMMf16_MASKmskw_ZMMf16_ZMMf16_AVX512	AVX512_FP16_512	AVX512EVEX	FP16	VEXVALID=2 0x58 VEX_PREFIX=0 MAP=5 MOD[0b11] MOD=3 BCRC=1 UBIT=1 REG[rrr] RM[nnn] REXW=0 SKIP_OSZ=1 FIX_ROUND_LEN512() AVX512_ROUND()	878ad6cca65326fcfe809151b18a8f7c4b7d3a3fbc092dae9298f11ebcea8896	MASKOP_EVEX,MXCSR	16,32,64			NP	True	3			False	0	PROHIBITED	0	1	512	0	0	False	0fba75d6537291505e9da41dc3a272994577f5f1468960cfe0c3df6e53e3b61b	9662191dd02e58ae5820707f3384c778d16bb6f3fb3b913177b3dbd251bf8d06	4872cd006def59b3f27f02b7c870345747744c1a458b0d8e1c869c9868d651c3	8625
9971	3386	1468	evex	5	88	0x58	VADDPH	VADDPH_ZMMf16_MASKmskw_ZMMf16_ZMMf16_AVX512	AVX512_FP16_512	AVX512EVEX	FP16	VEXVALID=2 0x58 VEX_PREFIX=0 MAP=5 MOD[0b11] MOD=3 BCRC=0 UBIT=1 REG[rrr] RM[nnn] REXW=0 SKIP_OSZ=1 VL=2	7aff401e51f3047c5a2bad13ca894f79dcb76a717e3f9e265c0b307762c4f415	MASKOP_EVEX,MXCSR	16,32,64			NP	True	3			False	0	PROHIBITED	0	1	512	0	0	False	0fba75d6537291505e9da41dc3a272994577f5f1468960cfe0c3df6e53e3b61b	4aa1ce5979ca2d80aa363cfe0a2b23a86b40b7ff12dff6fe8f4223048ddeb4ce	f6c48c8079c6dab89688e214512654f82fd876d2709d1cf7157accc5acb29286	8624
9972	3401	1469	evex	5	88	0x58	VADDSH	VADDSH_XMMf16_MASKmskw_XMMf16_MEMf16_AVX512	AVX512_FP16_SCALAR	AVX512EVEX	FP16	VEXVALID=2 0x58 VEX_PREFIX=3 MAP=5 MOD[mm] MOD!=3 REG[rrr] RM[nnn] MODRM() BCRC=0 UBIT=1 REXW=0 SKIP_OSZ=1 FIX_ROUND_LEN128() ESIZE_16_BITS() NELEM_ONE()	ca3f5752dcfc6f8fa4464c71f8c0f8b914d211065bdf17eb539b05229870e044	DISP8_SCALAR,MASKOP_EVEX,MEMORY_FAULT_SUPPRESSION,MXCSR,SIMD_SCALAR	16,32,64			F3	True	0,1,2			False	0	PROHIBITED	3	1		0	0	False	6e1704099f3095c44e256fefc746cba1164284972bbff24469600b07ee0c46aa	b479b434dd053847badc332a3ef4d09595d4e37cc284d94623eb2aabd8f27152	5e8a0acac2d58e24ff262adee7b3b0dc75d044d48f381c277f02ba90c7122052	8629
9973	3402	1469	evex	5	88	0x58	VADDSH	VADDSH_XMMf16_MASKmskw_XMMf16_XMMf16_AVX512	AVX512_FP16_SCALAR	AVX512EVEX	FP16	VEXVALID=2 0x58 VEX_PREFIX=3 MAP=5 MOD[0b11] MOD=3 BCRC=0 UBIT=1 REG[rrr] RM[nnn] REXW=0 SKIP_OSZ=1 FIX_ROUND_LEN128()	9b55691789754367bf4d44ceb9625e05552922c1508fc76613d252bc7507e198	MASKOP_EVEX,MXCSR,SIMD_SCALAR	16,32,64			F3	True	3			False	0	PROHIBITED	3	1		0	0	False	6e1704099f3095c44e256fefc746cba1164284972bbff24469600b07ee0c46aa	924db7f2afc4d95099815d51e44820b4d284257eaa3efdbde0cc5dbca5560782	7feb675d5f5b4d1e44974e25353ad30b18599132a9cdbcedc4a38bbf732b50b7	8627
