descriptor_index	iform_id	iclass_id	encoding_space	map	opcode	opcode_hex	iclass	iform	isa_set	extension	category	pattern	pattern_digest	attributes	mode	easz	eosz	prefix	has_modrm	mod_required	reg_required	rm_required	partial_opcode	rexw	rex2	evex_pp	u_bit	vl	nd	nf	undocumented	cpuid_digest	operand_digest	record_digest	source_order
2169	2081	506	legacy	3	99	0x63	PCMPISTRI	PCMPISTRI_XMMdq_XMMdq_IMMb	SSE42	SSE4	SSE	0x0F 0x3A 0x63 REP=0 OSZ=1 IMMUNE66() MODE!=2 MOD[0b11] MOD=3 REG[rrr] RM[nnn] UIMM8()	9bf747e4f928a2a29ac0400bee68650547d9f88ac977bc96565dff1546cb5d55		16,32	16,32,64	16,32,64	66	True	3			False		PROHIBITED		0		0	0	False	bfde56f3634b5cb3db7bdb66954e8742f224c6271a565e134118c80c609a8f24	6e44e08f07e8abc9e815bf730cb1c0f51c81364183872a01c8c829181d313ccd	9083a9547b96a214898e949f7869b798de3f73d7d10f08a1047aebd282dc3e64	3331
2170	2078	1361	legacy	3	99	0x63	PCMPISTRI64	PCMPISTRI64_XMMdq_MEMdq_IMMb	SSE42	SSE4	SSE	0x0F 0x3A 0x63 REP=0 OSZ=1 IMMUNE66() MODE=2 REXW=1 MOD[mm] MOD!=3 REG[rrr] RM[nnn] MODRM() UIMM8()	9fd72e95ea8d5f4cb0850c45f3ace39f65f64872802f9a8673bd5784722be623		64	16,32,64	64	66	True	0,1,2			False	1	PROHIBITED		0		0	0	False	bfde56f3634b5cb3db7bdb66954e8742f224c6271a565e134118c80c609a8f24	bd3b1132c4d22d2ed43a0b14d40a75f6c3b91be1e85a4b2bd60c381e8dd61d80	de70be465ad0c31f0cb302649c529832c2127a527995a7ea2fb1f8b7699448bf	3334
2171	2079	1361	legacy	3	99	0x63	PCMPISTRI64	PCMPISTRI64_XMMdq_XMMdq_IMMb	SSE42	SSE4	SSE	0x0F 0x3A 0x63 REP=0 OSZ=1 IMMUNE66() MODE=2 REXW=1 MOD[0b11] MOD=3 REG[rrr] RM[nnn] UIMM8()	2c012f704531a45c80b764e7732430d0845a7d6216a05c8590a58999bf6ef7e9		64	16,32,64	64	66	True	3			False	1	PROHIBITED		0		0	0	False	bfde56f3634b5cb3db7bdb66954e8742f224c6271a565e134118c80c609a8f24	2abf2c04447fdbc158de5fe7d10751303e31fc34a9943d9053bf59e7bc331694	0445dd69466b102c8a4fbdfdb2b256009d96a7a4eac899adf59be656d5a53dde	3335
2172	2974	680	legacy	3	204	0xcc	SHA1RNDS4	SHA1RNDS4_XMMi32_MEMi32_IMM8_SHA	SHA	SHA	SHA	0x0F 0x3A 0xCC MOD[mm] MOD!=3 REG[rrr] RM[nnn] MODRM() REP=0 OSZ=0 UIMM8()	68ccfc3164ab233dc7c01d382ce0330068a010fd0e9b378b1f33af6005ef20b7	REQUIRES_ALIGNMENT	16,32,64	16,32,64	16,32,64	NP	True	0,1,2			False		PROHIBITED		0		0	0	False	eae4779b9d6608a8ceb62abdceccbaff7775bf3200284a72b86783e7fa6401ff	d64491ff0122721b7ec2b6ebf9cbfd6fee8c9ad1af21521d9132cf25da3b0aba	84410920a70a1196e9cbcb8ebc74837633be61efd10efcaf07418f12a064e23b	3396
2173	2975	680	legacy	3	204	0xcc	SHA1RNDS4	SHA1RNDS4_XMMi32_XMMi32_IMM8_SHA	SHA	SHA	SHA	0x0F 0x3A 0xCC MOD[0b11] MOD=3 REG[rrr] RM[nnn] REP=0 OSZ=0 UIMM8()	a0e4631ff047e27c8bc3637529ea8ab2e4583900f88621607513de46c7a8ff98		16,32,64	16,32,64	16,32,64	NP	True	3			False		PROHIBITED		0		0	0	False	eae4779b9d6608a8ceb62abdceccbaff7775bf3200284a72b86783e7fa6401ff	e289a6ef69bd755a365f61b423c0f86bf779aac54a818db874aa86275f0bd2a6	e8f6ddc385b2f3b56f6dad817d3da47dcf30f9d235e6c1593ed0989088d03e5b	3395
2174	1310	1323	legacy	3	206	0xce	GF2P8AFFINEQB	GF2P8AFFINEQB_XMMu8_MEMu64_IMM8	GFNI	GFNI	GFNI	0x0F 0x3A 0xCE MOD[mm] MOD!=3 REG[rrr] RM[nnn] MODRM() REP=0 OSZ=1 UIMM8()	d826750e8753321aee1cd0b83869631a25cb0af21388da36aa6cdbb57122bcbe	REQUIRES_ALIGNMENT	16,32,64	16,32,64	16,32,64	66	True	0,1,2			False		PROHIBITED		0		0	0	False	c8d1f97bf70b4ab5b5b0fade724dbf30307ea397f4347f5c0a58e851567e6f77	f99eeea232d0561ea8ed45aa748574dfd6e765dc0699790ccdf8f6a8aba59bb4	67c23654d692cf32cbca2c33c6c74fe8a647f43ca6b7d340b00cfa4e29f644cf	8521
2175	1311	1323	legacy	3	206	0xce	GF2P8AFFINEQB	GF2P8AFFINEQB_XMMu8_XMMu64_IMM8	GFNI	GFNI	GFNI	0x0F 0x3A 0xCE MOD[0b11] MOD=3 REG[rrr] RM[nnn] REP=0 OSZ=1 UIMM8()	0c297fd231b5298012c078f0cfe0377e0c83f8ea14eba44cef01a3fed6e2f752		16,32,64	16,32,64	16,32,64	66	True	3			False		PROHIBITED		0		0	0	False	c8d1f97bf70b4ab5b5b0fade724dbf30307ea397f4347f5c0a58e851567e6f77	c66b2b2b6a725d12522d85dab2ee4de7e3b744f570a7083e9717b378d23c31ef	b66c14d7349ca9244efcece98b10f844e18a50f74f71ed35e095d7e7670ed768	8520
2176	1308	1322	legacy	3	207	0xcf	GF2P8AFFINEINVQB	GF2P8AFFINEINVQB_XMMu8_MEMu64_IMM8	GFNI	GFNI	GFNI	0x0F 0x3A 0xCF MOD[mm] MOD!=3 REG[rrr] RM[nnn] MODRM() REP=0 OSZ=1 UIMM8()	90c0f902bac3eb216ad868b117173d0c37d828faf85db32f31cc06f30fb47029	REQUIRES_ALIGNMENT	16,32,64	16,32,64	16,32,64	66	True	0,1,2			False		PROHIBITED		0		0	0	False	c8d1f97bf70b4ab5b5b0fade724dbf30307ea397f4347f5c0a58e851567e6f77	f99eeea232d0561ea8ed45aa748574dfd6e765dc0699790ccdf8f6a8aba59bb4	b581fe611548b1228f507628bb02e3db1f2655ec1edf29c35ed955f286713b9d	8519
2177	1309	1322	legacy	3	207	0xcf	GF2P8AFFINEINVQB	GF2P8AFFINEINVQB_XMMu8_XMMu64_IMM8	GFNI	GFNI	GFNI	0x0F 0x3A 0xCF MOD[0b11] MOD=3 REG[rrr] RM[nnn] REP=0 OSZ=1 UIMM8()	93b922368ecd0378854dc5216013f8c8f3e958b046476788bef1f03002f5155e		16,32,64	16,32,64	16,32,64	66	True	3			False		PROHIBITED		0		0	0	False	c8d1f97bf70b4ab5b5b0fade724dbf30307ea397f4347f5c0a58e851567e6f77	c66b2b2b6a725d12522d85dab2ee4de7e3b744f570a7083e9717b378d23c31ef	6c3cdd023f9dc1625fabf4f815625fa4fd00f70bcd63f25c07b45f24df434ebc	8518
2178	175	675	legacy	3	223	0xdf	AESKEYGENASSIST	AESKEYGENASSIST_XMMdq_MEMdq_IMMb	AES	AES	AES	0x0F 0x3A 0xDF REP=0 OSZ=1 MOD[mm] MOD!=3 REG[rrr] RM[nnn] REFINING66() MODRM() UIMM8()	4e76f83a09a654ae0120dd77353c8a413525f9177821e15a2a1283fa228d7a2f	REQUIRES_ALIGNMENT	16,32,64	16,32,64	16,32,64	66	True	0,1,2			False		PROHIBITED		0		0	0	False	a31f2b81d572ac727c8e066f0d649fd7708bdaa4ef358cfab5313d2d07253987	68dd9c411b7a907857e60a3b3300f5db60b1eaf6b3955862756172f4546b269f	6dfb38c2d790ba2cda3c41cd1acba922d187259614b8a8d766655b0768bd7cdc	3362
2179	176	675	legacy	3	223	0xdf	AESKEYGENASSIST	AESKEYGENASSIST_XMMdq_XMMdq_IMMb	AES	AES	AES	0x0F 0x3A 0xDF REP=0 OSZ=1 MOD[0b11] MOD=3 REG[rrr] RM[nnn] REFINING66() UIMM8()	c190512e02db9bb1dd1b8f5c652585fbcced8dfd7501f88c05a5cb8ff911ed6c	REQUIRES_ALIGNMENT	16,32,64	16,32,64	16,32,64	66	True	3			False		PROHIBITED		0		0	0	False	a31f2b81d572ac727c8e066f0d649fd7708bdaa4ef358cfab5313d2d07253987	4dcb3afda716a541fb8dc0f09a2555853428d05fc1b529c43dfb0918f71e2ccf	57a997de00a739487ef1dfb1855b82166a63119ac6a3ce86e1ce61e883747b9f	3361
2180	1319	1325	legacy	3	240	0xf0	HRESET	HRESET_IMM8	HRESET	HRESET	HRESET	0x0F 0x3A 0xF0 MOD[0b11] MOD=3 REG[0b000] RM[0b000] REP=3 UIMM8()	5c1b172a88d8c7420285f3e47cae7da1c89e3f8467f56305fe4d37c1d7138dc5	RING0	16,32,64	16,32,64	16,32,64	F3	True	3	0	0	False		PROHIBITED		0		0	0	False	24e218db44a72ee3270cbafd7bff1ab7d4682274aba58d75977257cb7712b4dd	b8a478ca199c2b5d960d80943ac5690656ae5169e9469ece94f8135714983005	22a8a47a02b3d7553d1f036699116bb40c2f69d6ceeb4dc3b4bd368dfc721099	8595
2181	2178	263	legacy	4	12	0x0c	PI2FW	PI2FW_MMXq_MEMq	3DNOW	3DNOW	3DNOW	0x0F 0x0F MOD[mm] MOD!=3 REG[rrr] RM[nnn] MODRM() 0x0C	5f987c0f8e471686f53b91ff55883722effc02b86d266df867cc98a426004465	AMDONLY	16,32,64	16,32,64	16,32,64		True	0,1,2			False		PROHIBITED		0		0	0	False	4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945	b017e0b250faee5c5f2cca97a3788ef2b8f9c0851e4e31a8c128d96d22dd7b4b	4e1b9e7e34b154ed0928bf958f6a702687dd5816f592b398d3a469f4272ef81c	6532
2182	2179	263	legacy	4	12	0x0c	PI2FW	PI2FW_MMXq_MMXq	3DNOW	3DNOW	3DNOW	0x0F 0x0F MOD[0b11] MOD=3 REG[rrr] RM[nnn] 0x0C	a9f8c304ec63de265770e8c8558af3ef84635cc5e0cc6972c6c2463370fb4810	AMDONLY	16,32,64	16,32,64	16,32,64		True	3			False		PROHIBITED		0		0	0	False	4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945	307311b2a62d2ea496cf9dfae79bb706c2bb1c99500462a72d62271c25d5215c	f70cd5d58df4af31ad2714440397ea4241e67329649b50ad581d505125b70aa3	6533
2183	2176	262	legacy	4	13	0x0d	PI2FD	PI2FD_MMXq_MEMq	3DNOW	3DNOW	3DNOW	0x0F 0x0F MOD[mm] MOD!=3 REG[rrr] RM[nnn] MODRM() 0x0D	279559b420e6737086d9f469c72de47fc2f911c89c3246b0e7cae6fef6be7852	AMDONLY	16,32,64	16,32,64	16,32,64		True	0,1,2			False		PROHIBITED		0		0	0	False	4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945	b017e0b250faee5c5f2cca97a3788ef2b8f9c0851e4e31a8c128d96d22dd7b4b	9eb39c38aca40df07932a762eb0fcb4457e872d44eda9354acb8ecbfc8739701	6534
2184	2177	262	legacy	4	13	0x0d	PI2FD	PI2FD_MMXq_MMXq	3DNOW	3DNOW	3DNOW	0x0F 0x0F MOD[0b11] MOD=3 REG[rrr] RM[nnn] 0x0D	35cd80f8a4c52659e721ee533c7a064731487693f45723d6263717df7ce29bc7	AMDONLY	16,32,64	16,32,64	16,32,64		True	3			False		PROHIBITED		0		0	0	False	4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945	307311b2a62d2ea496cf9dfae79bb706c2bb1c99500462a72d62271c25d5215c	17d7da229ae2dda0d6440b6b73b1aacee46bf7c80472c619b0d4131695064963	6535
2185	2114	244	legacy	4	28	0x1c	PF2IW	PF2IW_MMXq_MEMq	3DNOW	3DNOW	3DNOW	0x0F 0x0F MOD[mm] MOD!=3 REG[rrr] RM[nnn] MODRM() 0x1C	0eaa66cfb26cfc3309d984a0634851c6926c0ec686abb12844ca7238a43c9592	AMDONLY	16,32,64	16,32,64	16,32,64		True	0,1,2			False		PROHIBITED		0		0	0	False	4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945	b017e0b250faee5c5f2cca97a3788ef2b8f9c0851e4e31a8c128d96d22dd7b4b	0d28b7da9f971125cf3f7cc6cf2cdf1caabb54c640512b8d3eb13ecaed8501de	6536
2186	2115	244	legacy	4	28	0x1c	PF2IW	PF2IW_MMXq_MMXq	3DNOW	3DNOW	3DNOW	0x0F 0x0F MOD[0b11] MOD=3 REG[rrr] RM[nnn] 0x1C	0fadbebe3055a25cbf9900315cbf3981e15ff9360b2eb4f734fd954d1e396329	AMDONLY	16,32,64	16,32,64	16,32,64		True	3			False		PROHIBITED		0		0	0	False	4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945	307311b2a62d2ea496cf9dfae79bb706c2bb1c99500462a72d62271c25d5215c	6b0c14d649cfbae2313cadc1c6c5b45e188c0f8858a02371b45c306c680d6986	6537
2187	2112	243	legacy	4	29	0x1d	PF2ID	PF2ID_MMXq_MEMq	3DNOW	3DNOW	3DNOW	0x0F 0x0F MOD[mm] MOD!=3 REG[rrr] RM[nnn] MODRM() 0x1D	16cc4ec716bb5949de4ccd4300e7cd0b9a17a4d75a4708f8afa8f2f7b293ac5e	AMDONLY	16,32,64	16,32,64	16,32,64		True	0,1,2			False		PROHIBITED		0		0	0	False	4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945	b017e0b250faee5c5f2cca97a3788ef2b8f9c0851e4e31a8c128d96d22dd7b4b	a030ecd78f7ce71e955d65c4e1f8359a72293e7faffc32e874ea939a940f22d8	6538
2188	2113	243	legacy	4	29	0x1d	PF2ID	PF2ID_MMXq_MMXq	3DNOW	3DNOW	3DNOW	0x0F 0x0F MOD[0b11] MOD=3 REG[rrr] RM[nnn] 0x1D	fe1d4ef4469dd029f0f003256aa7abc4b4d46deaf749d77c18f8ee38a44fa540	AMDONLY	16,32,64	16,32,64	16,32,64		True	3			False		PROHIBITED		0		0	0	False	4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945	307311b2a62d2ea496cf9dfae79bb706c2bb1c99500462a72d62271c25d5215c	3159cd758258f15008a98e29f7824251969b5752018b640e918a7dc7cf02b2f4	6539
2189	2132	253	legacy	4	138	0x8a	PFNACC	PFNACC_MMXq_MEMq	3DNOW	3DNOW	3DNOW	0x0F 0x0F MOD[mm] MOD!=3 REG[rrr] RM[nnn] MODRM() 0x8A	2a1986bad9a98088925b393a85d453a622be6c797d07f6504ee304bfeeca169a	AMDONLY	16,32,64	16,32,64	16,32,64		True	0,1,2			False		PROHIBITED		0		0	0	False	4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945	b017e0b250faee5c5f2cca97a3788ef2b8f9c0851e4e31a8c128d96d22dd7b4b	164e9f964992c84aa041adea71c37e38143233d5ca22f15233290c12ce42e231	6540
2190	2133	253	legacy	4	138	0x8a	PFNACC	PFNACC_MMXq_MMXq	3DNOW	3DNOW	3DNOW	0x0F 0x0F MOD[0b11] MOD=3 REG[rrr] RM[nnn] 0x8A	86574561e12b27d45c70edd23a25b8dbcfb8c2d61c615f52adfd3984ec966c47	AMDONLY	16,32,64	16,32,64	16,32,64		True	3			False		PROHIBITED		0		0	0	False	4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945	307311b2a62d2ea496cf9dfae79bb706c2bb1c99500462a72d62271c25d5215c	d2c8352b1be1887721a80529970e6a66c4b3a6e58d289b10aafd5d1c7a57e074	6541
2191	2134	254	legacy	4	142	0x8e	PFPNACC	PFPNACC_MMXq_MEMq	3DNOW	3DNOW	3DNOW	0x0F 0x0F MOD[mm] MOD!=3 REG[rrr] RM[nnn] MODRM() 0x8E	f2737f6e8264dd8dba9c32bf4f7c603bae657b6b09abccb7191415b44d692a6b	AMDONLY	16,32,64	16,32,64	16,32,64		True	0,1,2			False		PROHIBITED		0		0	0	False	4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945	b017e0b250faee5c5f2cca97a3788ef2b8f9c0851e4e31a8c128d96d22dd7b4b	1853d03572160a397d9f9554355b30a5da16dcae26f24526efbab02b9630cc02	6542
2192	2135	254	legacy	4	142	0x8e	PFPNACC	PFPNACC_MMXq_MMXq	3DNOW	3DNOW	3DNOW	0x0F 0x0F MOD[0b11] MOD=3 REG[rrr] RM[nnn] 0x8E	8e844e76fe181941486a179c97f45f49aa7bd56c3a6fe4d0235e6f6ee64a28ea	AMDONLY	16,32,64	16,32,64	16,32,64		True	3			False		PROHIBITED		0		0	0	False	4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945	307311b2a62d2ea496cf9dfae79bb706c2bb1c99500462a72d62271c25d5215c	c1a1c6e3aafa3f1c5d22c3de24e762bdbf1f8c828422ed991b7b8706f55670fb	6543
2193	2122	248	legacy	4	144	0x90	PFCMPGE	PFCMPGE_MMXq_MEMq	3DNOW	3DNOW	3DNOW	0x0F 0x0F MOD[mm] MOD!=3 REG[rrr] RM[nnn] MODRM() 0x90	0d8ad99f03b38523168ed9699044ab1414cbb44eb1477b971eb82d9400cd2e2f	AMDONLY	16,32,64	16,32,64	16,32,64		True	0,1,2			False		PROHIBITED		0		0	0	False	4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945	b017e0b250faee5c5f2cca97a3788ef2b8f9c0851e4e31a8c128d96d22dd7b4b	5b2f8a8f16b65a077e28aba5ee15906e095479d9558bc67d99616db4560447ac	6544
2194	2123	248	legacy	4	144	0x90	PFCMPGE	PFCMPGE_MMXq_MMXq	3DNOW	3DNOW	3DNOW	0x0F 0x0F MOD[0b11] MOD=3 REG[rrr] RM[nnn] 0x90	44f3ee80a5d16746fbe11685dc0b727e797f5d7303c67f86fdd6e9ab99ad9ae1	AMDONLY	16,32,64	16,32,64	16,32,64		True	3			False		PROHIBITED		0		0	0	False	4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945	307311b2a62d2ea496cf9dfae79bb706c2bb1c99500462a72d62271c25d5215c	c2d6c60488991f5cd2056d576571263f64bbac81609fe9e8636a99794a87c937	6545
2195	2128	251	legacy	4	148	0x94	PFMIN	PFMIN_MMXq_MEMq	3DNOW	3DNOW	3DNOW	0x0F 0x0F MOD[mm] MOD!=3 REG[rrr] RM[nnn] MODRM() 0x94	5fa68c7a1b37cf65956b9d007512d829a45b80902d20e8f913accc3bcdb6aff7	AMDONLY	16,32,64	16,32,64	16,32,64		True	0,1,2			False		PROHIBITED		0		0	0	False	4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945	b017e0b250faee5c5f2cca97a3788ef2b8f9c0851e4e31a8c128d96d22dd7b4b	96f8d6f34f1ae807bdd2615e6944ac8aa5c14026cae90d098d9c3a227a311f11	6546
2196	2129	251	legacy	4	148	0x94	PFMIN	PFMIN_MMXq_MMXq	3DNOW	3DNOW	3DNOW	0x0F 0x0F MOD[0b11] MOD=3 REG[rrr] RM[nnn] 0x94	b58b7fee949b4f1720be10180dbeddb4cb32e30c6affebd92c37f95c7f7c95d3	AMDONLY	16,32,64	16,32,64	16,32,64		True	3			False		PROHIBITED		0		0	0	False	4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945	307311b2a62d2ea496cf9dfae79bb706c2bb1c99500462a72d62271c25d5215c	4cf93520865454997b66c51a075522c024401e8889c2526a1e9e15ec2c8c988d	6547
2197	2140	255	legacy	4	150	0x96	PFRCP	PFRCP_MMXq_MEMq	3DNOW	3DNOW	3DNOW	0x0F 0x0F MOD[mm] MOD!=3 REG[rrr] RM[nnn] MODRM() 0x96	8a279776df7a3334d8e4d67aa22af56a42be15aceede60c6b9e3272a0c21cb7f	AMDONLY	16,32,64	16,32,64	16,32,64		True	0,1,2			False		PROHIBITED		0		0	0	False	4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945	b017e0b250faee5c5f2cca97a3788ef2b8f9c0851e4e31a8c128d96d22dd7b4b	e51ebb7e1de9f8672ae6fb3df1ca98fac376ab4b2e5b86d984a2f3e69dc76b5f	6548
2198	2141	255	legacy	4	150	0x96	PFRCP	PFRCP_MMXq_MMXq	3DNOW	3DNOW	3DNOW	0x0F 0x0F MOD[0b11] MOD=3 REG[rrr] RM[nnn] 0x96	1ece31dab550d5e865528c949ad5b4613e029ab1eae49c4b77e65ab5dcaae1fa	AMDONLY	16,32,64	16,32,64	16,32,64		True	3			False		PROHIBITED		0		0	0	False	4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945	307311b2a62d2ea496cf9dfae79bb706c2bb1c99500462a72d62271c25d5215c	7effd789f107d4004cf4e757680d5749738e131838b9a52a75c2ba3d4aa3ecd5	6549
2199	2144	259	legacy	4	151	0x97	PFRSQRT	PFRSQRT_MMXq_MEMq	3DNOW	3DNOW	3DNOW	0x0F 0x0F MOD[mm] MOD!=3 REG[rrr] RM[nnn] MODRM() 0x97	53469d7568670d9411b77c4614f367b3405b5352421c3932e9722568a22b49df	AMDONLY	16,32,64	16,32,64	16,32,64		True	0,1,2			False		PROHIBITED		0		0	0	False	4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945	b017e0b250faee5c5f2cca97a3788ef2b8f9c0851e4e31a8c128d96d22dd7b4b	652c43e06b0c0299e90159e9552482d404d0c171980c11ab0e4fb7549e6550b4	6550
2200	2145	259	legacy	4	151	0x97	PFRSQRT	PFRSQRT_MMXq_MMXq	3DNOW	3DNOW	3DNOW	0x0F 0x0F MOD[0b11] MOD=3 REG[rrr] RM[nnn] 0x97	160e67d79a3e3d628d94cbeffdcffbb7dccd957c05e7b2f13dc53f172675cf08	AMDONLY	16,32,64	16,32,64	16,32,64		True	3			False		PROHIBITED		0		0	0	False	4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945	307311b2a62d2ea496cf9dfae79bb706c2bb1c99500462a72d62271c25d5215c	70a55ce557ad4669ca5dc287bb47df7008533871e1282630febbf6a0abdbee98	6551
2201	2148	260	legacy	4	154	0x9a	PFSUB	PFSUB_MMXq_MEMq	3DNOW	3DNOW	3DNOW	0x0F 0x0F MOD[mm] MOD!=3 REG[rrr] RM[nnn] MODRM() 0x9A	6b387e81d1222cec5dbbd62dcb25c0ee7dcc1eeaabb86eff4c3e26de1b540dbb	AMDONLY	16,32,64	16,32,64	16,32,64		True	0,1,2			False		PROHIBITED		0		0	0	False	4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945	b017e0b250faee5c5f2cca97a3788ef2b8f9c0851e4e31a8c128d96d22dd7b4b	96a51ab35065ec52d84a0cf8f5f43aa9d05b9269939f69b75ad66141a5b2f270	6552
2202	2149	260	legacy	4	154	0x9a	PFSUB	PFSUB_MMXq_MMXq	3DNOW	3DNOW	3DNOW	0x0F 0x0F MOD[0b11] MOD=3 REG[rrr] RM[nnn] 0x9A	66136c7d6bf018a7ea83449a13533253e6addcfe4038e8d6f0e41bc98bcdb278	AMDONLY	16,32,64	16,32,64	16,32,64		True	3			False		PROHIBITED		0		0	0	False	4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945	307311b2a62d2ea496cf9dfae79bb706c2bb1c99500462a72d62271c25d5215c	b08741f943eec272f906d074504df580cf83bb82f040716819a4e2ad43fef75c	6553
2203	2118	246	legacy	4	158	0x9e	PFADD	PFADD_MMXq_MEMq	3DNOW	3DNOW	3DNOW	0x0F 0x0F MOD[mm] MOD!=3 REG[rrr] RM[nnn] MODRM() 0x9E	d4ae7a1441d60ca43a8e93d681fba10bbbdcc0c398d91f507413a87ec0b02d52	AMDONLY	16,32,64	16,32,64	16,32,64		True	0,1,2			False		PROHIBITED		0		0	0	False	4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945	b017e0b250faee5c5f2cca97a3788ef2b8f9c0851e4e31a8c128d96d22dd7b4b	8def1810ab148cd3d02e2a390fb4d9558a65e4afb6a6e477130928dc936610ff	6554
2204	2119	246	legacy	4	158	0x9e	PFADD	PFADD_MMXq_MMXq	3DNOW	3DNOW	3DNOW	0x0F 0x0F MOD[0b11] MOD=3 REG[rrr] RM[nnn] 0x9E	e4c81b8183d9a990c1098b97c12042e84bc500a82cd6aa58c3f6d3dd3b98c000	AMDONLY	16,32,64	16,32,64	16,32,64		True	3			False		PROHIBITED		0		0	0	False	4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945	307311b2a62d2ea496cf9dfae79bb706c2bb1c99500462a72d62271c25d5215c	caa05ca27c180ad4032cda23d74d6ba2ea173ae53e0136f9cff72265c7e09caf	6555
2205	2124	249	legacy	4	160	0xa0	PFCMPGT	PFCMPGT_MMXq_MEMq	3DNOW	3DNOW	3DNOW	0x0F 0x0F MOD[mm] MOD!=3 REG[rrr] RM[nnn] MODRM() 0xA0	230c4e14e5cd0c32d724e71d48016b926a578edd28cad102a26ce81fe04a350a	AMDONLY	16,32,64	16,32,64	16,32,64		True	0,1,2			False		PROHIBITED		0		0	0	False	4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945	b017e0b250faee5c5f2cca97a3788ef2b8f9c0851e4e31a8c128d96d22dd7b4b	04a753be49961a7264e244f70106b8b96e669b9382787a4f3a24efedabdb7c5b	6556
2206	2125	249	legacy	4	160	0xa0	PFCMPGT	PFCMPGT_MMXq_MMXq	3DNOW	3DNOW	3DNOW	0x0F 0x0F MOD[0b11] MOD=3 REG[rrr] RM[nnn] 0xA0	78d4d5beeebf274127606f6aca8b7dd16d4b7c0e71327db1b275492d25be0c2c	AMDONLY	16,32,64	16,32,64	16,32,64		True	3			False		PROHIBITED		0		0	0	False	4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945	307311b2a62d2ea496cf9dfae79bb706c2bb1c99500462a72d62271c25d5215c	c4c58310b49ee218c5b6636c6a687791a1df02ee0490cbb2265e2f11024767e5	6557
2207	2126	250	legacy	4	164	0xa4	PFMAX	PFMAX_MMXq_MEMq	3DNOW	3DNOW	3DNOW	0x0F 0x0F MOD[mm] MOD!=3 REG[rrr] RM[nnn] MODRM() 0xA4	8bc84ff281d3c55718366728063d1a96327c4a3f57ace96e644fdcbeda65535d	AMDONLY	16,32,64	16,32,64	16,32,64		True	0,1,2			False		PROHIBITED		0		0	0	False	4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945	b017e0b250faee5c5f2cca97a3788ef2b8f9c0851e4e31a8c128d96d22dd7b4b	31066c5228eb102f15208a24b85f7e9a43d0a4b828c513797f301c8993d96b69	6558
